candidate_id,feature_set,feature_variant,model_family,model_name,params_json,params,selected_feature_count,selected_features,inner_selected_threshold,inner_constraint_level,inner_balanced_accuracy,inner_fault_recall,inner_normal_fpr,inner_macro_f1,inner_roc_auc,inner_fold_ba_std_t0_5,outer_fold,ensemble_members
expanded154__missing_indicator__lightgbm_balanced_depth2,expanded154,missing_indicator,lightgbm_balanced,lightgbm_balanced_depth2,"{""max_depth"": 2, ""num_leaves"": 4}","{'max_depth': 2, 'num_leaves': 4}",154,outdoor_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_1d_mean_minus_prev_6d_mean|outdoor_temperature__last_1d_std_minus_prev_6d_std|outdoor_temperature__last_6h_mean_minus_prev_6h_mean|outdoor_temperature__last_minus_first|outdoor_temperature__max|outdoor_temperature__mean|outdoor_temperature__median|outdoor_temperature__min|outdoor_temperature__missing_rate|outdoor_temperature__std|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_hc1_return_temperature__last_1d_std_minus_prev_6d_std|p_hc1_return_temperature__last_6h_mean_minus_prev_6h_mean|p_hc1_return_temperature__last_minus_first|p_hc1_return_temperature__max|p_hc1_return_temperature__mean|p_hc1_return_temperature__median|p_hc1_return_temperature__min|p_hc1_return_temperature__missing_rate|p_hc1_return_temperature__std|p_net_delta_temperature__last_12h_mean_minus_prev_12h_mean|p_net_delta_temperature__last_1d_mean_minus_prev_6d_mean|p_net_delta_temperature__last_1d_std_minus_prev_6d_std|p_net_delta_temperature__last_6h_mean_minus_prev_6h_mean|p_net_delta_temperature__last_minus_first|p_net_delta_temperature__max|p_net_delta_temperature__mean|p_net_delta_temperature__median|p_net_delta_temperature__min|p_net_delta_temperature__missing_rate|p_net_delta_temperature__std|p_net_meter_energy__last_12h_mean_minus_prev_12h_mean|p_net_meter_energy__last_1d_mean_minus_prev_6d_mean|p_net_meter_energy__last_1d_std_minus_prev_6d_std|p_net_meter_energy__last_6h_mean_minus_prev_6h_mean|p_net_meter_energy__last_minus_first|p_net_meter_energy__max|p_net_meter_energy__mean|p_net_meter_energy__median|p_net_meter_energy__min|p_net_meter_energy__missing_rate|p_net_meter_energy__std|p_net_meter_flow__last_12h_mean_minus_prev_12h_mean|p_net_meter_flow__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_meter_flow__last_6h_mean_minus_prev_6h_mean|p_net_meter_flow__last_minus_first|p_net_meter_flow__max|p_net_meter_flow__mean|p_net_meter_flow__median|p_net_meter_flow__min|p_net_meter_flow__missing_rate|p_net_meter_flow__std|p_net_meter_heat_power__last_12h_mean_minus_prev_12h_mean|p_net_meter_heat_power__last_1d_mean_minus_prev_6d_mean|p_net_meter_heat_power__last_1d_std_minus_prev_6d_std|p_net_meter_heat_power__last_6h_mean_minus_prev_6h_mean|p_net_meter_heat_power__last_minus_first|p_net_meter_heat_power__max|p_net_meter_heat_power__mean|p_net_meter_heat_power__median|p_net_meter_heat_power__min|p_net_meter_heat_power__missing_rate|p_net_meter_heat_power__std|p_net_meter_volume__last_12h_mean_minus_prev_12h_mean|p_net_meter_volume__last_1d_mean_minus_prev_6d_mean|p_net_meter_volume__last_1d_std_minus_prev_6d_std|p_net_meter_volume__last_6h_mean_minus_prev_6h_mean|p_net_meter_volume__last_minus_first|p_net_meter_volume__max|p_net_meter_volume__mean|p_net_meter_volume__median|p_net_meter_volume__min|p_net_meter_volume__missing_rate|p_net_meter_volume__std|p_net_power_flow_ratio__last_12h_mean_minus_prev_12h_mean|p_net_power_flow_ratio__last_1d_mean_minus_prev_6d_mean|p_net_power_flow_ratio__last_1d_std_minus_prev_6d_std|p_net_power_flow_ratio__last_6h_mean_minus_prev_6h_mean|p_net_power_flow_ratio__last_minus_first|p_net_power_flow_ratio__max|p_net_power_flow_ratio__mean|p_net_power_flow_ratio__median|p_net_power_flow_ratio__min|p_net_power_flow_ratio__missing_rate|p_net_power_flow_ratio__std|p_net_return_temperature__last_12h_mean_minus_prev_12h_mean|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_return_temperature__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_6h_mean_minus_prev_6h_mean|p_net_return_temperature__last_minus_first|p_net_return_temperature__max|p_net_return_temperature__mean|p_net_return_temperature__median|p_net_return_temperature__min|p_net_return_temperature__missing_rate|p_net_return_temperature__std|p_net_supply_temperature__last_12h_mean_minus_prev_12h_mean|p_net_supply_temperature__last_1d_mean_minus_prev_6d_mean|p_net_supply_temperature__last_1d_std_minus_prev_6d_std|p_net_supply_temperature__last_6h_mean_minus_prev_6h_mean|p_net_supply_temperature__last_minus_first|p_net_supply_temperature__max|p_net_supply_temperature__mean|p_net_supply_temperature__median|p_net_supply_temperature__min|p_net_supply_temperature__missing_rate|p_net_supply_temperature__std|p_return_gap__last_12h_mean_minus_prev_12h_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_std_minus_prev_6d_std|p_return_gap__last_6h_mean_minus_prev_6h_mean|p_return_gap__last_minus_first|p_return_gap__max|p_return_gap__mean|p_return_gap__median|p_return_gap__min|p_return_gap__missing_rate|p_return_gap__std|s_hc1_supply_temperature__last_12h_mean_minus_prev_12h_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature__last_6h_mean_minus_prev_6h_mean|s_hc1_supply_temperature__last_minus_first|s_hc1_supply_temperature__max|s_hc1_supply_temperature__mean|s_hc1_supply_temperature__median|s_hc1_supply_temperature__min|s_hc1_supply_temperature__missing_rate|s_hc1_supply_temperature__std|s_hc1_supply_temperature_error__last_12h_mean_minus_prev_12h_mean|s_hc1_supply_temperature_error__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature_error__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_error__last_6h_mean_minus_prev_6h_mean|s_hc1_supply_temperature_error__last_minus_first|s_hc1_supply_temperature_error__max|s_hc1_supply_temperature_error__mean|s_hc1_supply_temperature_error__median|s_hc1_supply_temperature_error__min|s_hc1_supply_temperature_error__missing_rate|s_hc1_supply_temperature_error__std|s_hc1_supply_temperature_setpoint__last_12h_mean_minus_prev_12h_mean|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature_setpoint__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_6h_mean_minus_prev_6h_mean|s_hc1_supply_temperature_setpoint__last_minus_first|s_hc1_supply_temperature_setpoint__max|s_hc1_supply_temperature_setpoint__mean|s_hc1_supply_temperature_setpoint__median|s_hc1_supply_temperature_setpoint__min|s_hc1_supply_temperature_setpoint__missing_rate|s_hc1_supply_temperature_setpoint__std,0.75,primary_fpr,0.6233164983164983,0.4318181818181818,0.18518518518518517,0.5767090620031796,0.6910774410774411,0.07122546078153835,2,
expanded154__missing_indicator__lightgbm_balanced_depth3,expanded154,missing_indicator,lightgbm_balanced,lightgbm_balanced_depth3,"{""max_depth"": 3, ""num_leaves"": 8}","{'max_depth': 3, 'num_leaves': 8}",154,outdoor_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_1d_mean_minus_prev_6d_mean|outdoor_temperature__last_1d_std_minus_prev_6d_std|outdoor_temperature__last_6h_mean_minus_prev_6h_mean|outdoor_temperature__last_minus_first|outdoor_temperature__max|outdoor_temperature__mean|outdoor_temperature__median|outdoor_temperature__min|outdoor_temperature__missing_rate|outdoor_temperature__std|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_hc1_return_temperature__last_1d_std_minus_prev_6d_std|p_hc1_return_temperature__last_6h_mean_minus_prev_6h_mean|p_hc1_return_temperature__last_minus_first|p_hc1_return_temperature__max|p_hc1_return_temperature__mean|p_hc1_return_temperature__median|p_hc1_return_temperature__min|p_hc1_return_temperature__missing_rate|p_hc1_return_temperature__std|p_net_delta_temperature__last_12h_mean_minus_prev_12h_mean|p_net_delta_temperature__last_1d_mean_minus_prev_6d_mean|p_net_delta_temperature__last_1d_std_minus_prev_6d_std|p_net_delta_temperature__last_6h_mean_minus_prev_6h_mean|p_net_delta_temperature__last_minus_first|p_net_delta_temperature__max|p_net_delta_temperature__mean|p_net_delta_temperature__median|p_net_delta_temperature__min|p_net_delta_temperature__missing_rate|p_net_delta_temperature__std|p_net_meter_energy__last_12h_mean_minus_prev_12h_mean|p_net_meter_energy__last_1d_mean_minus_prev_6d_mean|p_net_meter_energy__last_1d_std_minus_prev_6d_std|p_net_meter_energy__last_6h_mean_minus_prev_6h_mean|p_net_meter_energy__last_minus_first|p_net_meter_energy__max|p_net_meter_energy__mean|p_net_meter_energy__median|p_net_meter_energy__min|p_net_meter_energy__missing_rate|p_net_meter_energy__std|p_net_meter_flow__last_12h_mean_minus_prev_12h_mean|p_net_meter_flow__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_meter_flow__last_6h_mean_minus_prev_6h_mean|p_net_meter_flow__last_minus_first|p_net_meter_flow__max|p_net_meter_flow__mean|p_net_meter_flow__median|p_net_meter_flow__min|p_net_meter_flow__missing_rate|p_net_meter_flow__std|p_net_meter_heat_power__last_12h_mean_minus_prev_12h_mean|p_net_meter_heat_power__last_1d_mean_minus_prev_6d_mean|p_net_meter_heat_power__last_1d_std_minus_prev_6d_std|p_net_meter_heat_power__last_6h_mean_minus_prev_6h_mean|p_net_meter_heat_power__last_minus_first|p_net_meter_heat_power__max|p_net_meter_heat_power__mean|p_net_meter_heat_power__median|p_net_meter_heat_power__min|p_net_meter_heat_power__missing_rate|p_net_meter_heat_power__std|p_net_meter_volume__last_12h_mean_minus_prev_12h_mean|p_net_meter_volume__last_1d_mean_minus_prev_6d_mean|p_net_meter_volume__last_1d_std_minus_prev_6d_std|p_net_meter_volume__last_6h_mean_minus_prev_6h_mean|p_net_meter_volume__last_minus_first|p_net_meter_volume__max|p_net_meter_volume__mean|p_net_meter_volume__median|p_net_meter_volume__min|p_net_meter_volume__missing_rate|p_net_meter_volume__std|p_net_power_flow_ratio__last_12h_mean_minus_prev_12h_mean|p_net_power_flow_ratio__last_1d_mean_minus_prev_6d_mean|p_net_power_flow_ratio__last_1d_std_minus_prev_6d_std|p_net_power_flow_ratio__last_6h_mean_minus_prev_6h_mean|p_net_power_flow_ratio__last_minus_first|p_net_power_flow_ratio__max|p_net_power_flow_ratio__mean|p_net_power_flow_ratio__median|p_net_power_flow_ratio__min|p_net_power_flow_ratio__missing_rate|p_net_power_flow_ratio__std|p_net_return_temperature__last_12h_mean_minus_prev_12h_mean|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_return_temperature__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_6h_mean_minus_prev_6h_mean|p_net_return_temperature__last_minus_first|p_net_return_temperature__max|p_net_return_temperature__mean|p_net_return_temperature__median|p_net_return_temperature__min|p_net_return_temperature__missing_rate|p_net_return_temperature__std|p_net_supply_temperature__last_12h_mean_minus_prev_12h_mean|p_net_supply_temperature__last_1d_mean_minus_prev_6d_mean|p_net_supply_temperature__last_1d_std_minus_prev_6d_std|p_net_supply_temperature__last_6h_mean_minus_prev_6h_mean|p_net_supply_temperature__last_minus_first|p_net_supply_temperature__max|p_net_supply_temperature__mean|p_net_supply_temperature__median|p_net_supply_temperature__min|p_net_supply_temperature__missing_rate|p_net_supply_temperature__std|p_return_gap__last_12h_mean_minus_prev_12h_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_std_minus_prev_6d_std|p_return_gap__last_6h_mean_minus_prev_6h_mean|p_return_gap__last_minus_first|p_return_gap__max|p_return_gap__mean|p_return_gap__median|p_return_gap__min|p_return_gap__missing_rate|p_return_gap__std|s_hc1_supply_temperature__last_12h_mean_minus_prev_12h_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature__last_6h_mean_minus_prev_6h_mean|s_hc1_supply_temperature__last_minus_first|s_hc1_supply_temperature__max|s_hc1_supply_temperature__mean|s_hc1_supply_temperature__median|s_hc1_supply_temperature__min|s_hc1_supply_temperature__missing_rate|s_hc1_supply_temperature__std|s_hc1_supply_temperature_error__last_12h_mean_minus_prev_12h_mean|s_hc1_supply_temperature_error__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature_error__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_error__last_6h_mean_minus_prev_6h_mean|s_hc1_supply_temperature_error__last_minus_first|s_hc1_supply_temperature_error__max|s_hc1_supply_temperature_error__mean|s_hc1_supply_temperature_error__median|s_hc1_supply_temperature_error__min|s_hc1_supply_temperature_error__missing_rate|s_hc1_supply_temperature_error__std|s_hc1_supply_temperature_setpoint__last_12h_mean_minus_prev_12h_mean|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature_setpoint__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_6h_mean_minus_prev_6h_mean|s_hc1_supply_temperature_setpoint__last_minus_first|s_hc1_supply_temperature_setpoint__max|s_hc1_supply_temperature_setpoint__mean|s_hc1_supply_temperature_setpoint__median|s_hc1_supply_temperature_setpoint__min|s_hc1_supply_temperature_setpoint__missing_rate|s_hc1_supply_temperature_setpoint__std,0.7,primary_fpr,0.6914983164983165,0.5681818181818182,0.18518518518518517,0.6613672496025438,0.6986531986531986,0.06734350297014735,2,
ensemble_top3_interpretable,ensemble,top3_average,ensemble_average,ensemble_top3_average,"{""members"": [""compact20_main__missing_indicator__extra_trees_balanced_depth2"", ""compact20_main__missing_indicator__extra_trees_balanced_depth4"", ""compact20_main__missing_indicator__extra_trees_balanced_depth3""]}",,60,outdoor_temperature__last_6h_mean_minus_prev_6h_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|outdoor_temperature__last_12h_mean_minus_prev_12h_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature__last_6h_mean_minus_prev_6h_mean|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_minus_first|p_net_meter_flow__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature_error__last_minus_first|outdoor_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_minus_first|s_hc1_supply_temperature_error__last_6h_mean_minus_prev_6h_mean|p_hc1_return_temperature__min|p_hc1_return_temperature__last_minus_first|s_hc1_supply_temperature__min||outdoor_temperature__last_6h_mean_minus_prev_6h_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|outdoor_temperature__last_12h_mean_minus_prev_12h_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature__last_6h_mean_minus_prev_6h_mean|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_minus_first|p_net_meter_flow__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature_error__last_minus_first|outdoor_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_minus_first|s_hc1_supply_temperature_error__last_6h_mean_minus_prev_6h_mean|p_hc1_return_temperature__min|p_hc1_return_temperature__last_minus_first|s_hc1_supply_temperature__min||outdoor_temperature__last_6h_mean_minus_prev_6h_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|outdoor_temperature__last_12h_mean_minus_prev_12h_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature__last_6h_mean_minus_prev_6h_mean|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_minus_first|p_net_meter_flow__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature_error__last_minus_first|outdoor_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_minus_first|s_hc1_supply_temperature_error__last_6h_mean_minus_prev_6h_mean|p_hc1_return_temperature__min|p_hc1_return_temperature__last_minus_first|s_hc1_supply_temperature__min,0.45,primary_fpr,0.8278619528619529,0.8409090909090909,0.18518518518518517,0.8230897009966778,0.8804713804713805,0.08704708775857121,2,compact20_main__missing_indicator__extra_trees_balanced_depth2|compact20_main__missing_indicator__extra_trees_balanced_depth4|compact20_main__missing_indicator__extra_trees_balanced_depth3
compact13__base__logistic_balanced_C0.3,compact13,base,logistic_balanced,logistic_balanced_C0.3,"{""C"": 0.3}",{'C': 0.3},13,outdoor_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_6h_mean_minus_prev_6h_mean|outdoor_temperature__last_minus_first|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_minus_first|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_error__last_minus_first|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,0.45,primary_fpr,0.8198051948051948,0.8181818181818182,0.17857142857142858,0.8133599202392822,0.8668831168831168,0.07438615287571297,3,
compact13__base__logistic_balanced_C1.0,compact13,base,logistic_balanced,logistic_balanced_C1.0,"{""C"": 1.0}",{'C': 1.0},13,outdoor_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_6h_mean_minus_prev_6h_mean|outdoor_temperature__last_minus_first|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_minus_first|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_error__last_minus_first|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,0.45,primary_fpr,0.797077922077922,0.7727272727272727,0.17857142857142858,0.7866877345447363,0.8644480519480519,0.08511203273964256,3,
compact13__base__logistic_balanced_C3.0,compact13,base,logistic_balanced,logistic_balanced_C3.0,"{""C"": 3.0}",{'C': 3.0},13,outdoor_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_6h_mean_minus_prev_6h_mean|outdoor_temperature__last_minus_first|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_minus_first|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_error__last_minus_first|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,0.45,primary_fpr,0.7857142857142857,0.75,0.17857142857142858,0.7734067663257278,0.8628246753246753,0.056257843811701624,3,
compact13__base__random_forest_balanced_depth2,compact13,base,random_forest_balanced,random_forest_balanced_depth2,"{""max_depth"": 2}",{'max_depth': 2},13,outdoor_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_6h_mean_minus_prev_6h_mean|outdoor_temperature__last_minus_first|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_minus_first|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_error__last_minus_first|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,0.55,primary_fpr,0.8214285714285714,0.75,0.10714285714285714,0.803125,0.8831168831168831,0.04309652915914223,3,
compact13__base__random_forest_balanced_depth3,compact13,base,random_forest_balanced,random_forest_balanced_depth3,"{""max_depth"": 3}",{'max_depth': 3},13,outdoor_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_6h_mean_minus_prev_6h_mean|outdoor_temperature__last_minus_first|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_minus_first|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_error__last_minus_first|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,0.55,primary_fpr,0.8100649350649352,0.7272727272727273,0.10714285714285714,0.7896786757546251,0.8612012987012987,0.030373780757212164,3,
compact13__base__random_forest_balanced_depth4,compact13,base,random_forest_balanced,random_forest_balanced_depth4,"{""max_depth"": 4}",{'max_depth': 4},13,outdoor_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_6h_mean_minus_prev_6h_mean|outdoor_temperature__last_minus_first|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_minus_first|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_error__last_minus_first|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,0.55,primary_fpr,0.8327922077922079,0.7727272727272727,0.10714285714285714,0.8165784832451499,0.8628246753246753,0.053667853647776445,3,
compact13__base__extra_trees_balanced_depth2,compact13,base,extra_trees_balanced,extra_trees_balanced_depth2,"{""max_depth"": 2}",{'max_depth': 2},13,outdoor_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_6h_mean_minus_prev_6h_mean|outdoor_temperature__last_minus_first|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_minus_first|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_error__last_minus_first|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,0.55,primary_fpr,0.650974025974026,0.4090909090909091,0.10714285714285714,0.5933787731256086,0.8303571428571428,0.07467350056909616,3,
compact13__base__extra_trees_balanced_depth3,compact13,base,extra_trees_balanced,extra_trees_balanced_depth3,"{""max_depth"": 3}",{'max_depth': 3},13,outdoor_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_6h_mean_minus_prev_6h_mean|outdoor_temperature__last_minus_first|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_minus_first|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_error__last_minus_first|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,0.55,primary_fpr,0.6493506493506493,0.4772727272727273,0.17857142857142858,0.6108108108108108,0.8222402597402597,0.08459240329697011,3,
compact13__base__extra_trees_balanced_depth4,compact13,base,extra_trees_balanced,extra_trees_balanced_depth4,"{""max_depth"": 4}",{'max_depth': 4},13,outdoor_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_6h_mean_minus_prev_6h_mean|outdoor_temperature__last_minus_first|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_minus_first|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_error__last_minus_first|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,0.55,primary_fpr,0.7175324675324675,0.6136363636363636,0.17857142857142858,0.6934984520123839,0.8319805194805194,0.06448951951404276,3,
compact13__base__lightgbm_balanced_depth1,compact13,base,lightgbm_balanced,lightgbm_balanced_depth1,"{""max_depth"": 1, ""num_leaves"": 2}","{'max_depth': 1, 'num_leaves': 2}",13,outdoor_temperature__last_12h_mean_minus_prev_12h_mean|outdoor_temperature__last_6h_mean_minus_prev_6h_mean|outdoor_temperature__last_minus_first|p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean|p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_minus_first|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_error__last_minus_first|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,0.5,primary_fpr,0.8198051948051948,0.8181818181818182,0.17857142857142858,0.8133599202392822,0.8526785714285714,0.09301265260991882,3,
