dataset_id,feature,sensor,stat,coefficient_mean,coefficient_std,abs_coefficient_mean,abs_coefficient_std,rank_abs_coefficient
main_no_event20,p_net_meter_heat_power__max,p_net_meter_heat_power,max,0.35873420121604715,0.21271629377337253,0.35873420121604715,0.21271629377337253,16
main_no_event20,outdoor_temperature__max,outdoor_temperature,max,0.32744456711042247,0.11070460190759546,0.32744456711042247,0.11070460190759546,17
main_no_event20,s_hc1_supply_temperature__max,s_hc1_supply_temperature,max,-0.30313180846229815,0.15928196161186398,0.30313180846229815,0.15928196161186398,18
main_no_event20,p_net_return_temperature__std,p_net_return_temperature,std,0.29068965260445695,0.17032730172273894,0.29068965260445695,0.17032730172273894,19
main_no_event20,p_net_meter_flow__last_minus_first,p_net_meter_flow,last_minus_first,-0.20053652291345264,0.30020401024951743,0.2864858495502924,0.19441808443911165,20
main_no_event20,s_hc1_supply_temperature_setpoint__max,s_hc1_supply_temperature_setpoint,max,-0.22025793244737096,0.24353261425363118,0.28563540972723744,0.13403580156114156,21
main_no_event20,p_net_meter_flow__max,p_net_meter_flow,max,-0.2538149935986026,0.2765426055163682,0.2753584262423983,0.2494504915945088,22
main_no_event20,outdoor_temperature__std,outdoor_temperature,std,0.2720726451401957,0.22469130591984687,0.2720726451401957,0.22469130591984687,23
main_no_event20,s_hc1_supply_temperature_setpoint__std,s_hc1_supply_temperature_setpoint,std,-0.26574958181083086,0.07231242968170966,0.26574958181083086,0.07231242968170966,24
main_no_event20,s_hc1_supply_temperature_setpoint__median,s_hc1_supply_temperature_setpoint,median,-0.250990191114593,0.10340589030498007,0.250990191114593,0.10340589030498007,25
main_no_event20,p_net_meter_heat_power__last_minus_first,p_net_meter_heat_power,last_minus_first,-0.23023512864448586,0.212105475467553,0.2501626502176623,0.18172042082781953,26
main_no_event20,outdoor_temperature__min,outdoor_temperature,min,-0.20321471509772454,0.1880489801262945,0.24567439385314688,0.10741419702703314,27
main_no_event20,p_net_supply_temperature__std,p_net_supply_temperature,std,0.18930586771432678,0.3279879613604615,0.24413055613034396,0.27905614433406684,28
main_no_event20,p_net_meter_heat_power__mean,p_net_meter_heat_power,mean,0.19653446890663098,0.1386001016723447,0.2134926982715518,0.10255885992937835,29
main_no_event20,p_net_supply_temperature__last_minus_first,p_net_supply_temperature,last_minus_first,-0.1381729623537355,0.1904644240134736,0.1986637269179587,0.10395821627281898,30
main_no_event20,p_net_return_temperature__median,p_net_return_temperature,median,0.1271042330341377,0.19309183540646718,0.1935722331615908,0.10315547806916067,31
main_no_event20,p_net_meter_heat_power__median,p_net_meter_heat_power,median,0.16714875906722454,0.1302691102024295,0.17691090532096812,0.11301146011895605,32
main_no_event20,p_net_meter_energy__std,p_net_meter_energy,std,0.16195930346658366,0.12045039256070987,0.1757979073723611,0.09308967046148955,33
