dataset_id,feature,mean_coefficient,mean_abs_coefficient,std_coefficient
fault_event_known_only,p_net_meter_flow__mean,0.23475148417920977,0.23475148417920977,0.0697277816843895
fault_event_known_only,p_net_meter_heat_power__min,0.1677384938329399,0.2162472602523561,0.2690477065097223
fault_event_known_only,p_net_supply_temperature__max,-0.10163797382684434,0.21027384133475552,0.24556554721839152
fault_event_known_only,outdoor_temperature__mean,-0.20362630560231385,0.20362630560231385,0.09763836435190204
fault_event_known_only,outdoor_temperature__median,-0.20310840260439447,0.20310840260439447,0.05159084445574267
fault_event_known_only,p_net_return_temperature__median,-0.036150799836992195,0.19777641484404423,0.2952036536879609
fault_event_known_only,p_net_return_temperature__mean,-0.0722839584374571,0.191094939096413,0.27687788113275413
fault_event_known_only,p_net_meter_flow__median,0.190367029737495,0.190367029737495,0.11059782845934124
fault_event_known_only,s_hc1_supply_temperature_setpoint__max,-0.03367973798005376,0.18214191458264367,0.24354096247659499
fault_event_known_only,p_net_meter_flow__last_minus_first,-0.11775241166287613,0.17763787578249612,0.26420845348818556
fault_event_known_only,p_net_meter_volume__last_minus_first,0.17651028287441078,0.17651028287441078,0.0516940308861158
fault_event_known_only,p_net_meter_energy__median,-0.16832868039686902,0.16832868039686902,0.10841655962699433
fault_event_known_only,p_net_meter_energy__min,-0.16830661870277444,0.16830661870277444,0.10874873352912451
fault_event_known_only,p_net_meter_energy__mean,-0.16822713964219105,0.16822713964219105,0.10848276882975877
fault_event_known_only,p_net_meter_energy__max,-0.16822337659840564,0.16822337659840564,0.10848395587706502
fault_event_known_only,s_hc1_supply_temperature__median,0.04541259987048959,0.15253899603148918,0.19690258326324464
fault_event_known_only,p_net_supply_temperature__last_minus_first,0.04921829769200128,0.14208067685976405,0.1770505301429181
fault_event_known_only,p_net_meter_heat_power__last_minus_first,-0.11317420961957736,0.13786130051359097,0.1736105826986314
fault_event_known_only,s_hc1_supply_temperature_setpoint__mean,0.03522806715991912,0.1328088886214708,0.17294824856784613
fault_event_known_only,p_net_supply_temperature__median,-0.07130700113829505,0.12839827561958095,0.13597242417864247
fault_event_known_only,p_net_supply_temperature__mean,-0.0690761183532154,0.12466362103195036,0.15818643011437686
fault_event_known_only,s_hc1_supply_temperature__min,-0.07410607407909599,0.10050415110863513,0.11863870177167098
fault_event_known_only,p_hc1_return_temperature__median,0.05978141019942351,0.10016519356176648,0.11872814527905269
fault_event_known_only,p_hc1_return_temperature__max,0.08017822660582404,0.09916573009279284,0.08453494915553024
fault_event_known_only,p_net_meter_flow__max,0.036547712317450715,0.0926287784437465,0.10814615936687243
fault_event_known_only,p_hc1_return_temperature__mean,0.05977435408458359,0.0886045524088537,0.11237532021348708
fault_event_known_only,p_net_return_temperature__std,-0.04974415092968126,0.08515427207836179,0.10516675124206011
fault_event_known_only,s_hc1_supply_temperature__max,-0.0720817433767315,0.08488203897776936,0.10182742532293944
fault_event_known_only,p_net_meter_heat_power__median,0.0016408563290578938,0.08151361617713342,0.11594369352502644
fault_event_known_only,p_net_meter_energy__last_minus_first,-0.08111964941890122,0.08111964941890122,0.06453541650954162
fault_event_known_only,p_net_meter_energy__std,-0.0680146432202935,0.07811304153525284,0.0709122647033388
fault_event_known_only,p_net_meter_energy__missing_rate,0.07582682514031525,0.07582682514031525,0.026757298143112708
fault_event_known_only,p_net_meter_flow__missing_rate,0.07582682514031525,0.07582682514031525,0.026757298143112708
fault_event_known_only,p_net_meter_heat_power__missing_rate,0.07582682514031525,0.07582682514031525,0.026757298143112708
fault_event_known_only,p_net_meter_volume__missing_rate,0.07582682514031525,0.07582682514031525,0.026757298143112708
fault_event_known_only,p_net_return_temperature__missing_rate,0.07582682514031525,0.07582682514031525,0.026757298143112708
fault_event_known_only,p_net_supply_temperature__missing_rate,0.07582682514031525,0.07582682514031525,0.026757298143112708
fault_event_known_only,p_net_meter_volume__min,0.024327652131376873,0.07456499863558949,0.09949083301504366
fault_event_known_only,p_net_meter_volume__mean,0.024646906259158843,0.0744619226468747,0.09944332845133103
fault_event_known_only,p_net_meter_volume__max,0.02498732283821431,0.07444763049112989,0.09957316451933822
fault_event_known_only,p_net_meter_volume__median,0.024440075199309484,0.07441570709908628,0.09931202390923129
fault_event_known_only,p_net_meter_heat_power__mean,-0.01932702915760564,0.07011228519738559,0.08528670932983183
fault_event_known_only,s_hc1_supply_temperature__mean,0.010951276862262365,0.06537302409999964,0.08927105354057283
fault_event_known_only,outdoor_temperature__missing_rate,0.0,0.0,0.0
fault_event_known_only,p_hc1_return_temperature__missing_rate,0.0,0.0,0.0
fault_event_known_only,s_hc1_supply_temperature__missing_rate,0.0,0.0,0.0
fault_event_known_only,s_hc1_supply_temperature_setpoint__missing_rate,0.0,0.0,0.0
fault_event_no_event67,p_net_return_temperature__min,-0.6826629260017223,0.6889851573251382,0.5099870290375474
fault_event_no_event67,s_hc1_supply_temperature_setpoint__min,0.5998665913957277,0.5998665913957277,0.2883273225544659
fault_event_no_event67,p_net_return_temperature__last_minus_first,-0.5763140044254567,0.5763140044254567,0.23779618952241813
fault_event_no_event67,p_hc1_return_temperature__min,-0.5342223586078096,0.5342223586078096,0.08208554241308871
fault_event_no_event67,p_net_supply_temperature__min,-0.5127943944804209,0.5127943944804209,0.24874594568238692
fault_event_no_event67,p_net_meter_flow__std,-0.5028700577406288,0.5028700577406288,0.16338088068537704
fault_event_no_event67,s_hc1_supply_temperature_setpoint__last_minus_first,-0.26005000680748397,0.4907071254529911,0.5076693495661712
fault_event_no_event67,p_net_meter_flow__min,0.4726034799210247,0.4726034799210247,0.3698471605624402
fault_event_no_event67,p_hc1_return_temperature__std,0.44952443475398784,0.45929947819451106,0.3200873159234829
