accuracy,balanced_accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,dataset_id,model,threshold,rows,normal_rows,positive_rows,false_positive_rate,false_negative_rate
0.5510204081632653,0.5785714285714285,0.34615384615384615,0.6428571428571429,0.45,0.6326530612244897,18,17,5,9,main_no_event20,logistic_balanced,0.3,49,35,14,0.4857142857142857,0.35714285714285715
0.5510204081632653,0.5571428571428572,0.3333333333333333,0.5714285714285714,0.42105263157894735,0.6326530612244897,19,16,6,8,main_no_event20,logistic_balanced,0.4,49,35,14,0.45714285714285713,0.42857142857142855
0.5510204081632653,0.5571428571428572,0.3333333333333333,0.5714285714285714,0.42105263157894735,0.6326530612244897,19,16,6,8,main_no_event20,logistic_balanced,0.5,49,35,14,0.45714285714285713,0.42857142857142855
0.6122448979591837,0.6,0.38095238095238093,0.5714285714285714,0.45714285714285713,0.6326530612244897,22,13,6,8,main_no_event20,logistic_balanced,0.6,49,35,14,0.37142857142857144,0.42857142857142855
0.5625,0.6032967032967033,0.34615384615384615,0.6923076923076923,0.46153846153846156,0.610989010989011,18,17,4,9,strict_no_event20_event67,logistic_balanced,0.3,48,35,13,0.4857142857142857,0.3076923076923077
0.5416666666666666,0.5406593406593406,0.30434782608695654,0.5384615384615384,0.3888888888888889,0.610989010989011,19,16,6,7,strict_no_event20_event67,logistic_balanced,0.4,48,35,13,0.45714285714285713,0.46153846153846156
0.5416666666666666,0.5406593406593406,0.30434782608695654,0.5384615384615384,0.3888888888888889,0.610989010989011,19,16,6,7,strict_no_event20_event67,logistic_balanced,0.5,48,35,13,0.45714285714285713,0.46153846153846156
0.5833333333333334,0.5450549450549451,0.3157894736842105,0.46153846153846156,0.375,0.610989010989011,22,13,7,6,strict_no_event20_event67,logistic_balanced,0.6,48,35,13,0.37142857142857144,0.5384615384615384
