threshold,rows,accuracy,balanced_accuracy,roc_auc,precision_event,recall_event,f1_event,normal_fpr,tn,fp,fn,tp,dataset,feature_set,feature_count,model,fold,metric_scope,train_rows,test_rows,train_groups,test_groups,group_overlap_count
0.5,36,0.8333333333333334,0.5,0.5,0.8333333333333334,1.0,0.9090909090909091,1.0,0,6,0,30,low_overlap_hybrid,expanded154,154,dummy_most_frequent,2,fold,149.0,36,1|2|4|5|7|8|9|10|11|12|14|15|16|18|19|20|21|22|23|25|26|27|28|29|30|31|32,3|6|13|17|24|33,0
0.5,36,0.75,0.7166666666666667,0.7333333333333334,0.92,0.7666666666666667,0.8363636363636363,0.3333333333333333,4,2,7,23,low_overlap_hybrid,expanded154,154,logistic_balanced,2,fold,149.0,36,1|2|4|5|7|8|9|10|11|12|14|15|16|18|19|20|21|22|23|25|26|27|28|29|30|31|32,3|6|13|17|24|33,0
0.5,36,0.8055555555555556,0.6833333333333333,0.7333333333333333,0.896551724137931,0.8666666666666667,0.8813559322033898,0.5,3,3,4,26,low_overlap_hybrid,expanded154,154,random_forest_balanced_depth3,2,fold,149.0,36,1|2|4|5|7|8|9|10|11|12|14|15|16|18|19|20|21|22|23|25|26|27|28|29|30|31|32,3|6|13|17|24|33,0
0.5,36,0.6944444444444444,0.75,0.7277777777777777,0.9523809523809523,0.6666666666666666,0.7843137254901961,0.16666666666666666,5,1,10,20,low_overlap_hybrid,expanded154,154,extra_trees_balanced_depth3,2,fold,149.0,36,1|2|4|5|7|8|9|10|11|12|14|15|16|18|19|20|21|22|23|25|26|27|28|29|30|31|32,3|6|13|17|24|33,0
0.5,36,0.8055555555555556,0.48333333333333334,0.6666666666666666,0.8285714285714286,0.9666666666666667,0.8923076923076924,1.0,0,6,1,29,low_overlap_hybrid,expanded154,154,hist_gradient_boosting,2,fold,149.0,36,1|2|4|5|7|8|9|10|11|12|14|15|16|18|19|20|21|22|23|25|26|27|28|29|30|31|32,3|6|13|17|24|33,0
0.5,39,0.7948717948717948,0.5,0.5,0.7948717948717948,1.0,0.8857142857142857,1.0,0,8,0,31,low_overlap_hybrid,expanded154,154,dummy_most_frequent,3,fold,146.0,39,1|2|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|23|24|25|26|28|29|30|32|33,5|8|15|21|22|27|31,0
0.5,39,0.7948717948717948,0.685483870967742,0.8306451612903225,0.8709677419354839,0.8709677419354839,0.8709677419354839,0.5,4,4,4,27,low_overlap_hybrid,expanded154,154,logistic_balanced,3,fold,146.0,39,1|2|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|23|24|25|26|28|29|30|32|33,5|8|15|21|22|27|31,0
0.5,39,0.7435897435897436,0.6532258064516129,0.7620967741935484,0.8620689655172413,0.8064516129032258,0.8333333333333334,0.5,4,4,6,25,low_overlap_hybrid,expanded154,154,random_forest_balanced_depth3,3,fold,146.0,39,1|2|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|23|24|25|26|28|29|30|32|33,5|8|15|21|22|27|31,0
0.5,39,0.41025641025641024,0.5362903225806451,0.6491935483870968,0.8333333333333334,0.3225806451612903,0.46511627906976744,0.25,6,2,21,10,low_overlap_hybrid,expanded154,154,extra_trees_balanced_depth3,3,fold,146.0,39,1|2|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|23|24|25|26|28|29|30|32|33,5|8|15|21|22|27|31,0
0.5,39,0.7692307692307693,0.4838709677419355,0.7782258064516129,0.7894736842105263,0.967741935483871,0.8695652173913043,1.0,0,8,1,30,low_overlap_hybrid,expanded154,154,hist_gradient_boosting,3,fold,146.0,39,1|2|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|23|24|25|26|28|29|30|32|33,5|8|15|21|22|27|31,0
0.5,35,0.8285714285714286,0.5,0.5,0.8285714285714286,1.0,0.90625,1.0,0,6,0,29,low_overlap_hybrid,expanded154,154,dummy_most_frequent,4,fold,150.0,35,1|2|3|4|5|6|7|8|10|11|13|15|16|17|19|21|22|23|24|26|27|28|29|30|31|33,9|12|14|18|20|25|32,0
0.5,35,0.8285714285714286,0.764367816091954,0.8160919540229886,0.9259259259259259,0.8620689655172413,0.8928571428571429,0.3333333333333333,4,2,4,25,low_overlap_hybrid,expanded154,154,logistic_balanced,4,fold,150.0,35,1|2|3|4|5|6|7|8|10|11|13|15|16|17|19|21|22|23|24|26|27|28|29|30|31|33,9|12|14|18|20|25|32,0
0.5,35,0.9142857142857143,0.8160919540229885,0.9080459770114944,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.3333333333333333,4,2,1,28,low_overlap_hybrid,expanded154,154,random_forest_balanced_depth3,4,fold,150.0,35,1|2|3|4|5|6|7|8|10|11|13|15|16|17|19|21|22|23|24|26|27|28|29|30|31|33,9|12|14|18|20|25|32,0
0.5,35,0.6285714285714286,0.7758620689655172,0.8218390804597702,1.0,0.5517241379310345,0.7111111111111111,0.0,6,0,13,16,low_overlap_hybrid,expanded154,154,extra_trees_balanced_depth3,4,fold,150.0,35,1|2|3|4|5|6|7|8|10|11|13|15|16|17|19|21|22|23|24|26|27|28|29|30|31|33,9|12|14|18|20|25|32,0
0.5,35,0.8571428571428571,0.6494252873563219,0.8563218390804598,0.875,0.9655172413793104,0.9180327868852459,0.6666666666666666,2,4,1,28,low_overlap_hybrid,expanded154,154,hist_gradient_boosting,4,fold,150.0,35,1|2|3|4|5|6|7|8|10|11|13|15|16|17|19|21|22|23|24|26|27|28|29|30|31|33,9|12|14|18|20|25|32,0
0.5,38,0.7894736842105263,0.5,0.5,0.7894736842105263,1.0,0.8823529411764706,1.0,0,8,0,30,low_overlap_hybrid,expanded154,154,dummy_most_frequent,5,fold,147.0,38,1|2|3|5|6|7|8|9|10|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|31|32|33,4|11|16|19|29|30,0
0.5,38,0.8157894736842105,0.7,0.7708333333333333,0.8709677419354839,0.9,0.8852459016393442,0.5,4,4,3,27,low_overlap_hybrid,expanded154,154,logistic_balanced,5,fold,147.0,38,1|2|3|5|6|7|8|9|10|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|31|32|33,4|11|16|19|29|30,0
0.5,38,0.5789473684210527,0.5958333333333333,0.7,0.85,0.5666666666666667,0.68,0.375,5,3,13,17,low_overlap_hybrid,expanded154,154,random_forest_balanced_depth3,5,fold,147.0,38,1|2|3|5|6|7|8|9|10|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|31|32|33,4|11|16|19|29|30,0
0.5,38,0.6052631578947368,0.75,0.8291666666666667,1.0,0.5,0.6666666666666666,0.0,8,0,15,15,low_overlap_hybrid,expanded154,154,extra_trees_balanced_depth3,5,fold,147.0,38,1|2|3|5|6|7|8|9|10|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|31|32|33,4|11|16|19|29|30,0
0.5,38,0.6842105263157895,0.4791666666666667,0.6625000000000001,0.78125,0.8333333333333334,0.8064516129032258,0.875,1,7,5,25,low_overlap_hybrid,expanded154,154,hist_gradient_boosting,5,fold,147.0,38,1|2|3|5|6|7|8|9|10|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|31|32|33,4|11|16|19|29|30,0
0.5,185,0.8108108108108109,0.5,0.5,0.8108108108108109,1.0,0.8955223880597015,1.0,0,35,0,150,low_overlap_hybrid,compact13,13,dummy_most_frequent,all,aggregate,,185,,,0
0.5,185,0.6648648648648648,0.6619047619047619,0.7158095238095238,0.8928571428571429,0.6666666666666666,0.7633587786259542,0.34285714285714286,23,12,50,100,low_overlap_hybrid,compact13,13,extra_trees_balanced_depth3,all,aggregate,,185,,,0
0.5,185,0.7621621621621621,0.5357142857142857,0.7137142857142857,0.823170731707317,0.9,0.8598726114649682,0.8285714285714286,6,29,15,135,low_overlap_hybrid,compact13,13,hist_gradient_boosting,all,aggregate,,185,,,0
0.5,185,0.6864864864864865,0.6752380952380952,0.7238095238095238,0.896551724137931,0.6933333333333334,0.7819548872180451,0.34285714285714286,23,12,46,104,low_overlap_hybrid,compact13,13,logistic_balanced,all,aggregate,,185,,,0
0.5,185,0.7189189189189189,0.6076190476190476,0.6940952380952381,0.855072463768116,0.7866666666666666,0.8194444444444444,0.5714285714285714,15,20,32,118,low_overlap_hybrid,compact13,13,random_forest_balanced_depth3,all,aggregate,,185,,,0
0.5,185,0.8108108108108109,0.5,0.5,0.8108108108108109,1.0,0.8955223880597015,1.0,0,35,0,150,low_overlap_hybrid,expanded154,154,dummy_most_frequent,all,aggregate,,185,,,0
0.5,185,0.572972972972973,0.7038095238095238,0.7560000000000001,0.961038961038961,0.49333333333333335,0.6519823788546255,0.08571428571428572,32,3,76,74,low_overlap_hybrid,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,185,,,0
0.5,185,0.772972972972973,0.5423809523809524,0.7447619047619047,0.8253012048192772,0.9133333333333333,0.8670886075949367,0.8285714285714286,6,29,13,137,low_overlap_hybrid,expanded154,154,hist_gradient_boosting,all,aggregate,,185,,,0
0.5,185,0.7783783783783784,0.699047619047619,0.7872380952380953,0.8920863309352518,0.8266666666666667,0.8581314878892734,0.42857142857142855,20,15,26,124,low_overlap_hybrid,expanded154,154,logistic_balanced,all,aggregate,,185,,,0
0.5,185,0.7567567567567568,0.6857142857142857,0.7798095238095238,0.8888888888888888,0.8,0.8421052631578947,0.42857142857142855,20,15,30,120,low_overlap_hybrid,expanded154,154,random_forest_balanced_depth3,all,aggregate,,185,,,0
0.5,181,0.8066298342541437,0.5,0.5,0.8066298342541437,1.0,0.8929663608562691,1.0,0,35,0,146,pre_event_all,compact13,13,dummy_most_frequent,all,aggregate,,181,,,0
0.5,181,0.6685082872928176,0.7076320939334638,0.7727984344422701,0.9215686274509803,0.6438356164383562,0.7580645161290323,0.22857142857142856,27,8,52,94,pre_event_all,compact13,13,extra_trees_balanced_depth3,all,aggregate,,181,,,0
0.5,181,0.7845303867403315,0.5949119373776908,0.7189823874755382,0.8407643312101911,0.9041095890410958,0.8712871287128713,0.7142857142857143,10,25,14,132,pre_event_all,compact13,13,hist_gradient_boosting,all,aggregate,,181,,,0
0.5,181,0.6464088397790055,0.6504892367906067,0.7001956947162427,0.8867924528301887,0.6438356164383562,0.746031746031746,0.34285714285714286,23,12,52,94,pre_event_all,compact13,13,logistic_balanced,all,aggregate,,181,,,0
0.5,181,0.7071823204419889,0.6338551859099804,0.7111545988258318,0.8661417322834646,0.7534246575342466,0.8058608058608059,0.4857142857142857,18,17,36,110,pre_event_all,compact13,13,random_forest_balanced_depth3,all,aggregate,,181,,,0
0.5,181,0.8066298342541437,0.5,0.5,0.8066298342541437,1.0,0.8929663608562691,1.0,0,35,0,146,pre_event_all,expanded154,154,dummy_most_frequent,all,aggregate,,181,,,0
0.5,181,0.56353591160221,0.6968688845401174,0.7812133072407045,0.958904109589041,0.4794520547945205,0.639269406392694,0.08571428571428572,32,3,76,70,pre_event_all,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,181,,,0
0.5,181,0.7955801104972375,0.5474559686888454,0.7430528375733855,0.8224852071005917,0.952054794520548,0.8825396825396825,0.8571428571428571,5,30,7,139,pre_event_all,expanded154,154,hist_gradient_boosting,all,aggregate,,181,,,0
0.5,181,0.7071823204419889,0.612133072407045,0.6990215264187867,0.8549618320610687,0.7671232876712328,0.8086642599277978,0.5428571428571428,16,19,34,112,pre_event_all,expanded154,154,logistic_balanced,all,aggregate,,181,,,0
0.5,181,0.7679558011049724,0.7258317025440313,0.7933463796477493,0.90625,0.7945205479452054,0.8467153284671532,0.34285714285714286,23,12,30,116,pre_event_all,expanded154,154,random_forest_balanced_depth3,all,aggregate,,181,,,0
