threshold,rows,accuracy,balanced_accuracy,roc_auc,precision_event,recall_event,f1_event,normal_fpr,tn,fp,fn,tp,dataset,feature_set,feature_count,model,fold,metric_scope,train_rows,test_rows,train_groups,test_groups,group_overlap_count
0.5,35,0.8285714285714286,0.5,0.5,0.8285714285714286,1.0,0.90625,1.0,0,6,0,29,pre_event_all,compact13,13,dummy_most_frequent,4,fold,146.0,35,1|2|3|4|5|7|8|9|10|12|13|14|15|16|17|19|21|22|23|24|25|27|28|29|30|31|32,6|11|18|20|26|33,0
0.5,35,0.7142857142857143,0.6954022988505747,0.735632183908046,0.9130434782608695,0.7241379310344828,0.8076923076923077,0.3333333333333333,4,2,8,21,pre_event_all,compact13,13,logistic_balanced,4,fold,146.0,35,1|2|3|4|5|7|8|9|10|12|13|14|15|16|17|19|21|22|23|24|25|27|28|29|30|31|32,6|11|18|20|26|33,0
0.5,35,0.8285714285714286,0.8304597701149425,0.9137931034482758,0.96,0.8275862068965517,0.8888888888888888,0.16666666666666666,5,1,5,24,pre_event_all,compact13,13,random_forest_balanced_depth3,4,fold,146.0,35,1|2|3|4|5|7|8|9|10|12|13|14|15|16|17|19|21|22|23|24|25|27|28|29|30|31|32,6|11|18|20|26|33,0
0.5,35,0.7142857142857143,0.7614942528735633,0.8908045977011495,0.9523809523809523,0.6896551724137931,0.8,0.16666666666666666,5,1,9,20,pre_event_all,compact13,13,extra_trees_balanced_depth3,4,fold,146.0,35,1|2|3|4|5|7|8|9|10|12|13|14|15|16|17|19|21|22|23|24|25|27|28|29|30|31|32,6|11|18|20|26|33,0
0.5,35,0.7714285714285715,0.46551724137931033,0.8275862068965517,0.8181818181818182,0.9310344827586207,0.8709677419354839,1.0,0,6,2,27,pre_event_all,compact13,13,hist_gradient_boosting,4,fold,146.0,35,1|2|3|4|5|7|8|9|10|12|13|14|15|16|17|19|21|22|23|24|25|27|28|29|30|31|32,6|11|18|20|26|33,0
0.5,37,0.7837837837837838,0.5,0.5,0.7837837837837838,1.0,0.8787878787878788,1.0,0,8,0,29,pre_event_all,compact13,13,dummy_most_frequent,5,fold,144.0,37,1|2|3|4|5|6|7|8|11|12|13|14|15|17|18|20|21|23|24|25|26|29|31|33,9|10|16|19|22|27|28|30|32,0
0.5,37,0.6486486486486487,0.6400862068965517,0.7413793103448275,0.8636363636363636,0.6551724137931034,0.7450980392156863,0.375,5,3,10,19,pre_event_all,compact13,13,logistic_balanced,5,fold,144.0,37,1|2|3|4|5|6|7|8|11|12|13|14|15|17|18|20|21|23|24|25|26|29|31|33,9|10|16|19|22|27|28|30|32,0
0.5,37,0.5945945945945946,0.6056034482758621,0.6939655172413793,0.85,0.5862068965517241,0.6938775510204082,0.375,5,3,12,17,pre_event_all,compact13,13,random_forest_balanced_depth3,5,fold,144.0,37,1|2|3|4|5|6|7|8|11|12|13|14|15|17|18|20|21|23|24|25|26|29|31|33,9|10|16|19|22|27|28|30|32,0
0.5,37,0.7027027027027027,0.8103448275862069,0.8879310344827587,1.0,0.6206896551724138,0.7659574468085106,0.0,8,0,11,18,pre_event_all,compact13,13,extra_trees_balanced_depth3,5,fold,144.0,37,1|2|3|4|5|6|7|8|11|12|13|14|15|17|18|20|21|23|24|25|26|29|31|33,9|10|16|19|22|27|28|30|32,0
0.5,37,0.7027027027027027,0.6293103448275862,0.6637931034482758,0.8461538461538461,0.7586206896551724,0.8,0.5,4,4,7,22,pre_event_all,compact13,13,hist_gradient_boosting,5,fold,144.0,37,1|2|3|4|5|6|7|8|11|12|13|14|15|17|18|20|21|23|24|25|26|29|31|33,9|10|16|19|22|27|28|30|32,0
0.5,39,0.7948717948717948,0.5,0.5,0.7948717948717948,1.0,0.8857142857142857,1.0,0,8,0,31,pre_event_all,expanded154,154,dummy_most_frequent,1,fold,142.0,39,1|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|22|23|24|25|26|27|28|30|32|33,2|5|8|15|21|29|31,0
0.5,39,0.7692307692307693,0.7157258064516129,0.7862903225806451,0.8928571428571429,0.8064516129032258,0.847457627118644,0.375,5,3,6,25,pre_event_all,expanded154,154,logistic_balanced,1,fold,142.0,39,1|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|22|23|24|25|26|27|28|30|32|33,2|5|8|15|21|29|31,0
0.5,39,0.7948717948717948,0.7318548387096775,0.7903225806451613,0.896551724137931,0.8387096774193549,0.8666666666666667,0.375,5,3,5,26,pre_event_all,expanded154,154,random_forest_balanced_depth3,1,fold,142.0,39,1|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|22|23|24|25|26|27|28|30|32|33,2|5|8|15|21|29|31,0
0.5,39,0.48717948717948717,0.5846774193548387,0.7016129032258064,0.8666666666666667,0.41935483870967744,0.5652173913043478,0.25,6,2,18,13,pre_event_all,expanded154,154,extra_trees_balanced_depth3,1,fold,142.0,39,1|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|22|23|24|25|26|27|28|30|32|33,2|5|8|15|21|29|31,0
0.5,39,0.8205128205128205,0.6088709677419355,0.8346774193548386,0.8333333333333334,0.967741935483871,0.8955223880597015,0.75,2,6,1,30,pre_event_all,expanded154,154,hist_gradient_boosting,1,fold,142.0,39,1|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|22|23|24|25|26|27|28|30|32|33,2|5|8|15|21|29|31,0
0.5,35,0.8,0.5,0.5,0.8,1.0,0.8888888888888888,1.0,0,7,0,28,pre_event_all,expanded154,154,dummy_most_frequent,2,fold,146.0,35,2|4|5|6|8|9|10|11|12|13|14|15|16|18|19|20|21|22|24|25|26|27|28|29|30|31|32|33,1|3|7|17|23,0
0.5,35,0.7142857142857143,0.5535714285714286,0.6938775510204083,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.7142857142857143,2,5,5,23,pre_event_all,expanded154,154,logistic_balanced,2,fold,146.0,35,2|4|5|6|8|9|10|11|12|13|14|15|16|18|19|20|21|22|24|25|26|27|28|29|30|31|32|33,1|3|7|17|23,0
0.5,35,0.8,0.6607142857142857,0.8367346938775511,0.8620689655172413,0.8928571428571429,0.8771929824561403,0.5714285714285714,3,4,3,25,pre_event_all,expanded154,154,random_forest_balanced_depth3,2,fold,146.0,35,2|4|5|6|8|9|10|11|12|13|14|15|16|18|19|20|21|22|24|25|26|27|28|29|30|31|32|33,1|3|7|17|23,0
0.5,35,0.7142857142857143,0.7678571428571428,0.8418367346938774,0.95,0.6785714285714286,0.7916666666666666,0.14285714285714285,6,1,9,19,pre_event_all,expanded154,154,extra_trees_balanced_depth3,2,fold,146.0,35,2|4|5|6|8|9|10|11|12|13|14|15|16|18|19|20|21|22|24|25|26|27|28|29|30|31|32|33,1|3|7|17|23,0
0.5,35,0.8,0.5535714285714286,0.7142857142857143,0.8181818181818182,0.9642857142857143,0.8852459016393442,0.8571428571428571,1,6,1,27,pre_event_all,expanded154,154,hist_gradient_boosting,2,fold,146.0,35,2|4|5|6|8|9|10|11|12|13|14|15|16|18|19|20|21|22|24|25|26|27|28|29|30|31|32|33,1|3|7|17|23,0
0.5,35,0.8285714285714286,0.5,0.5,0.8285714285714286,1.0,0.90625,1.0,0,6,0,29,pre_event_all,expanded154,154,dummy_most_frequent,3,fold,146.0,35,1|2|3|5|6|7|8|9|10|11|15|16|17|18|19|20|21|22|23|26|27|28|29|30|31|32|33,4|12|13|14|24|25,0
0.5,35,0.7428571428571429,0.514367816091954,0.4942528735632184,0.8333333333333334,0.8620689655172413,0.847457627118644,0.8333333333333334,1,5,4,25,pre_event_all,expanded154,154,logistic_balanced,3,fold,146.0,35,1|2|3|5|6|7|8|9|10|11|15|16|17|18|19|20|21|22|23|26|27|28|29|30|31|32|33,4|12|13|14|24|25,0
0.5,35,0.6857142857142857,0.6120689655172413,0.7011494252873564,0.875,0.7241379310344828,0.7924528301886793,0.5,3,3,8,21,pre_event_all,expanded154,154,random_forest_balanced_depth3,3,fold,146.0,35,1|2|3|5|6|7|8|9|10|11|15|16|17|18|19|20|21|22|23|26|27|28|29|30|31|32|33,4|12|13|14|24|25,0
0.5,35,0.5714285714285714,0.7413793103448276,0.7586206896551724,1.0,0.4827586206896552,0.6511627906976745,0.0,6,0,15,14,pre_event_all,expanded154,154,extra_trees_balanced_depth3,3,fold,146.0,35,1|2|3|5|6|7|8|9|10|11|15|16|17|18|19|20|21|22|23|26|27|28|29|30|31|32|33,4|12|13|14|24|25,0
0.5,35,0.7714285714285715,0.46551724137931033,0.603448275862069,0.8181818181818182,0.9310344827586207,0.8709677419354839,1.0,0,6,2,27,pre_event_all,expanded154,154,hist_gradient_boosting,3,fold,146.0,35,1|2|3|5|6|7|8|9|10|11|15|16|17|18|19|20|21|22|23|26|27|28|29|30|31|32|33,4|12|13|14|24|25,0
0.5,35,0.8285714285714286,0.5,0.5,0.8285714285714286,1.0,0.90625,1.0,0,6,0,29,pre_event_all,expanded154,154,dummy_most_frequent,4,fold,146.0,35,1|2|3|4|5|7|8|9|10|12|13|14|15|16|17|19|21|22|23|24|25|27|28|29|30|31|32,6|11|18|20|26|33,0
0.5,35,0.7428571428571429,0.646551724137931,0.764367816091954,0.8846153846153846,0.7931034482758621,0.8363636363636363,0.5,3,3,6,23,pre_event_all,expanded154,154,logistic_balanced,4,fold,146.0,35,1|2|3|4|5|7|8|9|10|12|13|14|15|16|17|19|21|22|23|24|25|27|28|29|30|31|32,6|11|18|20|26|33,0
0.5,35,0.8,0.8132183908045978,0.8505747126436782,0.9583333333333334,0.7931034482758621,0.8679245283018868,0.16666666666666666,5,1,6,23,pre_event_all,expanded154,154,random_forest_balanced_depth3,4,fold,146.0,35,1|2|3|4|5|7|8|9|10|12|13|14|15|16|17|19|21|22|23|24|25|27|28|29|30|31|32,6|11|18|20|26|33,0
0.5,35,0.6285714285714286,0.7758620689655172,0.8218390804597702,1.0,0.5517241379310345,0.7111111111111111,0.0,6,0,13,16,pre_event_all,expanded154,154,extra_trees_balanced_depth3,4,fold,146.0,35,1|2|3|4|5|7|8|9|10|12|13|14|15|16|17|19|21|22|23|24|25|27|28|29|30|31|32,6|11|18|20|26|33,0
0.5,35,0.8285714285714286,0.5,0.7758620689655172,0.8285714285714286,1.0,0.90625,1.0,0,6,0,29,pre_event_all,expanded154,154,hist_gradient_boosting,4,fold,146.0,35,1|2|3|4|5|7|8|9|10|12|13|14|15|16|17|19|21|22|23|24|25|27|28|29|30|31|32,6|11|18|20|26|33,0
0.5,37,0.7837837837837838,0.5,0.5,0.7837837837837838,1.0,0.8787878787878788,1.0,0,8,0,29,pre_event_all,expanded154,154,dummy_most_frequent,5,fold,144.0,37,1|2|3|4|5|6|7|8|11|12|13|14|15|17|18|20|21|23|24|25|26|29|31|33,9|10|16|19|22|27|28|30|32,0
0.5,37,0.5675675675675675,0.5883620689655172,0.6293103448275862,0.8421052631578947,0.5517241379310345,0.6666666666666666,0.375,5,3,13,16,pre_event_all,expanded154,154,logistic_balanced,5,fold,144.0,37,1|2|3|4|5|6|7|8|11|12|13|14|15|17|18|20|21|23|24|25|26|29|31|33,9|10|16|19|22|27|28|30|32,0
0.5,37,0.7567567567567568,0.7995689655172413,0.8577586206896551,0.9545454545454546,0.7241379310344828,0.8235294117647058,0.125,7,1,8,21,pre_event_all,expanded154,154,random_forest_balanced_depth3,5,fold,144.0,37,1|2|3|4|5|6|7|8|11|12|13|14|15|17|18|20|21|23|24|25|26|29|31|33,9|10|16|19|22|27|28|30|32,0
0.5,37,0.43243243243243246,0.6379310344827587,0.853448275862069,1.0,0.27586206896551724,0.43243243243243246,0.0,8,0,21,8,pre_event_all,expanded154,154,extra_trees_balanced_depth3,5,fold,144.0,37,1|2|3|4|5|6|7|8|11|12|13|14|15|17|18|20|21|23|24|25|26|29|31|33,9|10|16|19|22|27|28|30|32,0
0.5,37,0.7567567567567568,0.5732758620689655,0.7586206896551724,0.8125,0.896551724137931,0.8524590163934426,0.75,2,6,3,26,pre_event_all,expanded154,154,hist_gradient_boosting,5,fold,144.0,37,1|2|3|4|5|6|7|8|11|12|13|14|15|17|18|20|21|23|24|25|26|29|31|33,9|10|16|19|22|27|28|30|32,0
0.5,37,0.8108108108108109,0.5,0.5,0.8108108108108109,1.0,0.8955223880597015,1.0,0,7,0,30,low_overlap_hybrid,compact13,13,dummy_most_frequent,1,fold,148.0,37,3|4|5|6|8|9|11|12|13|14|15|16|17|18|19|20|21|22|24|25|27|29|30|31|32|33,1|2|7|10|23|26|28,0
0.5,37,0.5945945945945946,0.6404761904761904,0.6476190476190475,0.8947368421052632,0.5666666666666667,0.6938775510204082,0.2857142857142857,5,2,13,17,low_overlap_hybrid,compact13,13,logistic_balanced,1,fold,148.0,37,3|4|5|6|8|9|11|12|13|14|15|16|17|18|19|20|21|22|24|25|27|29|30|31|32|33,1|2|7|10|23|26|28,0
0.5,37,0.5945945945945946,0.530952380952381,0.6047619047619048,0.8260869565217391,0.6333333333333333,0.7169811320754716,0.5714285714285714,3,4,11,19,low_overlap_hybrid,compact13,13,random_forest_balanced_depth3,1,fold,148.0,37,3|4|5|6|8|9|11|12|13|14|15|16|17|18|19|20|21|22|24|25|27|29|30|31|32|33,1|2|7|10|23|26|28,0
0.5,37,0.5405405405405406,0.44285714285714284,0.41428571428571426,0.782608695652174,0.6,0.6792452830188679,0.7142857142857143,2,5,12,18,low_overlap_hybrid,compact13,13,extra_trees_balanced_depth3,1,fold,148.0,37,3|4|5|6|8|9|11|12|13|14|15|16|17|18|19|20|21|22|24|25|27|29|30|31|32|33,1|2|7|10|23|26|28,0
0.5,37,0.6756756756756757,0.4714285714285714,0.6666666666666666,0.8,0.8,0.8,0.8571428571428571,1,6,6,24,low_overlap_hybrid,compact13,13,hist_gradient_boosting,1,fold,148.0,37,3|4|5|6|8|9|11|12|13|14|15|16|17|18|19|20|21|22|24|25|27|29|30|31|32|33,1|2|7|10|23|26|28,0
0.5,36,0.8333333333333334,0.5,0.5,0.8333333333333334,1.0,0.9090909090909091,1.0,0,6,0,30,low_overlap_hybrid,compact13,13,dummy_most_frequent,2,fold,149.0,36,1|2|4|5|7|8|9|10|11|12|14|15|16|18|19|20|21|22|23|25|26|27|28|29|30|31|32,3|6|13|17|24|33,0
0.5,36,0.6944444444444444,0.6166666666666667,0.7055555555555555,0.88,0.7333333333333333,0.8,0.5,3,3,8,22,low_overlap_hybrid,compact13,13,logistic_balanced,2,fold,149.0,36,1|2|4|5|7|8|9|10|11|12|14|15|16|18|19|20|21|22|23|25|26|27|28|29|30|31|32,3|6|13|17|24|33,0
0.5,36,0.7222222222222222,0.6333333333333333,0.6833333333333333,0.8846153846153846,0.7666666666666667,0.8214285714285714,0.5,3,3,7,23,low_overlap_hybrid,compact13,13,random_forest_balanced_depth3,2,fold,149.0,36,1|2|4|5|7|8|9|10|11|12|14|15|16|18|19|20|21|22|23|25|26|27|28|29|30|31|32,3|6|13|17|24|33,0
0.5,36,0.6666666666666666,0.6666666666666666,0.6499999999999999,0.9090909090909091,0.6666666666666666,0.7692307692307693,0.3333333333333333,4,2,10,20,low_overlap_hybrid,compact13,13,extra_trees_balanced_depth3,2,fold,149.0,36,1|2|4|5|7|8|9|10|11|12|14|15|16|18|19|20|21|22|23|25|26|27|28|29|30|31|32,3|6|13|17|24|33,0
0.5,36,0.7777777777777778,0.5333333333333333,0.7222222222222222,0.84375,0.9,0.8709677419354839,0.8333333333333334,1,5,3,27,low_overlap_hybrid,compact13,13,hist_gradient_boosting,2,fold,149.0,36,1|2|4|5|7|8|9|10|11|12|14|15|16|18|19|20|21|22|23|25|26|27|28|29|30|31|32,3|6|13|17|24|33,0
0.5,39,0.7948717948717948,0.5,0.5,0.7948717948717948,1.0,0.8857142857142857,1.0,0,8,0,31,low_overlap_hybrid,compact13,13,dummy_most_frequent,3,fold,146.0,39,1|2|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|23|24|25|26|28|29|30|32|33,5|8|15|21|22|27|31,0
0.5,39,0.6923076923076923,0.6673387096774194,0.7862903225806452,0.88,0.7096774193548387,0.7857142857142857,0.375,5,3,9,22,low_overlap_hybrid,compact13,13,logistic_balanced,3,fold,146.0,39,1|2|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|23|24|25|26|28|29|30|32|33,5|8|15|21|22|27|31,0
0.5,39,0.7692307692307693,0.622983870967742,0.7580645161290323,0.84375,0.8709677419354839,0.8571428571428571,0.625,3,5,4,27,low_overlap_hybrid,compact13,13,random_forest_balanced_depth3,3,fold,146.0,39,1|2|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|23|24|25|26|28|29|30|32|33,5|8|15|21|22|27|31,0
0.5,39,0.6666666666666666,0.7439516129032258,0.875,0.95,0.6129032258064516,0.7450980392156863,0.125,7,1,12,19,low_overlap_hybrid,compact13,13,extra_trees_balanced_depth3,3,fold,146.0,39,1|2|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|23|24|25|26|28|29|30|32|33,5|8|15|21|22|27|31,0
0.5,39,0.7692307692307693,0.5766129032258065,0.7540322580645161,0.8235294117647058,0.9032258064516129,0.8615384615384616,0.75,2,6,3,28,low_overlap_hybrid,compact13,13,hist_gradient_boosting,3,fold,146.0,39,1|2|3|4|6|7|9|10|11|12|13|14|16|17|18|19|20|23|24|25|26|28|29|30|32|33,5|8|15|21|22|27|31,0
0.5,35,0.8285714285714286,0.5,0.5,0.8285714285714286,1.0,0.90625,1.0,0,6,0,29,low_overlap_hybrid,compact13,13,dummy_most_frequent,4,fold,150.0,35,1|2|3|4|5|6|7|8|10|11|13|15|16|17|19|21|22|23|24|26|27|28|29|30|31|33,9|12|14|18|20|25|32,0
0.5,35,0.8,0.7471264367816092,0.735632183908046,0.9230769230769231,0.8275862068965517,0.8727272727272727,0.3333333333333333,4,2,5,24,low_overlap_hybrid,compact13,13,logistic_balanced,4,fold,150.0,35,1|2|3|4|5|6|7|8|10|11|13|15|16|17|19|21|22|23|24|26|27|28|29|30|31|33,9|12|14|18|20|25|32,0
0.5,35,0.8,0.6810344827586207,0.7356321839080461,0.8928571428571429,0.8620689655172413,0.8771929824561403,0.5,3,3,4,25,low_overlap_hybrid,compact13,13,random_forest_balanced_depth3,4,fold,150.0,35,1|2|3|4|5|6|7|8|10|11|13|15|16|17|19|21|22|23|24|26|27|28|29|30|31|33,9|12|14|18|20|25|32,0
0.5,35,0.7428571428571429,0.7126436781609196,0.7471264367816093,0.9166666666666666,0.7586206896551724,0.8301886792452831,0.3333333333333333,4,2,7,22,low_overlap_hybrid,compact13,13,extra_trees_balanced_depth3,4,fold,150.0,35,1|2|3|4|5|6|7|8|10|11|13|15|16|17|19|21|22|23|24|26|27|28|29|30|31|33,9|12|14|18|20|25|32,0
0.5,35,0.8285714285714286,0.5660919540229885,0.7298850574712643,0.8484848484848485,0.9655172413793104,0.9032258064516129,0.8333333333333334,1,5,1,28,low_overlap_hybrid,compact13,13,hist_gradient_boosting,4,fold,150.0,35,1|2|3|4|5|6|7|8|10|11|13|15|16|17|19|21|22|23|24|26|27|28|29|30|31|33,9|12|14|18|20|25|32,0
0.5,38,0.7894736842105263,0.5,0.5,0.7894736842105263,1.0,0.8823529411764706,1.0,0,8,0,30,low_overlap_hybrid,compact13,13,dummy_most_frequent,5,fold,147.0,38,1|2|3|5|6|7|8|9|10|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|31|32|33,4|11|16|19|29|30,0
0.5,38,0.6578947368421053,0.6916666666666667,0.7541666666666668,0.9047619047619048,0.6333333333333333,0.7450980392156863,0.25,6,2,11,19,low_overlap_hybrid,compact13,13,logistic_balanced,5,fold,147.0,38,1|2|3|5|6|7|8|9|10|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|31|32|33,4|11|16|19|29|30,0
0.5,38,0.7105263157894737,0.5875,0.6875,0.8275862068965517,0.8,0.8135593220338984,0.625,3,5,6,24,low_overlap_hybrid,compact13,13,random_forest_balanced_depth3,5,fold,147.0,38,1|2|3|5|6|7|8|9|10|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|31|32|33,4|11|16|19|29|30,0
0.5,38,0.7105263157894737,0.725,0.8541666666666666,0.9130434782608695,0.7,0.7924528301886793,0.25,6,2,9,21,low_overlap_hybrid,compact13,13,extra_trees_balanced_depth3,5,fold,147.0,38,1|2|3|5|6|7|8|9|10|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|31|32|33,4|11|16|19|29|30,0
0.5,38,0.7631578947368421,0.5291666666666667,0.7083333333333333,0.8,0.9333333333333333,0.8615384615384616,0.875,1,7,2,28,low_overlap_hybrid,compact13,13,hist_gradient_boosting,5,fold,147.0,38,1|2|3|5|6|7|8|9|10|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|31|32|33,4|11|16|19|29|30,0
0.5,37,0.8108108108108109,0.5,0.5,0.8108108108108109,1.0,0.8955223880597015,1.0,0,7,0,30,low_overlap_hybrid,expanded154,154,dummy_most_frequent,1,fold,148.0,37,3|4|5|6|8|9|11|12|13|14|15|16|17|18|19|20|21|22|24|25|27|29|30|31|32|33,1|2|7|10|23|26|28,0
0.5,37,0.7027027027027027,0.6523809523809523,0.7904761904761904,0.88,0.7333333333333333,0.8,0.42857142857142855,4,3,8,22,low_overlap_hybrid,expanded154,154,logistic_balanced,1,fold,148.0,37,3|4|5|6|8|9|11|12|13|14|15|16|17|18|19|20|21|22|24|25|27|29|30|31|32|33,1|2|7|10|23|26|28,0
0.5,37,0.7567567567567568,0.6857142857142857,0.8285714285714286,0.8888888888888888,0.8,0.8421052631578947,0.42857142857142855,4,3,6,24,low_overlap_hybrid,expanded154,154,random_forest_balanced_depth3,1,fold,148.0,37,3|4|5|6|8|9|11|12|13|14|15|16|17|18|19|20|21|22|24|25|27|29|30|31|32|33,1|2|7|10|23|26|28,0
0.5,37,0.5405405405405406,0.7166666666666667,0.8,1.0,0.43333333333333335,0.6046511627906976,0.0,7,0,17,13,low_overlap_hybrid,expanded154,154,extra_trees_balanced_depth3,1,fold,148.0,37,3|4|5|6|8|9|11|12|13|14|15|16|17|18|19|20|21|22|24|25|27|29|30|31|32|33,1|2|7|10|23|26|28,0
0.5,37,0.7567567567567568,0.6309523809523809,0.7476190476190476,0.8620689655172413,0.8333333333333334,0.847457627118644,0.5714285714285714,3,4,5,25,low_overlap_hybrid,expanded154,154,hist_gradient_boosting,1,fold,148.0,37,3|4|5|6|8|9|11|12|13|14|15|16|17|18|19|20|21|22|24|25|27|29|30|31|32|33,1|2|7|10|23|26|28,0
