dataset,target_class,window_direction,window_days,feature_set,model,rank,feature,importance_metric,importance_value,feature_missing_rate,interpretation_scope
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,random_forest_balanced_depth3,3,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.08506911464499926,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,random_forest_balanced_depth3,4,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,feature_importance,0.07376020073896558,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,random_forest_balanced_depth3,5,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.06903274721336623,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,random_forest_balanced_depth3,6,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.059615446728280085,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,random_forest_balanced_depth3,7,p_net_meter_flow__last_1d_std_minus_prev_6d_std,feature_importance,0.05785479400524668,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,random_forest_balanced_depth3,8,p_return_gap__last_minus_first,feature_importance,0.057110170230238164,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,random_forest_balanced_depth3,9,s_hc1_supply_temperature_error__last_minus_first,feature_importance,0.054602571579126555,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,random_forest_balanced_depth3,10,outdoor_temperature__last_minus_first,feature_importance,0.05368108706306765,0.027777777777777776,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,random_forest_balanced_depth3,11,p_return_gap__last_1d_mean_minus_prev_6d_mean,feature_importance,0.04745256030177424,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,random_forest_balanced_depth3,12,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,feature_importance,0.04741798158245499,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,random_forest_balanced_depth3,13,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.04147963953460665,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,logistic_balanced,1,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,abs_coefficient,0.9804387939407693,0.027777777777777776,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,logistic_balanced,2,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.668709318445383,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,logistic_balanced,3,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.5730857063426171,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,logistic_balanced,4,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.4475322629944866,0.027777777777777776,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,logistic_balanced,5,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,abs_coefficient,0.34381245454033615,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,logistic_balanced,6,outdoor_temperature__last_minus_first,abs_coefficient,0.20856428459708995,0.027777777777777776,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,logistic_balanced,7,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.14957413961550128,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,logistic_balanced,8,s_hc1_supply_temperature_error__last_minus_first,abs_coefficient,0.1401029893247927,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,logistic_balanced,9,p_net_meter_flow__last_1d_std_minus_prev_6d_std,abs_coefficient,0.09259407185768577,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,logistic_balanced,10,p_return_gap__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.0692378842196043,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,logistic_balanced,11,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.04959373342380813,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,logistic_balanced,12,p_return_gap__last_minus_first,abs_coefficient,0.028847193580131332,0.0,full_dataset_fit_for_audit_only
task_no_overlap,task,no_overlap,7d_no_overlap,compact13,logistic_balanced,13,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.020175586474311384,0.0,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,random_forest_balanced_depth3,1,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.13911736029963662,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,random_forest_balanced_depth3,2,p_return_gap__last_1d_mean_minus_prev_6d_mean,feature_importance,0.13035516834639432,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,random_forest_balanced_depth3,3,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.12689132836685274,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,random_forest_balanced_depth3,4,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.12277489448004429,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,random_forest_balanced_depth3,5,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,feature_importance,0.12092058401752423,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,random_forest_balanced_depth3,6,p_net_meter_flow__last_1d_std_minus_prev_6d_std,feature_importance,0.12030345321549545,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,random_forest_balanced_depth3,7,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,feature_importance,0.11198086240408875,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,random_forest_balanced_depth3,8,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.05547047431408173,0.025974025974025976,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,random_forest_balanced_depth3,9,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,feature_importance,0.050595340444925564,0.025974025974025976,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,random_forest_balanced_depth3,10,outdoor_temperature__last_minus_first,feature_importance,0.006463725906770039,0.025974025974025976,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,random_forest_balanced_depth3,11,s_hc1_supply_temperature_error__last_minus_first,feature_importance,0.006009261221870661,0.0,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,random_forest_balanced_depth3,12,p_return_gap__last_minus_first,feature_importance,0.005508268177130236,0.0,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,random_forest_balanced_depth3,13,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.0036092788051855615,0.0,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,logistic_balanced,1,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.9113766703927114,0.025974025974025976,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,logistic_balanced,2,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,abs_coefficient,0.8319961291440632,0.025974025974025976,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,logistic_balanced,3,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,abs_coefficient,0.7852099589264512,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,logistic_balanced,4,p_return_gap__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.2920142809117327,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,logistic_balanced,5,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.2574485867082083,0.0,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,logistic_balanced,6,p_return_gap__last_minus_first,abs_coefficient,0.20908975620816037,0.0,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,logistic_balanced,7,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.19851226639656516,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,logistic_balanced,8,s_hc1_supply_temperature_error__last_minus_first,abs_coefficient,0.14243244936254676,0.0,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,logistic_balanced,9,p_net_meter_flow__last_1d_std_minus_prev_6d_std,abs_coefficient,0.11185374341810991,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,logistic_balanced,10,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.10842090183321594,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,logistic_balanced,11,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.0680016053283815,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,logistic_balanced,12,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.03123257048457609,0.5454545454545454,full_dataset_fit_for_audit_only
task_post_1d,task,post,1d,compact13,logistic_balanced,13,outdoor_temperature__last_minus_first,abs_coefficient,0.015900676688262994,0.025974025974025976,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,random_forest_balanced_depth3,1,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,feature_importance,0.2584152779222095,0.025974025974025976,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,random_forest_balanced_depth3,2,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.09798593883621785,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,random_forest_balanced_depth3,3,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.09386995418781632,0.025974025974025976,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,random_forest_balanced_depth3,4,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,feature_importance,0.06978409503305572,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,random_forest_balanced_depth3,5,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.06936130416280649,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,random_forest_balanced_depth3,6,outdoor_temperature__last_minus_first,feature_importance,0.06771175701791797,0.025974025974025976,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,random_forest_balanced_depth3,7,p_net_meter_flow__last_1d_std_minus_prev_6d_std,feature_importance,0.06621984984663286,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,random_forest_balanced_depth3,8,s_hc1_supply_temperature_error__last_minus_first,feature_importance,0.06111107082123028,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,random_forest_balanced_depth3,9,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.04843656791421214,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,random_forest_balanced_depth3,10,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.044220191708696475,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,random_forest_balanced_depth3,11,p_return_gap__last_1d_mean_minus_prev_6d_mean,feature_importance,0.0425468601399948,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,random_forest_balanced_depth3,12,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,feature_importance,0.04119655379083159,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,random_forest_balanced_depth3,13,p_return_gap__last_minus_first,feature_importance,0.039140578618378,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,logistic_balanced,1,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,abs_coefficient,1.4560540919104277,0.025974025974025976,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,logistic_balanced,2,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.5454377219211196,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,logistic_balanced,3,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.4662666503921345,0.025974025974025976,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,logistic_balanced,4,p_net_meter_flow__last_1d_std_minus_prev_6d_std,abs_coefficient,0.46056861750876504,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,logistic_balanced,5,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.4068272986964129,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,logistic_balanced,6,p_return_gap__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.2909235555379751,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,logistic_balanced,7,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.26890092486549766,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,logistic_balanced,8,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.2650838112075059,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,logistic_balanced,9,s_hc1_supply_temperature_error__last_minus_first,abs_coefficient,0.1752759306504637,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,logistic_balanced,10,p_return_gap__last_minus_first,abs_coefficient,0.07174269460867508,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,logistic_balanced,11,outdoor_temperature__last_minus_first,abs_coefficient,0.06005764993677337,0.025974025974025976,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,logistic_balanced,12,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,abs_coefficient,0.05832075603709268,0.0,full_dataset_fit_for_audit_only
task_post_3d,task,post,3d,compact13,logistic_balanced,13,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.031129376410743086,0.0,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,random_forest_balanced_depth3,1,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.13741472506457297,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,random_forest_balanced_depth3,2,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,feature_importance,0.13275281444807463,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,random_forest_balanced_depth3,3,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.13218230170795414,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,random_forest_balanced_depth3,4,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.13047585163357273,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,random_forest_balanced_depth3,5,p_return_gap__last_1d_mean_minus_prev_6d_mean,feature_importance,0.12115277395460282,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,random_forest_balanced_depth3,6,p_net_meter_flow__last_1d_std_minus_prev_6d_std,feature_importance,0.1199010856586802,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,random_forest_balanced_depth3,7,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,feature_importance,0.1115646981936796,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,random_forest_balanced_depth3,8,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,feature_importance,0.04786297452205901,0.02666666666666667,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,random_forest_balanced_depth3,9,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.04184970487376473,0.02666666666666667,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,random_forest_balanced_depth3,10,outdoor_temperature__last_minus_first,feature_importance,0.016121740004646272,0.02666666666666667,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,random_forest_balanced_depth3,11,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.0035244511799080473,0.0,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,random_forest_balanced_depth3,12,s_hc1_supply_temperature_error__last_minus_first,feature_importance,0.0031494390245392547,0.0,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,random_forest_balanced_depth3,13,p_return_gap__last_minus_first,feature_importance,0.002047439733945607,0.0,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,logistic_balanced,1,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,abs_coefficient,1.1592108512753114,0.02666666666666667,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,logistic_balanced,2,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.9714173380265619,0.02666666666666667,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,logistic_balanced,3,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,abs_coefficient,0.7932763146058469,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,logistic_balanced,4,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.25001832235710464,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,logistic_balanced,5,p_return_gap__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.2356235275109815,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,logistic_balanced,6,outdoor_temperature__last_minus_first,abs_coefficient,0.17690220537570917,0.02666666666666667,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,logistic_balanced,7,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.14391446153899098,0.0,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,logistic_balanced,8,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.12225317270018426,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,logistic_balanced,9,s_hc1_supply_temperature_error__last_minus_first,abs_coefficient,0.11393969246485715,0.0,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,logistic_balanced,10,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.11197126356440489,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,logistic_balanced,11,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.11012711671121336,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,logistic_balanced,12,p_net_meter_flow__last_1d_std_minus_prev_6d_std,abs_coefficient,0.10186205857284067,0.5333333333333333,full_dataset_fit_for_audit_only
task_pre_1d,task,pre,1d,compact13,logistic_balanced,13,p_return_gap__last_minus_first,abs_coefficient,0.0014258126501787084,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,random_forest_balanced_depth3,1,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,feature_importance,0.20333382321754503,0.02666666666666667,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,random_forest_balanced_depth3,2,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.1928166182147042,0.02666666666666667,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,random_forest_balanced_depth3,3,outdoor_temperature__last_minus_first,feature_importance,0.09035603353641591,0.02666666666666667,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,random_forest_balanced_depth3,4,p_net_meter_flow__last_1d_std_minus_prev_6d_std,feature_importance,0.07850986153292171,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,random_forest_balanced_depth3,5,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.06642070323433395,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,random_forest_balanced_depth3,6,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.06535011975490926,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,random_forest_balanced_depth3,7,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.06254415294409978,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,random_forest_balanced_depth3,8,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,feature_importance,0.04877517014507597,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,random_forest_balanced_depth3,9,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,feature_importance,0.04845047987152105,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,random_forest_balanced_depth3,10,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.04386435905005647,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,random_forest_balanced_depth3,11,p_return_gap__last_minus_first,feature_importance,0.04164005216394609,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,random_forest_balanced_depth3,12,s_hc1_supply_temperature_error__last_minus_first,feature_importance,0.030444098304710395,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,random_forest_balanced_depth3,13,p_return_gap__last_1d_mean_minus_prev_6d_mean,feature_importance,0.02749452802976022,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,logistic_balanced,1,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,abs_coefficient,1.1015171748886976,0.02666666666666667,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,logistic_balanced,2,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.9567746860843044,0.02666666666666667,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,logistic_balanced,3,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.681907025190884,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,logistic_balanced,4,outdoor_temperature__last_minus_first,abs_coefficient,0.5902526854045268,0.02666666666666667,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,logistic_balanced,5,p_return_gap__last_minus_first,abs_coefficient,0.4401564469828306,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,logistic_balanced,6,s_hc1_supply_temperature_error__last_minus_first,abs_coefficient,0.3738486912682535,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,logistic_balanced,7,p_net_meter_flow__last_1d_std_minus_prev_6d_std,abs_coefficient,0.3679581079661871,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,logistic_balanced,8,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,abs_coefficient,0.3543674373989402,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,logistic_balanced,9,p_return_gap__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.3288328809699549,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,logistic_balanced,10,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.32732301506859035,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,logistic_balanced,11,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.16240238194638623,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,logistic_balanced,12,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.08474209451334218,0.0,full_dataset_fit_for_audit_only
task_pre_3d,task,pre,3d,compact13,logistic_balanced,13,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.0015218179328271122,0.0,full_dataset_fit_for_audit_only
