threshold,rows,accuracy,balanced_accuracy,macro_f1,roc_auc,precision_target,recall_target,f1_target,normal_fpr,tn,fp,fn,tp,dataset,target_class,policy_variant,feature_set,feature_count,model,fold,metric_scope,train_rows,test_rows,train_groups,test_groups,group_overlap_count,dummy_balanced_accuracy,balanced_accuracy_lift_vs_dummy,fold_balanced_accuracy_std,fold_recall_std,fold_normal_fpr_std,logistic_balanced_accuracy,logistic_recall_target,logistic_normal_fpr,logistic_fold_ba_std,delta_ba_vs_logistic,delta_recall_vs_logistic,delta_fpr_vs_logistic,delta_fold_ba_std_vs_logistic,passes_gate_base,passes_boosting_vs_logistic,decision_candidate,target_decision,overall_decision
0.5,81,0.6790123456790124,0.6695652173913043,0.6705256570713392,0.7459627329192546,0.7083333333333334,0.7391304347826086,0.723404255319149,0.4,21,14,12,34,activity_post_all,activity,post_all,expanded154,154,lightgbm_balanced,all,aggregate,,81,,,0,0.5,0.16956521739130426,0.16013603595879855,0.16338906834400208,0.30865262012381667,0.658695652173913,0.717391304347826,0.4,0.12760849108395808,0.010869565217391242,0.021739130434782594,0.0,0.03252754487484047,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.6,81,0.691358024691358,0.6940993788819876,0.6896551724137931,0.7459627329192546,0.7560975609756098,0.6739130434782609,0.7126436781609196,0.2857142857142857,25,10,15,31,activity_post_all,activity,post_all,expanded154,154,lightgbm_balanced,all,aggregate,,81,,,0,0.5,0.19409937888198758,0.16013603595879855,0.16338906834400208,0.30865262012381667,0.658695652173913,0.717391304347826,0.4,0.12760849108395808,0.03540372670807457,-0.04347826086956519,-0.11428571428571432,0.03252754487484047,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.4,81,0.6666666666666666,0.6518633540372671,0.6531324345757336,0.7298136645962733,0.6862745098039216,0.7608695652173914,0.7216494845360825,0.45714285714285713,19,16,11,35,activity_post_all,activity,post_all,expanded154,154,logistic_balanced,all,aggregate,,81,,,0,0.5,0.15186335403726714,0.12760849108395808,0.12919503869998786,0.23628778237516482,0.658695652173913,0.717391304347826,0.4,0.12760849108395808,-0.006832298136645876,0.0434782608695653,0.057142857142857106,0.0,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.5,81,0.6666666666666666,0.658695652173913,0.6591865357643759,0.7298136645962733,0.7021276595744681,0.717391304347826,0.7096774193548387,0.4,21,14,13,33,activity_post_all,activity,post_all,expanded154,154,logistic_balanced,all,aggregate,,81,,,0,0.5,0.15869565217391302,0.12760849108395808,0.12919503869998786,0.23628778237516482,0.658695652173913,0.717391304347826,0.4,0.12760849108395808,0.0,0.0,0.0,0.0,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.6,81,0.6790123456790124,0.6798136645962733,0.6765970515970516,0.7298136645962733,0.7380952380952381,0.6739130434782609,0.7045454545454546,0.3142857142857143,24,11,15,31,activity_post_all,activity,post_all,expanded154,154,logistic_balanced,all,aggregate,,81,,,0,0.5,0.17981366459627335,0.12760849108395808,0.12919503869998786,0.23628778237516482,0.658695652173913,0.717391304347826,0.4,0.12760849108395808,0.021118012422360333,-0.04347826086956519,-0.08571428571428574,0.0,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.4,81,0.691358024691358,0.6736024844720496,0.6753246753246753,0.7614906832298136,0.6981132075471698,0.8043478260869565,0.7474747474747475,0.45714285714285713,19,16,9,37,activity_post_all,activity,post_all,expanded154,154,xgboost_balanced,all,aggregate,,81,,,0,0.5,0.17360248447204962,0.09956061744981885,0.15864491758812574,0.26777776601650316,0.658695652173913,0.717391304347826,0.4,0.12760849108395808,0.014906832298136607,0.08695652173913049,0.057142857142857106,-0.028047873634139228,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.5,81,0.7407407407407407,0.7409937888198758,0.7381868554717561,0.7614906832298136,0.7906976744186046,0.7391304347826086,0.7640449438202247,0.2571428571428571,26,9,12,34,activity_post_all,activity,post_all,expanded154,154,xgboost_balanced,all,aggregate,,81,,,0,0.5,0.24099378881987576,0.09956061744981885,0.15864491758812574,0.26777776601650316,0.658695652173913,0.717391304347826,0.4,0.12760849108395808,0.08229813664596275,0.021739130434782594,-0.1428571428571429,-0.028047873634139228,False,True,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.6,81,0.7530864197530864,0.765527950310559,0.7530487804878049,0.7614906832298136,0.8611111111111112,0.6739130434782609,0.7560975609756098,0.14285714285714285,30,5,15,31,activity_post_all,activity,post_all,expanded154,154,xgboost_balanced,all,aggregate,,81,,,0,0.5,0.265527950310559,0.09956061744981885,0.15864491758812574,0.26777776601650316,0.658695652173913,0.717391304347826,0.4,0.12760849108395808,0.10683229813664596,-0.04347826086956519,-0.2571428571428572,-0.028047873634139228,False,True,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.4,82,0.573170731707317,0.5,0.3643410852713178,0.5,0.573170731707317,1.0,0.7286821705426356,1.0,0,35,0,47,activity_pre_all,activity,pre_all,compact13,13,dummy_most_frequent,all,aggregate,,82,,,0,0.5,0.0,0.0,0.0,0.0,0.5267477203647416,0.5106382978723404,0.45714285714285713,0.06916886931989848,-0.0267477203647416,0.4893617021276596,0.5428571428571429,-0.06916886931989848,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.5,82,0.573170731707317,0.5,0.3643410852713178,0.5,0.573170731707317,1.0,0.7286821705426356,1.0,0,35,0,47,activity_pre_all,activity,pre_all,compact13,13,dummy_most_frequent,all,aggregate,,82,,,0,0.5,0.0,0.0,0.0,0.0,0.5267477203647416,0.5106382978723404,0.45714285714285713,0.06916886931989848,-0.0267477203647416,0.4893617021276596,0.5428571428571429,-0.06916886931989848,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.6,82,0.573170731707317,0.5,0.3643410852713178,0.5,0.573170731707317,1.0,0.7286821705426356,1.0,0,35,0,47,activity_pre_all,activity,pre_all,compact13,13,dummy_most_frequent,all,aggregate,,82,,,0,0.5,0.0,0.0,0.0,0.0,0.5267477203647416,0.5106382978723404,0.45714285714285713,0.06916886931989848,-0.0267477203647416,0.4893617021276596,0.5428571428571429,-0.06916886931989848,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.4,82,0.6463414634146342,0.6258358662613982,0.6262769134056263,0.758966565349544,0.6666666666666666,0.7659574468085106,0.7128712871287128,0.5142857142857142,17,18,11,36,activity_pre_all,activity,pre_all,compact13,13,lightgbm_balanced,all,aggregate,,82,,,0,0.5,0.1258358662613982,0.11582054693779739,0.11495833811052505,0.17928429140015903,0.5267477203647416,0.5106382978723404,0.45714285714285713,0.06916886931989848,0.0990881458966566,0.25531914893617025,0.057142857142857106,0.046651677617898915,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.5,82,0.6463414634146342,0.6404255319148936,0.6398606693927003,0.758966565349544,0.6956521739130435,0.6808510638297872,0.6881720430107527,0.4,21,14,15,32,activity_pre_all,activity,pre_all,compact13,13,lightgbm_balanced,all,aggregate,,82,,,0,0.5,0.1404255319148936,0.11582054693779739,0.11495833811052505,0.17928429140015903,0.5267477203647416,0.5106382978723404,0.45714285714285713,0.06916886931989848,0.113677811550152,0.17021276595744683,-0.057142857142857106,0.046651677617898915,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.6,82,0.6951219512195121,0.71580547112462,0.6947133283693224,0.758966565349544,0.84375,0.574468085106383,0.6835443037974683,0.14285714285714285,30,5,20,27,activity_pre_all,activity,pre_all,compact13,13,lightgbm_balanced,all,aggregate,,82,,,0,0.5,0.21580547112462,0.11582054693779739,0.11495833811052505,0.17928429140015903,0.5267477203647416,0.5106382978723404,0.45714285714285713,0.06916886931989848,0.1890577507598784,0.06382978723404265,-0.3142857142857143,0.046651677617898915,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.4,82,0.5853658536585366,0.572644376899696,0.5729166666666667,0.5525835866261399,0.6326530612244898,0.6595744680851063,0.6458333333333334,0.5142857142857142,17,18,16,31,activity_pre_all,activity,pre_all,compact13,13,logistic_balanced,all,aggregate,,82,,,0,0.5,0.07264437689969605,0.06916886931989848,0.16421150843084595,0.15294260331672482,0.5267477203647416,0.5106382978723404,0.45714285714285713,0.06916886931989848,0.04589665653495445,0.14893617021276595,0.057142857142857106,0.0,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.5,82,0.524390243902439,0.5267477203647416,0.522615315718764,0.5525835866261399,0.6,0.5106382978723404,0.5517241379310345,0.45714285714285713,19,16,23,24,activity_pre_all,activity,pre_all,compact13,13,logistic_balanced,all,aggregate,,82,,,0,0.5,0.0267477203647416,0.06916886931989848,0.16421150843084595,0.15294260331672482,0.5267477203647416,0.5106382978723404,0.45714285714285713,0.06916886931989848,0.0,0.0,0.0,0.0,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.6,82,0.5,0.5200607902735562,0.49813404985818777,0.5525835866261399,0.6,0.3829787234042553,0.4675324675324675,0.34285714285714286,23,12,29,18,activity_pre_all,activity,pre_all,compact13,13,logistic_balanced,all,aggregate,,82,,,0,0.5,0.020060790273556228,0.06916886931989848,0.16421150843084595,0.15294260331672482,0.5267477203647416,0.5106382978723404,0.45714285714285713,0.06916886931989848,-0.006686930091185372,-0.12765957446808507,-0.11428571428571427,0.0,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.4,82,0.7073170731707317,0.6899696048632218,0.6925,0.7890577507598784,0.7169811320754716,0.8085106382978723,0.76,0.42857142857142855,20,15,9,38,activity_pre_all,activity,pre_all,compact13,13,xgboost_balanced,all,aggregate,,82,,,0,0.5,0.18996960486322179,0.11150956051463845,0.13511144304172146,0.14907119849998596,0.5267477203647416,0.5106382978723404,0.45714285714285713,0.06916886931989848,0.16322188449848019,0.2978723404255319,-0.02857142857142858,0.042340691194739974,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.5,82,0.7073170731707317,0.7082066869300911,0.7045045045045044,0.7890577507598784,0.7674418604651163,0.7021276595744681,0.7333333333333333,0.2857142857142857,25,10,14,33,activity_pre_all,activity,pre_all,compact13,13,xgboost_balanced,all,aggregate,,82,,,0,0.5,0.20820668693009114,0.11150956051463845,0.13511144304172146,0.14907119849998596,0.5267477203647416,0.5106382978723404,0.45714285714285713,0.06916886931989848,0.18145896656534954,0.19148936170212771,-0.17142857142857143,0.042340691194739974,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.6,82,0.7073170731707317,0.7264437689969605,0.7071428571428571,0.7890577507598784,0.8484848484848485,0.5957446808510638,0.7,0.14285714285714285,30,5,19,28,activity_pre_all,activity,pre_all,compact13,13,xgboost_balanced,all,aggregate,,82,,,0,0.5,0.2264437689969605,0.11150956051463845,0.13511144304172146,0.14907119849998596,0.5267477203647416,0.5106382978723404,0.45714285714285713,0.06916886931989848,0.1996960486322189,0.08510638297872342,-0.3142857142857143,0.042340691194739974,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.4,82,0.573170731707317,0.5,0.3643410852713178,0.5,0.573170731707317,1.0,0.7286821705426356,1.0,0,35,0,47,activity_pre_all,activity,pre_all,expanded154,154,dummy_most_frequent,all,aggregate,,82,,,0,0.5,0.0,0.0,0.0,0.0,0.7936170212765958,0.7872340425531915,0.2,0.010767065766280969,-0.29361702127659584,0.21276595744680848,0.8,-0.010767065766280969,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.5,82,0.573170731707317,0.5,0.3643410852713178,0.5,0.573170731707317,1.0,0.7286821705426356,1.0,0,35,0,47,activity_pre_all,activity,pre_all,expanded154,154,dummy_most_frequent,all,aggregate,,82,,,0,0.5,0.0,0.0,0.0,0.0,0.7936170212765958,0.7872340425531915,0.2,0.010767065766280969,-0.29361702127659584,0.21276595744680848,0.8,-0.010767065766280969,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.6,82,0.573170731707317,0.5,0.3643410852713178,0.5,0.573170731707317,1.0,0.7286821705426356,1.0,0,35,0,47,activity_pre_all,activity,pre_all,expanded154,154,dummy_most_frequent,all,aggregate,,82,,,0,0.5,0.0,0.0,0.0,0.0,0.7936170212765958,0.7872340425531915,0.2,0.010767065766280969,-0.29361702127659584,0.21276595744680848,0.8,-0.010767065766280969,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.4,82,0.6463414634146342,0.6404255319148936,0.6398606693927003,0.7544072948328268,0.6956521739130435,0.6808510638297872,0.6881720430107527,0.4,21,14,15,32,activity_pre_all,activity,pre_all,expanded154,154,lightgbm_balanced,all,aggregate,,82,,,0,0.5,0.1404255319148936,0.08425889067390077,0.07360570938123437,0.10796641159057771,0.7936170212765958,0.7872340425531915,0.2,0.010767065766280969,-0.15319148936170224,-0.1063829787234043,0.2,0.0734918249076198,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.5,82,0.6951219512195121,0.7012158054711246,0.6939841767427974,0.7544072948328268,0.775,0.6595744680851063,0.7126436781609196,0.2571428571428571,26,9,16,31,activity_pre_all,activity,pre_all,expanded154,154,lightgbm_balanced,all,aggregate,,82,,,0,0.5,0.2012158054711246,0.08425889067390077,0.07360570938123437,0.10796641159057771,0.7936170212765958,0.7872340425531915,0.2,0.010767065766280969,-0.09240121580547123,-0.12765957446808518,0.057142857142857106,0.0734918249076198,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.6,82,0.7317073170731707,0.7440729483282675,0.7315476190476191,0.7544072948328268,0.8378378378378378,0.6595744680851063,0.7380952380952381,0.17142857142857143,29,6,16,31,activity_pre_all,activity,pre_all,expanded154,154,lightgbm_balanced,all,aggregate,,82,,,0,0.5,0.24407294832826754,0.08425889067390077,0.07360570938123437,0.10796641159057771,0.7936170212765958,0.7872340425531915,0.2,0.010767065766280969,-0.0495440729483283,-0.12765957446808518,-0.02857142857142858,0.0734918249076198,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.4,82,0.8048780487804879,0.8006079027355624,0.8006079027355624,0.8851063829787233,0.8297872340425532,0.8297872340425532,0.8297872340425532,0.22857142857142856,27,8,8,39,activity_pre_all,activity,pre_all,expanded154,154,logistic_balanced,all,aggregate,,82,,,0,0.5,0.30060790273556237,0.010767065766280969,0.08494362542965654,0.09631092176276608,0.7936170212765958,0.7872340425531915,0.2,0.010767065766280969,0.006990881458966536,0.04255319148936165,0.028571428571428553,0.0,True,False,logistic_gate_candidate,gate_iteration_needed,return_to_window_label_design
0.5,82,0.7926829268292683,0.7936170212765958,0.790155050429023,0.8851063829787233,0.8409090909090909,0.7872340425531915,0.8131868131868132,0.2,28,7,10,37,activity_pre_all,activity,pre_all,expanded154,154,logistic_balanced,all,aggregate,,82,,,0,0.5,0.29361702127659584,0.010767065766280969,0.08494362542965654,0.09631092176276608,0.7936170212765958,0.7872340425531915,0.2,0.010767065766280969,0.0,0.0,0.0,0.0,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.6,82,0.8048780487804879,0.8079027355623101,0.803003003003003,0.8851063829787233,0.8604651162790697,0.7872340425531915,0.8222222222222222,0.17142857142857143,29,6,10,37,activity_pre_all,activity,pre_all,expanded154,154,logistic_balanced,all,aggregate,,82,,,0,0.5,0.30790273556231007,0.010767065766280969,0.08494362542965654,0.09631092176276608,0.7936170212765958,0.7872340425531915,0.2,0.010767065766280969,0.014285714285714235,0.0,-0.02857142857142858,0.0,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.4,82,0.6707317073170732,0.6653495440729483,0.6646978646069968,0.7659574468085106,0.717391304347826,0.7021276595744681,0.7096774193548387,0.37142857142857144,22,13,14,33,activity_pre_all,activity,pre_all,expanded154,154,xgboost_balanced,all,aggregate,,82,,,0,0.5,0.16534954407294833,0.08423681154638474,0.12368812729792265,0.1079664115905777,0.7936170212765958,0.7872340425531915,0.2,0.010767065766280969,-0.1282674772036475,-0.08510638297872342,0.17142857142857143,0.07346974578010376,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.5,82,0.6951219512195121,0.7012158054711246,0.6939841767427974,0.7659574468085106,0.775,0.6595744680851063,0.7126436781609196,0.2571428571428571,26,9,16,31,activity_pre_all,activity,pre_all,expanded154,154,xgboost_balanced,all,aggregate,,82,,,0,0.5,0.2012158054711246,0.08423681154638474,0.12368812729792265,0.1079664115905777,0.7936170212765958,0.7872340425531915,0.2,0.010767065766280969,-0.09240121580547123,-0.12765957446808518,0.057142857142857106,0.07346974578010376,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.6,82,0.7560975609756098,0.77629179331307,0.7559523809523809,0.7659574468085106,0.9090909090909091,0.6382978723404256,0.75,0.08571428571428572,32,3,17,30,activity_pre_all,activity,pre_all,expanded154,154,xgboost_balanced,all,aggregate,,82,,,0,0.5,0.27629179331306997,0.08423681154638474,0.12368812729792265,0.1079664115905777,0.7936170212765958,0.7872340425531915,0.2,0.010767065766280969,-0.01732522796352587,-0.14893617021276595,-0.1142857142857143,0.07346974578010376,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.4,90,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,35,0,55,fault_no_overlap,fault,no_overlap,compact13,13,dummy_most_frequent,all,aggregate,,90,,,0,0.5,0.0,0.0,0.0,0.0,0.7441558441558442,0.7454545454545455,0.2571428571428571,0.10151758885839836,-0.24415584415584424,0.2545454545454545,0.7428571428571429,-0.10151758885839836,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.5,90,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,35,0,55,fault_no_overlap,fault,no_overlap,compact13,13,dummy_most_frequent,all,aggregate,,90,,,0,0.5,0.0,0.0,0.0,0.0,0.7441558441558442,0.7454545454545455,0.2571428571428571,0.10151758885839836,-0.24415584415584424,0.2545454545454545,0.7428571428571429,-0.10151758885839836,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.6,90,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,35,0,55,fault_no_overlap,fault,no_overlap,compact13,13,dummy_most_frequent,all,aggregate,,90,,,0,0.5,0.0,0.0,0.0,0.0,0.7441558441558442,0.7454545454545455,0.2571428571428571,0.10151758885839836,-0.24415584415584424,0.2545454545454545,0.7428571428571429,-0.10151758885839836,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.4,90,0.8,0.7740259740259741,0.7817887931034483,0.841038961038961,0.8032786885245902,0.8909090909090909,0.8448275862068966,0.34285714285714286,23,12,6,49,fault_no_overlap,fault,no_overlap,compact13,13,lightgbm_balanced,all,aggregate,,90,,,0,0.5,0.27402597402597406,0.1347183086832567,0.07606000241218869,0.2145501014489297,0.7441558441558442,0.7454545454545455,0.2571428571428571,0.10151758885839836,0.029870129870129825,0.1454545454545454,0.08571428571428574,0.03320071982485835,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.5,90,0.8,0.7896103896103897,0.7896103896103897,0.841038961038961,0.8363636363636363,0.8363636363636363,0.8363636363636363,0.2571428571428571,26,9,9,46,fault_no_overlap,fault,no_overlap,compact13,13,lightgbm_balanced,all,aggregate,,90,,,0,0.5,0.28961038961038965,0.1347183086832567,0.07606000241218869,0.2145501014489297,0.7441558441558442,0.7454545454545455,0.2571428571428571,0.10151758885839836,0.045454545454545414,0.09090909090909083,0.0,0.03320071982485835,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.6,90,0.7888888888888889,0.7805194805194806,0.7790412197958393,0.841038961038961,0.8333333333333334,0.8181818181818182,0.8256880733944955,0.2571428571428571,26,9,10,45,fault_no_overlap,fault,no_overlap,compact13,13,lightgbm_balanced,all,aggregate,,90,,,0,0.5,0.2805194805194806,0.1347183086832567,0.07606000241218869,0.2145501014489297,0.7441558441558442,0.7454545454545455,0.2571428571428571,0.10151758885839836,0.036363636363636376,0.07272727272727275,0.0,0.03320071982485835,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.4,90,0.8,0.7844155844155845,0.7872899159663866,0.8457142857142858,0.8245614035087719,0.8545454545454545,0.8392857142857143,0.2857142857142857,25,10,8,47,fault_no_overlap,fault,no_overlap,compact13,13,logistic_balanced,all,aggregate,,90,,,0,0.5,0.28441558441558445,0.10151758885839836,0.19708621262435277,0.07990392473595158,0.7441558441558442,0.7454545454545455,0.2571428571428571,0.10151758885839836,0.04025974025974022,0.10909090909090902,0.02857142857142858,0.0,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.5,90,0.7444444444444445,0.7441558441558442,0.7371428571428571,0.8457142857142858,0.82,0.7454545454545455,0.780952380952381,0.2571428571428571,26,9,14,41,fault_no_overlap,fault,no_overlap,compact13,13,logistic_balanced,all,aggregate,,90,,,0,0.5,0.24415584415584424,0.10151758885839836,0.19708621262435277,0.07990392473595158,0.7441558441558442,0.7454545454545455,0.2571428571428571,0.10151758885839836,0.0,0.0,0.0,0.0,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.6,90,0.7222222222222222,0.7467532467532467,0.7213622291021672,0.8457142857142858,0.875,0.6363636363636364,0.7368421052631579,0.14285714285714285,30,5,20,35,fault_no_overlap,fault,no_overlap,compact13,13,logistic_balanced,all,aggregate,,90,,,0,0.5,0.24675324675324672,0.10151758885839836,0.19708621262435277,0.07990392473595158,0.7441558441558442,0.7454545454545455,0.2571428571428571,0.10151758885839836,0.0025974025974024872,-0.10909090909090913,-0.11428571428571427,0.0,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.4,90,0.7888888888888889,0.7597402597402597,0.768009768009768,0.8587012987012986,0.7903225806451613,0.8909090909090909,0.8376068376068376,0.37142857142857144,22,13,6,49,fault_no_overlap,fault,no_overlap,compact13,13,xgboost_balanced,all,aggregate,,90,,,0,0.5,0.2597402597402597,0.14010031824929492,0.07606000241218866,0.23904572186687872,0.7441558441558442,0.7454545454545455,0.2571428571428571,0.10151758885839836,0.015584415584415479,0.1454545454545454,0.11428571428571432,0.03858272939089656,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.5,90,0.8222222222222222,0.8025974025974025,0.8086124401913876,0.8587012987012986,0.8305084745762712,0.8909090909090909,0.8596491228070176,0.2857142857142857,25,10,6,49,fault_no_overlap,fault,no_overlap,compact13,13,xgboost_balanced,all,aggregate,,90,,,0,0.5,0.30259740259740253,0.14010031824929492,0.07606000241218866,0.23904572186687872,0.7441558441558442,0.7454545454545455,0.2571428571428571,0.10151758885839836,0.058441558441558294,0.1454545454545454,0.02857142857142858,0.03858272939089656,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.6,90,0.7888888888888889,0.790909090909091,0.7828571428571429,0.8587012987012986,0.86,0.7818181818181819,0.819047619047619,0.2,28,7,12,43,fault_no_overlap,fault,no_overlap,compact13,13,xgboost_balanced,all,aggregate,,90,,,0,0.5,0.290909090909091,0.14010031824929492,0.07606000241218866,0.23904572186687872,0.7441558441558442,0.7454545454545455,0.2571428571428571,0.10151758885839836,0.04675324675324677,0.036363636363636376,-0.057142857142857106,0.03858272939089656,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.4,90,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,35,0,55,fault_no_overlap,fault,no_overlap,expanded154,154,dummy_most_frequent,all,aggregate,,90,,,0,0.5,0.0,0.0,0.0,0.0,0.7064935064935065,0.7272727272727273,0.3142857142857143,0.08437820031904002,-0.2064935064935065,0.2727272727272727,0.6857142857142857,-0.08437820031904002,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.5,90,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,35,0,55,fault_no_overlap,fault,no_overlap,expanded154,154,dummy_most_frequent,all,aggregate,,90,,,0,0.5,0.0,0.0,0.0,0.0,0.7064935064935065,0.7272727272727273,0.3142857142857143,0.08437820031904002,-0.2064935064935065,0.2727272727272727,0.6857142857142857,-0.08437820031904002,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.6,90,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,35,0,55,fault_no_overlap,fault,no_overlap,expanded154,154,dummy_most_frequent,all,aggregate,,90,,,0,0.5,0.0,0.0,0.0,0.0,0.7064935064935065,0.7272727272727273,0.3142857142857143,0.08437820031904002,-0.2064935064935065,0.2727272727272727,0.6857142857142857,-0.08437820031904002,False,False,window_label_review_required,gate_iteration_needed,return_to_window_label_design
0.4,90,0.8555555555555555,0.8194805194805195,0.8361115002101135,0.8950649350649351,0.8181818181818182,0.9818181818181818,0.8925619834710744,0.34285714285714286,23,12,1,54,fault_no_overlap,fault,no_overlap,expanded154,154,lightgbm_balanced,all,aggregate,,90,,,0,0.5,0.3194805194805195,0.09273445714101088,0.10365231137264888,0.2045403009039479,0.7064935064935065,0.7272727272727273,0.3142857142857143,0.08437820031904002,0.11298701298701297,0.2545454545454545,0.02857142857142858,0.008356256821970859,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.5,90,0.8222222222222222,0.8077922077922077,0.8109243697478992,0.8950649350649351,0.8421052631578947,0.8727272727272727,0.8571428571428571,0.2571428571428571,26,9,7,48,fault_no_overlap,fault,no_overlap,expanded154,154,lightgbm_balanced,all,aggregate,,90,,,0,0.5,0.30779220779220773,0.09273445714101088,0.10365231137264888,0.2045403009039479,0.7064935064935065,0.7272727272727273,0.3142857142857143,0.08437820031904002,0.10129870129870122,0.1454545454545454,-0.05714285714285716,0.008356256821970859,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.6,90,0.8333333333333334,0.8324675324675325,0.8271668160286775,0.8950649350649351,0.8846153846153846,0.8363636363636363,0.8598130841121495,0.17142857142857143,29,6,9,46,fault_no_overlap,fault,no_overlap,expanded154,154,lightgbm_balanced,all,aggregate,,90,,,0,0.5,0.33246753246753247,0.09273445714101088,0.10365231137264888,0.2045403009039479,0.7064935064935065,0.7272727272727273,0.3142857142857143,0.08437820031904002,0.12597402597402596,0.10909090909090902,-0.14285714285714285,0.008356256821970859,True,False,logistic_or_existing_tree_candidate,gate_iteration_needed,return_to_window_label_design
0.4,90,0.6888888888888889,0.6779220779220779,0.6759259259259259,0.7890909090909091,0.7547169811320755,0.7272727272727273,0.7407407407407407,0.37142857142857144,22,13,15,40,fault_no_overlap,fault,no_overlap,expanded154,154,logistic_balanced,all,aggregate,,90,,,0,0.5,0.17792207792207793,0.08437820031904002,0.09090909090909094,0.10875115658675504,0.7064935064935065,0.7272727272727273,0.3142857142857143,0.08437820031904002,-0.02857142857142858,0.0,0.05714285714285716,0.0,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
0.5,90,0.7111111111111111,0.7064935064935065,0.7016828148903621,0.7890909090909091,0.7843137254901961,0.7272727272727273,0.7547169811320755,0.3142857142857143,24,11,15,40,fault_no_overlap,fault,no_overlap,expanded154,154,logistic_balanced,all,aggregate,,90,,,0,0.5,0.2064935064935065,0.08437820031904002,0.09090909090909094,0.10875115658675504,0.7064935064935065,0.7272727272727273,0.3142857142857143,0.08437820031904002,0.0,0.0,0.0,0.0,False,False,gate_iteration_needed,gate_iteration_needed,return_to_window_label_design
