policy_name,final_policy_decision,fault_policy,fault_model,fault_final_decision_source,fault_balanced_accuracy,fault_recall,fault_normal_fpr,task_policy,task_semantic_decision,activity_policy,activity_final_decision,activity_missingness_ok,routing_rows,predictive_fault_risk_rows,maintenance_context_event_rows,activity_context_or_candidate_signal_rows,normal_or_monitor_rows,review_required_rows,fault_priority_over_context
hierarchical_m1_decision_policy,fault_first_context_augmented_routing,predictive_gate_candidate,compact13|random_forest_balanced_depth3|threshold_0.5,fault_gate_lock_pending_threshold_review,0.8454545454545455,0.8909090909090909,0.2,post_event_context_classifier,task_as_event_context_classifier,overlap_sensitive_predictive_candidate,activity_predictive_gate_pending_overlap_review,False,179,56,42,47,34,57,True
