threshold,rows,accuracy,balanced_accuracy,macro_f1,roc_auc,precision_target,recall_target,f1_target,normal_fpr,tn,fp,fn,tp,dataset,target_class,policy_variant,feature_set,feature_count,model,fold,metric_scope,train_rows,test_rows,train_groups,test_groups,group_overlap_count,dummy_balanced_accuracy,balanced_accuracy_lift_vs_dummy,passes_target_recall,passes_normal_fpr,passes_dummy_lift,passes_group_overlap,passes_gate_criteria,decision_candidate,target_decision_at_t0_5
0.4,82,0.8048780487804879,0.8261398176291793,0.8047619047619048,0.8838905775075988,0.9696969696969697,0.6808510638297872,0.8,0.02857142857142857,34,1,15,32,activity_pre_all,activity,pre_all,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,82,,,0,0.5,0.3261398176291793,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,82,0.7682926829268293,0.794224924012158,0.767427974324526,0.8838905775075988,0.9666666666666667,0.6170212765957447,0.7532467532467533,0.02857142857142857,34,1,18,29,activity_pre_all,activity,pre_all,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,82,,,0,0.5,0.29422492401215805,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,82,0.7682926829268293,0.794224924012158,0.767427974324526,0.8838905775075988,0.9666666666666667,0.6170212765957447,0.7532467532467533,0.02857142857142857,34,1,18,29,activity_pre_all,activity,pre_all,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,82,,,0,0.5,0.29422492401215805,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,82,0.8048780487804879,0.8006079027355624,0.8006079027355624,0.8851063829787233,0.8297872340425532,0.8297872340425532,0.8297872340425532,0.22857142857142856,27,8,8,39,activity_pre_all,activity,pre_all,expanded154,154,logistic_balanced,all,aggregate,,82,,,0,0.5,0.30060790273556237,True,True,True,True,True,one_vs_normal_gate_candidate_locked,one_vs_normal_gate_iteration_needed
0.5,82,0.7926829268292683,0.7936170212765958,0.790155050429023,0.8851063829787233,0.8409090909090909,0.7872340425531915,0.8131868131868132,0.2,28,7,10,37,activity_pre_all,activity,pre_all,expanded154,154,logistic_balanced,all,aggregate,,82,,,0,0.5,0.29361702127659584,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,82,0.8048780487804879,0.8079027355623101,0.803003003003003,0.8851063829787233,0.8604651162790697,0.7872340425531915,0.8222222222222222,0.17142857142857143,29,6,10,37,activity_pre_all,activity,pre_all,expanded154,154,logistic_balanced,all,aggregate,,82,,,0,0.5,0.30790273556231007,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,82,0.8536585365853658,0.8613981762917933,0.8528708133971292,0.8741641337386018,0.926829268292683,0.8085106382978723,0.8636363636363636,0.08571428571428572,32,3,9,38,activity_pre_all,activity,pre_all,expanded154,154,random_forest_balanced_depth3,all,aggregate,,82,,,0,0.5,0.36139817629179327,True,True,True,True,True,one_vs_normal_gate_candidate_locked,one_vs_normal_gate_iteration_needed
0.5,82,0.8048780487804879,0.8261398176291793,0.8047619047619048,0.8741641337386018,0.9696969696969697,0.6808510638297872,0.8,0.02857142857142857,34,1,15,32,activity_pre_all,activity,pre_all,expanded154,154,random_forest_balanced_depth3,all,aggregate,,82,,,0,0.5,0.3261398176291793,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,82,0.7682926829268293,0.794224924012158,0.767427974324526,0.8741641337386018,0.9666666666666667,0.6170212765957447,0.7532467532467533,0.02857142857142857,34,1,18,29,activity_pre_all,activity,pre_all,expanded154,154,random_forest_balanced_depth3,all,aggregate,,82,,,0,0.5,0.29422492401215805,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,90,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,35,0,55,fault_no_overlap,fault,no_overlap,compact13,13,dummy_most_frequent,all,aggregate,,90,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,90,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,35,0,55,fault_no_overlap,fault,no_overlap,compact13,13,dummy_most_frequent,all,aggregate,,90,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,90,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,35,0,55,fault_no_overlap,fault,no_overlap,compact13,13,dummy_most_frequent,all,aggregate,,90,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,90,0.7555555555555555,0.6857142857142857,0.6875,0.9049350649350649,0.7142857142857143,1.0,0.8333333333333334,0.6285714285714286,13,22,0,55,fault_no_overlap,fault,no_overlap,compact13,13,extra_trees_balanced_depth3,all,aggregate,,90,,,0,0.5,0.18571428571428572,True,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,90,0.8111111111111111,0.8246753246753247,0.8082466474495551,0.9049350649350649,0.9130434782608695,0.7636363636363637,0.8316831683168316,0.11428571428571428,31,4,13,42,fault_no_overlap,fault,no_overlap,compact13,13,extra_trees_balanced_depth3,all,aggregate,,90,,,0,0.5,0.3246753246753247,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,90,0.5555555555555556,0.625974025974026,0.5410504844467109,0.9049350649350649,0.8947368421052632,0.3090909090909091,0.4594594594594595,0.05714285714285714,33,2,38,17,fault_no_overlap,fault,no_overlap,compact13,13,extra_trees_balanced_depth3,all,aggregate,,90,,,0,0.5,0.12597402597402596,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,90,0.8,0.7844155844155845,0.7872899159663866,0.8457142857142858,0.8245614035087719,0.8545454545454545,0.8392857142857143,0.2857142857142857,25,10,8,47,fault_no_overlap,fault,no_overlap,compact13,13,logistic_balanced,all,aggregate,,90,,,0,0.5,0.28441558441558445,True,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,90,0.7444444444444445,0.7441558441558442,0.7371428571428571,0.8457142857142858,0.82,0.7454545454545455,0.780952380952381,0.2571428571428571,26,9,14,41,fault_no_overlap,fault,no_overlap,compact13,13,logistic_balanced,all,aggregate,,90,,,0,0.5,0.24415584415584424,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,90,0.7222222222222222,0.7467532467532467,0.7213622291021672,0.8457142857142858,0.875,0.6363636363636364,0.7368421052631579,0.14285714285714285,30,5,20,35,fault_no_overlap,fault,no_overlap,compact13,13,logistic_balanced,all,aggregate,,90,,,0,0.5,0.24675324675324672,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,90,0.8111111111111111,0.7779220779220779,0.7892271662763466,0.881038961038961,0.796875,0.9272727272727272,0.8571428571428571,0.37142857142857144,22,13,4,51,fault_no_overlap,fault,no_overlap,compact13,13,random_forest_balanced_depth3,all,aggregate,,90,,,0,0.5,0.2779220779220779,True,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,90,0.8555555555555555,0.8454545454545455,0.8472385428907168,0.881038961038961,0.875,0.8909090909090909,0.8828828828828829,0.2,28,7,6,49,fault_no_overlap,fault,no_overlap,compact13,13,random_forest_balanced_depth3,all,aggregate,,90,,,0,0.5,0.34545454545454546,True,True,True,True,True,one_vs_normal_gate_candidate_locked,one_vs_normal_gate_candidate_locked
0.6,90,0.7444444444444445,0.7649350649350649,0.7428890821016023,0.881038961038961,0.8809523809523809,0.6727272727272727,0.7628865979381443,0.14285714285714285,30,5,18,37,fault_no_overlap,fault,no_overlap,compact13,13,random_forest_balanced_depth3,all,aggregate,,90,,,0,0.5,0.2649350649350649,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,90,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,35,0,55,fault_no_overlap,fault,no_overlap,expanded154,154,dummy_most_frequent,all,aggregate,,90,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,90,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,35,0,55,fault_no_overlap,fault,no_overlap,expanded154,154,dummy_most_frequent,all,aggregate,,90,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,90,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,35,0,55,fault_no_overlap,fault,no_overlap,expanded154,154,dummy_most_frequent,all,aggregate,,90,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,90,0.6444444444444445,0.5584415584415584,0.5187165775401069,0.7927272727272726,0.6419753086419753,0.9454545454545454,0.7647058823529411,0.8285714285714286,6,29,3,52,fault_no_overlap,fault,no_overlap,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,90,,,0,0.5,0.058441558441558406,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,90,0.7,0.7181818181818183,0.6981741398584027,0.7927272727272726,0.8333333333333334,0.6363636363636364,0.7216494845360825,0.2,28,7,20,35,fault_no_overlap,fault,no_overlap,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,90,,,0,0.5,0.21818181818181825,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,90,0.5444444444444444,0.622077922077922,0.52319421113839,0.7927272727272726,0.9375,0.2727272727272727,0.4225352112676056,0.02857142857142857,34,1,40,15,fault_no_overlap,fault,no_overlap,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,90,,,0,0.5,0.12207792207792201,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,90,0.6888888888888889,0.6779220779220779,0.6759259259259259,0.7890909090909091,0.7547169811320755,0.7272727272727273,0.7407407407407407,0.37142857142857144,22,13,15,40,fault_no_overlap,fault,no_overlap,expanded154,154,logistic_balanced,all,aggregate,,90,,,0,0.5,0.17792207792207793,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,90,0.7111111111111111,0.7064935064935065,0.7016828148903621,0.7890909090909091,0.7843137254901961,0.7272727272727273,0.7547169811320755,0.3142857142857143,24,11,15,40,fault_no_overlap,fault,no_overlap,expanded154,154,logistic_balanced,all,aggregate,,90,,,0,0.5,0.2064935064935065,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,90,0.7333333333333333,0.7402597402597403,0.7285067873303167,0.7890909090909091,0.8297872340425532,0.7090909090909091,0.7647058823529411,0.22857142857142856,27,8,16,39,fault_no_overlap,fault,no_overlap,expanded154,154,logistic_balanced,all,aggregate,,90,,,0,0.5,0.24025974025974028,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,90,0.7444444444444445,0.687012987012987,0.6924676868221661,0.8327272727272728,0.7222222222222222,0.9454545454545454,0.8188976377952756,0.5714285714285714,15,20,3,52,fault_no_overlap,fault,no_overlap,expanded154,154,random_forest_balanced_depth3,all,aggregate,,90,,,0,0.5,0.18701298701298696,True,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,90,0.8,0.7844155844155845,0.7872899159663866,0.8327272727272728,0.8245614035087719,0.8545454545454545,0.8392857142857143,0.2857142857142857,25,10,8,47,fault_no_overlap,fault,no_overlap,expanded154,154,random_forest_balanced_depth3,all,aggregate,,90,,,0,0.5,0.28441558441558445,True,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,90,0.6777777777777778,0.7207792207792207,0.6774193548387097,0.8327272727272728,0.90625,0.5272727272727272,0.6666666666666666,0.08571428571428572,32,3,26,29,fault_no_overlap,fault,no_overlap,expanded154,154,random_forest_balanced_depth3,all,aggregate,,90,,,0,0.5,0.22077922077922074,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,97,0.6391752577319587,0.5,0.389937106918239,0.5,0.6391752577319587,1.0,0.779874213836478,1.0,0,35,0,62,fault_pre_all,fault,pre_all,compact13,13,dummy_most_frequent,all,aggregate,,97,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,97,0.6391752577319587,0.5,0.389937106918239,0.5,0.6391752577319587,1.0,0.779874213836478,1.0,0,35,0,62,fault_pre_all,fault,pre_all,compact13,13,dummy_most_frequent,all,aggregate,,97,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,97,0.6391752577319587,0.5,0.389937106918239,0.5,0.6391752577319587,1.0,0.779874213836478,1.0,0,35,0,62,fault_pre_all,fault,pre_all,compact13,13,dummy_most_frequent,all,aggregate,,97,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,97,0.7731958762886598,0.6857142857142857,0.6954908675799086,0.8986175115207373,0.7380952380952381,1.0,0.8493150684931506,0.6285714285714286,13,22,0,62,fault_pre_all,fault,pre_all,compact13,13,extra_trees_balanced_depth3,all,aggregate,,97,,,0,0.5,0.18571428571428572,True,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,97,0.7938144329896907,0.8138248847926267,0.7887630662020906,0.8986175115207373,0.92,0.7419354838709677,0.8214285714285714,0.11428571428571428,31,4,16,46,fault_pre_all,fault,pre_all,compact13,13,extra_trees_balanced_depth3,all,aggregate,,97,,,0,0.5,0.3138248847926267,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,97,0.5670103092783505,0.648847926267281,0.5613695090439277,0.8986175115207373,0.9166666666666666,0.3548387096774194,0.5116279069767442,0.05714285714285714,33,2,40,22,fault_pre_all,fault,pre_all,compact13,13,extra_trees_balanced_depth3,all,aggregate,,97,,,0,0.5,0.14884792626728105,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,97,0.8350515463917526,0.8149769585253457,0.8188608776844071,0.8617511520737327,0.859375,0.8870967741935484,0.873015873015873,0.2571428571428571,26,9,7,55,fault_pre_all,fault,pre_all,compact13,13,logistic_balanced,all,aggregate,,97,,,0,0.5,0.3149769585253457,True,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,97,0.7938144329896907,0.7951612903225806,0.7836752899197146,0.8617511520737327,0.875,0.7903225806451613,0.8305084745762712,0.2,28,7,13,49,fault_pre_all,fault,pre_all,compact13,13,logistic_balanced,all,aggregate,,97,,,0,0.5,0.29516129032258065,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,97,0.7525773195876289,0.7753456221198156,0.7480519480519481,0.8617511520737327,0.8958333333333334,0.6935483870967742,0.7818181818181819,0.14285714285714285,30,5,19,43,fault_pre_all,fault,pre_all,compact13,13,logistic_balanced,all,aggregate,,97,,,0,0.5,0.2753456221198156,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,97,0.8247422680412371,0.7820276497695853,0.7967459632688279,0.8635944700460829,0.8169014084507042,0.9354838709677419,0.8721804511278195,0.37142857142857144,22,13,4,58,fault_pre_all,fault,pre_all,compact13,13,random_forest_balanced_depth3,all,aggregate,,97,,,0,0.5,0.2820276497695853,True,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,97,0.845360824742268,0.8292626728110599,0.831304347826087,0.8635944700460829,0.873015873015873,0.8870967741935484,0.88,0.22857142857142856,27,8,7,55,fault_pre_all,fault,pre_all,compact13,13,random_forest_balanced_depth3,all,aggregate,,97,,,0,0.5,0.3292626728110599,True,True,True,True,True,one_vs_normal_gate_candidate_locked,one_vs_normal_gate_candidate_locked
0.6,97,0.7525773195876289,0.7753456221198156,0.7480519480519481,0.8635944700460829,0.8958333333333334,0.6935483870967742,0.7818181818181819,0.14285714285714285,30,5,19,43,fault_pre_all,fault,pre_all,compact13,13,random_forest_balanced_depth3,all,aggregate,,97,,,0,0.5,0.2753456221198156,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,97,0.6391752577319587,0.5,0.389937106918239,0.5,0.6391752577319587,1.0,0.779874213836478,1.0,0,35,0,62,fault_pre_all,fault,pre_all,expanded154,154,dummy_most_frequent,all,aggregate,,97,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,97,0.6391752577319587,0.5,0.389937106918239,0.5,0.6391752577319587,1.0,0.779874213836478,1.0,0,35,0,62,fault_pre_all,fault,pre_all,expanded154,154,dummy_most_frequent,all,aggregate,,97,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,97,0.6391752577319587,0.5,0.389937106918239,0.5,0.6391752577319587,1.0,0.779874213836478,1.0,0,35,0,62,fault_pre_all,fault,pre_all,expanded154,154,dummy_most_frequent,all,aggregate,,97,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,97,0.7010309278350515,0.5919354838709677,0.5667642076081935,0.8202764976958525,0.6853932584269663,0.9838709677419355,0.8079470198675497,0.8,7,28,1,61,fault_pre_all,fault,pre_all,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,97,,,0,0.5,0.09193548387096773,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,97,0.7422680412371134,0.7672811059907834,0.7382622773880194,0.8202764976958525,0.8936170212765957,0.6774193548387096,0.7706422018348624,0.14285714285714285,30,5,20,42,fault_pre_all,fault,pre_all,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,97,,,0,0.5,0.26728110599078336,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,97,0.5360824742268041,0.6308755760368664,0.5231071779744346,0.8202764976958525,0.9473684210526315,0.2903225806451613,0.4444444444444444,0.02857142857142857,34,1,44,18,fault_pre_all,fault,pre_all,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,97,,,0,0.5,0.1308755760368664,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,97,0.7319587628865979,0.7094470046082949,0.7094470046082949,0.8101382488479263,0.7903225806451613,0.7903225806451613,0.7903225806451613,0.37142857142857144,22,13,13,49,fault_pre_all,fault,pre_all,expanded154,154,logistic_balanced,all,aggregate,,97,,,0,0.5,0.2094470046082949,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,97,0.7422680412371134,0.7423963133640553,0.7308247308247309,0.8101382488479263,0.8363636363636363,0.7419354838709677,0.7863247863247863,0.2571428571428571,26,9,16,46,fault_pre_all,fault,pre_all,expanded154,154,logistic_balanced,all,aggregate,,97,,,0,0.5,0.24239631336405532,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,97,0.7010309278350515,0.7163594470046083,0.6946705741886465,0.8101382488479263,0.8367346938775511,0.6612903225806451,0.7387387387387387,0.22857142857142856,27,8,21,41,fault_pre_all,fault,pre_all,expanded154,154,logistic_balanced,all,aggregate,,97,,,0,0.5,0.2163594470046083,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,97,0.7216494845360825,0.6391705069124424,0.6408885232414644,0.8193548387096775,0.7160493827160493,0.9354838709677419,0.8111888111888111,0.6571428571428571,12,23,4,58,fault_pre_all,fault,pre_all,expanded154,154,random_forest_balanced_depth3,all,aggregate,,97,,,0,0.5,0.13917050691244237,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.5,97,0.7422680412371134,0.7361751152073732,0.7282913165266106,0.8193548387096775,0.8245614035087719,0.7580645161290323,0.7899159663865546,0.2857142857142857,25,10,15,47,fault_pre_all,fault,pre_all,expanded154,154,random_forest_balanced_depth3,all,aggregate,,97,,,0,0.5,0.23617511520737322,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.6,97,0.7010309278350515,0.7412442396313363,0.6998826416302144,0.8193548387096775,0.9024390243902439,0.5967741935483871,0.7184466019417476,0.11428571428571428,31,4,25,37,fault_pre_all,fault,pre_all,expanded154,154,random_forest_balanced_depth3,all,aggregate,,97,,,0,0.5,0.24124423963133634,False,True,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_candidate_locked
0.4,72,0.5138888888888888,0.5,0.3394495412844037,0.5,0.5138888888888888,1.0,0.6788990825688074,1.0,0,35,0,37,task_no_overlap,task,no_overlap,compact13,13,dummy_most_frequent,all,aggregate,,72,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.5138888888888888,0.5,0.3394495412844037,0.5,0.5138888888888888,1.0,0.6788990825688074,1.0,0,35,0,37,task_no_overlap,task,no_overlap,compact13,13,dummy_most_frequent,all,aggregate,,72,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.5138888888888888,0.5,0.3394495412844037,0.5,0.5138888888888888,1.0,0.6788990825688074,1.0,0,35,0,37,task_no_overlap,task,no_overlap,compact13,13,dummy_most_frequent,all,aggregate,,72,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.5277777777777778,0.5158301158301158,0.4115384615384616,0.7266409266409266,0.5223880597014925,0.9459459459459459,0.6730769230769231,0.9142857142857143,3,32,2,35,task_no_overlap,task,no_overlap,compact13,13,extra_trees_balanced_depth3,all,aggregate,,72,,,0,0.5,0.015830115830115843,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.6805555555555556,0.6799227799227799,0.6799999999999999,0.7266409266409266,0.6842105263157895,0.7027027027027027,0.6933333333333334,0.34285714285714286,23,12,11,26,task_no_overlap,task,no_overlap,compact13,13,extra_trees_balanced_depth3,all,aggregate,,72,,,0,0.5,0.17992277992277994,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.5416666666666666,0.5525096525096524,0.4666666666666667,0.7266409266409266,0.75,0.16216216216216217,0.26666666666666666,0.05714285714285714,33,2,31,6,task_no_overlap,task,no_overlap,compact13,13,extra_trees_balanced_depth3,all,aggregate,,72,,,0,0.5,0.05250965250965245,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.6944444444444444,0.6911196911196911,0.6884343036978757,0.7266409266409266,0.6666666666666666,0.8108108108108109,0.7317073170731707,0.42857142857142855,20,15,7,30,task_no_overlap,task,no_overlap,compact13,13,logistic_balanced,all,aggregate,,72,,,0,0.5,0.19111969111969107,True,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.6666666666666666,0.6656370656370656,0.6656346749226006,0.7266409266409266,0.6666666666666666,0.7027027027027027,0.6842105263157895,0.37142857142857144,22,13,11,26,task_no_overlap,task,no_overlap,compact13,13,logistic_balanced,all,aggregate,,72,,,0,0.5,0.1656370656370656,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.6805555555555556,0.6814671814671815,0.6804939224387421,0.7266409266409266,0.7058823529411765,0.6486486486486487,0.676056338028169,0.2857142857142857,25,10,13,24,task_no_overlap,task,no_overlap,compact13,13,logistic_balanced,all,aggregate,,72,,,0,0.5,0.18146718146718155,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.6111111111111112,0.6046332046332046,0.5851851851851851,0.6803088803088804,0.5849056603773585,0.8378378378378378,0.6888888888888889,0.6285714285714286,13,22,6,31,task_no_overlap,task,no_overlap,compact13,13,random_forest_balanced_depth3,all,aggregate,,72,,,0,0.5,0.10463320463320458,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.6527777777777778,0.6521235521235521,0.6521739130434783,0.6803088803088804,0.6578947368421053,0.6756756756756757,0.6666666666666666,0.37142857142857144,22,13,12,25,task_no_overlap,task,no_overlap,compact13,13,random_forest_balanced_depth3,all,aggregate,,72,,,0,0.5,0.1521235521235521,False,False,True,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.6388888888888888,0.6432432432432433,0.6317859952793077,0.6803088803088804,0.72,0.4864864864864865,0.5806451612903226,0.2,28,7,19,18,task_no_overlap,task,no_overlap,compact13,13,random_forest_balanced_depth3,all,aggregate,,72,,,0,0.5,0.14324324324324333,False,True,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.5138888888888888,0.5,0.3394495412844037,0.5,0.5138888888888888,1.0,0.6788990825688074,1.0,0,35,0,37,task_no_overlap,task,no_overlap,expanded154,154,dummy_most_frequent,all,aggregate,,72,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.5138888888888888,0.5,0.3394495412844037,0.5,0.5138888888888888,1.0,0.6788990825688074,1.0,0,35,0,37,task_no_overlap,task,no_overlap,expanded154,154,dummy_most_frequent,all,aggregate,,72,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.6,72,0.5138888888888888,0.5,0.3394495412844037,0.5,0.5138888888888888,1.0,0.6788990825688074,1.0,0,35,0,37,task_no_overlap,task,no_overlap,expanded154,154,dummy_most_frequent,all,aggregate,,72,,,0,0.5,0.0,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.4,72,0.5,0.48803088803088807,0.3769230769230769,0.6239382239382241,0.5074626865671642,0.918918918918919,0.6538461538461539,0.9428571428571428,2,33,3,34,task_no_overlap,task,no_overlap,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,72,,,0,0.5,-0.011969111969111934,True,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
0.5,72,0.5833333333333334,0.5861003861003862,0.5804195804195804,0.6239382239382241,0.6206896551724138,0.4864864864864865,0.5454545454545454,0.3142857142857143,24,11,19,18,task_no_overlap,task,no_overlap,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,72,,,0,0.5,0.08610038610038617,False,False,False,True,False,one_vs_normal_gate_iteration_needed,one_vs_normal_gate_iteration_needed
