dataset,target_class,policy_variant,feature_set,model,threshold,class_label,class_value,precision,recall,f1,support
fault_no_overlap,fault,no_overlap,expanded154,dummy_most_frequent,0.6,fault,1,0.6111111111111112,1.0,0.7586206896551724,55
fault_no_overlap,fault,no_overlap,expanded154,lightgbm_balanced,0.4,normal,0,0.9583333333333334,0.6571428571428571,0.7796610169491526,35
fault_no_overlap,fault,no_overlap,expanded154,lightgbm_balanced,0.4,fault,1,0.8181818181818182,0.9818181818181818,0.8925619834710744,55
fault_no_overlap,fault,no_overlap,expanded154,lightgbm_balanced,0.5,normal,0,0.7878787878787878,0.7428571428571429,0.7647058823529411,35
fault_no_overlap,fault,no_overlap,expanded154,lightgbm_balanced,0.5,fault,1,0.8421052631578947,0.8727272727272727,0.8571428571428571,55
fault_no_overlap,fault,no_overlap,expanded154,lightgbm_balanced,0.6,normal,0,0.7631578947368421,0.8285714285714286,0.7945205479452054,35
fault_no_overlap,fault,no_overlap,expanded154,lightgbm_balanced,0.6,fault,1,0.8846153846153846,0.8363636363636363,0.8598130841121495,55
fault_no_overlap,fault,no_overlap,expanded154,logistic_balanced,0.4,normal,0,0.5945945945945946,0.6285714285714286,0.6111111111111112,35
fault_no_overlap,fault,no_overlap,expanded154,logistic_balanced,0.4,fault,1,0.7547169811320755,0.7272727272727273,0.7407407407407407,55
fault_no_overlap,fault,no_overlap,expanded154,logistic_balanced,0.5,normal,0,0.6153846153846154,0.6857142857142857,0.6486486486486487,35
fault_no_overlap,fault,no_overlap,expanded154,logistic_balanced,0.5,fault,1,0.7843137254901961,0.7272727272727273,0.7547169811320755,55
fault_no_overlap,fault,no_overlap,expanded154,logistic_balanced,0.6,normal,0,0.627906976744186,0.7714285714285715,0.6923076923076923,35
fault_no_overlap,fault,no_overlap,expanded154,logistic_balanced,0.6,fault,1,0.8297872340425532,0.7090909090909091,0.7647058823529411,55
fault_no_overlap,fault,no_overlap,expanded154,xgboost_balanced,0.4,normal,0,0.9130434782608695,0.6,0.7241379310344828,35
fault_no_overlap,fault,no_overlap,expanded154,xgboost_balanced,0.4,fault,1,0.7910447761194029,0.9636363636363636,0.8688524590163934,55
fault_no_overlap,fault,no_overlap,expanded154,xgboost_balanced,0.5,normal,0,0.8620689655172413,0.7142857142857143,0.78125,35
fault_no_overlap,fault,no_overlap,expanded154,xgboost_balanced,0.5,fault,1,0.8360655737704918,0.9272727272727272,0.8793103448275862,55
fault_no_overlap,fault,no_overlap,expanded154,xgboost_balanced,0.6,normal,0,0.6904761904761905,0.8285714285714286,0.7532467532467533,35
fault_no_overlap,fault,no_overlap,expanded154,xgboost_balanced,0.6,fault,1,0.875,0.7636363636363637,0.8155339805825242,55
task_no_overlap,task,no_overlap,compact13,dummy_most_frequent,0.4,normal,0,0.0,0.0,0.0,35
task_no_overlap,task,no_overlap,compact13,dummy_most_frequent,0.4,task,1,0.5138888888888888,1.0,0.6788990825688074,37
task_no_overlap,task,no_overlap,compact13,dummy_most_frequent,0.5,normal,0,0.0,0.0,0.0,35
task_no_overlap,task,no_overlap,compact13,dummy_most_frequent,0.5,task,1,0.5138888888888888,1.0,0.6788990825688074,37
task_no_overlap,task,no_overlap,compact13,dummy_most_frequent,0.6,normal,0,0.0,0.0,0.0,35
task_no_overlap,task,no_overlap,compact13,dummy_most_frequent,0.6,task,1,0.5138888888888888,1.0,0.6788990825688074,37
task_no_overlap,task,no_overlap,compact13,lightgbm_balanced,0.4,normal,0,0.7142857142857143,0.5714285714285714,0.6349206349206349,35
task_no_overlap,task,no_overlap,compact13,lightgbm_balanced,0.4,task,1,0.6590909090909091,0.7837837837837838,0.7160493827160493,37
task_no_overlap,task,no_overlap,compact13,lightgbm_balanced,0.5,normal,0,0.696969696969697,0.6571428571428571,0.6764705882352942,35
task_no_overlap,task,no_overlap,compact13,lightgbm_balanced,0.5,task,1,0.6923076923076923,0.7297297297297297,0.7105263157894737,37
task_no_overlap,task,no_overlap,compact13,lightgbm_balanced,0.6,normal,0,0.6153846153846154,0.6857142857142857,0.6486486486486487,35
task_no_overlap,task,no_overlap,compact13,lightgbm_balanced,0.6,task,1,0.6666666666666666,0.5945945945945946,0.6285714285714286,37
task_no_overlap,task,no_overlap,compact13,logistic_balanced,0.4,normal,0,0.7407407407407407,0.5714285714285714,0.6451612903225806,35
task_no_overlap,task,no_overlap,compact13,logistic_balanced,0.4,task,1,0.6666666666666666,0.8108108108108109,0.7317073170731707,37
task_no_overlap,task,no_overlap,compact13,logistic_balanced,0.5,normal,0,0.6666666666666666,0.6285714285714286,0.6470588235294118,35
task_no_overlap,task,no_overlap,compact13,logistic_balanced,0.5,task,1,0.6666666666666666,0.7027027027027027,0.6842105263157895,37
task_no_overlap,task,no_overlap,compact13,logistic_balanced,0.6,normal,0,0.6578947368421053,0.7142857142857143,0.684931506849315,35
task_no_overlap,task,no_overlap,compact13,logistic_balanced,0.6,task,1,0.7058823529411765,0.6486486486486487,0.676056338028169,37
task_no_overlap,task,no_overlap,compact13,xgboost_balanced,0.4,normal,0,0.7142857142857143,0.5714285714285714,0.6349206349206349,35
task_no_overlap,task,no_overlap,compact13,xgboost_balanced,0.4,task,1,0.6590909090909091,0.7837837837837838,0.7160493827160493,37
task_no_overlap,task,no_overlap,compact13,xgboost_balanced,0.5,normal,0,0.6666666666666666,0.6285714285714286,0.6470588235294118,35
task_no_overlap,task,no_overlap,compact13,xgboost_balanced,0.5,task,1,0.6666666666666666,0.7027027027027027,0.6842105263157895,37
