threshold,rows,accuracy,balanced_accuracy,roc_auc,precision_event,recall_event,f1_event,normal_fpr,tn,fp,fn,tp,dataset,feature_set,feature_count,model,fold,metric_scope,train_rows,train_extra_rows_used,test_rows,train_groups,test_groups,group_overlap_count,dummy_balanced_accuracy,balanced_accuracy_lift_vs_dummy,passes_event_recall,passes_normal_fpr,passes_dummy_lift,passes_group_overlap,passes_gate_criteria,decision_candidate,overall_decision_at_t0_5
0.4,173,0.7225433526011561,0.6554865424430641,0.7221532091097309,0.8688524590163934,0.7681159420289855,0.8153846153846154,0.45714285714285713,19,16,32,106,strict_no_overlap,compact13,13,logistic_balanced,all,aggregate,,0,173,,,0,0.5,0.15548654244306415,False,False,True,True,False,normal_vs_event_gate_unstable_keep_pre_event_binary,gate_policy_iteration_needed
0.5,173,0.653179190751445,0.6546583850931678,0.7221532091097309,0.8823529411764706,0.6521739130434783,0.75,0.34285714285714286,23,12,48,90,strict_no_overlap,compact13,13,logistic_balanced,all,aggregate,,0,173,,,0,0.5,0.15465838509316776,False,False,True,True,False,normal_vs_event_gate_unstable_keep_pre_event_binary,gate_policy_iteration_needed
0.6,173,0.6011560693641619,0.6753623188405797,0.7221532091097309,0.9156626506024096,0.5507246376811594,0.6877828054298643,0.2,28,7,62,76,strict_no_overlap,compact13,13,logistic_balanced,all,aggregate,,0,173,,,0,0.5,0.17536231884057973,False,True,True,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.4,173,0.7745664739884393,0.5921325051759834,0.7142857142857143,0.8322147651006712,0.8985507246376812,0.8641114982578397,0.7142857142857143,10,25,14,124,strict_no_overlap,compact13,13,random_forest_balanced_depth3,all,aggregate,,0,173,,,0,0.5,0.09213250517598337,True,False,False,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.5,173,0.7167630057803468,0.6518633540372671,0.7142857142857143,0.8677685950413223,0.7608695652173914,0.8108108108108109,0.45714285714285713,19,16,33,105,strict_no_overlap,compact13,13,random_forest_balanced_depth3,all,aggregate,,0,173,,,0,0.5,0.15186335403726714,False,False,True,True,False,normal_vs_event_gate_unstable_keep_pre_event_binary,gate_policy_iteration_needed
0.6,173,0.5722543352601156,0.6572463768115941,0.7142857142857143,0.9102564102564102,0.5144927536231884,0.6574074074074074,0.2,28,7,67,71,strict_no_overlap,compact13,13,random_forest_balanced_depth3,all,aggregate,,0,173,,,0,0.5,0.15724637681159415,False,True,True,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.4,173,0.7976878612716763,0.5,0.5,0.7976878612716763,1.0,0.887459807073955,1.0,0,35,0,138,strict_no_overlap,expanded154,154,dummy_most_frequent,all,aggregate,,0,173,,,0,0.5,0.0,True,False,False,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.5,173,0.7976878612716763,0.5,0.5,0.7976878612716763,1.0,0.887459807073955,1.0,0,35,0,138,strict_no_overlap,expanded154,154,dummy_most_frequent,all,aggregate,,0,173,,,0,0.5,0.0,True,False,False,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.6,173,0.7976878612716763,0.5,0.5,0.7976878612716763,1.0,0.887459807073955,1.0,0,35,0,138,strict_no_overlap,expanded154,154,dummy_most_frequent,all,aggregate,,0,173,,,0,0.5,0.0,True,False,False,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.4,173,0.791907514450867,0.5390269151138716,0.7002070393374741,0.8109756097560976,0.9637681159420289,0.8807947019867549,0.8857142857142857,4,31,5,133,strict_no_overlap,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,0,173,,,0,0.5,0.039026915113871574,True,False,False,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.5,173,0.5491329479768786,0.6747412008281574,0.7002070393374741,0.9411764705882353,0.463768115942029,0.6213592233009708,0.11428571428571428,31,4,74,64,strict_no_overlap,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,0,173,,,0,0.5,0.17474120082815736,False,True,True,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.6,173,0.42196531791907516,0.6270186335403727,0.7002070393374741,0.975,0.2826086956521739,0.43820224719101125,0.02857142857142857,34,1,99,39,strict_no_overlap,expanded154,154,extra_trees_balanced_depth3,all,aggregate,,0,173,,,0,0.5,0.12701863354037268,False,True,False,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.4,173,0.7398843930635838,0.6450310559006212,0.7312629399585922,0.8604651162790697,0.8043478260869565,0.8314606741573034,0.5142857142857142,17,18,27,111,strict_no_overlap,expanded154,154,logistic_balanced,all,aggregate,,0,173,,,0,0.5,0.14503105590062115,True,False,False,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.5,173,0.7398843930635838,0.6770186335403727,0.7312629399585922,0.8780487804878049,0.782608695652174,0.8275862068965517,0.42857142857142855,20,15,30,108,strict_no_overlap,expanded154,154,logistic_balanced,all,aggregate,,0,173,,,0,0.5,0.17701863354037273,False,False,True,True,False,normal_vs_event_gate_unstable_keep_pre_event_binary,gate_policy_iteration_needed
0.6,173,0.7167630057803468,0.6838509316770186,0.7312629399585922,0.8869565217391304,0.7391304347826086,0.8063241106719368,0.37142857142857144,22,13,36,102,strict_no_overlap,expanded154,154,logistic_balanced,all,aggregate,,0,173,,,0,0.5,0.1838509316770186,False,False,True,True,False,normal_vs_event_gate_unstable_keep_pre_event_binary,gate_policy_iteration_needed
0.4,173,0.7745664739884393,0.5388198757763976,0.7370600414078675,0.8113207547169812,0.9347826086956522,0.8686868686868687,0.8571428571428571,5,30,9,129,strict_no_overlap,expanded154,154,random_forest_balanced_depth3,all,aggregate,,0,173,,,0,0.5,0.03881987577639756,True,False,False,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.5,173,0.7225433526011561,0.6341614906832298,0.7370600414078675,0.8571428571428571,0.782608695652174,0.8181818181818182,0.5142857142857142,17,18,30,108,strict_no_overlap,expanded154,154,random_forest_balanced_depth3,all,aggregate,,0,173,,,0,0.5,0.1341614906832298,False,False,False,True,False,normal_vs_event_gate_unstable_keep_pre_event_binary,gate_policy_iteration_needed
0.6,173,0.6127167630057804,0.6932712215320911,0.7370600414078675,0.927710843373494,0.5579710144927537,0.6968325791855203,0.17142857142857143,29,6,61,77,strict_no_overlap,expanded154,154,random_forest_balanced_depth3,all,aggregate,,0,173,,,0,0.5,0.1932712215320911,False,True,True,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.4,181,0.8066298342541437,0.5,0.5,0.8066298342541437,1.0,0.8929663608562691,1.0,0,35,0,146,train_normal_expanded,compact13,13,dummy_most_frequent,all,aggregate,,60,181,,,0,0.5,0.0,True,False,False,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.5,181,0.8066298342541437,0.5,0.5,0.8066298342541437,1.0,0.8929663608562691,1.0,0,35,0,146,train_normal_expanded,compact13,13,dummy_most_frequent,all,aggregate,,60,181,,,0,0.5,0.0,True,False,False,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.6,181,0.8066298342541437,0.5,0.5,0.8066298342541437,1.0,0.8929663608562691,1.0,0,35,0,146,train_normal_expanded,compact13,13,dummy_most_frequent,all,aggregate,,60,181,,,0,0.5,0.0,True,False,False,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.4,181,0.8066298342541437,0.5,0.7569471624266144,0.8066298342541437,1.0,0.8929663608562691,1.0,0,35,0,146,train_normal_expanded,compact13,13,extra_trees_balanced_depth3,all,aggregate,,60,181,,,0,0.5,0.0,True,False,False,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.5,181,0.6519337016574586,0.6973581213307241,0.7569471624266144,0.9191919191919192,0.6232876712328768,0.7428571428571429,0.22857142857142856,27,8,55,91,train_normal_expanded,compact13,13,extra_trees_balanced_depth3,all,aggregate,,60,181,,,0,0.5,0.19735812133072406,False,True,True,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.6,181,0.27624309392265195,0.540508806262231,0.7569471624266144,0.9411764705882353,0.1095890410958904,0.19631901840490798,0.02857142857142857,34,1,130,16,train_normal_expanded,compact13,13,extra_trees_balanced_depth3,all,aggregate,,60,181,,,0,0.5,0.04050880626223097,False,True,False,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.4,181,0.6906077348066298,0.6235812133072407,0.716242661448141,0.8629032258064516,0.7328767123287672,0.7925925925925926,0.4857142857142857,18,17,39,107,train_normal_expanded,compact13,13,logistic_balanced,all,aggregate,,60,181,,,0,0.5,0.1235812133072407,False,False,False,True,False,normal_vs_event_gate_unstable_keep_pre_event_binary,gate_policy_iteration_needed
0.5,181,0.6519337016574586,0.6539138943248533,0.716242661448141,0.8878504672897196,0.6506849315068494,0.7509881422924901,0.34285714285714286,23,12,51,95,train_normal_expanded,compact13,13,logistic_balanced,all,aggregate,,60,181,,,0,0.5,0.15391389432485325,False,False,True,True,False,normal_vs_event_gate_unstable_keep_pre_event_binary,gate_policy_iteration_needed
0.6,181,0.574585635359116,0.6819960861056751,0.716242661448141,0.9367088607594937,0.5068493150684932,0.6577777777777778,0.14285714285714285,30,5,72,74,train_normal_expanded,compact13,13,logistic_balanced,all,aggregate,,60,181,,,0,0.5,0.18199608610567508,False,True,True,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
0.4,181,0.7348066298342542,0.6401174168297455,0.7199608610567514,0.8656716417910447,0.7945205479452054,0.8285714285714286,0.5142857142857142,17,18,30,116,train_normal_expanded,compact13,13,random_forest_balanced_depth3,all,aggregate,,60,181,,,0,0.5,0.14011741682974554,False,False,False,True,False,normal_vs_event_gate_unstable_keep_pre_event_binary,gate_policy_iteration_needed
0.5,181,0.6519337016574586,0.6756360078277887,0.7199608610567514,0.9029126213592233,0.636986301369863,0.7469879518072289,0.2857142857142857,25,10,53,93,train_normal_expanded,compact13,13,random_forest_balanced_depth3,all,aggregate,,60,181,,,0,0.5,0.17563600782778865,False,False,True,True,False,normal_vs_event_gate_unstable_keep_pre_event_binary,gate_policy_iteration_needed
0.6,181,0.5524861878453039,0.6791585127201565,0.7199608610567514,0.9452054794520548,0.4726027397260274,0.6301369863013698,0.11428571428571428,31,4,77,69,train_normal_expanded,compact13,13,random_forest_balanced_depth3,all,aggregate,,60,181,,,0,0.5,0.17915851272015648,False,True,True,True,False,gate_policy_iteration_needed,gate_policy_iteration_needed
