threshold,rows,accuracy,balanced_accuracy,macro_f1,roc_auc,precision_target,recall_target,f1_target,normal_fpr,tn,fp,fn,tp,dataset,target_class,policy_variant,feature_set,feature_count,model,fold,metric_scope,train_rows,test_rows,train_groups,test_groups,group_overlap_count
0.5,18,0.8333333333333334,0.8116883116883117,0.8193979933110368,0.7922077922077922,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.2857142857142857,5,2,1,10,fault_no_overlap,fault,no_overlap,compact13,13,logistic_balanced,4,fold,72.0,18,1|3|4|5|6|7|8|9|14|15|16|17|18|19|20|21|22|23|24|25|26|28|30|32,2|11|12|13|27|29|31,0
0.6,18,0.7222222222222222,0.7207792207792207,0.7142857142857142,0.7922077922077922,0.8,0.7272727272727273,0.7619047619047619,0.2857142857142857,5,2,3,8,fault_no_overlap,fault,no_overlap,compact13,13,logistic_balanced,4,fold,72.0,18,1|3|4|5|6|7|8|9|14|15|16|17|18|19|20|21|22|23|24|25|26|28|30|32,2|11|12|13|27|29|31,0
0.4,18,0.8888888888888888,0.8571428571428572,0.875,0.8831168831168832,0.8461538461538461,1.0,0.9166666666666666,0.2857142857142857,5,2,0,11,fault_no_overlap,fault,no_overlap,compact13,13,lightgbm_balanced,4,fold,72.0,18,1|3|4|5|6|7|8|9|14|15|16|17|18|19|20|21|22|23|24|25|26|28|30|32,2|11|12|13|27|29|31,0
0.5,18,0.8888888888888888,0.8831168831168831,0.8831168831168831,0.8831168831168832,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.14285714285714285,6,1,1,10,fault_no_overlap,fault,no_overlap,compact13,13,lightgbm_balanced,4,fold,72.0,18,1|3|4|5|6|7|8|9|14|15|16|17|18|19|20|21|22|23|24|25|26|28|30|32,2|11|12|13|27|29|31,0
0.6,18,0.8888888888888888,0.8831168831168831,0.8831168831168831,0.8831168831168832,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.14285714285714285,6,1,1,10,fault_no_overlap,fault,no_overlap,compact13,13,lightgbm_balanced,4,fold,72.0,18,1|3|4|5|6|7|8|9|14|15|16|17|18|19|20|21|22|23|24|25|26|28|30|32,2|11|12|13|27|29|31,0
0.4,18,0.8333333333333334,0.7857142857142857,0.8036363636363637,0.9610389610389611,0.7857142857142857,1.0,0.88,0.42857142857142855,4,3,0,11,fault_no_overlap,fault,no_overlap,compact13,13,xgboost_balanced,4,fold,72.0,18,1|3|4|5|6|7|8|9|14|15|16|17|18|19|20|21|22|23|24|25|26|28|30|32,2|11|12|13|27|29|31,0
0.5,18,0.9444444444444444,0.9285714285714286,0.939799331103679,0.9610389610389611,0.9166666666666666,1.0,0.9565217391304348,0.14285714285714285,6,1,0,11,fault_no_overlap,fault,no_overlap,compact13,13,xgboost_balanced,4,fold,72.0,18,1|3|4|5|6|7|8|9|14|15|16|17|18|19|20|21|22|23|24|25|26|28|30|32,2|11|12|13|27|29|31,0
0.6,18,0.9444444444444444,0.9285714285714286,0.939799331103679,0.9610389610389611,0.9166666666666666,1.0,0.9565217391304348,0.14285714285714285,6,1,0,11,fault_no_overlap,fault,no_overlap,compact13,13,xgboost_balanced,4,fold,72.0,18,1|3|4|5|6|7|8|9|14|15|16|17|18|19|20|21|22|23|24|25|26|28|30|32,2|11|12|13|27|29|31,0
0.4,18,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,7,0,11,fault_no_overlap,fault,no_overlap,compact13,13,dummy_most_frequent,5,fold,72.0,18,1|2|3|5|6|7|8|9|11|12|13|15|16|17|18|19|20|21|23|25|27|28|29|31,4|14|22|24|26|30|32,0
0.5,18,0.6111111111111112,0.5,0.3793103448275862,0.5,0.6111111111111112,1.0,0.7586206896551724,1.0,0,7,0,11,fault_no_overlap,fault,no_overlap,compact13,13,dummy_most_frequent,5,fold,72.0,18,1|2|3|5|6|7|8|9|11|12|13|15|16|17|18|19|20|21|23|25|27|28|29|31,4|14|22|24|26|30|32,0
