target_class,final_decision,recommended_usage,reason,activity_pre_1d_ba,activity_pre_1d_recall,activity_pre_1d_normal_fpr,activity_pre_1d_strict_no_overlap_ba,activity_pre_1d_strict_no_overlap_recall,activity_pre_1d_strict_no_overlap_normal_fpr,activity_pre_1d_strict_no_overlap_fold_ba_std,activity_post_1d_ba,activity_post_1d_recall,activity_post_1d_normal_fpr,activity_no_overlap_ba,activity_no_overlap_recall,activity_no_overlap_normal_fpr,missingness_only_pre_1d_ba,missingness_only_pre_1d_strict_ba,strict_pass,missingness_ok,pre_post_probability_spearman,pre_post_top5_feature_overlap,proximity_high
activity,activity_predictive_gate_pending_overlap_review,overlap_sensitive_predictive_candidate,"pre_1d passes, but strict no-overlap or missingness stress test prevents locking.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7369565217391305,0.6739130434782609,0.2,1.0,1.0,True,False,-0.05445575084798027,5,False
