final_decision,fault_gate_recipe,target_interpretation,fixed_eval_rows,normal_rows,positive_rows,expanded_train_rows_full,feature_set,feature_count,threshold,balanced_accuracy,recall,normal_fpr,false_positive_count,false_negative_count,sensitivity_balanced_accuracy,sensitivity_recall,sensitivity_normal_fpr,reference_13_balanced_accuracy,best25_decision,best25_baseline_recall,best25_baseline_normal_fpr,main_13_reproduced,sensitivity_13_reproduced,group_overlap_zero,hard_normal_35_48_fp_zero,weak_positive_coverage_ok,candidate_normal_overlap_ok,feature_leakage_ok
fault_pre_event_13_recipe_applied_with_fixed_eval_caveat,expanded_compact13_logistic_balanced_threshold_0.6,fault_pre_event_risk_from_efd_possible,49,35,14,131,compact13_overlap,13,0.6,0.85,0.7857142857142857,0.08571428571428572,3,3,0.8625541125541125,0.7857142857142857,0.06060606060606061,0.8285714285714285,keep_existing_fault_gate,0.8909090909090909,0.2,True,True,True,True,True,True,True
