dataset_id,threshold,base_balanced_accuracy,expanded_balanced_accuracy,balanced_accuracy_delta,base_recall,expanded_recall,recall_delta,base_false_positive_rate,expanded_false_positive_rate,false_positive_rate_delta,base_f1,expanded_f1,f1_delta,base_fp,expanded_fp,base_fn,expanded_fn,passes_main_bacc,passes_main_recall,passes_main_fpr,passes_sensitivity_bacc,feature_expansion_adopted
strict_no_event20,0.6,0.6214285714285714,0.65,0.02857142857142858,0.5,0.5,0.0,0.2571428571428571,0.2,-0.057142857142857106,0.4666666666666667,0.5,0.033333333333333326,9,7,7,7,False,True,True,False,False
strict_no_event20_no_event67,0.6,0.6120879120879121,0.6593406593406593,0.047252747252747196,0.5384615384615384,0.46153846153846156,-0.07692307692307687,0.3142857142857143,0.14285714285714285,-0.17142857142857143,0.45161290322580644,0.5,0.04838709677419356,11,5,6,7,False,False,False,True,False
