dataset,feature_variant,model,rank,feature,importance_metric,importance_value,feature_missing_rate,interpretation_scope
activity_post_1d_strict_no_overlap,compact13,random_forest_balanced_depth3,9,p_return_gap__last_minus_first,feature_importance,0.010273043180391548,0.22077922077922077,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,random_forest_balanced_depth3,10,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.004727124511213965,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,random_forest_balanced_depth3,11,s_hc1_supply_temperature_error__last_minus_first,feature_importance,0.0036899871317354832,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,random_forest_balanced_depth3,12,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.0026900985976882562,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,random_forest_balanced_depth3,13,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,feature_importance,0.0013273310871440465,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,logistic_balanced,1,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,abs_coefficient,0.6555108284211661,0.5454545454545454,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,logistic_balanced,2,outdoor_temperature__last_minus_first,abs_coefficient,0.6056213695760306,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,logistic_balanced,3,p_return_gap__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.5292918222112957,0.5454545454545454,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,logistic_balanced,4,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.44292221053717523,0.5454545454545454,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,logistic_balanced,5,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.4177575282620846,0.5454545454545454,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,logistic_balanced,6,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.25984208988932433,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,logistic_balanced,7,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.23800892346147168,0.5454545454545454,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,logistic_balanced,8,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.2133950113004608,0.5454545454545454,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,logistic_balanced,9,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,abs_coefficient,0.13984348494449986,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,logistic_balanced,10,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.12340849519159632,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,logistic_balanced,11,p_net_meter_flow__last_1d_std_minus_prev_6d_std,abs_coefficient,0.08563515888268709,0.5454545454545454,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,logistic_balanced,12,p_return_gap__last_minus_first,abs_coefficient,0.05768619662081996,0.22077922077922077,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13,logistic_balanced,13,s_hc1_supply_temperature_error__last_minus_first,abs_coefficient,0.05241593279192309,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,1,outdoor_temperature__last_minus_first,feature_importance,0.3300106719560019,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,2,p_return_gap__last_minus_first,feature_importance,0.2096121152086636,0.22077922077922077,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,3,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.13978678371656256,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,4,s_hc1_supply_temperature_error__last_minus_first,feature_importance,0.12656181176292824,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,5,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.09859306510801163,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,6,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,feature_importance,0.09543555224783205,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,1,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean__is_missing,feature_importance,0.19650577165497699,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,2,p_net_meter_flow__last_1d_std_minus_prev_6d_std__is_missing,feature_importance,0.15880244282377548,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,3,p_return_gap__last_1d_mean_minus_prev_6d_mean__is_missing,feature_importance,0.14262522947810127,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,4,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std__is_missing,feature_importance,0.13927825261158597,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,5,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean__is_missing,feature_importance,0.1264260990063357,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,6,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean__is_missing,feature_importance,0.12000000000000002,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,7,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean__is_missing,feature_importance,0.1066666666666667,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,8,p_return_gap__last_minus_first__is_missing,feature_importance,0.009695537758558078,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,9,s_hc1_supply_temperature_error__last_minus_first__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,10,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,11,outdoor_temperature__last_minus_first__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,12,outdoor_temperature__last_6h_mean_minus_prev_6h_mean__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
activity_post_1d_strict_no_overlap,missingness_only,random_forest_balanced_depth3,13,outdoor_temperature__last_12h_mean_minus_prev_12h_mean__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,random_forest_balanced_depth3,1,p_net_meter_flow__last_1d_std_minus_prev_6d_std,feature_importance,0.16769070177469858,0.32098765432098764,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,random_forest_balanced_depth3,2,p_return_gap__last_1d_mean_minus_prev_6d_mean,feature_importance,0.13157788153305375,0.32098765432098764,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,random_forest_balanced_depth3,3,p_return_gap__last_minus_first,feature_importance,0.10369278920542589,0.30864197530864196,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,random_forest_balanced_depth3,4,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.09916178530768828,0.32098765432098764,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,random_forest_balanced_depth3,5,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.07790698901685592,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,random_forest_balanced_depth3,6,outdoor_temperature__last_minus_first,feature_importance,0.07475624986259018,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,random_forest_balanced_depth3,7,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.0658576614040355,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,random_forest_balanced_depth3,8,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.06455971337668326,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,random_forest_balanced_depth3,9,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,feature_importance,0.05951290879808286,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,random_forest_balanced_depth3,10,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,feature_importance,0.048985307620292386,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,random_forest_balanced_depth3,11,s_hc1_supply_temperature_error__last_minus_first,feature_importance,0.038265588079039216,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,random_forest_balanced_depth3,12,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.035435829970883105,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,random_forest_balanced_depth3,13,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,feature_importance,0.03259659405067115,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,logistic_balanced,1,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.6758927591471081,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,logistic_balanced,2,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.5699767026930043,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,logistic_balanced,3,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,abs_coefficient,0.40620874205339097,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,logistic_balanced,4,outdoor_temperature__last_minus_first,abs_coefficient,0.3686537651552598,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,logistic_balanced,5,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.3673027629127914,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,logistic_balanced,6,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.25793980792809473,0.32098765432098764,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,logistic_balanced,7,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.2325834572271901,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,logistic_balanced,8,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,abs_coefficient,0.22390239427383352,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,logistic_balanced,9,s_hc1_supply_temperature_error__last_minus_first,abs_coefficient,0.222811242312485,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,logistic_balanced,10,p_return_gap__last_1d_mean_minus_prev_6d_mean,abs_coefficient,0.10358192041446093,0.32098765432098764,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,logistic_balanced,11,p_return_gap__last_minus_first,abs_coefficient,0.08765219931776508,0.30864197530864196,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,logistic_balanced,12,p_net_meter_flow__last_1d_std_minus_prev_6d_std,abs_coefficient,0.056720078254024045,0.32098765432098764,full_dataset_fit_for_audit_only
activity_no_overlap,compact13,logistic_balanced,13,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,abs_coefficient,0.04881133733889294,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,1,p_net_meter_flow__last_1d_std_minus_prev_6d_std,feature_importance,0.16769070177469858,0.32098765432098764,full_dataset_fit_for_audit_only
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,2,p_return_gap__last_1d_mean_minus_prev_6d_mean,feature_importance,0.13157788153305375,0.32098765432098764,full_dataset_fit_for_audit_only
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,3,p_return_gap__last_minus_first,feature_importance,0.10369278920542589,0.30864197530864196,full_dataset_fit_for_audit_only
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,4,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.09916178530768828,0.32098765432098764,full_dataset_fit_for_audit_only
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,5,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.07790698901685592,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,6,outdoor_temperature__last_minus_first,feature_importance,0.07475624986259018,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,7,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.0658576614040355,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,8,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,feature_importance,0.06455971337668326,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,9,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,feature_importance,0.05951290879808286,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,10,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,feature_importance,0.048985307620292386,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,11,s_hc1_supply_temperature_error__last_minus_first,feature_importance,0.038265588079039216,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,12,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,feature_importance,0.035435829970883105,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,13,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,feature_importance,0.03259659405067115,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,missingness_only,random_forest_balanced_depth3,1,p_net_meter_flow__last_1d_std_minus_prev_6d_std__is_missing,feature_importance,0.2724945360791738,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,missingness_only,random_forest_balanced_depth3,2,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean__is_missing,feature_importance,0.27107965547191365,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,missingness_only,random_forest_balanced_depth3,3,p_return_gap__last_1d_mean_minus_prev_6d_mean__is_missing,feature_importance,0.2596507897849547,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,missingness_only,random_forest_balanced_depth3,4,p_return_gap__last_minus_first__is_missing,feature_importance,0.19677501866395783,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,missingness_only,random_forest_balanced_depth3,5,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,missingness_only,random_forest_balanced_depth3,6,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,missingness_only,random_forest_balanced_depth3,7,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,missingness_only,random_forest_balanced_depth3,8,s_hc1_supply_temperature_error__last_minus_first__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,missingness_only,random_forest_balanced_depth3,9,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,missingness_only,random_forest_balanced_depth3,10,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,missingness_only,random_forest_balanced_depth3,11,outdoor_temperature__last_minus_first__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,missingness_only,random_forest_balanced_depth3,12,outdoor_temperature__last_6h_mean_minus_prev_6h_mean__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
activity_no_overlap,missingness_only,random_forest_balanced_depth3,13,outdoor_temperature__last_12h_mean_minus_prev_12h_mean__is_missing,feature_importance,0.0,0.0,full_dataset_fit_for_audit_only
