dataset_id,feature_set,feature_count,train_mode,feature,coefficient,abs_coefficient,scaler_mean,scaler_scale,rank
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,-0.21338360984176913,0.21338360984176913,-0.40477954024064733,4.592531067489528,50
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_power_flow_ratio__std,0.20829086513992484,0.20829086513992484,0.007189724989187057,0.004020677615224346,51
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature__last_minus_first,0.20807470788435875,0.20807470788435875,0.0681975308641973,10.024848149156995,52
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature_error__last_6h_mean_minus_prev_6h_mean,0.20701831823322017,0.20701831823322017,0.0011988340192045424,4.472199695440384,53
fault_known_only_main,expanded154,154,candidate_normal_train,p_return_gap__last_1d_std_minus_prev_6d_std,-0.20213301309211068,0.20213301309211068,-0.3199482626252562,1.3683955880383099,54
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_heat_power__last_1d_std_minus_prev_6d_std,0.20111205710863073,0.20111205710863073,-1.5095494557846312,6.206812237211768,55
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature_setpoint__last_6h_mean_minus_prev_6h_mean,-0.1980752705634733,0.1980752705634733,0.4174704389574758,3.289274991004293,56
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_volume__last_minus_first,0.19710753959215196,0.19710753959215196,142.14522547325075,180.48805973209326,57
fault_known_only_main,expanded154,154,candidate_normal_train,p_hc1_return_temperature__last_1d_std_minus_prev_6d_std,0.19339915129162916,0.19339915129162916,-0.8034935177339985,1.9798254904702897,58
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_delta_temperature__last_1d_std_minus_prev_6d_std,-0.19263943154720156,0.19263943154720156,-0.577402880928135,2.0518029554268176,59
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_power_flow_ratio__median,0.19089279253231023,0.19089279253231023,0.04473244438243337,0.0128494780818939,60
fault_known_only_main,expanded154,154,candidate_normal_train,p_hc1_return_temperature__last_minus_first,-0.18621924505861437,0.18621924505861437,-0.04088888888888841,7.697392797340097,61
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_power_flow_ratio__last_6h_mean_minus_prev_6h_mean,0.18383834576591138,0.18383834576591138,-0.0003302125354535647,0.004427402373152293,62
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_flow__last_6h_mean_minus_prev_6h_mean,0.1829511403261779,0.1829511403261779,49.53681033860372,232.52721112619932,63
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_heat_power__std,-0.18251510203860374,0.18251510203860374,16.629207958915103,17.923120746751124,64
fault_known_only_main,expanded154,154,candidate_normal_train,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,-0.18009851771080193,0.18009851771080193,-0.09120211405907902,2.9420445711130885,65
fault_known_only_main,expanded154,154,candidate_normal_train,p_hc1_return_temperature__max,-0.16732733783594578,0.16732733783594578,54.031592592592595,9.107171119342283,66
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_return_temperature__last_12h_mean_minus_prev_12h_mean,0.16731603419454796,0.16731603419454796,-0.3022601601595772,2.94947671924762,67
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature_error__last_1d_std_minus_prev_6d_std,0.16714094940294213,0.16714094940294213,-0.6829290180139154,3.5201093464631357,68
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_heat_power__mean,0.16565903257323905,0.16565903257323905,39.128811451558335,53.04385160796889,69
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_return_temperature__last_1d_std_minus_prev_6d_std,-0.16430867690387707,0.16430867690387707,-0.4468817036079754,1.6496123327813021,70
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_volume__std,0.16229921796133578,0.16229921796133578,41.09064755768614,53.2124449603513,71
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_delta_temperature__median,0.15815831067443945,0.15815831067443945,40.06171193415637,9.902691924561463,72
fault_known_only_main,expanded154,154,candidate_normal_train,p_return_gap__max,0.15591496327836396,0.15591496327836396,10.977656378600823,7.9202257666845,73
fault_known_only_main,expanded154,154,candidate_normal_train,p_hc1_return_temperature__std,0.15534419306861927,0.15534419306861927,3.972479668963075,2.00356055889196,74
fault_known_only_main,expanded154,154,candidate_normal_train,p_return_gap__std,0.15327505837378733,0.15327505837378733,3.952524682698775,2.1115384815281626,75
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature_setpoint__std,0.1511258022299028,0.1511258022299028,5.8632100477779865,4.180799247651682,76
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_heat_power__median,0.15048634514275627,0.15048634514275627,36.36888888888888,50.0479085209872,77
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_power_flow_ratio__missing_rate,-0.1463492176959369,0.1463492176959369,0.2963425127322325,0.4338536733209017,78
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_energy__missing_rate,-0.14633605304930494,0.14633605304930494,0.28843536263637076,0.43760398376306076,79
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_volume__missing_rate,-0.14633605304930494,0.14633605304930494,0.28843536263637076,0.43760398376306076,80
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_heat_power__missing_rate,-0.14633605304930494,0.14633605304930494,0.28843536263637076,0.43760398376306076,81
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_flow__missing_rate,-0.14633605304930494,0.14633605304930494,0.28843536263637076,0.43760398376306076,82
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_supply_temperature__missing_rate,-0.14633605304930494,0.14633605304930494,0.28843536263637076,0.43760398376306076,83
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_return_temperature__missing_rate,-0.14633605304930494,0.14633605304930494,0.28843536263637076,0.43760398376306076,84
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_delta_temperature__missing_rate,-0.14633605304930494,0.14633605304930494,0.28843536263637076,0.43760398376306076,85
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_flow__last_1d_mean_minus_prev_6d_mean,0.14516272425832602,0.14516272425832602,-26.07072426691097,253.9746324518496,86
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_heat_power__last_minus_first,-0.1433340520762637,0.1433340520762637,-0.5037407407407416,36.49489525973741,87
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_power_flow_ratio__mean,0.14136715509629771,0.14136715509629771,0.04504036258011717,0.012289415470189868,88
fault_known_only_main,expanded154,154,candidate_normal_train,p_return_gap__missing_rate,-0.14071020995090253,0.14071020995090253,0.2958427700437782,0.4411084536083018,89
fault_known_only_main,expanded154,154,candidate_normal_train,p_hc1_return_temperature__last_6h_mean_minus_prev_6h_mean,-0.1303862757375943,0.1303862757375943,0.6687892318244169,3.481798451518751,90
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_energy__last_1d_mean_minus_prev_6d_mean,-0.12967151752323366,0.12967151752323366,3253.8331678908403,4340.37683004417,91
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_supply_temperature__last_1d_mean_minus_prev_6d_mean,-0.12161636421779386,0.12161636421779386,-0.35524136834638925,5.081187156299182,92
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_delta_temperature__mean,0.11943069123137695,0.11943069123137695,40.269697388436946,9.4100331104882,93
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_meter_heat_power__last_6h_mean_minus_prev_6h_mean,0.11891684984810291,0.11891684984810291,1.7679772868218597,11.127056080869316,94
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature_error__mean,0.11712525950323277,0.11712525950323277,2.5377180646236006,7.386217307672518,95
fault_known_only_main,expanded154,154,candidate_normal_train,outdoor_temperature__last_1d_std_minus_prev_6d_std,-0.11463967528604427,0.11463967528604427,-0.8686155180385569,0.9563936433164674,96
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_delta_temperature__min,0.11080201164885613,0.11080201164885613,26.467185185185187,11.926181323697305,97
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_power_flow_ratio__min,0.10664032424924291,0.10664032424924291,0.025012809684650736,0.015169176513672026,98
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_supply_temperature__mean,0.1040473951990688,0.1040473951990688,87.7346623502542,9.503666577030023,99
fault_known_only_main,expanded154,154,candidate_normal_train,s_hc1_supply_temperature_setpoint__median,-0.10247926202262755,0.10247926202262755,51.166969135802475,16.971066763301547,100
fault_known_only_main,expanded154,154,candidate_normal_train,p_net_supply_temperature__last_12h_mean_minus_prev_12h_mean,0.10063434491718158,0.10063434491718158,-0.08284535654398023,4.377108044983775,101
