dataset_id,feature,sensor,stat,coefficient_mean,coefficient_std,abs_coefficient_mean,abs_coefficient_std,rank_abs_coefficient
strict_no_event20,p_net_supply_temperature__mean,p_net_supply_temperature,mean,0.18459900797570977,0.099769462888436,0.18459900797570977,0.099769462888436,31
strict_no_event20,s_hc1_supply_temperature_setpoint__max,s_hc1_supply_temperature_setpoint,max,-0.18220723129576685,0.15284145462790594,0.18220723129576685,0.15284145462790594,32
strict_no_event20,p_net_return_temperature__mean,p_net_return_temperature,mean,0.15443643609240248,0.15271680333832677,0.18190010226011016,0.10851787415090842,33
strict_no_event20,p_net_meter_heat_power__median,p_net_meter_heat_power,median,0.1657396096195322,0.1323318737675607,0.18013821751578588,0.10623806191131106,34
strict_no_event20,s_hc1_supply_temperature_setpoint__mean,s_hc1_supply_temperature_setpoint,mean,0.168305340919109,0.07838529005022542,0.168305340919109,0.07838529005022542,35
strict_no_event20,p_net_return_temperature__median,p_net_return_temperature,median,0.14319625237931022,0.16099320892446747,0.16739821236795982,0.12854014862742455,36
strict_no_event20,p_net_meter_energy__std,p_net_meter_energy,std,0.1620964975024027,0.11416620749941919,0.16250033337536432,0.11344632267774404,37
strict_no_event20,p_net_supply_temperature__last_minus_first,p_net_supply_temperature,last_minus_first,-0.05623425681512565,0.21051095800166408,0.15753983924155235,0.1313172753406708,38
strict_no_event20,outdoor_temperature__min,outdoor_temperature,min,-0.12362367553541717,0.1201927661911894,0.1556704626664685,0.05708065611314486,39
strict_no_event20,p_net_meter_energy__min,p_net_meter_energy,min,-0.15095162846496948,0.060065738492225136,0.15095162846496948,0.060065738492225136,40
strict_no_event20,p_net_meter_energy__median,p_net_meter_energy,median,-0.15079389797529932,0.059672059961138196,0.15079389797529932,0.059672059961138196,41
strict_no_event20,p_net_meter_energy__mean,p_net_meter_energy,mean,-0.15061244216219571,0.0597817367109831,0.15061244216219571,0.0597817367109831,42
strict_no_event20,p_net_meter_energy__max,p_net_meter_energy,max,-0.1500289800401563,0.059868041728873875,0.1500289800401563,0.059868041728873875,43
strict_no_event20,p_net_meter_energy__last_minus_first,p_net_meter_energy,last_minus_first,0.13156179772346266,0.1107340082599762,0.14943518831650407,0.07735670285515545,44
strict_no_event20,p_net_meter_volume__std,p_net_meter_volume,std,0.14934088554644975,0.12517090921959298,0.14934088554644975,0.12517090921959298,45
strict_no_event20,p_net_meter_heat_power__std,p_net_meter_heat_power,std,-0.07431509913365272,0.16502013389301315,0.14250700721832016,0.09354011522454331,46
