accuracy,balanced_accuracy,precision,recall,f1,roc_auc,true_negative_count,false_positive_count,false_negative_count,true_positive_count,false_positive_rate,false_negative_rate,dataset_id,feature_set,feature_count,train_mode,model,threshold,rows,normal_rows,fault_rows,fp_event_ids,fn_event_ids,hard_normal_fp_event_ids,hard_normal_fp_share
0.5303030303030303,0.5,0.0,0.0,0.0,0.5,35,0,31,0,0.0,1.0,fault_with_unknown34,compact13,13,fixed_only,dummy_most_frequent,0.5,66,35,31,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65,67",,1.0
0.5303030303030303,0.5,0.0,0.0,0.0,0.5,35,0,31,0,0.0,1.0,fault_with_unknown34,compact13,13,fixed_only,dummy_most_frequent,0.6,66,35,31,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65,67",,1.0
0.7727272727272727,0.7672811059907834,0.8076923076923077,0.6774193548387096,0.7368421052631579,0.8525345622119815,30,5,10,21,0.14285714285714285,0.3225806451612903,fault_with_unknown34,compact13,13,fixed_only,logistic_balanced,0.5,66,35,31,"2,19,27,28,59","6,11,13,15,32,34,36,52,63,65","27,28",0.4
0.7575757575757576,0.7493087557603686,0.8260869565217391,0.6129032258064516,0.7037037037037037,0.8525345622119815,31,4,12,19,0.11428571428571428,0.3870967741935484,fault_with_unknown34,compact13,13,fixed_only,logistic_balanced,0.6,66,35,31,"2,19,27,28","6,11,13,15,23,32,34,36,47,52,63,65","27,28",0.5
0.5303030303030303,0.5,0.0,0.0,0.0,0.5,35,0,31,0,0.0,1.0,fault_with_unknown34,expanded154,154,candidate_normal_train,dummy_most_frequent,0.5,66,35,31,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65,67",,1.0
0.5303030303030303,0.5,0.0,0.0,0.0,0.5,35,0,31,0,0.0,1.0,fault_with_unknown34,expanded154,154,candidate_normal_train,dummy_most_frequent,0.6,66,35,31,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65,67",,1.0
0.7121212121212122,0.7101382488479262,0.7,0.6774193548387096,0.6885245901639344,0.7981566820276498,26,9,10,21,0.2571428571428571,0.3225806451612903,fault_with_unknown34,expanded154,154,candidate_normal_train,logistic_balanced,0.5,66,35,31,"14,18,19,27,28,33,48,59,68","5,11,13,29,32,34,36,45,52,64","27,28,68",0.3333333333333333
0.7121212121212122,0.7101382488479262,0.7,0.6774193548387096,0.6885245901639344,0.7981566820276498,26,9,10,21,0.2571428571428571,0.3225806451612903,fault_with_unknown34,expanded154,154,candidate_normal_train,logistic_balanced,0.6,66,35,31,"14,18,19,27,28,33,48,59,68","5,11,13,29,32,34,36,45,52,64","27,28,68",0.3333333333333333
0.5303030303030303,0.5,0.0,0.0,0.0,0.5,35,0,31,0,0.0,1.0,fault_with_unknown34,expanded154,154,fixed_only,dummy_most_frequent,0.5,66,35,31,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65,67",,1.0
0.5303030303030303,0.5,0.0,0.0,0.0,0.5,35,0,31,0,0.0,1.0,fault_with_unknown34,expanded154,154,fixed_only,dummy_most_frequent,0.6,66,35,31,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65,67",,1.0
0.6363636363636364,0.6350230414746544,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6903225806451613,23,12,12,19,0.34285714285714286,0.3870967741935484,fault_with_unknown34,expanded154,154,fixed_only,logistic_balanced,0.5,66,35,31,"2,4,14,18,19,27,28,39,48,54,59,68","5,11,13,24,29,32,34,36,49,52,64,65","27,28,68",0.25
0.6363636363636364,0.6331797235023042,0.6206896551724138,0.5806451612903226,0.6,0.6903225806451613,24,11,13,18,0.3142857142857143,0.41935483870967744,fault_with_unknown34,expanded154,154,fixed_only,logistic_balanced,0.6,66,35,31,"2,4,14,18,19,28,39,48,54,59,68","5,11,13,24,29,32,34,36,49,52,53,64,65","28,68",0.18181818181818182
0.5384615384615384,0.5,0.0,0.0,0.0,0.5,35,0,30,0,0.0,1.0,fault_with_unknown34_no_event67,compact13,13,candidate_normal_train,dummy_most_frequent,0.5,65,35,30,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65",,1.0
0.5384615384615384,0.5,0.0,0.0,0.0,0.5,35,0,30,0,0.0,1.0,fault_with_unknown34_no_event67,compact13,13,candidate_normal_train,dummy_most_frequent,0.6,65,35,30,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65",,1.0
0.8,0.7952380952380952,0.8148148148148148,0.7333333333333333,0.7719298245614035,0.8323809523809523,30,5,8,22,0.14285714285714285,0.26666666666666666,fault_with_unknown34_no_event67,compact13,13,candidate_normal_train,logistic_balanced,0.5,65,35,30,"19,27,28,59,68","11,15,29,34,36,47,57,63","27,28,68",0.6
0.8,0.7904761904761904,0.8695652173913043,0.6666666666666666,0.7547169811320755,0.8323809523809523,32,3,10,20,0.08571428571428572,0.3333333333333333,fault_with_unknown34_no_event67,compact13,13,candidate_normal_train,logistic_balanced,0.6,65,35,30,"19,27,28","11,13,15,29,34,36,45,47,57,63","27,28",0.6666666666666666
0.5384615384615384,0.5,0.0,0.0,0.0,0.5,35,0,30,0,0.0,1.0,fault_with_unknown34_no_event67,compact13,13,fixed_only,dummy_most_frequent,0.5,65,35,30,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65",,1.0
0.5384615384615384,0.5,0.0,0.0,0.0,0.5,35,0,30,0,0.0,1.0,fault_with_unknown34_no_event67,compact13,13,fixed_only,dummy_most_frequent,0.6,65,35,30,,"1,3,5,6,7,10,11,13,15,23,24,29,32,34,36,37,38,40,44,45,47,49,52,53,57,60,62,63,64,65",,1.0
