final_decision,selected_fault_policy,optimization_goal,validation,selected_fault_recall,selected_balanced_accuracy,selected_normal_fpr,selected_macro_f1,selected_fold_ba_std,baseline_fault_recall,baseline_balanced_accuracy,baseline_normal_fpr,baseline_macro_f1,baseline_fold_ba_std,recall_improved,fpr_primary_pass,fpr_relaxed_pass,fold_stable,outer_selected_candidates
keep_existing_fault_gate,legacy_fault_gate_retained,maximize_fault_recall_subject_to_normal_fpr,nested_stratified_group_cv_by_substation,0.9454545454545454,0.8298701298701299,0.2857142857142857,0.8412698412698412,0.08779878216800385,0.8909090909090909,0.8454545454545455,0.2,0.8472385428907168,0.08545261558279958,True,False,False,True,ensemble_top3_interpretable|compact20_main__missing_indicator__extra_trees_balanced_depth2|compact20_main__base__random_forest_balanced_depth2|compact20_main__base__extra_trees_balanced_depth4|compact13__missing_indicator__logistic_balanced_C1.0
