dataset_id,model,threshold,scope,fault_scope,window_policy,balanced_accuracy,recall,normal_fpr,candidate_pass,decision
all_systems__all_faults__report_pre_7d,xgboost_depth3,0.5,all_systems,all_faults,report_pre_7d,0.8368248772504092,0.7659574468085106,0.09230769230769231,True,window_model_candidate
all_systems__all_faults__report_pre_5d,logistic_balanced,0.6,all_systems,all_faults,report_pre_5d,0.8365384615384616,0.75,0.07692307692307693,True,window_model_candidate
all_systems__fault_pressure_regulator__report_pre_5d,logistic_balanced,0.5,all_systems,fault_pressure_regulator,report_pre_5d,0.8365384615384616,0.75,0.07692307692307693,True,window_model_candidate
all_systems__fault_leakage_water_loss__report_pre_3d,logistic_balanced,0.5,all_systems,fault_leakage_water_loss,report_pre_3d,0.8350427350427351,0.7777777777777778,0.1076923076923077,True,window_model_candidate
all_systems__fault_pump_failure__report_pre_5d,lightgbm_depth3,0.4,all_systems,fault_pump_failure,report_pre_5d,0.8346153846153845,0.7,0.03076923076923077,True,window_model_candidate
all_systems__fault_pump_failure__report_pre_5d,lightgbm_depth3,0.5,all_systems,fault_pump_failure,report_pre_5d,0.8346153846153845,0.7,0.03076923076923077,True,window_model_candidate
all_systems__all_faults__report_pre_5d,xgboost_depth3,0.6,all_systems,all_faults,report_pre_5d,0.8342948717948717,0.7916666666666666,0.12307692307692308,True,window_model_candidate
all_systems__fault_valve_actuator__report_pre_1d,xgboost_depth3,0.6,all_systems,fault_valve_actuator,report_pre_1d,0.8340659340659341,0.7142857142857143,0.046153846153846156,True,window_model_candidate
system_heating_common_only__all_faults__report_pre_3d,random_forest_depth3,0.5,system_heating_common_only,all_faults,report_pre_3d,0.8323863636363636,0.7272727272727273,0.0625,True,window_model_candidate
all_systems__all_faults__report_pre_1d,logistic_balanced,0.6,all_systems,all_faults,report_pre_1d,0.8320512820512821,0.8333333333333334,0.16923076923076924,True,window_model_candidate
all_systems__fault_control_controller__report_pre_3d,xgboost_depth3,0.4,all_systems,fault_control_controller,report_pre_3d,0.8307692307692308,0.8,0.13846153846153847,True,window_model_candidate
all_systems__all_faults__report_pre_3d,logistic_balanced,0.6,all_systems,all_faults,report_pre_3d,0.8288461538461538,0.75,0.09230769230769231,True,window_model_candidate
all_systems__fault_pressure_regulator__report_pre_3d,logistic_balanced,0.5,all_systems,fault_pressure_regulator,report_pre_3d,0.8288461538461538,0.75,0.09230769230769231,True,window_model_candidate
all_systems__fault_leakage_water_loss__report_pre_1d,logistic_balanced,0.5,all_systems,fault_leakage_water_loss,report_pre_1d,0.8273504273504273,0.7777777777777778,0.12307692307692308,True,window_model_candidate
all_systems__fault_control_controller__report_pre_5d,random_forest_depth3,0.5,all_systems,fault_control_controller,report_pre_5d,0.8269230769230769,0.7,0.046153846153846156,True,window_model_candidate
all_systems__fault_valve_actuator__report_pre_1d,logistic_balanced,0.6,all_systems,fault_valve_actuator,report_pre_1d,0.8263736263736263,0.7142857142857143,0.06153846153846154,True,window_model_candidate
all_systems__fault_valve_actuator__report_pre_1d,xgboost_depth3,0.4,all_systems,fault_valve_actuator,report_pre_1d,0.8263736263736263,0.7142857142857143,0.06153846153846154,True,window_model_candidate
all_systems__fault_valve_actuator__report_pre_1d,xgboost_depth3,0.5,all_systems,fault_valve_actuator,report_pre_1d,0.8263736263736263,0.7142857142857143,0.06153846153846154,True,window_model_candidate
system_dhw_storage_return__all_faults__report_pre_3d,xgboost_depth3,0.4,system_dhw_storage_return,all_faults,report_pre_3d,0.825,0.9,0.25,True,window_model_candidate
system_dhw_storage_return__all_faults__report_pre_5d,xgboost_depth3,0.4,system_dhw_storage_return,all_faults,report_pre_5d,0.825,0.9,0.25,True,window_model_candidate
system_dhw_storage_return__all_faults__report_pre_5d,xgboost_depth3,0.5,system_dhw_storage_return,all_faults,report_pre_5d,0.825,0.9,0.25,True,window_model_candidate
all_systems__fault_control_controller__report_pre_5d,random_forest_depth3,0.4,all_systems,fault_control_controller,report_pre_5d,0.823076923076923,0.8,0.15384615384615385,True,window_model_candidate
all_systems__fault_control_controller__report_pre_7d,logistic_balanced,0.4,all_systems,fault_control_controller,report_pre_7d,0.823076923076923,0.8,0.15384615384615385,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_5d,logistic_balanced,0.4,system_dhw_storage,all_faults,report_pre_5d,0.8229847494553377,0.8518518518518519,0.20588235294117646,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_3d,random_forest_depth3,0.5,system_dhw_storage,all_faults,report_pre_3d,0.8191721132897603,0.8148148148148148,0.17647058823529413,True,window_model_candidate
all_systems__all_faults__report_pre_3d,logistic_balanced,0.5,all_systems,all_faults,report_pre_3d,0.8189102564102564,0.7916666666666666,0.15384615384615385,True,window_model_candidate
all_systems__all_faults__report_pre_5d,lightgbm_depth3,0.4,all_systems,all_faults,report_pre_5d,0.8166666666666667,0.8333333333333334,0.2,True,window_model_candidate
system_dhw_storage_return__all_faults__report_pre_3d,xgboost_depth3,0.6,system_dhw_storage_return,all_faults,report_pre_3d,0.8166666666666667,0.8,0.16666666666666666,True,window_model_candidate
system_dhw_storage_return__all_faults__report_pre_7d,lightgbm_depth3,0.6,system_dhw_storage_return,all_faults,report_pre_7d,0.8166666666666667,0.8,0.16666666666666666,True,window_model_candidate
system_dhw_storage_return__all_faults__report_pre_7d,xgboost_depth3,0.5,system_dhw_storage_return,all_faults,report_pre_7d,0.8166666666666667,0.8,0.16666666666666666,True,window_model_candidate
all_systems__all_faults__report_pre_7d,lightgbm_depth3,0.6,all_systems,all_faults,report_pre_7d,0.8155482815057283,0.723404255319149,0.09230769230769231,True,window_model_candidate
all_systems__all_faults__report_pre_7d,xgboost_depth3,0.6,all_systems,all_faults,report_pre_7d,0.8155482815057283,0.723404255319149,0.09230769230769231,True,window_model_candidate
system_heating_common_only__all_faults__report_pre_1d,xgboost_depth3,0.5,system_heating_common_only,all_faults,report_pre_1d,0.8153409090909092,0.8181818181818182,0.1875,True,window_model_candidate
all_systems__all_faults__report_pre_5d,xgboost_depth3,0.4,all_systems,all_faults,report_pre_5d,0.8144230769230769,0.875,0.24615384615384617,True,window_model_candidate
all_systems__all_faults__report_pre_3d,logistic_balanced,0.4,all_systems,all_faults,report_pre_3d,0.8139423076923077,0.8125,0.18461538461538463,True,window_model_candidate
all_systems__fault_pressure_regulator__report_pre_5d,logistic_balanced,0.4,all_systems,fault_pressure_regulator,report_pre_5d,0.8134615384615385,0.75,0.12307692307692308,True,window_model_candidate
all_systems__fault_control_controller__report_pre_3d,logistic_balanced,0.6,all_systems,fault_control_controller,report_pre_3d,0.8115384615384615,0.7,0.07692307692307693,True,window_model_candidate
system_dhw_storage_return__all_faults__report_pre_7d,xgboost_depth3,0.6,system_dhw_storage_return,all_faults,report_pre_7d,0.8083333333333333,0.7,0.08333333333333333,True,window_model_candidate
all_systems__fault_pressure_regulator__report_pre_1d,logistic_balanced,0.6,all_systems,fault_pressure_regulator,report_pre_1d,0.8057692307692308,0.75,0.13846153846153847,True,window_model_candidate
all_systems__all_faults__report_pre_7d,hist_gradient_boosting,0.6,all_systems,all_faults,report_pre_7d,0.804909983633388,0.7021276595744681,0.09230769230769231,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_5d,random_forest_depth3,0.5,system_dhw_storage,all_faults,report_pre_5d,0.8044662309368191,0.8148148148148148,0.20588235294117646,True,window_model_candidate
all_systems__all_faults__report_pre_5d,logistic_balanced,0.4,all_systems,all_faults,report_pre_5d,0.8040064102564102,0.8541666666666666,0.24615384615384617,True,window_model_candidate
all_systems__fault_control_controller__report_pre_5d,xgboost_depth3,0.4,all_systems,fault_control_controller,report_pre_5d,0.8038461538461539,0.7,0.09230769230769231,True,window_model_candidate
all_systems__fault_control_controller__report_pre_5d,xgboost_depth3,0.5,all_systems,fault_control_controller,report_pre_5d,0.8038461538461539,0.7,0.09230769230769231,True,window_model_candidate
all_systems__fault_valve_actuator__report_pre_3d,logistic_balanced,0.5,all_systems,fault_valve_actuator,report_pre_3d,0.8032967032967033,0.7142857142857143,0.1076923076923077,True,window_model_candidate
all_systems__fault_control_controller__report_pre_3d,xgboost_depth3,0.6,all_systems,fault_control_controller,report_pre_3d,0.7961538461538462,0.7,0.1076923076923077,True,window_model_candidate
all_systems__fault_control_controller__report_pre_7d,random_forest_depth3,0.4,all_systems,fault_control_controller,report_pre_7d,0.7961538461538462,0.7,0.1076923076923077,True,window_model_candidate
all_systems__all_faults__report_pre_7d,logistic_balanced,0.4,all_systems,all_faults,report_pre_7d,0.7918166939443535,0.8297872340425532,0.24615384615384617,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_3d,logistic_balanced,0.4,system_dhw_storage,all_faults,report_pre_3d,0.789760348583878,0.8148148148148148,0.23529411764705882,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_5d,xgboost_depth3,0.4,system_dhw_storage,all_faults,report_pre_5d,0.789760348583878,0.8148148148148148,0.23529411764705882,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_7d,logistic_balanced,0.4,system_dhw_storage,all_faults,report_pre_7d,0.789760348583878,0.8148148148148148,0.23529411764705882,True,window_model_candidate
all_systems__fault_control_controller__report_pre_3d,xgboost_depth3,0.5,all_systems,fault_control_controller,report_pre_3d,0.7884615384615384,0.7,0.12307692307692308,True,window_model_candidate
system_heating_common_only__all_faults__report_pre_7d,lightgbm_depth3,0.4,system_heating_common_only,all_faults,report_pre_7d,0.7875,0.7,0.125,True,window_model_candidate
system_heating_common_only__all_faults__report_pre_7d,lightgbm_depth3,0.5,system_heating_common_only,all_faults,report_pre_7d,0.7875,0.7,0.125,True,window_model_candidate
system_heating_common_only__all_faults__report_pre_7d,lightgbm_depth3,0.6,system_heating_common_only,all_faults,report_pre_7d,0.7875,0.7,0.125,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_3d,xgboost_depth3,0.6,system_dhw_storage,all_faults,report_pre_3d,0.7859477124183006,0.7777777777777778,0.20588235294117646,True,window_model_candidate
all_systems__fault_pressure_regulator__report_pre_1d,logistic_balanced,0.5,all_systems,fault_pressure_regulator,report_pre_1d,0.7826923076923077,0.75,0.18461538461538463,True,window_model_candidate
all_systems__fault_control_controller__report_pre_7d,logistic_balanced,0.5,all_systems,fault_control_controller,report_pre_7d,0.7807692307692308,0.7,0.13846153846153847,True,window_model_candidate
all_systems__fault_valve_actuator__report_pre_3d,logistic_balanced,0.4,all_systems,fault_valve_actuator,report_pre_3d,0.7802197802197802,0.7142857142857143,0.15384615384615385,True,window_model_candidate
all_systems__fault_valve_actuator__report_pre_7d,logistic_balanced,0.4,all_systems,fault_valve_actuator,report_pre_7d,0.7802197802197802,0.7142857142857143,0.15384615384615385,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_3d,logistic_balanced,0.5,system_dhw_storage,all_faults,report_pre_3d,0.778322440087146,0.7037037037037037,0.14705882352941177,True,window_model_candidate
system_dhw_storage_return__all_faults__report_pre_3d,xgboost_depth3,0.5,system_dhw_storage_return,all_faults,report_pre_3d,0.775,0.8,0.25,True,window_model_candidate
all_systems__fault_pump_failure__report_pre_3d,random_forest_depth3,0.4,all_systems,fault_pump_failure,report_pre_3d,0.773076923076923,0.7,0.15384615384615385,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_3d,xgboost_depth3,0.5,system_dhw_storage,all_faults,report_pre_3d,0.7712418300653594,0.7777777777777778,0.23529411764705882,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_5d,xgboost_depth3,0.5,system_dhw_storage,all_faults,report_pre_5d,0.7712418300653594,0.7777777777777778,0.23529411764705882,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_7d,xgboost_depth3,0.6,system_dhw_storage,all_faults,report_pre_7d,0.7712418300653594,0.7777777777777778,0.23529411764705882,True,window_model_candidate
system_heating_common_only__all_faults__report_pre_5d,lightgbm_depth3,0.4,system_heating_common_only,all_faults,report_pre_5d,0.7698863636363636,0.7272727272727273,0.1875,True,window_model_candidate
system_heating_common_only__all_faults__report_pre_5d,lightgbm_depth3,0.5,system_heating_common_only,all_faults,report_pre_5d,0.7698863636363636,0.7272727272727273,0.1875,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_7d,lightgbm_depth3,0.5,system_dhw_storage,all_faults,report_pre_7d,0.7674291938997821,0.7407407407407407,0.20588235294117646,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_7d,random_forest_depth3,0.5,system_dhw_storage,all_faults,report_pre_7d,0.7674291938997821,0.7407407407407407,0.20588235294117646,True,window_model_candidate
system_dhw_storage_return__all_faults__report_pre_7d,random_forest_depth3,0.4,system_dhw_storage_return,all_faults,report_pre_7d,0.7666666666666666,0.7,0.16666666666666666,True,window_model_candidate
system_dhw_storage__all_faults__report_pre_7d,lightgbm_depth3,0.4,system_dhw_storage,all_faults,report_pre_7d,0.7527233115468409,0.7407407407407407,0.23529411764705882,True,window_model_candidate
all_systems__fault_pump_failure__report_pre_1d,logistic_balanced,0.6,all_systems,fault_pump_failure,report_pre_1d,0.7423076923076923,0.7,0.2153846153846154,True,window_model_candidate
system_heating_common_only__all_faults__report_pre_3d,lightgbm_depth3,0.4,system_heating_common_only,all_faults,report_pre_3d,0.7386363636363636,0.7272727272727273,0.25,True,window_model_candidate
system_dhw_storage_return__all_faults__report_pre_1d,xgboost_depth3,0.6,system_dhw_storage_return,all_faults,report_pre_1d,0.725,0.7,0.25,True,window_model_candidate
system_dhw_storage_return__all_faults__report_pre_5d,random_forest_depth3,0.4,system_dhw_storage_return,all_faults,report_pre_5d,0.725,0.7,0.25,True,window_model_candidate
system_heating_common_only__all_faults__report_pre_7d,xgboost_depth3,0.5,system_heating_common_only,all_faults,report_pre_7d,0.725,0.7,0.25,True,window_model_candidate
all_systems__all_faults__report_pre_5d,random_forest_depth3,0.4,all_systems,all_faults,report_pre_5d,0.8330128205128206,0.9583333333333334,0.2923076923076923,False,window_label_review_required
all_systems__all_faults__report_pre_7d,random_forest_depth3,0.4,all_systems,all_faults,report_pre_7d,0.8142389525368249,0.9361702127659575,0.3076923076923077,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_1d,hist_gradient_boosting,0.6,all_systems,fault_pressure_regulator,report_pre_1d,0.8125,0.625,0.0,False,window_label_review_required
all_systems__all_faults__report_pre_5d,random_forest_depth3,0.6,all_systems,all_faults,report_pre_5d,0.8102564102564103,0.6666666666666666,0.046153846153846156,False,window_label_review_required
all_systems__all_faults__report_pre_3d,random_forest_depth3,0.4,all_systems,all_faults,report_pre_3d,0.8072115384615385,0.9375,0.3230769230769231,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_1d,logistic_balanced,0.4,all_systems,fault_pressure_regulator,report_pre_1d,0.8067307692307693,0.875,0.26153846153846155,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_1d,logistic_balanced,0.6,all_systems,fault_leakage_water_loss,report_pre_1d,0.8025641025641026,0.6666666666666666,0.06153846153846154,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_5d,logistic_balanced,0.6,system_dhw_storage,all_faults,report_pre_5d,0.8001089324618736,0.6296296296296297,0.029411764705882353,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_5d,random_forest_depth3,0.6,system_dhw_storage_return,all_faults,report_pre_5d,0.8,0.6,0.0,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_7d,hist_gradient_boosting,0.4,system_dhw_storage,all_faults,report_pre_7d,0.7935729847494554,0.8518518518518519,0.2647058823529412,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,lightgbm_depth3,0.6,all_systems,fault_pump_failure,report_pre_7d,0.7923076923076924,0.6,0.015384615384615385,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_1d,logistic_balanced,0.5,system_dhw_storage_return,all_faults,report_pre_1d,0.7916666666666667,1.0,0.4166666666666667,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_1d,random_forest_depth3,0.4,system_dhw_storage_return,all_faults,report_pre_1d,0.7916666666666667,1.0,0.4166666666666667,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_1d,xgboost_depth3,0.6,system_heating_common_only,all_faults,report_pre_1d,0.7869318181818181,0.6363636363636364,0.0625,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_5d,logistic_balanced,0.5,system_heating_common_only,all_faults,report_pre_5d,0.7869318181818181,0.6363636363636364,0.0625,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_3d,logistic_balanced,0.6,system_dhw_storage,all_faults,report_pre_3d,0.7854030501089324,0.6296296296296297,0.058823529411764705,False,window_label_review_required
all_systems__fault_control_controller__report_pre_5d,random_forest_depth3,0.6,all_systems,fault_control_controller,report_pre_5d,0.7846153846153846,0.6,0.03076923076923077,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_5d,hist_gradient_boosting,0.4,all_systems,fault_pump_failure,report_pre_5d,0.7846153846153846,0.6,0.03076923076923077,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_5d,hist_gradient_boosting,0.5,all_systems,fault_pump_failure,report_pre_5d,0.7846153846153846,0.6,0.03076923076923077,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_5d,lightgbm_depth3,0.6,all_systems,fault_pump_failure,report_pre_5d,0.7846153846153846,0.6,0.03076923076923077,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,hist_gradient_boosting,0.4,all_systems,fault_pump_failure,report_pre_7d,0.7846153846153846,0.6,0.03076923076923077,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_1d,xgboost_depth3,0.4,system_dhw_storage_return,all_faults,report_pre_1d,0.7833333333333333,0.9,0.3333333333333333,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_1d,xgboost_depth3,0.5,system_dhw_storage_return,all_faults,report_pre_1d,0.7833333333333333,0.9,0.3333333333333333,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_3d,random_forest_depth3,0.4,system_dhw_storage,all_faults,report_pre_3d,0.7826797385620915,0.8888888888888888,0.3235294117647059,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_5d,random_forest_depth3,0.4,system_dhw_storage,all_faults,report_pre_5d,0.7826797385620915,0.8888888888888888,0.3235294117647059,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_5d,random_forest_depth3,0.4,system_heating_common_only,all_faults,report_pre_5d,0.78125,1.0,0.4375,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_5d,random_forest_depth3,0.4,all_systems,fault_leakage_water_loss,report_pre_5d,0.7794871794871795,0.6666666666666666,0.1076923076923077,False,window_label_review_required
all_systems__fault_control_controller__report_pre_7d,random_forest_depth3,0.5,all_systems,fault_control_controller,report_pre_7d,0.7769230769230769,0.6,0.046153846153846156,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,lightgbm_depth3,0.4,all_systems,fault_pump_failure,report_pre_7d,0.7769230769230769,0.6,0.046153846153846156,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,lightgbm_depth3,0.5,all_systems,fault_pump_failure,report_pre_7d,0.7769230769230769,0.6,0.046153846153846156,False,window_label_review_required
all_systems__all_faults__report_pre_7d,logistic_balanced,0.6,all_systems,all_faults,report_pre_7d,0.7759410801963993,0.6595744680851063,0.1076923076923077,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_3d,random_forest_depth3,0.6,system_dhw_storage,all_faults,report_pre_3d,0.7745098039215685,0.6666666666666666,0.11764705882352941,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_5d,logistic_balanced,0.6,system_heating_common_only,all_faults,report_pre_5d,0.7727272727272727,0.5454545454545454,0.0,False,window_label_review_required
all_systems__fault_control_controller__report_pre_5d,lightgbm_depth3,0.5,all_systems,fault_control_controller,report_pre_5d,0.7692307692307692,0.6,0.06153846153846154,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,random_forest_depth3,0.4,all_systems,fault_pump_failure,report_pre_7d,0.7692307692307692,0.6,0.06153846153846154,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_7d,random_forest_depth3,0.5,system_heating_common_only,all_faults,report_pre_7d,0.76875,0.6,0.0625,False,window_label_review_required
all_systems__all_faults__report_pre_7d,random_forest_depth3,0.6,all_systems,all_faults,report_pre_7d,0.7671031096563011,0.5957446808510638,0.06153846153846154,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_7d,random_forest_depth3,0.4,all_systems,fault_pressure_regulator,report_pre_7d,0.7626373626373626,0.5714285714285714,0.046153846153846156,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_5d,lightgbm_depth3,0.6,all_systems,fault_valve_actuator,report_pre_5d,0.7626373626373626,0.5714285714285714,0.046153846153846156,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_3d,random_forest_depth3,0.5,all_systems,fault_leakage_water_loss,report_pre_3d,0.7623931623931623,0.5555555555555556,0.03076923076923077,False,window_label_review_required
all_systems__fault_control_controller__report_pre_5d,xgboost_depth3,0.6,all_systems,fault_control_controller,report_pre_5d,0.7615384615384615,0.6,0.07692307692307693,False,window_label_review_required
all_systems__fault_control_controller__report_pre_7d,lightgbm_depth3,0.4,all_systems,fault_control_controller,report_pre_7d,0.7615384615384615,0.6,0.07692307692307693,False,window_label_review_required
all_systems__fault_control_controller__report_pre_7d,logistic_balanced,0.6,all_systems,fault_control_controller,report_pre_7d,0.7615384615384615,0.6,0.07692307692307693,False,window_label_review_required
all_systems__all_faults__report_pre_3d,random_forest_depth3,0.6,all_systems,all_faults,report_pre_3d,0.7608974358974359,0.5833333333333334,0.06153846153846154,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_1d,hist_gradient_boosting,0.4,system_dhw_storage,all_faults,report_pre_1d,0.7603485838779956,0.8148148148148148,0.29411764705882354,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_7d,xgboost_depth3,0.4,system_dhw_storage,all_faults,report_pre_7d,0.7603485838779956,0.8148148148148148,0.29411764705882354,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_5d,logistic_balanced,0.5,system_dhw_storage,all_faults,report_pre_5d,0.7598039215686274,0.6666666666666666,0.14705882352941177,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_5d,random_forest_depth3,0.5,system_dhw_storage_return,all_faults,report_pre_5d,0.7583333333333333,0.6,0.08333333333333333,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_7d,random_forest_depth3,0.5,system_dhw_storage_return,all_faults,report_pre_7d,0.7583333333333333,0.6,0.08333333333333333,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_7d,random_forest_depth3,0.4,system_dhw_storage,all_faults,report_pre_7d,0.7570806100217865,0.9259259259259259,0.4117647058823529,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_7d,xgboost_depth3,0.5,system_dhw_storage,all_faults,report_pre_7d,0.7565359477124183,0.7777777777777778,0.2647058823529412,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_7d,logistic_balanced,0.4,all_systems,fault_leakage_water_loss,report_pre_7d,0.7564102564102564,0.6666666666666666,0.15384615384615385,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_5d,random_forest_depth3,0.5,system_heating_common_only,all_faults,report_pre_5d,0.7556818181818181,0.6363636363636364,0.125,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_7d,xgboost_depth3,0.5,all_systems,fault_pressure_regulator,report_pre_7d,0.7549450549450549,0.5714285714285714,0.06153846153846154,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_5d,lightgbm_depth3,0.4,all_systems,fault_valve_actuator,report_pre_5d,0.7549450549450549,0.5714285714285714,0.06153846153846154,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_5d,lightgbm_depth3,0.5,all_systems,fault_valve_actuator,report_pre_5d,0.7549450549450549,0.5714285714285714,0.06153846153846154,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_7d,xgboost_depth3,0.4,all_systems,fault_valve_actuator,report_pre_7d,0.7549450549450549,0.5714285714285714,0.06153846153846154,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_7d,logistic_balanced,0.6,all_systems,fault_leakage_water_loss,report_pre_7d,0.7547008547008547,0.5555555555555556,0.046153846153846156,False,window_label_review_required
all_systems__fault_control_controller__report_pre_5d,lightgbm_depth3,0.4,all_systems,fault_control_controller,report_pre_5d,0.7538461538461538,0.6,0.09230769230769231,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_1d,xgboost_depth3,0.4,system_heating_common_only,all_faults,report_pre_1d,0.7528409090909092,0.8181818181818182,0.3125,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_7d,random_forest_depth3,0.6,system_dhw_storage,all_faults,report_pre_7d,0.7521786492374727,0.5925925925925926,0.08823529411764706,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_5d,xgboost_depth3,0.6,all_systems,fault_pump_failure,report_pre_5d,0.75,0.5,0.0,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_1d,logistic_balanced,0.4,system_dhw_storage_return,all_faults,report_pre_1d,0.75,1.0,0.5,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_7d,logistic_balanced,0.5,system_heating_common_only,all_faults,report_pre_7d,0.75,0.5,0.0,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_7d,logistic_balanced,0.6,system_heating_common_only,all_faults,report_pre_7d,0.75,0.5,0.0,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_3d,random_forest_depth3,0.4,all_systems,fault_valve_actuator,report_pre_3d,0.7472527472527473,0.5714285714285714,0.07692307692307693,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_5d,logistic_balanced,0.5,all_systems,fault_valve_actuator,report_pre_5d,0.7472527472527473,0.5714285714285714,0.07692307692307693,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_5d,logistic_balanced,0.6,all_systems,fault_valve_actuator,report_pre_5d,0.7472527472527473,0.5714285714285714,0.07692307692307693,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_5d,random_forest_depth3,0.4,all_systems,fault_valve_actuator,report_pre_5d,0.7472527472527473,0.5714285714285714,0.07692307692307693,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_7d,logistic_balanced,0.5,all_systems,fault_leakage_water_loss,report_pre_7d,0.747008547008547,0.5555555555555556,0.06153846153846154,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,xgboost_depth3,0.6,all_systems,fault_pump_failure,report_pre_7d,0.7423076923076923,0.5,0.015384615384615385,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_3d,xgboost_depth3,0.4,system_dhw_storage,all_faults,report_pre_3d,0.7418300653594772,0.7777777777777778,0.29411764705882354,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_1d,logistic_balanced,0.6,system_dhw_storage_return,all_faults,report_pre_1d,0.7416666666666667,0.9,0.4166666666666667,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_7d,xgboost_depth3,0.4,all_systems,fault_pressure_regulator,report_pre_7d,0.7395604395604396,0.5714285714285714,0.09230769230769231,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_3d,logistic_balanced,0.6,all_systems,fault_valve_actuator,report_pre_3d,0.7395604395604396,0.5714285714285714,0.09230769230769231,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_7d,logistic_balanced,0.5,all_systems,fault_valve_actuator,report_pre_7d,0.7395604395604396,0.5714285714285714,0.09230769230769231,False,window_label_review_required
all_systems__fault_control_controller__report_pre_7d,xgboost_depth3,0.5,all_systems,fault_control_controller,report_pre_7d,0.7384615384615385,0.6,0.12307692307692308,False,window_label_review_required
