dataset_id,model,threshold,scope,fault_scope,window_policy,balanced_accuracy,recall,normal_fpr,candidate_pass,decision
system_dhw_storage__all_faults__report_pre_5d,hist_gradient_boosting,0.4,system_dhw_storage,all_faults,report_pre_5d,0.7380174291938998,0.7407407407407407,0.2647058823529412,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_5d,xgboost_depth3,0.5,all_systems,fault_pump_failure,report_pre_5d,0.7346153846153847,0.5,0.03076923076923077,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,hist_gradient_boosting,0.5,all_systems,fault_pump_failure,report_pre_7d,0.7346153846153847,0.5,0.03076923076923077,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,xgboost_depth3,0.5,all_systems,fault_pump_failure,report_pre_7d,0.7346153846153847,0.5,0.03076923076923077,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_5d,logistic_balanced,0.4,all_systems,fault_valve_actuator,report_pre_5d,0.7318681318681319,0.5714285714285714,0.1076923076923077,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_3d,random_forest_depth3,0.4,all_systems,fault_leakage_water_loss,report_pre_3d,0.7316239316239317,0.5555555555555556,0.09230769230769231,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_1d,logistic_balanced,0.4,all_systems,fault_pump_failure,report_pre_1d,0.7307692307692308,0.8,0.3384615384615385,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_7d,lightgbm_depth3,0.6,system_dhw_storage,all_faults,report_pre_7d,0.7303921568627451,0.6666666666666666,0.20588235294117646,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_3d,random_forest_depth3,0.6,system_heating_common_only,all_faults,report_pre_3d,0.7272727272727273,0.45454545454545453,0.0,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_5d,random_forest_depth3,0.4,all_systems,fault_pump_failure,report_pre_5d,0.726923076923077,0.5,0.046153846153846156,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,xgboost_depth3,0.4,all_systems,fault_pump_failure,report_pre_7d,0.726923076923077,0.5,0.046153846153846156,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_1d,hist_gradient_boosting,0.6,system_dhw_storage,all_faults,report_pre_1d,0.7265795206971677,0.6296296296296297,0.17647058823529413,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_3d,hist_gradient_boosting,0.6,system_dhw_storage,all_faults,report_pre_3d,0.7265795206971677,0.6296296296296297,0.17647058823529413,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_5d,hist_gradient_boosting,0.6,system_dhw_storage,all_faults,report_pre_5d,0.7265795206971677,0.6296296296296297,0.17647058823529413,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_7d,hist_gradient_boosting,0.6,system_dhw_storage,all_faults,report_pre_7d,0.7265795206971677,0.6296296296296297,0.17647058823529413,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_3d,hist_gradient_boosting,0.4,system_dhw_storage,all_faults,report_pre_3d,0.7233115468409586,0.7407407407407407,0.29411764705882354,False,window_label_review_required
all_systems__fault_control_controller__report_pre_3d,lightgbm_depth3,0.4,all_systems,fault_control_controller,report_pre_3d,0.7230769230769231,0.6,0.15384615384615385,False,window_label_review_required
all_systems__fault_control_controller__report_pre_7d,xgboost_depth3,0.4,all_systems,fault_control_controller,report_pre_7d,0.7230769230769231,0.6,0.15384615384615385,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_5d,xgboost_depth3,0.4,system_heating_common_only,all_faults,report_pre_5d,0.7215909090909092,0.8181818181818182,0.375,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_5d,hist_gradient_boosting,0.5,system_dhw_storage,all_faults,report_pre_5d,0.7194989106753813,0.7037037037037037,0.2647058823529412,False,window_label_review_required
all_systems__fault_control_controller__report_pre_3d,random_forest_depth3,0.5,all_systems,fault_control_controller,report_pre_3d,0.7192307692307692,0.5,0.06153846153846154,False,window_label_review_required
all_systems__fault_control_controller__report_pre_5d,lightgbm_depth3,0.6,all_systems,fault_control_controller,report_pre_5d,0.7192307692307692,0.5,0.06153846153846154,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_5d,xgboost_depth3,0.4,all_systems,fault_pump_failure,report_pre_5d,0.7192307692307692,0.5,0.06153846153846154,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_1d,logistic_balanced,0.5,all_systems,fault_pump_failure,report_pre_1d,0.7192307692307692,0.7,0.26153846153846155,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_5d,random_forest_depth3,0.6,system_dhw_storage,all_faults,report_pre_5d,0.7189542483660131,0.5555555555555556,0.11764705882352941,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_3d,lightgbm_depth3,0.5,system_dhw_storage,all_faults,report_pre_3d,0.7156862745098038,0.6666666666666666,0.23529411764705882,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_5d,xgboost_depth3,0.6,system_dhw_storage,all_faults,report_pre_5d,0.7156862745098038,0.6666666666666666,0.23529411764705882,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_7d,hist_gradient_boosting,0.5,system_dhw_storage,all_faults,report_pre_7d,0.7156862745098038,0.6666666666666666,0.23529411764705882,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_7d,random_forest_depth3,0.5,all_systems,fault_leakage_water_loss,report_pre_7d,0.7145299145299145,0.4444444444444444,0.015384615384615385,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_7d,random_forest_depth3,0.6,all_systems,fault_pressure_regulator,report_pre_7d,0.7142857142857143,0.42857142857142855,0.0,False,window_label_review_required
all_systems__fault_control_controller__report_pre_7d,lightgbm_depth3,0.5,all_systems,fault_control_controller,report_pre_7d,0.7115384615384616,0.5,0.07692307692307693,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_3d,logistic_balanced,0.4,system_heating_common_only,all_faults,report_pre_3d,0.7102272727272727,0.5454545454545454,0.125,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_5d,xgboost_depth3,0.6,system_heating_common_only,all_faults,report_pre_5d,0.7102272727272727,0.5454545454545454,0.125,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_7d,random_forest_depth3,0.6,system_dhw_storage_return,all_faults,report_pre_7d,0.7083333333333333,0.5,0.08333333333333333,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_5d,xgboost_depth3,0.5,system_heating_common_only,all_faults,report_pre_5d,0.7073863636363636,0.7272727272727273,0.3125,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_3d,xgboost_depth3,0.6,all_systems,fault_leakage_water_loss,report_pre_3d,0.7068376068376068,0.4444444444444444,0.03076923076923077,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_7d,random_forest_depth3,0.5,all_systems,fault_pressure_regulator,report_pre_7d,0.7065934065934066,0.42857142857142855,0.015384615384615385,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_5d,xgboost_depth3,0.6,all_systems,fault_valve_actuator,report_pre_5d,0.7065934065934066,0.42857142857142855,0.015384615384615385,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_7d,lightgbm_depth3,0.6,all_systems,fault_valve_actuator,report_pre_7d,0.7065934065934066,0.42857142857142855,0.015384615384615385,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_3d,lightgbm_depth3,0.5,all_systems,fault_pump_failure,report_pre_3d,0.7038461538461538,0.5,0.09230769230769231,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_3d,hist_gradient_boosting,0.5,system_dhw_storage,all_faults,report_pre_3d,0.7009803921568627,0.6666666666666666,0.2647058823529412,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_3d,lightgbm_depth3,0.4,system_dhw_storage,all_faults,report_pre_3d,0.7009803921568627,0.6666666666666666,0.2647058823529412,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_5d,logistic_balanced,0.4,all_systems,fault_pump_failure,report_pre_5d,0.7,0.6,0.2,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_5d,random_forest_depth3,0.5,all_systems,fault_leakage_water_loss,report_pre_5d,0.6991452991452991,0.4444444444444444,0.046153846153846156,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_7d,lightgbm_depth3,0.6,all_systems,fault_pressure_regulator,report_pre_7d,0.6989010989010989,0.42857142857142855,0.03076923076923077,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_3d,hist_gradient_boosting,0.4,all_systems,fault_valve_actuator,report_pre_3d,0.6989010989010989,0.42857142857142855,0.03076923076923077,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_3d,random_forest_depth3,0.5,all_systems,fault_valve_actuator,report_pre_3d,0.6989010989010989,0.42857142857142855,0.03076923076923077,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_3d,xgboost_depth3,0.5,all_systems,fault_valve_actuator,report_pre_3d,0.6989010989010989,0.42857142857142855,0.03076923076923077,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_5d,xgboost_depth3,0.5,all_systems,fault_valve_actuator,report_pre_5d,0.6989010989010989,0.42857142857142855,0.03076923076923077,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_7d,lightgbm_depth3,0.5,all_systems,fault_valve_actuator,report_pre_7d,0.6989010989010989,0.42857142857142855,0.03076923076923077,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_1d,hist_gradient_boosting,0.5,system_dhw_storage,all_faults,report_pre_1d,0.6971677559912854,0.6296296296296297,0.23529411764705882,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_3d,lightgbm_depth3,0.6,system_dhw_storage,all_faults,report_pre_3d,0.6971677559912854,0.6296296296296297,0.23529411764705882,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_5d,lightgbm_depth3,0.4,all_systems,fault_pressure_regulator,report_pre_5d,0.6961538461538461,0.5,0.1076923076923077,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_3d,lightgbm_depth3,0.4,all_systems,fault_pump_failure,report_pre_3d,0.6961538461538461,0.5,0.1076923076923077,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_3d,logistic_balanced,0.5,system_heating_common_only,all_faults,report_pre_3d,0.6960227272727273,0.45454545454545453,0.0625,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_7d,xgboost_depth3,0.4,system_heating_common_only,all_faults,report_pre_7d,0.69375,0.7,0.3125,False,window_label_review_required
all_systems__fault_control_controller__report_pre_3d,random_forest_depth3,0.6,all_systems,fault_control_controller,report_pre_3d,0.6923076923076923,0.4,0.015384615384615385,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_7d,xgboost_depth3,0.4,system_dhw_storage_return,all_faults,report_pre_7d,0.6916666666666667,0.8,0.4166666666666667,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_3d,xgboost_depth3,0.5,all_systems,fault_leakage_water_loss,report_pre_3d,0.6914529914529914,0.4444444444444444,0.06153846153846154,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_7d,lightgbm_depth3,0.4,all_systems,fault_pressure_regulator,report_pre_7d,0.6912087912087912,0.42857142857142855,0.046153846153846156,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_7d,lightgbm_depth3,0.5,all_systems,fault_pressure_regulator,report_pre_7d,0.6912087912087912,0.42857142857142855,0.046153846153846156,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_7d,xgboost_depth3,0.6,all_systems,fault_pressure_regulator,report_pre_7d,0.6912087912087912,0.42857142857142855,0.046153846153846156,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_3d,xgboost_depth3,0.4,all_systems,fault_valve_actuator,report_pre_3d,0.6912087912087912,0.42857142857142855,0.046153846153846156,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_5d,xgboost_depth3,0.4,all_systems,fault_valve_actuator,report_pre_5d,0.6912087912087912,0.42857142857142855,0.046153846153846156,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_7d,lightgbm_depth3,0.4,all_systems,fault_valve_actuator,report_pre_7d,0.6912087912087912,0.42857142857142855,0.046153846153846156,False,window_label_review_required
all_systems__fault_control_controller__report_pre_3d,lightgbm_depth3,0.5,all_systems,fault_control_controller,report_pre_3d,0.6884615384615385,0.5,0.12307692307692308,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_5d,random_forest_depth3,0.4,all_systems,fault_pressure_regulator,report_pre_5d,0.6884615384615385,0.5,0.12307692307692308,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_5d,logistic_balanced,0.5,all_systems,fault_pump_failure,report_pre_5d,0.6884615384615385,0.5,0.12307692307692308,False,window_label_review_required
all_systems__fault_control_controller__report_pre_5d,hist_gradient_boosting,0.4,all_systems,fault_control_controller,report_pre_5d,0.6846153846153846,0.4,0.03076923076923077,False,window_label_review_required
all_systems__fault_control_controller__report_pre_7d,hist_gradient_boosting,0.4,all_systems,fault_control_controller,report_pre_7d,0.6846153846153846,0.4,0.03076923076923077,False,window_label_review_required
all_systems__fault_control_controller__report_pre_7d,random_forest_depth3,0.6,all_systems,fault_control_controller,report_pre_7d,0.6846153846153846,0.4,0.03076923076923077,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_3d,xgboost_depth3,0.4,all_systems,fault_leakage_water_loss,report_pre_3d,0.6837606837606838,0.4444444444444444,0.07692307692307693,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_7d,xgboost_depth3,0.5,all_systems,fault_leakage_water_loss,report_pre_7d,0.6837606837606838,0.4444444444444444,0.07692307692307693,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_7d,logistic_balanced,0.6,all_systems,fault_valve_actuator,report_pre_7d,0.6835164835164835,0.42857142857142855,0.06153846153846154,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_7d,xgboost_depth3,0.5,all_systems,fault_valve_actuator,report_pre_7d,0.6835164835164835,0.42857142857142855,0.06153846153846154,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_3d,lightgbm_depth3,0.6,system_dhw_storage_return,all_faults,report_pre_3d,0.6833333333333333,0.7,0.3333333333333333,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_5d,lightgbm_depth3,0.4,system_dhw_storage,all_faults,report_pre_5d,0.6824618736383443,0.6296296296296297,0.2647058823529412,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_3d,logistic_balanced,0.6,system_heating_common_only,all_faults,report_pre_3d,0.6818181818181819,0.36363636363636365,0.0,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_3d,random_forest_depth3,0.4,all_systems,fault_pressure_regulator,report_pre_3d,0.6807692307692308,0.5,0.13846153846153847,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_1d,logistic_balanced,0.6,system_heating_common_only,all_faults,report_pre_1d,0.6789772727272727,0.5454545454545454,0.1875,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_5d,lightgbm_depth3,0.6,system_heating_common_only,all_faults,report_pre_5d,0.6789772727272727,0.5454545454545454,0.1875,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_7d,random_forest_depth3,0.4,all_systems,fault_leakage_water_loss,report_pre_7d,0.6760683760683761,0.4444444444444444,0.09230769230769231,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_3d,random_forest_depth3,0.5,system_dhw_storage_return,all_faults,report_pre_3d,0.675,0.6,0.25,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_5d,lightgbm_depth3,0.4,system_dhw_storage_return,all_faults,report_pre_5d,0.675,0.6,0.25,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_5d,lightgbm_depth3,0.5,system_dhw_storage_return,all_faults,report_pre_5d,0.675,0.6,0.25,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_5d,lightgbm_depth3,0.6,system_dhw_storage_return,all_faults,report_pre_5d,0.675,0.6,0.25,False,window_label_review_required
all_systems__fault_control_controller__report_pre_7d,lightgbm_depth3,0.6,all_systems,fault_control_controller,report_pre_7d,0.6692307692307693,0.4,0.06153846153846154,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_3d,xgboost_depth3,0.5,all_systems,fault_pump_failure,report_pre_3d,0.6692307692307693,0.4,0.06153846153846154,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_7d,xgboost_depth3,0.4,all_systems,fault_leakage_water_loss,report_pre_7d,0.6683760683760684,0.4444444444444444,0.1076923076923077,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_7d,random_forest_depth3,0.4,all_systems,fault_valve_actuator,report_pre_7d,0.6681318681318681,0.42857142857142855,0.09230769230769231,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_7d,random_forest_depth3,0.6,all_systems,fault_leakage_water_loss,report_pre_7d,0.6666666666666666,0.3333333333333333,0.0,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_5d,random_forest_depth3,0.5,all_systems,fault_pressure_regulator,report_pre_5d,0.664423076923077,0.375,0.046153846153846156,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_1d,logistic_balanced,0.5,system_heating_common_only,all_faults,report_pre_1d,0.6619318181818181,0.6363636363636364,0.3125,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_5d,logistic_balanced,0.4,system_heating_common_only,all_faults,report_pre_5d,0.6619318181818181,0.6363636363636364,0.3125,False,window_label_review_required
all_systems__fault_control_controller__report_pre_3d,lightgbm_depth3,0.6,all_systems,fault_control_controller,report_pre_3d,0.6615384615384616,0.4,0.07692307692307693,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_3d,xgboost_depth3,0.4,all_systems,fault_pump_failure,report_pre_3d,0.6615384615384616,0.4,0.07692307692307693,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_3d,random_forest_depth3,0.6,system_dhw_storage_return,all_faults,report_pre_3d,0.6583333333333333,0.4,0.08333333333333333,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_3d,logistic_balanced,0.4,all_systems,fault_pump_failure,report_pre_3d,0.6576923076923077,0.5,0.18461538461538463,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_5d,lightgbm_depth3,0.6,system_dhw_storage,all_faults,report_pre_5d,0.656318082788671,0.5185185185185185,0.20588235294117646,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_7d,xgboost_depth3,0.6,system_heating_common_only,all_faults,report_pre_7d,0.65625,0.5,0.1875,False,window_label_review_required
all_systems__fault_control_controller__report_pre_7d,xgboost_depth3,0.6,all_systems,fault_control_controller,report_pre_7d,0.6538461538461539,0.4,0.09230769230769231,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_3d,lightgbm_depth3,0.6,all_systems,fault_pump_failure,report_pre_3d,0.6538461538461539,0.4,0.09230769230769231,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_3d,xgboost_depth3,0.6,system_heating_common_only,all_faults,report_pre_3d,0.6505681818181819,0.36363636363636365,0.0625,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_5d,random_forest_depth3,0.6,system_heating_common_only,all_faults,report_pre_5d,0.6505681818181819,0.36363636363636365,0.0625,False,window_label_review_required
all_systems__fault_control_controller__report_pre_7d,hist_gradient_boosting,0.5,all_systems,fault_control_controller,report_pre_7d,0.65,0.3,0.0,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_5d,hist_gradient_boosting,0.6,all_systems,fault_pump_failure,report_pre_5d,0.65,0.3,0.0,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_5d,random_forest_depth3,0.6,all_systems,fault_pump_failure,report_pre_5d,0.65,0.3,0.0,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,logistic_balanced,0.4,all_systems,fault_pump_failure,report_pre_7d,0.65,0.5,0.2,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_5d,lightgbm_depth3,0.5,all_systems,fault_pressure_regulator,report_pre_5d,0.6490384615384616,0.375,0.07692307692307693,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_3d,lightgbm_depth3,0.5,system_heating_common_only,all_faults,report_pre_3d,0.6477272727272727,0.5454545454545454,0.25,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,logistic_balanced,0.6,all_systems,fault_pump_failure,report_pre_7d,0.6461538461538462,0.4,0.1076923076923077,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_3d,lightgbm_depth3,0.5,all_systems,fault_leakage_water_loss,report_pre_3d,0.6435897435897436,0.3333333333333333,0.046153846153846156,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,hist_gradient_boosting,0.6,all_systems,fault_pump_failure,report_pre_7d,0.6423076923076924,0.3,0.015384615384615385,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,random_forest_depth3,0.6,all_systems,fault_pump_failure,report_pre_7d,0.6423076923076924,0.3,0.015384615384615385,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_3d,lightgbm_depth3,0.4,system_dhw_storage_return,all_faults,report_pre_3d,0.6416666666666666,0.7,0.4166666666666667,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_3d,lightgbm_depth3,0.5,system_dhw_storage_return,all_faults,report_pre_3d,0.6416666666666666,0.7,0.4166666666666667,False,window_label_review_required
system_dhw_storage__all_faults__report_pre_5d,lightgbm_depth3,0.5,system_dhw_storage,all_faults,report_pre_5d,0.6416122004357299,0.5185185185185185,0.23529411764705882,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_3d,lightgbm_depth3,0.5,all_systems,fault_pressure_regulator,report_pre_3d,0.6413461538461538,0.375,0.09230769230769231,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_3d,xgboost_depth3,0.6,all_systems,fault_pressure_regulator,report_pre_3d,0.6413461538461538,0.375,0.09230769230769231,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_3d,lightgbm_depth3,0.4,all_systems,fault_leakage_water_loss,report_pre_3d,0.6358974358974359,0.3333333333333333,0.06153846153846154,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_7d,xgboost_depth3,0.6,all_systems,fault_leakage_water_loss,report_pre_7d,0.6358974358974359,0.3333333333333333,0.06153846153846154,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_7d,hist_gradient_boosting,0.4,all_systems,fault_pressure_regulator,report_pre_7d,0.6351648351648351,0.2857142857142857,0.015384615384615385,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_3d,xgboost_depth3,0.6,all_systems,fault_valve_actuator,report_pre_3d,0.6351648351648351,0.2857142857142857,0.015384615384615385,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_5d,random_forest_depth3,0.5,all_systems,fault_pump_failure,report_pre_5d,0.6346153846153846,0.3,0.03076923076923077,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,random_forest_depth3,0.5,all_systems,fault_pump_failure,report_pre_7d,0.6346153846153846,0.3,0.03076923076923077,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_3d,lightgbm_depth3,0.4,all_systems,fault_pressure_regulator,report_pre_3d,0.6336538461538461,0.375,0.1076923076923077,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_3d,logistic_balanced,0.6,all_systems,fault_pump_failure,report_pre_3d,0.6307692307692307,0.4,0.13846153846153847,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_5d,hist_gradient_boosting,0.4,all_systems,fault_valve_actuator,report_pre_5d,0.6274725274725275,0.2857142857142857,0.03076923076923077,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_5d,hist_gradient_boosting,0.5,all_systems,fault_valve_actuator,report_pre_5d,0.6274725274725275,0.2857142857142857,0.03076923076923077,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_5d,random_forest_depth3,0.5,all_systems,fault_valve_actuator,report_pre_5d,0.6274725274725275,0.2857142857142857,0.03076923076923077,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_7d,random_forest_depth3,0.5,all_systems,fault_valve_actuator,report_pre_7d,0.6274725274725275,0.2857142857142857,0.03076923076923077,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_3d,hist_gradient_boosting,0.4,all_systems,fault_pump_failure,report_pre_3d,0.6269230769230769,0.3,0.046153846153846156,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_3d,random_forest_depth3,0.5,all_systems,fault_pump_failure,report_pre_3d,0.6269230769230769,0.3,0.046153846153846156,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_3d,xgboost_depth3,0.6,all_systems,fault_pump_failure,report_pre_3d,0.6269230769230769,0.3,0.046153846153846156,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_3d,xgboost_depth3,0.5,all_systems,fault_pressure_regulator,report_pre_3d,0.6259615384615385,0.375,0.12307692307692308,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_7d,logistic_balanced,0.4,system_heating_common_only,all_faults,report_pre_7d,0.625,0.5,0.25,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_7d,logistic_balanced,0.5,all_systems,fault_pump_failure,report_pre_7d,0.6230769230769231,0.4,0.15384615384615385,False,window_label_review_required
all_systems__fault_valve_actuator__report_pre_7d,xgboost_depth3,0.6,all_systems,fault_valve_actuator,report_pre_7d,0.6197802197802198,0.2857142857142857,0.046153846153846156,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_3d,xgboost_depth3,0.4,all_systems,fault_pressure_regulator,report_pre_3d,0.6182692307692308,0.375,0.13846153846153847,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_5d,xgboost_depth3,0.4,all_systems,fault_pressure_regulator,report_pre_5d,0.6182692307692308,0.375,0.13846153846153847,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_5d,xgboost_depth3,0.5,all_systems,fault_pressure_regulator,report_pre_5d,0.6182692307692308,0.375,0.13846153846153847,False,window_label_review_required
all_systems__fault_pressure_regulator__report_pre_5d,random_forest_depth3,0.6,all_systems,fault_pressure_regulator,report_pre_5d,0.6173076923076923,0.25,0.015384615384615385,False,window_label_review_required
system_dhw_storage_return__all_faults__report_pre_3d,logistic_balanced,0.4,system_dhw_storage_return,all_faults,report_pre_3d,0.6166666666666667,0.9,0.6666666666666666,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_3d,xgboost_depth3,0.4,system_heating_common_only,all_faults,report_pre_3d,0.6164772727272727,0.5454545454545454,0.3125,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_3d,logistic_balanced,0.5,all_systems,fault_pump_failure,report_pre_3d,0.6153846153846154,0.4,0.16923076923076924,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_1d,logistic_balanced,0.4,system_heating_common_only,all_faults,report_pre_1d,0.6136363636363636,0.7272727272727273,0.5,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_5d,xgboost_depth3,0.4,all_systems,fault_leakage_water_loss,report_pre_5d,0.6128205128205129,0.3333333333333333,0.1076923076923077,False,window_label_review_required
all_systems__fault_pump_failure__report_pre_5d,logistic_balanced,0.6,all_systems,fault_pump_failure,report_pre_5d,0.6038461538461538,0.3,0.09230769230769231,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_3d,lightgbm_depth3,0.6,system_heating_common_only,all_faults,report_pre_3d,0.6022727272727273,0.45454545454545453,0.25,False,window_label_review_required
system_heating_common_only__all_faults__report_pre_7d,random_forest_depth3,0.6,system_heating_common_only,all_faults,report_pre_7d,0.6,0.2,0.0,False,window_label_review_required
all_systems__fault_leakage_water_loss__report_pre_3d,hist_gradient_boosting,0.4,all_systems,fault_leakage_water_loss,report_pre_3d,0.5957264957264957,0.2222222222222222,0.03076923076923077,False,window_label_review_required
