dataset_id,model,threshold,rows,normal_rows,pre_event_rows,balanced_accuracy,precision,recall,f1,normal_fpr,tn,fp,fn,tp
all_systems__fault_pump_failure__report_pre_5d,logistic_balanced,0.5,75,65,10,0.6884615384615385,0.38461538461538464,0.5,0.43478260869565216,0.12307692307692308,57,8,5,5
all_systems__fault_pump_failure__report_pre_5d,logistic_balanced,0.6,75,65,10,0.6038461538461538,0.3333333333333333,0.3,0.3157894736842105,0.09230769230769231,59,6,7,3
all_systems__fault_pump_failure__report_pre_5d,random_forest_depth3,0.4,75,65,10,0.726923076923077,0.625,0.5,0.5555555555555556,0.046153846153846156,62,3,5,5
all_systems__fault_pump_failure__report_pre_5d,random_forest_depth3,0.5,75,65,10,0.6346153846153846,0.6,0.3,0.4,0.03076923076923077,63,2,7,3
all_systems__fault_pump_failure__report_pre_5d,random_forest_depth3,0.6,75,65,10,0.65,1.0,0.3,0.46153846153846156,0.0,65,0,7,3
all_systems__fault_pump_failure__report_pre_5d,xgboost_depth3,0.4,75,65,10,0.7192307692307692,0.5555555555555556,0.5,0.5263157894736842,0.06153846153846154,61,4,5,5
all_systems__fault_pump_failure__report_pre_5d,xgboost_depth3,0.5,75,65,10,0.7346153846153847,0.7142857142857143,0.5,0.5882352941176471,0.03076923076923077,63,2,5,5
all_systems__fault_pump_failure__report_pre_5d,xgboost_depth3,0.6,75,65,10,0.75,1.0,0.5,0.6666666666666666,0.0,65,0,5,5
all_systems__fault_pump_failure__report_pre_7d,dummy_most_frequent,0.4,75,65,10,0.5,0.0,0.0,0.0,0.0,65,0,10,0
all_systems__fault_pump_failure__report_pre_7d,dummy_most_frequent,0.5,75,65,10,0.5,0.0,0.0,0.0,0.0,65,0,10,0
all_systems__fault_pump_failure__report_pre_7d,dummy_most_frequent,0.6,75,65,10,0.5,0.0,0.0,0.0,0.0,65,0,10,0
all_systems__fault_pump_failure__report_pre_7d,hist_gradient_boosting,0.4,75,65,10,0.7846153846153846,0.75,0.6,0.6666666666666666,0.03076923076923077,63,2,4,6
all_systems__fault_pump_failure__report_pre_7d,hist_gradient_boosting,0.5,75,65,10,0.7346153846153847,0.7142857142857143,0.5,0.5882352941176471,0.03076923076923077,63,2,5,5
all_systems__fault_pump_failure__report_pre_7d,hist_gradient_boosting,0.6,75,65,10,0.6423076923076924,0.75,0.3,0.42857142857142855,0.015384615384615385,64,1,7,3
all_systems__fault_pump_failure__report_pre_7d,lightgbm_depth3,0.4,75,65,10,0.7769230769230769,0.6666666666666666,0.6,0.631578947368421,0.046153846153846156,62,3,4,6
all_systems__fault_pump_failure__report_pre_7d,lightgbm_depth3,0.5,75,65,10,0.7769230769230769,0.6666666666666666,0.6,0.631578947368421,0.046153846153846156,62,3,4,6
all_systems__fault_pump_failure__report_pre_7d,lightgbm_depth3,0.6,75,65,10,0.7923076923076924,0.8571428571428571,0.6,0.7058823529411765,0.015384615384615385,64,1,4,6
all_systems__fault_pump_failure__report_pre_7d,logistic_balanced,0.4,75,65,10,0.65,0.2777777777777778,0.5,0.35714285714285715,0.2,52,13,5,5
all_systems__fault_pump_failure__report_pre_7d,logistic_balanced,0.5,75,65,10,0.6230769230769231,0.2857142857142857,0.4,0.3333333333333333,0.15384615384615385,55,10,6,4
all_systems__fault_pump_failure__report_pre_7d,logistic_balanced,0.6,75,65,10,0.6461538461538462,0.36363636363636365,0.4,0.38095238095238093,0.1076923076923077,58,7,6,4
all_systems__fault_pump_failure__report_pre_7d,random_forest_depth3,0.4,75,65,10,0.7692307692307692,0.6,0.6,0.6,0.06153846153846154,61,4,4,6
all_systems__fault_pump_failure__report_pre_7d,random_forest_depth3,0.5,75,65,10,0.6346153846153846,0.6,0.3,0.4,0.03076923076923077,63,2,7,3
all_systems__fault_pump_failure__report_pre_7d,random_forest_depth3,0.6,75,65,10,0.6423076923076924,0.75,0.3,0.42857142857142855,0.015384615384615385,64,1,7,3
all_systems__fault_pump_failure__report_pre_7d,xgboost_depth3,0.4,75,65,10,0.726923076923077,0.625,0.5,0.5555555555555556,0.046153846153846156,62,3,5,5
all_systems__fault_pump_failure__report_pre_7d,xgboost_depth3,0.5,75,65,10,0.7346153846153847,0.7142857142857143,0.5,0.5882352941176471,0.03076923076923077,63,2,5,5
all_systems__fault_pump_failure__report_pre_7d,xgboost_depth3,0.6,75,65,10,0.7423076923076923,0.8333333333333334,0.5,0.625,0.015384615384615385,64,1,5,5
all_systems__fault_valve_actuator__report_pre_1d,dummy_most_frequent,0.4,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_valve_actuator__report_pre_1d,dummy_most_frequent,0.5,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_valve_actuator__report_pre_1d,dummy_most_frequent,0.6,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_valve_actuator__report_pre_1d,hist_gradient_boosting,0.4,72,65,7,0.9285714285714286,1.0,0.8571428571428571,0.9230769230769231,0.0,65,0,1,6
all_systems__fault_valve_actuator__report_pre_1d,hist_gradient_boosting,0.5,72,65,7,0.9285714285714286,1.0,0.8571428571428571,0.9230769230769231,0.0,65,0,1,6
all_systems__fault_valve_actuator__report_pre_1d,hist_gradient_boosting,0.6,72,65,7,0.8571428571428572,1.0,0.7142857142857143,0.8333333333333334,0.0,65,0,2,5
all_systems__fault_valve_actuator__report_pre_1d,lightgbm_depth3,0.4,72,65,7,0.8417582417582418,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.03076923076923077,63,2,2,5
all_systems__fault_valve_actuator__report_pre_1d,lightgbm_depth3,0.5,72,65,7,0.8417582417582418,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.03076923076923077,63,2,2,5
all_systems__fault_valve_actuator__report_pre_1d,lightgbm_depth3,0.6,72,65,7,0.8417582417582418,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.03076923076923077,63,2,2,5
all_systems__fault_valve_actuator__report_pre_1d,logistic_balanced,0.4,72,65,7,0.843956043956044,0.35294117647058826,0.8571428571428571,0.5,0.16923076923076924,54,11,1,6
all_systems__fault_valve_actuator__report_pre_1d,logistic_balanced,0.5,72,65,7,0.8593406593406594,0.4,0.8571428571428571,0.5454545454545454,0.13846153846153847,56,9,1,6
all_systems__fault_valve_actuator__report_pre_1d,logistic_balanced,0.6,72,65,7,0.8263736263736263,0.5555555555555556,0.7142857142857143,0.625,0.06153846153846154,61,4,2,5
all_systems__fault_valve_actuator__report_pre_1d,random_forest_depth3,0.4,72,65,7,0.9923076923076923,0.875,1.0,0.9333333333333333,0.015384615384615385,64,1,0,7
all_systems__fault_valve_actuator__report_pre_1d,random_forest_depth3,0.5,72,65,7,0.9285714285714286,1.0,0.8571428571428571,0.9230769230769231,0.0,65,0,1,6
all_systems__fault_valve_actuator__report_pre_1d,random_forest_depth3,0.6,72,65,7,0.8571428571428572,1.0,0.7142857142857143,0.8333333333333334,0.0,65,0,2,5
all_systems__fault_valve_actuator__report_pre_1d,xgboost_depth3,0.4,72,65,7,0.8263736263736263,0.5555555555555556,0.7142857142857143,0.625,0.06153846153846154,61,4,2,5
all_systems__fault_valve_actuator__report_pre_1d,xgboost_depth3,0.5,72,65,7,0.8263736263736263,0.5555555555555556,0.7142857142857143,0.625,0.06153846153846154,61,4,2,5
all_systems__fault_valve_actuator__report_pre_1d,xgboost_depth3,0.6,72,65,7,0.8340659340659341,0.625,0.7142857142857143,0.6666666666666666,0.046153846153846156,62,3,2,5
all_systems__fault_valve_actuator__report_pre_3d,dummy_most_frequent,0.4,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_valve_actuator__report_pre_3d,dummy_most_frequent,0.5,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_valve_actuator__report_pre_3d,dummy_most_frequent,0.6,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_valve_actuator__report_pre_3d,hist_gradient_boosting,0.4,72,65,7,0.6989010989010989,0.6,0.42857142857142855,0.5,0.03076923076923077,63,2,4,3
all_systems__fault_valve_actuator__report_pre_3d,hist_gradient_boosting,0.5,72,65,7,0.5560439560439561,0.3333333333333333,0.14285714285714285,0.2,0.03076923076923077,63,2,6,1
all_systems__fault_valve_actuator__report_pre_3d,hist_gradient_boosting,0.6,72,65,7,0.4846153846153846,0.0,0.0,0.0,0.03076923076923077,63,2,7,0
all_systems__fault_valve_actuator__report_pre_3d,lightgbm_depth3,0.4,72,65,7,0.8417582417582418,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.03076923076923077,63,2,2,5
all_systems__fault_valve_actuator__report_pre_3d,lightgbm_depth3,0.5,72,65,7,0.8417582417582418,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.03076923076923077,63,2,2,5
all_systems__fault_valve_actuator__report_pre_3d,lightgbm_depth3,0.6,72,65,7,0.8417582417582418,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.03076923076923077,63,2,2,5
all_systems__fault_valve_actuator__report_pre_3d,logistic_balanced,0.4,72,65,7,0.7802197802197802,0.3333333333333333,0.7142857142857143,0.45454545454545453,0.15384615384615385,55,10,2,5
all_systems__fault_valve_actuator__report_pre_3d,logistic_balanced,0.5,72,65,7,0.8032967032967033,0.4166666666666667,0.7142857142857143,0.5263157894736842,0.1076923076923077,58,7,2,5
all_systems__fault_valve_actuator__report_pre_3d,logistic_balanced,0.6,72,65,7,0.7395604395604396,0.4,0.5714285714285714,0.47058823529411764,0.09230769230769231,59,6,3,4
all_systems__fault_valve_actuator__report_pre_3d,random_forest_depth3,0.4,72,65,7,0.7472527472527473,0.4444444444444444,0.5714285714285714,0.5,0.07692307692307693,60,5,3,4
all_systems__fault_valve_actuator__report_pre_3d,random_forest_depth3,0.5,72,65,7,0.6989010989010989,0.6,0.42857142857142855,0.5,0.03076923076923077,63,2,4,3
all_systems__fault_valve_actuator__report_pre_3d,random_forest_depth3,0.6,72,65,7,0.5637362637362637,0.5,0.14285714285714285,0.2222222222222222,0.015384615384615385,64,1,6,1
all_systems__fault_valve_actuator__report_pre_3d,xgboost_depth3,0.4,72,65,7,0.6912087912087912,0.5,0.42857142857142855,0.46153846153846156,0.046153846153846156,62,3,4,3
all_systems__fault_valve_actuator__report_pre_3d,xgboost_depth3,0.5,72,65,7,0.6989010989010989,0.6,0.42857142857142855,0.5,0.03076923076923077,63,2,4,3
all_systems__fault_valve_actuator__report_pre_3d,xgboost_depth3,0.6,72,65,7,0.6351648351648351,0.6666666666666666,0.2857142857142857,0.4,0.015384615384615385,64,1,5,2
all_systems__fault_valve_actuator__report_pre_5d,dummy_most_frequent,0.4,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_valve_actuator__report_pre_5d,dummy_most_frequent,0.5,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_valve_actuator__report_pre_5d,dummy_most_frequent,0.6,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_valve_actuator__report_pre_5d,hist_gradient_boosting,0.4,72,65,7,0.6274725274725275,0.5,0.2857142857142857,0.36363636363636365,0.03076923076923077,63,2,5,2
all_systems__fault_valve_actuator__report_pre_5d,hist_gradient_boosting,0.5,72,65,7,0.6274725274725275,0.5,0.2857142857142857,0.36363636363636365,0.03076923076923077,63,2,5,2
all_systems__fault_valve_actuator__report_pre_5d,hist_gradient_boosting,0.6,72,65,7,0.4846153846153846,0.0,0.0,0.0,0.03076923076923077,63,2,7,0
all_systems__fault_valve_actuator__report_pre_5d,lightgbm_depth3,0.4,72,65,7,0.7549450549450549,0.5,0.5714285714285714,0.5333333333333333,0.06153846153846154,61,4,3,4
all_systems__fault_valve_actuator__report_pre_5d,lightgbm_depth3,0.5,72,65,7,0.7549450549450549,0.5,0.5714285714285714,0.5333333333333333,0.06153846153846154,61,4,3,4
all_systems__fault_valve_actuator__report_pre_5d,lightgbm_depth3,0.6,72,65,7,0.7626373626373626,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.046153846153846156,62,3,3,4
all_systems__fault_valve_actuator__report_pre_5d,logistic_balanced,0.4,72,65,7,0.7318681318681319,0.36363636363636365,0.5714285714285714,0.4444444444444444,0.1076923076923077,58,7,3,4
all_systems__fault_valve_actuator__report_pre_5d,logistic_balanced,0.5,72,65,7,0.7472527472527473,0.4444444444444444,0.5714285714285714,0.5,0.07692307692307693,60,5,3,4
all_systems__fault_valve_actuator__report_pre_5d,logistic_balanced,0.6,72,65,7,0.7472527472527473,0.4444444444444444,0.5714285714285714,0.5,0.07692307692307693,60,5,3,4
all_systems__fault_valve_actuator__report_pre_5d,random_forest_depth3,0.4,72,65,7,0.7472527472527473,0.4444444444444444,0.5714285714285714,0.5,0.07692307692307693,60,5,3,4
all_systems__fault_valve_actuator__report_pre_5d,random_forest_depth3,0.5,72,65,7,0.6274725274725275,0.5,0.2857142857142857,0.36363636363636365,0.03076923076923077,63,2,5,2
all_systems__fault_valve_actuator__report_pre_5d,random_forest_depth3,0.6,72,65,7,0.5637362637362637,0.5,0.14285714285714285,0.2222222222222222,0.015384615384615385,64,1,6,1
all_systems__fault_valve_actuator__report_pre_5d,xgboost_depth3,0.4,72,65,7,0.6912087912087912,0.5,0.42857142857142855,0.46153846153846156,0.046153846153846156,62,3,4,3
all_systems__fault_valve_actuator__report_pre_5d,xgboost_depth3,0.5,72,65,7,0.6989010989010989,0.6,0.42857142857142855,0.5,0.03076923076923077,63,2,4,3
all_systems__fault_valve_actuator__report_pre_5d,xgboost_depth3,0.6,72,65,7,0.7065934065934066,0.75,0.42857142857142855,0.5454545454545454,0.015384615384615385,64,1,4,3
all_systems__fault_valve_actuator__report_pre_7d,dummy_most_frequent,0.4,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_valve_actuator__report_pre_7d,dummy_most_frequent,0.5,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_valve_actuator__report_pre_7d,dummy_most_frequent,0.6,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_valve_actuator__report_pre_7d,hist_gradient_boosting,0.4,72,65,7,0.47692307692307695,0.0,0.0,0.0,0.046153846153846156,62,3,7,0
all_systems__fault_valve_actuator__report_pre_7d,hist_gradient_boosting,0.5,72,65,7,0.47692307692307695,0.0,0.0,0.0,0.046153846153846156,62,3,7,0
all_systems__fault_valve_actuator__report_pre_7d,hist_gradient_boosting,0.6,72,65,7,0.49230769230769234,0.0,0.0,0.0,0.015384615384615385,64,1,7,0
all_systems__fault_valve_actuator__report_pre_7d,lightgbm_depth3,0.4,72,65,7,0.6912087912087912,0.5,0.42857142857142855,0.46153846153846156,0.046153846153846156,62,3,4,3
all_systems__fault_valve_actuator__report_pre_7d,lightgbm_depth3,0.5,72,65,7,0.6989010989010989,0.6,0.42857142857142855,0.5,0.03076923076923077,63,2,4,3
all_systems__fault_valve_actuator__report_pre_7d,lightgbm_depth3,0.6,72,65,7,0.7065934065934066,0.75,0.42857142857142855,0.5454545454545454,0.015384615384615385,64,1,4,3
all_systems__fault_valve_actuator__report_pre_7d,logistic_balanced,0.4,72,65,7,0.7802197802197802,0.3333333333333333,0.7142857142857143,0.45454545454545453,0.15384615384615385,55,10,2,5
all_systems__fault_valve_actuator__report_pre_7d,logistic_balanced,0.5,72,65,7,0.7395604395604396,0.4,0.5714285714285714,0.47058823529411764,0.09230769230769231,59,6,3,4
all_systems__fault_valve_actuator__report_pre_7d,logistic_balanced,0.6,72,65,7,0.6835164835164835,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.06153846153846154,61,4,4,3
all_systems__fault_valve_actuator__report_pre_7d,random_forest_depth3,0.4,72,65,7,0.6681318681318681,0.3333333333333333,0.42857142857142855,0.375,0.09230769230769231,59,6,4,3
all_systems__fault_valve_actuator__report_pre_7d,random_forest_depth3,0.5,72,65,7,0.6274725274725275,0.5,0.2857142857142857,0.36363636363636365,0.03076923076923077,63,2,5,2
all_systems__fault_valve_actuator__report_pre_7d,random_forest_depth3,0.6,72,65,7,0.4846153846153846,0.0,0.0,0.0,0.03076923076923077,63,2,7,0
all_systems__fault_valve_actuator__report_pre_7d,xgboost_depth3,0.4,72,65,7,0.7549450549450549,0.5,0.5714285714285714,0.5333333333333333,0.06153846153846154,61,4,3,4
all_systems__fault_valve_actuator__report_pre_7d,xgboost_depth3,0.5,72,65,7,0.6835164835164835,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.06153846153846154,61,4,4,3
all_systems__fault_valve_actuator__report_pre_7d,xgboost_depth3,0.6,72,65,7,0.6197802197802198,0.4,0.2857142857142857,0.3333333333333333,0.046153846153846156,62,3,5,2
system_dhw_storage__all_faults__report_pre_1d,dummy_most_frequent,0.4,61,34,27,0.5,0.0,0.0,0.0,0.0,34,0,27,0
system_dhw_storage__all_faults__report_pre_1d,dummy_most_frequent,0.5,61,34,27,0.5,0.0,0.0,0.0,0.0,34,0,27,0
system_dhw_storage__all_faults__report_pre_1d,dummy_most_frequent,0.6,61,34,27,0.5,0.0,0.0,0.0,0.0,34,0,27,0
system_dhw_storage__all_faults__report_pre_1d,hist_gradient_boosting,0.4,61,34,27,0.7603485838779956,0.6875,0.8148148148148148,0.7457627118644068,0.29411764705882354,24,10,5,22
system_dhw_storage__all_faults__report_pre_1d,hist_gradient_boosting,0.5,61,34,27,0.6971677559912854,0.68,0.6296296296296297,0.6538461538461539,0.23529411764705882,26,8,10,17
system_dhw_storage__all_faults__report_pre_1d,hist_gradient_boosting,0.6,61,34,27,0.7265795206971677,0.7391304347826086,0.6296296296296297,0.68,0.17647058823529413,28,6,10,17
system_dhw_storage__all_faults__report_pre_1d,lightgbm_depth3,0.4,61,34,27,0.9297385620915033,0.96,0.8888888888888888,0.9230769230769231,0.029411764705882353,33,1,3,24
system_dhw_storage__all_faults__report_pre_1d,lightgbm_depth3,0.5,61,34,27,0.9297385620915033,0.96,0.8888888888888888,0.9230769230769231,0.029411764705882353,33,1,3,24
system_dhw_storage__all_faults__report_pre_1d,lightgbm_depth3,0.6,61,34,27,0.9297385620915033,0.96,0.8888888888888888,0.9230769230769231,0.029411764705882353,33,1,3,24
system_dhw_storage__all_faults__report_pre_1d,logistic_balanced,0.4,61,34,27,0.8823529411764706,0.7714285714285715,1.0,0.8709677419354839,0.23529411764705882,26,8,0,27
system_dhw_storage__all_faults__report_pre_1d,logistic_balanced,0.5,61,34,27,0.8970588235294117,0.7941176470588235,1.0,0.8852459016393442,0.20588235294117646,27,7,0,27
system_dhw_storage__all_faults__report_pre_1d,logistic_balanced,0.6,61,34,27,0.9188453159041394,0.8928571428571429,0.9259259259259259,0.9090909090909091,0.08823529411764706,31,3,2,25
system_dhw_storage__all_faults__report_pre_1d,random_forest_depth3,0.4,61,34,27,0.9558823529411764,0.9,1.0,0.9473684210526315,0.08823529411764706,31,3,0,27
system_dhw_storage__all_faults__report_pre_1d,random_forest_depth3,0.5,61,34,27,1.0,1.0,1.0,1.0,0.0,34,0,0,27
system_dhw_storage__all_faults__report_pre_1d,random_forest_depth3,0.6,61,34,27,1.0,1.0,1.0,1.0,0.0,34,0,0,27
system_dhw_storage__all_faults__report_pre_1d,xgboost_depth3,0.4,61,34,27,0.9373638344226579,0.896551724137931,0.9629629629629629,0.9285714285714286,0.08823529411764706,31,3,1,26
system_dhw_storage__all_faults__report_pre_1d,xgboost_depth3,0.5,61,34,27,0.9520697167755992,0.9285714285714286,0.9629629629629629,0.9454545454545454,0.058823529411764705,32,2,1,26
system_dhw_storage__all_faults__report_pre_1d,xgboost_depth3,0.6,61,34,27,0.9335511982570806,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.058823529411764705,32,2,2,25
system_dhw_storage__all_faults__report_pre_3d,dummy_most_frequent,0.4,61,34,27,0.5,0.0,0.0,0.0,0.0,34,0,27,0
system_dhw_storage__all_faults__report_pre_3d,dummy_most_frequent,0.5,61,34,27,0.5,0.0,0.0,0.0,0.0,34,0,27,0
system_dhw_storage__all_faults__report_pre_3d,dummy_most_frequent,0.6,61,34,27,0.5,0.0,0.0,0.0,0.0,34,0,27,0
system_dhw_storage__all_faults__report_pre_3d,hist_gradient_boosting,0.4,61,34,27,0.7233115468409586,0.6666666666666666,0.7407407407407407,0.7017543859649122,0.29411764705882354,24,10,7,20
system_dhw_storage__all_faults__report_pre_3d,hist_gradient_boosting,0.5,61,34,27,0.7009803921568627,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2647058823529412,25,9,9,18
system_dhw_storage__all_faults__report_pre_3d,hist_gradient_boosting,0.6,61,34,27,0.7265795206971677,0.7391304347826086,0.6296296296296297,0.68,0.17647058823529413,28,6,10,17
system_dhw_storage__all_faults__report_pre_3d,lightgbm_depth3,0.4,61,34,27,0.7009803921568627,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2647058823529412,25,9,9,18
system_dhw_storage__all_faults__report_pre_3d,lightgbm_depth3,0.5,61,34,27,0.7156862745098038,0.6923076923076923,0.6666666666666666,0.6792452830188679,0.23529411764705882,26,8,9,18
system_dhw_storage__all_faults__report_pre_3d,lightgbm_depth3,0.6,61,34,27,0.6971677559912854,0.68,0.6296296296296297,0.6538461538461539,0.23529411764705882,26,8,10,17
system_dhw_storage__all_faults__report_pre_3d,logistic_balanced,0.4,61,34,27,0.789760348583878,0.7333333333333333,0.8148148148148148,0.7719298245614035,0.23529411764705882,26,8,5,22
system_dhw_storage__all_faults__report_pre_3d,logistic_balanced,0.5,61,34,27,0.778322440087146,0.7916666666666666,0.7037037037037037,0.7450980392156863,0.14705882352941177,29,5,8,19
system_dhw_storage__all_faults__report_pre_3d,logistic_balanced,0.6,61,34,27,0.7854030501089324,0.8947368421052632,0.6296296296296297,0.7391304347826086,0.058823529411764705,32,2,10,17
system_dhw_storage__all_faults__report_pre_3d,random_forest_depth3,0.4,61,34,27,0.7826797385620915,0.6857142857142857,0.8888888888888888,0.7741935483870968,0.3235294117647059,23,11,3,24
system_dhw_storage__all_faults__report_pre_3d,random_forest_depth3,0.5,61,34,27,0.8191721132897603,0.7857142857142857,0.8148148148148148,0.8,0.17647058823529413,28,6,5,22
system_dhw_storage__all_faults__report_pre_3d,random_forest_depth3,0.6,61,34,27,0.7745098039215685,0.8181818181818182,0.6666666666666666,0.7346938775510204,0.11764705882352941,30,4,9,18
system_dhw_storage__all_faults__report_pre_3d,xgboost_depth3,0.4,61,34,27,0.7418300653594772,0.6774193548387096,0.7777777777777778,0.7241379310344828,0.29411764705882354,24,10,6,21
system_dhw_storage__all_faults__report_pre_3d,xgboost_depth3,0.5,61,34,27,0.7712418300653594,0.7241379310344828,0.7777777777777778,0.75,0.23529411764705882,26,8,6,21
system_dhw_storage__all_faults__report_pre_3d,xgboost_depth3,0.6,61,34,27,0.7859477124183006,0.75,0.7777777777777778,0.7636363636363637,0.20588235294117646,27,7,6,21
system_dhw_storage__all_faults__report_pre_5d,dummy_most_frequent,0.4,61,34,27,0.5,0.0,0.0,0.0,0.0,34,0,27,0
system_dhw_storage__all_faults__report_pre_5d,dummy_most_frequent,0.5,61,34,27,0.5,0.0,0.0,0.0,0.0,34,0,27,0
system_dhw_storage__all_faults__report_pre_5d,dummy_most_frequent,0.6,61,34,27,0.5,0.0,0.0,0.0,0.0,34,0,27,0
system_dhw_storage__all_faults__report_pre_5d,hist_gradient_boosting,0.4,61,34,27,0.7380174291938998,0.6896551724137931,0.7407407407407407,0.7142857142857143,0.2647058823529412,25,9,7,20
system_dhw_storage__all_faults__report_pre_5d,hist_gradient_boosting,0.5,61,34,27,0.7194989106753813,0.6785714285714286,0.7037037037037037,0.6909090909090909,0.2647058823529412,25,9,8,19
system_dhw_storage__all_faults__report_pre_5d,hist_gradient_boosting,0.6,61,34,27,0.7265795206971677,0.7391304347826086,0.6296296296296297,0.68,0.17647058823529413,28,6,10,17
system_dhw_storage__all_faults__report_pre_5d,lightgbm_depth3,0.4,61,34,27,0.6824618736383443,0.6538461538461539,0.6296296296296297,0.6415094339622641,0.2647058823529412,25,9,10,17
system_dhw_storage__all_faults__report_pre_5d,lightgbm_depth3,0.5,61,34,27,0.6416122004357299,0.6363636363636364,0.5185185185185185,0.5714285714285714,0.23529411764705882,26,8,13,14
system_dhw_storage__all_faults__report_pre_5d,lightgbm_depth3,0.6,61,34,27,0.656318082788671,0.6666666666666666,0.5185185185185185,0.5833333333333334,0.20588235294117646,27,7,13,14
system_dhw_storage__all_faults__report_pre_5d,logistic_balanced,0.4,61,34,27,0.8229847494553377,0.7666666666666667,0.8518518518518519,0.8070175438596491,0.20588235294117646,27,7,4,23
system_dhw_storage__all_faults__report_pre_5d,logistic_balanced,0.5,61,34,27,0.7598039215686274,0.782608695652174,0.6666666666666666,0.72,0.14705882352941177,29,5,9,18
system_dhw_storage__all_faults__report_pre_5d,logistic_balanced,0.6,61,34,27,0.8001089324618736,0.9444444444444444,0.6296296296296297,0.7555555555555555,0.029411764705882353,33,1,10,17
system_dhw_storage__all_faults__report_pre_5d,random_forest_depth3,0.4,61,34,27,0.7826797385620915,0.6857142857142857,0.8888888888888888,0.7741935483870968,0.3235294117647059,23,11,3,24
system_dhw_storage__all_faults__report_pre_5d,random_forest_depth3,0.5,61,34,27,0.8044662309368191,0.7586206896551724,0.8148148148148148,0.7857142857142857,0.20588235294117646,27,7,5,22
system_dhw_storage__all_faults__report_pre_5d,random_forest_depth3,0.6,61,34,27,0.7189542483660131,0.7894736842105263,0.5555555555555556,0.6521739130434783,0.11764705882352941,30,4,12,15
system_dhw_storage__all_faults__report_pre_5d,xgboost_depth3,0.4,61,34,27,0.789760348583878,0.7333333333333333,0.8148148148148148,0.7719298245614035,0.23529411764705882,26,8,5,22
system_dhw_storage__all_faults__report_pre_5d,xgboost_depth3,0.5,61,34,27,0.7712418300653594,0.7241379310344828,0.7777777777777778,0.75,0.23529411764705882,26,8,6,21
system_dhw_storage__all_faults__report_pre_5d,xgboost_depth3,0.6,61,34,27,0.7156862745098038,0.6923076923076923,0.6666666666666666,0.6792452830188679,0.23529411764705882,26,8,9,18
system_dhw_storage__all_faults__report_pre_7d,dummy_most_frequent,0.4,61,34,27,0.5,0.0,0.0,0.0,0.0,34,0,27,0
system_dhw_storage__all_faults__report_pre_7d,dummy_most_frequent,0.5,61,34,27,0.5,0.0,0.0,0.0,0.0,34,0,27,0
system_dhw_storage__all_faults__report_pre_7d,dummy_most_frequent,0.6,61,34,27,0.5,0.0,0.0,0.0,0.0,34,0,27,0
system_dhw_storage__all_faults__report_pre_7d,hist_gradient_boosting,0.4,61,34,27,0.7935729847494554,0.71875,0.8518518518518519,0.7796610169491526,0.2647058823529412,25,9,4,23
system_dhw_storage__all_faults__report_pre_7d,hist_gradient_boosting,0.5,61,34,27,0.7156862745098038,0.6923076923076923,0.6666666666666666,0.6792452830188679,0.23529411764705882,26,8,9,18
system_dhw_storage__all_faults__report_pre_7d,hist_gradient_boosting,0.6,61,34,27,0.7265795206971677,0.7391304347826086,0.6296296296296297,0.68,0.17647058823529413,28,6,10,17
system_dhw_storage__all_faults__report_pre_7d,lightgbm_depth3,0.4,61,34,27,0.7527233115468409,0.7142857142857143,0.7407407407407407,0.7272727272727273,0.23529411764705882,26,8,7,20
system_dhw_storage__all_faults__report_pre_7d,lightgbm_depth3,0.5,61,34,27,0.7674291938997821,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.20588235294117646,27,7,7,20
system_dhw_storage__all_faults__report_pre_7d,lightgbm_depth3,0.6,61,34,27,0.7303921568627451,0.72,0.6666666666666666,0.6923076923076923,0.20588235294117646,27,7,9,18
