dataset_id,model,threshold,rows,normal_rows,pre_event_rows,balanced_accuracy,precision,recall,f1,normal_fpr,tn,fp,fn,tp
all_systems__fault_leakage_water_loss__report_pre_3d,lightgbm_depth3,0.5,74,65,9,0.6435897435897436,0.5,0.3333333333333333,0.4,0.046153846153846156,62,3,6,3
all_systems__fault_leakage_water_loss__report_pre_3d,lightgbm_depth3,0.6,74,65,9,0.5957264957264957,0.5,0.2222222222222222,0.3076923076923077,0.03076923076923077,63,2,7,2
all_systems__fault_leakage_water_loss__report_pre_3d,logistic_balanced,0.4,74,65,9,0.8598290598290599,0.42105263157894735,0.8888888888888888,0.5714285714285714,0.16923076923076924,54,11,1,8
all_systems__fault_leakage_water_loss__report_pre_3d,logistic_balanced,0.5,74,65,9,0.8350427350427351,0.5,0.7777777777777778,0.6086956521739131,0.1076923076923077,58,7,2,7
all_systems__fault_leakage_water_loss__report_pre_3d,logistic_balanced,0.6,74,65,9,0.8581196581196582,0.6363636363636364,0.7777777777777778,0.7,0.06153846153846154,61,4,2,7
all_systems__fault_leakage_water_loss__report_pre_3d,random_forest_depth3,0.4,74,65,9,0.7316239316239317,0.45454545454545453,0.5555555555555556,0.5,0.09230769230769231,59,6,4,5
all_systems__fault_leakage_water_loss__report_pre_3d,random_forest_depth3,0.5,74,65,9,0.7623931623931623,0.7142857142857143,0.5555555555555556,0.625,0.03076923076923077,63,2,4,5
all_systems__fault_leakage_water_loss__report_pre_3d,random_forest_depth3,0.6,74,65,9,0.49230769230769234,0.0,0.0,0.0,0.015384615384615385,64,1,9,0
all_systems__fault_leakage_water_loss__report_pre_3d,xgboost_depth3,0.4,74,65,9,0.6837606837606838,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.07692307692307693,60,5,5,4
all_systems__fault_leakage_water_loss__report_pre_3d,xgboost_depth3,0.5,74,65,9,0.6914529914529914,0.5,0.4444444444444444,0.47058823529411764,0.06153846153846154,61,4,5,4
all_systems__fault_leakage_water_loss__report_pre_3d,xgboost_depth3,0.6,74,65,9,0.7068376068376068,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.03076923076923077,63,2,5,4
all_systems__fault_leakage_water_loss__report_pre_5d,dummy_most_frequent,0.4,74,65,9,0.5,0.0,0.0,0.0,0.0,65,0,9,0
all_systems__fault_leakage_water_loss__report_pre_5d,dummy_most_frequent,0.5,74,65,9,0.5,0.0,0.0,0.0,0.0,65,0,9,0
all_systems__fault_leakage_water_loss__report_pre_5d,dummy_most_frequent,0.6,74,65,9,0.5,0.0,0.0,0.0,0.0,65,0,9,0
all_systems__fault_leakage_water_loss__report_pre_5d,hist_gradient_boosting,0.4,74,65,9,0.5247863247863248,0.2,0.1111111111111111,0.14285714285714285,0.06153846153846154,61,4,8,1
all_systems__fault_leakage_water_loss__report_pre_5d,hist_gradient_boosting,0.5,74,65,9,0.5478632478632479,0.5,0.1111111111111111,0.18181818181818182,0.015384615384615385,64,1,8,1
all_systems__fault_leakage_water_loss__report_pre_5d,hist_gradient_boosting,0.6,74,65,9,0.5,0.0,0.0,0.0,0.0,65,0,9,0
all_systems__fault_leakage_water_loss__report_pre_5d,lightgbm_depth3,0.4,74,65,9,0.564957264957265,0.25,0.2222222222222222,0.23529411764705882,0.09230769230769231,59,6,7,2
all_systems__fault_leakage_water_loss__report_pre_5d,lightgbm_depth3,0.5,74,65,9,0.564957264957265,0.25,0.2222222222222222,0.23529411764705882,0.09230769230769231,59,6,7,2
all_systems__fault_leakage_water_loss__report_pre_5d,lightgbm_depth3,0.6,74,65,9,0.564957264957265,0.25,0.2222222222222222,0.23529411764705882,0.09230769230769231,59,6,7,2
all_systems__fault_leakage_water_loss__report_pre_5d,logistic_balanced,0.4,74,65,9,0.8444444444444444,0.38095238095238093,0.8888888888888888,0.5333333333333333,0.2,52,13,1,8
all_systems__fault_leakage_water_loss__report_pre_5d,logistic_balanced,0.5,74,65,9,0.8982905982905982,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.09230769230769231,59,6,1,8
all_systems__fault_leakage_water_loss__report_pre_5d,logistic_balanced,0.6,74,65,9,0.8581196581196582,0.6363636363636364,0.7777777777777778,0.7,0.06153846153846154,61,4,2,7
all_systems__fault_leakage_water_loss__report_pre_5d,random_forest_depth3,0.4,74,65,9,0.7794871794871795,0.46153846153846156,0.6666666666666666,0.5454545454545454,0.1076923076923077,58,7,3,6
all_systems__fault_leakage_water_loss__report_pre_5d,random_forest_depth3,0.5,74,65,9,0.6991452991452991,0.5714285714285714,0.4444444444444444,0.5,0.046153846153846156,62,3,5,4
all_systems__fault_leakage_water_loss__report_pre_5d,random_forest_depth3,0.6,74,65,9,0.5555555555555556,1.0,0.1111111111111111,0.2,0.0,65,0,8,1
all_systems__fault_leakage_water_loss__report_pre_5d,xgboost_depth3,0.4,74,65,9,0.6128205128205129,0.3,0.3333333333333333,0.3157894736842105,0.1076923076923077,58,7,6,3
all_systems__fault_leakage_water_loss__report_pre_5d,xgboost_depth3,0.5,74,65,9,0.564957264957265,0.25,0.2222222222222222,0.23529411764705882,0.09230769230769231,59,6,7,2
all_systems__fault_leakage_water_loss__report_pre_5d,xgboost_depth3,0.6,74,65,9,0.564957264957265,0.25,0.2222222222222222,0.23529411764705882,0.09230769230769231,59,6,7,2
all_systems__fault_leakage_water_loss__report_pre_7d,dummy_most_frequent,0.4,74,65,9,0.5,0.0,0.0,0.0,0.0,65,0,9,0
all_systems__fault_leakage_water_loss__report_pre_7d,dummy_most_frequent,0.5,74,65,9,0.5,0.0,0.0,0.0,0.0,65,0,9,0
all_systems__fault_leakage_water_loss__report_pre_7d,dummy_most_frequent,0.6,74,65,9,0.5,0.0,0.0,0.0,0.0,65,0,9,0
all_systems__fault_leakage_water_loss__report_pre_7d,hist_gradient_boosting,0.4,74,65,9,0.5324786324786325,0.25,0.1111111111111111,0.15384615384615385,0.046153846153846156,62,3,8,1
all_systems__fault_leakage_water_loss__report_pre_7d,hist_gradient_boosting,0.5,74,65,9,0.5401709401709401,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.03076923076923077,63,2,8,1
all_systems__fault_leakage_water_loss__report_pre_7d,hist_gradient_boosting,0.6,74,65,9,0.5,0.0,0.0,0.0,0.0,65,0,9,0
all_systems__fault_leakage_water_loss__report_pre_7d,lightgbm_depth3,0.4,74,65,9,0.564957264957265,0.25,0.2222222222222222,0.23529411764705882,0.09230769230769231,59,6,7,2
all_systems__fault_leakage_water_loss__report_pre_7d,lightgbm_depth3,0.5,74,65,9,0.564957264957265,0.25,0.2222222222222222,0.23529411764705882,0.09230769230769231,59,6,7,2
all_systems__fault_leakage_water_loss__report_pre_7d,lightgbm_depth3,0.6,74,65,9,0.564957264957265,0.25,0.2222222222222222,0.23529411764705882,0.09230769230769231,59,6,7,2
all_systems__fault_leakage_water_loss__report_pre_7d,logistic_balanced,0.4,74,65,9,0.7564102564102564,0.375,0.6666666666666666,0.48,0.15384615384615385,55,10,3,6
all_systems__fault_leakage_water_loss__report_pre_7d,logistic_balanced,0.5,74,65,9,0.747008547008547,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.06153846153846154,61,4,4,5
all_systems__fault_leakage_water_loss__report_pre_7d,logistic_balanced,0.6,74,65,9,0.7547008547008547,0.625,0.5555555555555556,0.5882352941176471,0.046153846153846156,62,3,4,5
all_systems__fault_leakage_water_loss__report_pre_7d,random_forest_depth3,0.4,74,65,9,0.6760683760683761,0.4,0.4444444444444444,0.42105263157894735,0.09230769230769231,59,6,5,4
all_systems__fault_leakage_water_loss__report_pre_7d,random_forest_depth3,0.5,74,65,9,0.7145299145299145,0.8,0.4444444444444444,0.5714285714285714,0.015384615384615385,64,1,5,4
all_systems__fault_leakage_water_loss__report_pre_7d,random_forest_depth3,0.6,74,65,9,0.6666666666666666,1.0,0.3333333333333333,0.5,0.0,65,0,6,3
all_systems__fault_leakage_water_loss__report_pre_7d,xgboost_depth3,0.4,74,65,9,0.6683760683760684,0.36363636363636365,0.4444444444444444,0.4,0.1076923076923077,58,7,5,4
all_systems__fault_leakage_water_loss__report_pre_7d,xgboost_depth3,0.5,74,65,9,0.6837606837606838,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.07692307692307693,60,5,5,4
all_systems__fault_leakage_water_loss__report_pre_7d,xgboost_depth3,0.6,74,65,9,0.6358974358974359,0.42857142857142855,0.3333333333333333,0.375,0.06153846153846154,61,4,6,3
all_systems__fault_pressure_regulator__report_pre_1d,dummy_most_frequent,0.4,73,65,8,0.5,0.0,0.0,0.0,0.0,65,0,8,0
all_systems__fault_pressure_regulator__report_pre_1d,dummy_most_frequent,0.5,73,65,8,0.5,0.0,0.0,0.0,0.0,65,0,8,0
all_systems__fault_pressure_regulator__report_pre_1d,dummy_most_frequent,0.6,73,65,8,0.5,0.0,0.0,0.0,0.0,65,0,8,0
all_systems__fault_pressure_regulator__report_pre_1d,hist_gradient_boosting,0.4,73,65,8,0.875,1.0,0.75,0.8571428571428571,0.0,65,0,2,6
all_systems__fault_pressure_regulator__report_pre_1d,hist_gradient_boosting,0.5,73,65,8,0.875,1.0,0.75,0.8571428571428571,0.0,65,0,2,6
all_systems__fault_pressure_regulator__report_pre_1d,hist_gradient_boosting,0.6,73,65,8,0.8125,1.0,0.625,0.7692307692307693,0.0,65,0,3,5
all_systems__fault_pressure_regulator__report_pre_1d,lightgbm_depth3,0.4,73,65,8,0.851923076923077,0.6666666666666666,0.75,0.7058823529411765,0.046153846153846156,62,3,2,6
all_systems__fault_pressure_regulator__report_pre_1d,lightgbm_depth3,0.5,73,65,8,0.851923076923077,0.6666666666666666,0.75,0.7058823529411765,0.046153846153846156,62,3,2,6
all_systems__fault_pressure_regulator__report_pre_1d,lightgbm_depth3,0.6,73,65,8,0.8596153846153847,0.75,0.75,0.75,0.03076923076923077,63,2,2,6
all_systems__fault_pressure_regulator__report_pre_1d,logistic_balanced,0.4,73,65,8,0.8067307692307693,0.2916666666666667,0.875,0.4375,0.26153846153846155,48,17,1,7
all_systems__fault_pressure_regulator__report_pre_1d,logistic_balanced,0.5,73,65,8,0.7826923076923077,0.3333333333333333,0.75,0.46153846153846156,0.18461538461538463,53,12,2,6
all_systems__fault_pressure_regulator__report_pre_1d,logistic_balanced,0.6,73,65,8,0.8057692307692308,0.4,0.75,0.5217391304347826,0.13846153846153847,56,9,2,6
all_systems__fault_pressure_regulator__report_pre_1d,random_forest_depth3,0.4,73,65,8,1.0,1.0,1.0,1.0,0.0,65,0,0,8
all_systems__fault_pressure_regulator__report_pre_1d,random_forest_depth3,0.5,73,65,8,1.0,1.0,1.0,1.0,0.0,65,0,0,8
all_systems__fault_pressure_regulator__report_pre_1d,random_forest_depth3,0.6,73,65,8,0.875,1.0,0.75,0.8571428571428571,0.0,65,0,2,6
all_systems__fault_pressure_regulator__report_pre_1d,xgboost_depth3,0.4,73,65,8,0.851923076923077,0.6666666666666666,0.75,0.7058823529411765,0.046153846153846156,62,3,2,6
all_systems__fault_pressure_regulator__report_pre_1d,xgboost_depth3,0.5,73,65,8,0.8673076923076923,0.8571428571428571,0.75,0.8,0.015384615384615385,64,1,2,6
all_systems__fault_pressure_regulator__report_pre_1d,xgboost_depth3,0.6,73,65,8,0.875,1.0,0.75,0.8571428571428571,0.0,65,0,2,6
all_systems__fault_pressure_regulator__report_pre_3d,dummy_most_frequent,0.4,73,65,8,0.5,0.0,0.0,0.0,0.0,65,0,8,0
all_systems__fault_pressure_regulator__report_pre_3d,dummy_most_frequent,0.5,73,65,8,0.5,0.0,0.0,0.0,0.0,65,0,8,0
all_systems__fault_pressure_regulator__report_pre_3d,dummy_most_frequent,0.6,73,65,8,0.5,0.0,0.0,0.0,0.0,65,0,8,0
all_systems__fault_pressure_regulator__report_pre_3d,hist_gradient_boosting,0.4,73,65,8,0.5471153846153847,0.3333333333333333,0.125,0.18181818181818182,0.03076923076923077,63,2,7,1
all_systems__fault_pressure_regulator__report_pre_3d,hist_gradient_boosting,0.5,73,65,8,0.5,0.0,0.0,0.0,0.0,65,0,8,0
all_systems__fault_pressure_regulator__report_pre_3d,hist_gradient_boosting,0.6,73,65,8,0.5,0.0,0.0,0.0,0.0,65,0,8,0
all_systems__fault_pressure_regulator__report_pre_3d,lightgbm_depth3,0.4,73,65,8,0.6336538461538461,0.3,0.375,0.3333333333333333,0.1076923076923077,58,7,5,3
all_systems__fault_pressure_regulator__report_pre_3d,lightgbm_depth3,0.5,73,65,8,0.6413461538461538,0.3333333333333333,0.375,0.35294117647058826,0.09230769230769231,59,6,5,3
all_systems__fault_pressure_regulator__report_pre_3d,lightgbm_depth3,0.6,73,65,8,0.5788461538461538,0.25,0.25,0.25,0.09230769230769231,59,6,6,2
all_systems__fault_pressure_regulator__report_pre_3d,logistic_balanced,0.4,73,65,8,0.8682692307692308,0.4375,0.875,0.5833333333333334,0.13846153846153847,56,9,1,7
all_systems__fault_pressure_regulator__report_pre_3d,logistic_balanced,0.5,73,65,8,0.8288461538461538,0.5,0.75,0.6,0.09230769230769231,59,6,2,6
all_systems__fault_pressure_regulator__report_pre_3d,logistic_balanced,0.6,73,65,8,0.8442307692307692,0.6,0.75,0.6666666666666666,0.06153846153846154,61,4,2,6
all_systems__fault_pressure_regulator__report_pre_3d,random_forest_depth3,0.4,73,65,8,0.6807692307692308,0.3076923076923077,0.5,0.38095238095238093,0.13846153846153847,56,9,4,4
all_systems__fault_pressure_regulator__report_pre_3d,random_forest_depth3,0.5,73,65,8,0.5942307692307692,0.3333333333333333,0.25,0.2857142857142857,0.06153846153846154,61,4,6,2
all_systems__fault_pressure_regulator__report_pre_3d,random_forest_depth3,0.6,73,65,8,0.47692307692307695,0.0,0.0,0.0,0.046153846153846156,62,3,8,0
all_systems__fault_pressure_regulator__report_pre_3d,xgboost_depth3,0.4,73,65,8,0.6182692307692308,0.25,0.375,0.3,0.13846153846153847,56,9,5,3
all_systems__fault_pressure_regulator__report_pre_3d,xgboost_depth3,0.5,73,65,8,0.6259615384615385,0.2727272727272727,0.375,0.3157894736842105,0.12307692307692308,57,8,5,3
all_systems__fault_pressure_regulator__report_pre_3d,xgboost_depth3,0.6,73,65,8,0.6413461538461538,0.3333333333333333,0.375,0.35294117647058826,0.09230769230769231,59,6,5,3
all_systems__fault_pressure_regulator__report_pre_5d,dummy_most_frequent,0.4,73,65,8,0.5,0.0,0.0,0.0,0.0,65,0,8,0
all_systems__fault_pressure_regulator__report_pre_5d,dummy_most_frequent,0.5,73,65,8,0.5,0.0,0.0,0.0,0.0,65,0,8,0
all_systems__fault_pressure_regulator__report_pre_5d,dummy_most_frequent,0.6,73,65,8,0.5,0.0,0.0,0.0,0.0,65,0,8,0
all_systems__fault_pressure_regulator__report_pre_5d,hist_gradient_boosting,0.4,73,65,8,0.539423076923077,0.25,0.125,0.16666666666666666,0.046153846153846156,62,3,7,1
all_systems__fault_pressure_regulator__report_pre_5d,hist_gradient_boosting,0.5,73,65,8,0.5548076923076923,0.5,0.125,0.2,0.015384615384615385,64,1,7,1
all_systems__fault_pressure_regulator__report_pre_5d,hist_gradient_boosting,0.6,73,65,8,0.5,0.0,0.0,0.0,0.0,65,0,8,0
all_systems__fault_pressure_regulator__report_pre_5d,lightgbm_depth3,0.4,73,65,8,0.6961538461538461,0.36363636363636365,0.5,0.42105263157894735,0.1076923076923077,58,7,4,4
all_systems__fault_pressure_regulator__report_pre_5d,lightgbm_depth3,0.5,73,65,8,0.6490384615384616,0.375,0.375,0.375,0.07692307692307693,60,5,5,3
all_systems__fault_pressure_regulator__report_pre_5d,lightgbm_depth3,0.6,73,65,8,0.5865384615384616,0.2857142857142857,0.25,0.26666666666666666,0.07692307692307693,60,5,6,2
all_systems__fault_pressure_regulator__report_pre_5d,logistic_balanced,0.4,73,65,8,0.8134615384615385,0.42857142857142855,0.75,0.5454545454545454,0.12307692307692308,57,8,2,6
all_systems__fault_pressure_regulator__report_pre_5d,logistic_balanced,0.5,73,65,8,0.8365384615384616,0.5454545454545454,0.75,0.631578947368421,0.07692307692307693,60,5,2,6
all_systems__fault_pressure_regulator__report_pre_5d,logistic_balanced,0.6,73,65,8,0.8442307692307692,0.6,0.75,0.6666666666666666,0.06153846153846154,61,4,2,6
all_systems__fault_pressure_regulator__report_pre_5d,random_forest_depth3,0.4,73,65,8,0.6884615384615385,0.3333333333333333,0.5,0.4,0.12307692307692308,57,8,4,4
all_systems__fault_pressure_regulator__report_pre_5d,random_forest_depth3,0.5,73,65,8,0.664423076923077,0.5,0.375,0.42857142857142855,0.046153846153846156,62,3,5,3
all_systems__fault_pressure_regulator__report_pre_5d,random_forest_depth3,0.6,73,65,8,0.6173076923076923,0.6666666666666666,0.25,0.36363636363636365,0.015384615384615385,64,1,6,2
all_systems__fault_pressure_regulator__report_pre_5d,xgboost_depth3,0.4,73,65,8,0.6182692307692308,0.25,0.375,0.3,0.13846153846153847,56,9,5,3
all_systems__fault_pressure_regulator__report_pre_5d,xgboost_depth3,0.5,73,65,8,0.6182692307692308,0.25,0.375,0.3,0.13846153846153847,56,9,5,3
all_systems__fault_pressure_regulator__report_pre_5d,xgboost_depth3,0.6,73,65,8,0.5634615384615385,0.2,0.25,0.2222222222222222,0.12307692307692308,57,8,6,2
all_systems__fault_pressure_regulator__report_pre_7d,dummy_most_frequent,0.4,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_pressure_regulator__report_pre_7d,dummy_most_frequent,0.5,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_pressure_regulator__report_pre_7d,dummy_most_frequent,0.6,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_pressure_regulator__report_pre_7d,hist_gradient_boosting,0.4,72,65,7,0.6351648351648351,0.6666666666666666,0.2857142857142857,0.4,0.015384615384615385,64,1,5,2
all_systems__fault_pressure_regulator__report_pre_7d,hist_gradient_boosting,0.5,72,65,7,0.49230769230769234,0.0,0.0,0.0,0.015384615384615385,64,1,7,0
all_systems__fault_pressure_regulator__report_pre_7d,hist_gradient_boosting,0.6,72,65,7,0.5,0.0,0.0,0.0,0.0,65,0,7,0
all_systems__fault_pressure_regulator__report_pre_7d,lightgbm_depth3,0.4,72,65,7,0.6912087912087912,0.5,0.42857142857142855,0.46153846153846156,0.046153846153846156,62,3,4,3
all_systems__fault_pressure_regulator__report_pre_7d,lightgbm_depth3,0.5,72,65,7,0.6912087912087912,0.5,0.42857142857142855,0.46153846153846156,0.046153846153846156,62,3,4,3
all_systems__fault_pressure_regulator__report_pre_7d,lightgbm_depth3,0.6,72,65,7,0.6989010989010989,0.6,0.42857142857142855,0.5,0.03076923076923077,63,2,4,3
all_systems__fault_pressure_regulator__report_pre_7d,logistic_balanced,0.4,72,65,7,0.8593406593406594,0.4,0.8571428571428571,0.5454545454545454,0.13846153846153847,56,9,1,6
all_systems__fault_pressure_regulator__report_pre_7d,logistic_balanced,0.5,72,65,7,0.8824175824175824,0.5,0.8571428571428571,0.631578947368421,0.09230769230769231,59,6,1,6
all_systems__fault_pressure_regulator__report_pre_7d,logistic_balanced,0.6,72,65,7,0.8978021978021977,0.6,0.8571428571428571,0.7058823529411765,0.06153846153846154,61,4,1,6
all_systems__fault_pressure_regulator__report_pre_7d,random_forest_depth3,0.4,72,65,7,0.7626373626373626,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.046153846153846156,62,3,3,4
all_systems__fault_pressure_regulator__report_pre_7d,random_forest_depth3,0.5,72,65,7,0.7065934065934066,0.75,0.42857142857142855,0.5454545454545454,0.015384615384615385,64,1,4,3
all_systems__fault_pressure_regulator__report_pre_7d,random_forest_depth3,0.6,72,65,7,0.7142857142857143,1.0,0.42857142857142855,0.6,0.0,65,0,4,3
all_systems__fault_pressure_regulator__report_pre_7d,xgboost_depth3,0.4,72,65,7,0.7395604395604396,0.4,0.5714285714285714,0.47058823529411764,0.09230769230769231,59,6,3,4
all_systems__fault_pressure_regulator__report_pre_7d,xgboost_depth3,0.5,72,65,7,0.7549450549450549,0.5,0.5714285714285714,0.5333333333333333,0.06153846153846154,61,4,3,4
all_systems__fault_pressure_regulator__report_pre_7d,xgboost_depth3,0.6,72,65,7,0.6912087912087912,0.5,0.42857142857142855,0.46153846153846156,0.046153846153846156,62,3,4,3
all_systems__fault_pump_failure__report_pre_1d,dummy_most_frequent,0.4,75,65,10,0.5,0.0,0.0,0.0,0.0,65,0,10,0
all_systems__fault_pump_failure__report_pre_1d,dummy_most_frequent,0.5,75,65,10,0.5,0.0,0.0,0.0,0.0,65,0,10,0
all_systems__fault_pump_failure__report_pre_1d,dummy_most_frequent,0.6,75,65,10,0.5,0.0,0.0,0.0,0.0,65,0,10,0
all_systems__fault_pump_failure__report_pre_1d,hist_gradient_boosting,0.4,75,65,10,0.95,1.0,0.9,0.9473684210526315,0.0,65,0,1,9
all_systems__fault_pump_failure__report_pre_1d,hist_gradient_boosting,0.5,75,65,10,0.9,1.0,0.8,0.8888888888888888,0.0,65,0,2,8
all_systems__fault_pump_failure__report_pre_1d,hist_gradient_boosting,0.6,75,65,10,0.85,1.0,0.7,0.8235294117647058,0.0,65,0,3,7
all_systems__fault_pump_failure__report_pre_1d,lightgbm_depth3,0.4,75,65,10,0.8769230769230769,0.7272727272727273,0.8,0.7619047619047619,0.046153846153846156,62,3,2,8
all_systems__fault_pump_failure__report_pre_1d,lightgbm_depth3,0.5,75,65,10,0.8769230769230769,0.7272727272727273,0.8,0.7619047619047619,0.046153846153846156,62,3,2,8
all_systems__fault_pump_failure__report_pre_1d,lightgbm_depth3,0.6,75,65,10,0.8769230769230769,0.7272727272727273,0.8,0.7619047619047619,0.046153846153846156,62,3,2,8
all_systems__fault_pump_failure__report_pre_1d,logistic_balanced,0.4,75,65,10,0.7307692307692308,0.26666666666666666,0.8,0.4,0.3384615384615385,43,22,2,8
all_systems__fault_pump_failure__report_pre_1d,logistic_balanced,0.5,75,65,10,0.7192307692307692,0.2916666666666667,0.7,0.4117647058823529,0.26153846153846155,48,17,3,7
all_systems__fault_pump_failure__report_pre_1d,logistic_balanced,0.6,75,65,10,0.7423076923076923,0.3333333333333333,0.7,0.45161290322580644,0.2153846153846154,51,14,3,7
all_systems__fault_pump_failure__report_pre_1d,random_forest_depth3,0.4,75,65,10,1.0,1.0,1.0,1.0,0.0,65,0,0,10
all_systems__fault_pump_failure__report_pre_1d,random_forest_depth3,0.5,75,65,10,1.0,1.0,1.0,1.0,0.0,65,0,0,10
all_systems__fault_pump_failure__report_pre_1d,random_forest_depth3,0.6,75,65,10,0.95,1.0,0.9,0.9473684210526315,0.0,65,0,1,9
all_systems__fault_pump_failure__report_pre_1d,xgboost_depth3,0.4,75,65,10,0.8692307692307693,0.6666666666666666,0.8,0.7272727272727273,0.06153846153846154,61,4,2,8
all_systems__fault_pump_failure__report_pre_1d,xgboost_depth3,0.5,75,65,10,0.9,1.0,0.8,0.8888888888888888,0.0,65,0,2,8
all_systems__fault_pump_failure__report_pre_1d,xgboost_depth3,0.6,75,65,10,0.9,1.0,0.8,0.8888888888888888,0.0,65,0,2,8
all_systems__fault_pump_failure__report_pre_3d,dummy_most_frequent,0.4,75,65,10,0.5,0.0,0.0,0.0,0.0,65,0,10,0
all_systems__fault_pump_failure__report_pre_3d,dummy_most_frequent,0.5,75,65,10,0.5,0.0,0.0,0.0,0.0,65,0,10,0
all_systems__fault_pump_failure__report_pre_3d,dummy_most_frequent,0.6,75,65,10,0.5,0.0,0.0,0.0,0.0,65,0,10,0
all_systems__fault_pump_failure__report_pre_3d,hist_gradient_boosting,0.4,75,65,10,0.6269230769230769,0.5,0.3,0.375,0.046153846153846156,62,3,7,3
all_systems__fault_pump_failure__report_pre_3d,hist_gradient_boosting,0.5,75,65,10,0.5346153846153846,0.3333333333333333,0.1,0.15384615384615385,0.03076923076923077,63,2,9,1
all_systems__fault_pump_failure__report_pre_3d,hist_gradient_boosting,0.6,75,65,10,0.49230769230769234,0.0,0.0,0.0,0.015384615384615385,64,1,10,0
all_systems__fault_pump_failure__report_pre_3d,lightgbm_depth3,0.4,75,65,10,0.6961538461538461,0.4166666666666667,0.5,0.45454545454545453,0.1076923076923077,58,7,5,5
all_systems__fault_pump_failure__report_pre_3d,lightgbm_depth3,0.5,75,65,10,0.7038461538461538,0.45454545454545453,0.5,0.47619047619047616,0.09230769230769231,59,6,5,5
all_systems__fault_pump_failure__report_pre_3d,lightgbm_depth3,0.6,75,65,10,0.6538461538461539,0.4,0.4,0.4,0.09230769230769231,59,6,6,4
all_systems__fault_pump_failure__report_pre_3d,logistic_balanced,0.4,75,65,10,0.6576923076923077,0.29411764705882354,0.5,0.37037037037037035,0.18461538461538463,53,12,5,5
all_systems__fault_pump_failure__report_pre_3d,logistic_balanced,0.5,75,65,10,0.6153846153846154,0.26666666666666666,0.4,0.32,0.16923076923076924,54,11,6,4
all_systems__fault_pump_failure__report_pre_3d,logistic_balanced,0.6,75,65,10,0.6307692307692307,0.3076923076923077,0.4,0.34782608695652173,0.13846153846153847,56,9,6,4
all_systems__fault_pump_failure__report_pre_3d,random_forest_depth3,0.4,75,65,10,0.773076923076923,0.4117647058823529,0.7,0.5185185185185185,0.15384615384615385,55,10,3,7
all_systems__fault_pump_failure__report_pre_3d,random_forest_depth3,0.5,75,65,10,0.6269230769230769,0.5,0.3,0.375,0.046153846153846156,62,3,7,3
all_systems__fault_pump_failure__report_pre_3d,random_forest_depth3,0.6,75,65,10,0.5346153846153846,0.3333333333333333,0.1,0.15384615384615385,0.03076923076923077,63,2,9,1
all_systems__fault_pump_failure__report_pre_3d,xgboost_depth3,0.4,75,65,10,0.6615384615384616,0.4444444444444444,0.4,0.42105263157894735,0.07692307692307693,60,5,6,4
all_systems__fault_pump_failure__report_pre_3d,xgboost_depth3,0.5,75,65,10,0.6692307692307693,0.5,0.4,0.4444444444444444,0.06153846153846154,61,4,6,4
all_systems__fault_pump_failure__report_pre_3d,xgboost_depth3,0.6,75,65,10,0.6269230769230769,0.5,0.3,0.375,0.046153846153846156,62,3,7,3
all_systems__fault_pump_failure__report_pre_5d,dummy_most_frequent,0.4,75,65,10,0.5,0.0,0.0,0.0,0.0,65,0,10,0
all_systems__fault_pump_failure__report_pre_5d,dummy_most_frequent,0.5,75,65,10,0.5,0.0,0.0,0.0,0.0,65,0,10,0
all_systems__fault_pump_failure__report_pre_5d,dummy_most_frequent,0.6,75,65,10,0.5,0.0,0.0,0.0,0.0,65,0,10,0
all_systems__fault_pump_failure__report_pre_5d,hist_gradient_boosting,0.4,75,65,10,0.7846153846153846,0.75,0.6,0.6666666666666666,0.03076923076923077,63,2,4,6
all_systems__fault_pump_failure__report_pre_5d,hist_gradient_boosting,0.5,75,65,10,0.7846153846153846,0.75,0.6,0.6666666666666666,0.03076923076923077,63,2,4,6
all_systems__fault_pump_failure__report_pre_5d,hist_gradient_boosting,0.6,75,65,10,0.65,1.0,0.3,0.46153846153846156,0.0,65,0,7,3
all_systems__fault_pump_failure__report_pre_5d,lightgbm_depth3,0.4,75,65,10,0.8346153846153845,0.7777777777777778,0.7,0.7368421052631579,0.03076923076923077,63,2,3,7
all_systems__fault_pump_failure__report_pre_5d,lightgbm_depth3,0.5,75,65,10,0.8346153846153845,0.7777777777777778,0.7,0.7368421052631579,0.03076923076923077,63,2,3,7
all_systems__fault_pump_failure__report_pre_5d,lightgbm_depth3,0.6,75,65,10,0.7846153846153846,0.75,0.6,0.6666666666666666,0.03076923076923077,63,2,4,6
all_systems__fault_pump_failure__report_pre_5d,logistic_balanced,0.4,75,65,10,0.7,0.3157894736842105,0.6,0.41379310344827586,0.2,52,13,4,6
