strategy,evaluation_scope,feature_set,model,fallback_threshold,rows,normal_rows,pre_event_rows,balanced_accuracy,precision,recall,f1,normal_fpr,tn,fp,fn,tp
system_specific_threshold,M2_to_M1,standard_common_plus_system,extra_trees_depth5,0.5,61,35,26,0.5010989010989011,0.42857142857142855,0.23076923076923078,0.3,0.22857142857142856,27,8,20,6
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,extra_trees_depth5,0.5,112,65,47,0.5707037643207855,0.5,0.5106382978723404,0.5052631578947369,0.36923076923076925,41,24,23,24
system_specific_threshold,M1_CV,standard_common_plus_system,extra_trees_depth5,0.6,61,35,26,0.4824175824175824,0.4,0.3076923076923077,0.34782608695652173,0.34285714285714286,23,12,18,8
system_specific_threshold,M1_to_M2,standard_common_plus_system,extra_trees_depth5,0.6,51,30,21,0.4380952380952381,0.2727272727272727,0.14285714285714285,0.1875,0.26666666666666666,22,8,18,3
system_specific_threshold,M2_CV,standard_common_plus_system,extra_trees_depth5,0.6,51,30,21,0.7071428571428571,0.625,0.7142857142857143,0.6666666666666666,0.3,21,9,6,15
system_specific_threshold,M2_to_M1,standard_common_plus_system,extra_trees_depth5,0.6,61,35,26,0.5010989010989011,0.42857142857142855,0.23076923076923078,0.3,0.22857142857142856,27,8,20,6
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,extra_trees_depth5,0.6,112,65,47,0.5937806873977087,0.5333333333333333,0.5106382978723404,0.5217391304347826,0.3230769230769231,44,21,23,24
system_specific_threshold,M1_CV,standard_common_plus_system,hist_gradient_boosting,0.4,61,35,26,0.6494505494505495,0.7692307692307693,0.38461538461538464,0.5128205128205128,0.08571428571428572,32,3,16,10
system_specific_threshold,M1_to_M2,standard_common_plus_system,hist_gradient_boosting,0.4,51,30,21,0.4380952380952381,0.2727272727272727,0.14285714285714285,0.1875,0.26666666666666666,22,8,18,3
system_specific_threshold,M2_CV,standard_common_plus_system,hist_gradient_boosting,0.4,51,30,21,0.4738095238095238,0.25,0.047619047619047616,0.08,0.1,27,3,20,1
system_specific_threshold,M2_to_M1,standard_common_plus_system,hist_gradient_boosting,0.4,61,35,26,0.4714285714285714,0.0,0.0,0.0,0.05714285714285714,33,2,26,0
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,hist_gradient_boosting,0.4,112,65,47,0.6222585924713584,0.6666666666666666,0.3829787234042553,0.4864864864864865,0.13846153846153847,56,9,29,18
system_specific_threshold,M1_CV,standard_common_plus_system,hist_gradient_boosting,0.5,61,35,26,0.6494505494505495,0.7692307692307693,0.38461538461538464,0.5128205128205128,0.08571428571428572,32,3,16,10
system_specific_threshold,M1_to_M2,standard_common_plus_system,hist_gradient_boosting,0.5,51,30,21,0.4380952380952381,0.2727272727272727,0.14285714285714285,0.1875,0.26666666666666666,22,8,18,3
system_specific_threshold,M2_CV,standard_common_plus_system,hist_gradient_boosting,0.5,51,30,21,0.4904761904761905,0.3333333333333333,0.047619047619047616,0.08333333333333333,0.06666666666666667,28,2,20,1
system_specific_threshold,M2_to_M1,standard_common_plus_system,hist_gradient_boosting,0.5,61,35,26,0.4714285714285714,0.0,0.0,0.0,0.05714285714285714,33,2,26,0
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,hist_gradient_boosting,0.5,112,65,47,0.6222585924713584,0.6666666666666666,0.3829787234042553,0.4864864864864865,0.13846153846153847,56,9,29,18
system_specific_threshold,M1_CV,standard_common_plus_system,hist_gradient_boosting,0.6,61,35,26,0.6494505494505495,0.7692307692307693,0.38461538461538464,0.5128205128205128,0.08571428571428572,32,3,16,10
system_specific_threshold,M1_to_M2,standard_common_plus_system,hist_gradient_boosting,0.6,51,30,21,0.4380952380952381,0.2727272727272727,0.14285714285714285,0.1875,0.26666666666666666,22,8,18,3
system_specific_threshold,M2_CV,standard_common_plus_system,hist_gradient_boosting,0.6,51,30,21,0.4904761904761905,0.3333333333333333,0.047619047619047616,0.08333333333333333,0.06666666666666667,28,2,20,1
system_specific_threshold,M2_to_M1,standard_common_plus_system,hist_gradient_boosting,0.6,61,35,26,0.4857142857142857,0.0,0.0,0.0,0.02857142857142857,34,1,26,0
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,hist_gradient_boosting,0.6,112,65,47,0.6222585924713584,0.6666666666666666,0.3829787234042553,0.4864864864864865,0.13846153846153847,56,9,29,18
system_specific_threshold,M1_CV,standard_common_plus_system,lightgbm_depth3,0.4,61,35,26,0.5686813186813187,0.5238095238095238,0.4230769230769231,0.46808510638297873,0.2857142857142857,25,10,15,11
system_specific_threshold,M1_to_M2,standard_common_plus_system,lightgbm_depth3,0.4,51,30,21,0.5,0.4117647058823529,0.3333333333333333,0.3684210526315789,0.3333333333333333,20,10,14,7
system_specific_threshold,M2_CV,standard_common_plus_system,lightgbm_depth3,0.4,51,30,21,0.6285714285714286,0.5789473684210527,0.5238095238095238,0.55,0.26666666666666666,22,8,10,11
system_specific_threshold,M2_to_M1,standard_common_plus_system,lightgbm_depth3,0.4,61,35,26,0.48626373626373626,0.375,0.11538461538461539,0.17647058823529413,0.14285714285714285,30,5,23,3
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,lightgbm_depth3,0.4,112,65,47,0.6351882160392799,0.5952380952380952,0.5319148936170213,0.5617977528089888,0.26153846153846155,48,17,22,25
system_specific_threshold,M1_CV,standard_common_plus_system,lightgbm_depth3,0.5,61,35,26,0.5686813186813187,0.5238095238095238,0.4230769230769231,0.46808510638297873,0.2857142857142857,25,10,15,11
system_specific_threshold,M1_to_M2,standard_common_plus_system,lightgbm_depth3,0.5,51,30,21,0.5,0.4117647058823529,0.3333333333333333,0.3684210526315789,0.3333333333333333,20,10,14,7
system_specific_threshold,M2_CV,standard_common_plus_system,lightgbm_depth3,0.5,51,30,21,0.6452380952380953,0.6111111111111112,0.5238095238095238,0.5641025641025641,0.23333333333333334,23,7,10,11
system_specific_threshold,M2_to_M1,standard_common_plus_system,lightgbm_depth3,0.5,61,35,26,0.48626373626373626,0.375,0.11538461538461539,0.17647058823529413,0.14285714285714285,30,5,23,3
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,lightgbm_depth3,0.5,112,65,47,0.6351882160392799,0.5952380952380952,0.5319148936170213,0.5617977528089888,0.26153846153846155,48,17,22,25
system_specific_threshold,M1_CV,standard_common_plus_system,lightgbm_depth3,0.6,61,35,26,0.582967032967033,0.55,0.4230769230769231,0.4782608695652174,0.2571428571428571,26,9,15,11
system_specific_threshold,M1_to_M2,standard_common_plus_system,lightgbm_depth3,0.6,51,30,21,0.5,0.4117647058823529,0.3333333333333333,0.3684210526315789,0.3333333333333333,20,10,14,7
system_specific_threshold,M2_CV,standard_common_plus_system,lightgbm_depth3,0.6,51,30,21,0.6452380952380953,0.6111111111111112,0.5238095238095238,0.5641025641025641,0.23333333333333334,23,7,10,11
system_specific_threshold,M2_to_M1,standard_common_plus_system,lightgbm_depth3,0.6,61,35,26,0.48626373626373626,0.375,0.11538461538461539,0.17647058823529413,0.14285714285714285,30,5,23,3
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,lightgbm_depth3,0.6,112,65,47,0.6351882160392799,0.5952380952380952,0.5319148936170213,0.5617977528089888,0.26153846153846155,48,17,22,25
system_specific_threshold,M1_CV,standard_common_plus_system,logistic_balanced,0.4,61,35,26,0.48736263736263735,0.4090909090909091,0.34615384615384615,0.375,0.37142857142857144,22,13,17,9
system_specific_threshold,M1_to_M2,standard_common_plus_system,logistic_balanced,0.4,51,30,21,0.5,0.4117647058823529,1.0,0.5833333333333334,1.0,0,30,0,21
system_specific_threshold,M2_CV,standard_common_plus_system,logistic_balanced,0.4,51,30,21,0.5571428571428572,0.5,0.38095238095238093,0.43243243243243246,0.26666666666666666,22,8,13,8
system_specific_threshold,M2_to_M1,standard_common_plus_system,logistic_balanced,0.4,61,35,26,0.5725274725274725,0.6666666666666666,0.23076923076923078,0.34285714285714286,0.08571428571428572,32,3,20,6
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,logistic_balanced,0.4,112,65,47,0.5819967266775777,0.5405405405405406,0.425531914893617,0.47619047619047616,0.26153846153846155,48,17,27,20
system_specific_threshold,M1_CV,standard_common_plus_system,logistic_balanced,0.5,61,35,26,0.5016483516483516,0.42857142857142855,0.34615384615384615,0.3829787234042553,0.34285714285714286,23,12,17,9
system_specific_threshold,M1_to_M2,standard_common_plus_system,logistic_balanced,0.5,51,30,21,0.5,0.4117647058823529,1.0,0.5833333333333334,1.0,0,30,0,21
system_specific_threshold,M2_CV,standard_common_plus_system,logistic_balanced,0.5,51,30,21,0.5571428571428572,0.5,0.38095238095238093,0.43243243243243246,0.26666666666666666,22,8,13,8
system_specific_threshold,M2_to_M1,standard_common_plus_system,logistic_balanced,0.5,61,35,26,0.5725274725274725,0.6666666666666666,0.23076923076923078,0.34285714285714286,0.08571428571428572,32,3,20,6
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,logistic_balanced,0.5,112,65,47,0.5819967266775777,0.5405405405405406,0.425531914893617,0.47619047619047616,0.26153846153846155,48,17,27,20
system_specific_threshold,M1_CV,standard_common_plus_system,logistic_balanced,0.6,61,35,26,0.5016483516483516,0.42857142857142855,0.34615384615384615,0.3829787234042553,0.34285714285714286,23,12,17,9
system_specific_threshold,M1_to_M2,standard_common_plus_system,logistic_balanced,0.6,51,30,21,0.5,0.4117647058823529,1.0,0.5833333333333334,1.0,0,30,0,21
system_specific_threshold,M2_CV,standard_common_plus_system,logistic_balanced,0.6,51,30,21,0.5738095238095238,0.5333333333333333,0.38095238095238093,0.4444444444444444,0.23333333333333334,23,7,13,8
system_specific_threshold,M2_to_M1,standard_common_plus_system,logistic_balanced,0.6,61,35,26,0.5725274725274725,0.6666666666666666,0.23076923076923078,0.34285714285714286,0.08571428571428572,32,3,20,6
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,logistic_balanced,0.6,112,65,47,0.5973813420621932,0.5714285714285714,0.425531914893617,0.4878048780487805,0.23076923076923078,50,15,27,20
system_specific_threshold,M1_CV,standard_common_plus_system,random_forest_depth3,0.4,61,35,26,0.5351648351648352,0.47619047619047616,0.38461538461538464,0.425531914893617,0.3142857142857143,24,11,16,10
system_specific_threshold,M1_to_M2,standard_common_plus_system,random_forest_depth3,0.4,51,30,21,0.5119047619047619,0.4444444444444444,0.19047619047619047,0.26666666666666666,0.16666666666666666,25,5,17,4
system_specific_threshold,M2_CV,standard_common_plus_system,random_forest_depth3,0.4,51,30,21,0.6952380952380952,0.7333333333333333,0.5238095238095238,0.6111111111111112,0.13333333333333333,26,4,10,11
system_specific_threshold,M2_to_M1,standard_common_plus_system,random_forest_depth3,0.4,61,35,26,0.42142857142857143,0.3611111111111111,0.5,0.41935483870967744,0.6571428571428571,12,23,13,13
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,random_forest_depth3,0.4,112,65,47,0.6127659574468085,0.6060606060606061,0.425531914893617,0.5,0.2,52,13,27,20
system_specific_threshold,M1_CV,standard_common_plus_system,random_forest_depth3,0.5,61,35,26,0.5351648351648352,0.47619047619047616,0.38461538461538464,0.425531914893617,0.3142857142857143,24,11,16,10
system_specific_threshold,M1_to_M2,standard_common_plus_system,random_forest_depth3,0.5,51,30,21,0.5119047619047619,0.4444444444444444,0.19047619047619047,0.26666666666666666,0.16666666666666666,25,5,17,4
system_specific_threshold,M2_CV,standard_common_plus_system,random_forest_depth3,0.5,51,30,21,0.6952380952380952,0.7333333333333333,0.5238095238095238,0.6111111111111112,0.13333333333333333,26,4,10,11
system_specific_threshold,M2_to_M1,standard_common_plus_system,random_forest_depth3,0.5,61,35,26,0.42142857142857143,0.3611111111111111,0.5,0.41935483870967744,0.6571428571428571,12,23,13,13
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,random_forest_depth3,0.5,112,65,47,0.6127659574468085,0.6060606060606061,0.425531914893617,0.5,0.2,52,13,27,20
system_specific_threshold,M1_CV,standard_common_plus_system,random_forest_depth3,0.6,61,35,26,0.5494505494505495,0.5,0.38461538461538464,0.43478260869565216,0.2857142857142857,25,10,16,10
system_specific_threshold,M1_to_M2,standard_common_plus_system,random_forest_depth3,0.6,51,30,21,0.5119047619047619,0.4444444444444444,0.19047619047619047,0.26666666666666666,0.16666666666666666,25,5,17,4
system_specific_threshold,M2_CV,standard_common_plus_system,random_forest_depth3,0.6,51,30,21,0.7119047619047619,0.7857142857142857,0.5238095238095238,0.6285714285714286,0.1,27,3,10,11
system_specific_threshold,M2_to_M1,standard_common_plus_system,random_forest_depth3,0.6,61,35,26,0.4357142857142857,0.37142857142857144,0.5,0.4262295081967213,0.6285714285714286,13,22,13,13
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,random_forest_depth3,0.6,112,65,47,0.6127659574468085,0.6060606060606061,0.425531914893617,0.5,0.2,52,13,27,20
system_specific_threshold,M1_CV,standard_common_plus_system,random_forest_depth5,0.4,61,35,26,0.5681318681318681,0.5714285714285714,0.3076923076923077,0.4,0.17142857142857143,29,6,18,8
system_specific_threshold,M1_to_M2,standard_common_plus_system,random_forest_depth5,0.4,51,30,21,0.42380952380952386,0.14285714285714285,0.047619047619047616,0.07142857142857142,0.2,24,6,20,1
system_specific_threshold,M2_CV,standard_common_plus_system,random_forest_depth5,0.4,51,30,21,0.6642857142857143,0.75,0.42857142857142855,0.5454545454545454,0.1,27,3,12,9
system_specific_threshold,M2_to_M1,standard_common_plus_system,random_forest_depth5,0.4,61,35,26,0.5494505494505495,0.5,0.38461538461538464,0.43478260869565216,0.2857142857142857,25,10,16,10
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,random_forest_depth5,0.4,112,65,47,0.6057283142389526,0.6818181818181818,0.3191489361702128,0.43478260869565216,0.1076923076923077,58,7,32,15
system_specific_threshold,M1_CV,standard_common_plus_system,random_forest_depth5,0.5,61,35,26,0.5681318681318681,0.5714285714285714,0.3076923076923077,0.4,0.17142857142857143,29,6,18,8
system_specific_threshold,M1_to_M2,standard_common_plus_system,random_forest_depth5,0.5,51,30,21,0.44047619047619047,0.16666666666666666,0.047619047619047616,0.07407407407407407,0.16666666666666666,25,5,20,1
system_specific_threshold,M2_CV,standard_common_plus_system,random_forest_depth5,0.5,51,30,21,0.6642857142857143,0.75,0.42857142857142855,0.5454545454545454,0.1,27,3,12,9
system_specific_threshold,M2_to_M1,standard_common_plus_system,random_forest_depth5,0.5,61,35,26,0.5494505494505495,0.5,0.38461538461538464,0.43478260869565216,0.2857142857142857,25,10,16,10
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,random_forest_depth5,0.5,112,65,47,0.6057283142389526,0.6818181818181818,0.3191489361702128,0.43478260869565216,0.1076923076923077,58,7,32,15
system_specific_threshold,M1_CV,standard_common_plus_system,random_forest_depth5,0.6,61,35,26,0.5824175824175823,0.6153846153846154,0.3076923076923077,0.41025641025641024,0.14285714285714285,30,5,18,8
system_specific_threshold,M1_to_M2,standard_common_plus_system,random_forest_depth5,0.6,51,30,21,0.44047619047619047,0.16666666666666666,0.047619047619047616,0.07407407407407407,0.16666666666666666,25,5,20,1
system_specific_threshold,M2_CV,standard_common_plus_system,random_forest_depth5,0.6,51,30,21,0.680952380952381,0.8181818181818182,0.42857142857142855,0.5625,0.06666666666666667,28,2,12,9
system_specific_threshold,M2_to_M1,standard_common_plus_system,random_forest_depth5,0.6,61,35,26,0.5494505494505495,0.5,0.38461538461538464,0.43478260869565216,0.2857142857142857,25,10,16,10
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,random_forest_depth5,0.6,112,65,47,0.6057283142389526,0.6818181818181818,0.3191489361702128,0.43478260869565216,0.1076923076923077,58,7,32,15
system_specific_threshold,M1_CV,standard_common_plus_system,xgboost_depth3,0.4,61,35,26,0.6071428571428572,0.5652173913043478,0.5,0.5306122448979592,0.2857142857142857,25,10,13,13
system_specific_threshold,M1_to_M2,standard_common_plus_system,xgboost_depth3,0.4,51,30,21,0.430952380952381,0.2222222222222222,0.09523809523809523,0.13333333333333333,0.23333333333333334,23,7,19,2
system_specific_threshold,M2_CV,standard_common_plus_system,xgboost_depth3,0.4,51,30,21,0.6714285714285715,0.7142857142857143,0.47619047619047616,0.5714285714285714,0.13333333333333333,26,4,11,10
system_specific_threshold,M2_to_M1,standard_common_plus_system,xgboost_depth3,0.4,61,35,26,0.5296703296703297,0.5,0.23076923076923078,0.3157894736842105,0.17142857142857143,29,6,20,6
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,xgboost_depth3,0.4,112,65,47,0.6512274959083469,0.7142857142857143,0.425531914893617,0.5333333333333333,0.12307692307692308,57,8,27,20
system_specific_threshold,M1_CV,standard_common_plus_system,xgboost_depth3,0.5,61,35,26,0.6214285714285714,0.5909090909090909,0.5,0.5416666666666666,0.2571428571428571,26,9,13,13
system_specific_threshold,M1_to_M2,standard_common_plus_system,xgboost_depth3,0.5,51,30,21,0.430952380952381,0.2222222222222222,0.09523809523809523,0.13333333333333333,0.23333333333333334,23,7,19,2
system_specific_threshold,M2_CV,standard_common_plus_system,xgboost_depth3,0.5,51,30,21,0.6714285714285715,0.7142857142857143,0.47619047619047616,0.5714285714285714,0.13333333333333333,26,4,11,10
system_specific_threshold,M2_to_M1,standard_common_plus_system,xgboost_depth3,0.5,61,35,26,0.5296703296703297,0.5,0.23076923076923078,0.3157894736842105,0.17142857142857143,29,6,20,6
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,xgboost_depth3,0.5,112,65,47,0.6512274959083469,0.7142857142857143,0.425531914893617,0.5333333333333333,0.12307692307692308,57,8,27,20
system_specific_threshold,M1_CV,standard_common_plus_system,xgboost_depth3,0.6,61,35,26,0.6214285714285714,0.5909090909090909,0.5,0.5416666666666666,0.2571428571428571,26,9,13,13
system_specific_threshold,M1_to_M2,standard_common_plus_system,xgboost_depth3,0.6,51,30,21,0.430952380952381,0.2222222222222222,0.09523809523809523,0.13333333333333333,0.23333333333333334,23,7,19,2
system_specific_threshold,M2_CV,standard_common_plus_system,xgboost_depth3,0.6,51,30,21,0.6714285714285715,0.7142857142857143,0.47619047619047616,0.5714285714285714,0.13333333333333333,26,4,11,10
system_specific_threshold,M2_to_M1,standard_common_plus_system,xgboost_depth3,0.6,61,35,26,0.5296703296703297,0.5,0.23076923076923078,0.3157894736842105,0.17142857142857143,29,6,20,6
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,xgboost_depth3,0.6,112,65,47,0.6512274959083469,0.7142857142857143,0.425531914893617,0.5333333333333333,0.12307692307692308,57,8,27,20
system_specific_threshold,M1_CV,standard_optional_dhw,dummy_most_frequent,0.4,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
system_specific_threshold,M1_to_M2,standard_optional_dhw,dummy_most_frequent,0.4,32,19,13,0.5,0.0,0.0,0.0,0.0,19,0,13,0
system_specific_threshold,M2_CV,standard_optional_dhw,dummy_most_frequent,0.4,32,19,13,0.5,0.0,0.0,0.0,0.0,19,0,13,0
system_specific_threshold,M2_to_M1,standard_optional_dhw,dummy_most_frequent,0.4,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
system_specific_threshold,Pooled_M1_M2_group_CV,standard_optional_dhw,dummy_most_frequent,0.4,86,49,37,0.5,0.0,0.0,0.0,0.0,49,0,37,0
system_specific_threshold,M1_CV,standard_optional_dhw,dummy_most_frequent,0.5,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
system_specific_threshold,M1_to_M2,standard_optional_dhw,dummy_most_frequent,0.5,32,19,13,0.5,0.0,0.0,0.0,0.0,19,0,13,0
system_specific_threshold,M2_CV,standard_optional_dhw,dummy_most_frequent,0.5,32,19,13,0.5,0.0,0.0,0.0,0.0,19,0,13,0
system_specific_threshold,M2_to_M1,standard_optional_dhw,dummy_most_frequent,0.5,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
system_specific_threshold,Pooled_M1_M2_group_CV,standard_optional_dhw,dummy_most_frequent,0.5,86,49,37,0.5,0.0,0.0,0.0,0.0,49,0,37,0
system_specific_threshold,M1_CV,standard_optional_dhw,dummy_most_frequent,0.6,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
system_specific_threshold,M1_to_M2,standard_optional_dhw,dummy_most_frequent,0.6,32,19,13,0.5,0.0,0.0,0.0,0.0,19,0,13,0
system_specific_threshold,M2_CV,standard_optional_dhw,dummy_most_frequent,0.6,32,19,13,0.5,0.0,0.0,0.0,0.0,19,0,13,0
system_specific_threshold,M2_to_M1,standard_optional_dhw,dummy_most_frequent,0.6,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
system_specific_threshold,Pooled_M1_M2_group_CV,standard_optional_dhw,dummy_most_frequent,0.6,86,49,37,0.5,0.0,0.0,0.0,0.0,49,0,37,0
system_specific_threshold,M1_CV,standard_optional_dhw,extra_trees_depth3,0.4,54,30,24,0.5625,0.5833333333333334,0.2916666666666667,0.3888888888888889,0.16666666666666666,25,5,17,7
system_specific_threshold,M1_to_M2,standard_optional_dhw,extra_trees_depth3,0.4,32,19,13,0.4858299595141701,0.3333333333333333,0.07692307692307693,0.125,0.10526315789473684,17,2,12,1
system_specific_threshold,M2_CV,standard_optional_dhw,extra_trees_depth3,0.4,32,19,13,0.5587044534412955,0.4666666666666667,0.5384615384615384,0.5,0.42105263157894735,11,8,6,7
system_specific_threshold,M2_to_M1,standard_optional_dhw,extra_trees_depth3,0.4,54,30,24,0.5416666666666667,0.5454545454545454,0.25,0.34285714285714286,0.16666666666666666,25,5,18,6
system_specific_threshold,Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth3,0.4,86,49,37,0.5460562603419746,0.4857142857142857,0.4594594594594595,0.4722222222222222,0.3673469387755102,31,18,20,17
system_specific_threshold,M1_CV,standard_optional_dhw,extra_trees_depth3,0.5,54,30,24,0.5958333333333333,0.7,0.2916666666666667,0.4117647058823529,0.1,27,3,17,7
system_specific_threshold,M1_to_M2,standard_optional_dhw,extra_trees_depth3,0.5,32,19,13,0.4858299595141701,0.3333333333333333,0.07692307692307693,0.125,0.10526315789473684,17,2,12,1
system_specific_threshold,M2_CV,standard_optional_dhw,extra_trees_depth3,0.5,32,19,13,0.5850202429149798,0.5,0.5384615384615384,0.5185185185185185,0.3684210526315789,12,7,6,7
system_specific_threshold,M2_to_M1,standard_optional_dhw,extra_trees_depth3,0.5,54,30,24,0.5416666666666667,0.5454545454545454,0.25,0.34285714285714286,0.16666666666666666,25,5,18,6
system_specific_threshold,Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth3,0.5,86,49,37,0.5460562603419746,0.4857142857142857,0.4594594594594595,0.4722222222222222,0.3673469387755102,31,18,20,17
system_specific_threshold,M1_CV,standard_optional_dhw,extra_trees_depth3,0.6,54,30,24,0.5958333333333333,0.7,0.2916666666666667,0.4117647058823529,0.1,27,3,17,7
system_specific_threshold,M1_to_M2,standard_optional_dhw,extra_trees_depth3,0.6,32,19,13,0.5121457489878543,0.5,0.07692307692307693,0.13333333333333333,0.05263157894736842,18,1,12,1
system_specific_threshold,M2_CV,standard_optional_dhw,extra_trees_depth3,0.6,32,19,13,0.5850202429149798,0.5,0.5384615384615384,0.5185185185185185,0.3684210526315789,12,7,6,7
system_specific_threshold,M2_to_M1,standard_optional_dhw,extra_trees_depth3,0.6,54,30,24,0.575,0.6666666666666666,0.25,0.36363636363636365,0.1,27,3,18,6
system_specific_threshold,Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth3,0.6,86,49,37,0.5766685052399338,0.53125,0.4594594594594595,0.4927536231884058,0.30612244897959184,34,15,20,17
system_specific_threshold,M1_CV,standard_optional_dhw,extra_trees_depth5,0.4,54,30,24,0.5208333333333334,0.5,0.20833333333333334,0.29411764705882354,0.16666666666666666,25,5,19,5
system_specific_threshold,M1_to_M2,standard_optional_dhw,extra_trees_depth5,0.4,32,19,13,0.4858299595141701,0.3333333333333333,0.07692307692307693,0.125,0.10526315789473684,17,2,12,1
system_specific_threshold,M2_CV,standard_optional_dhw,extra_trees_depth5,0.4,32,19,13,0.5991902834008097,0.5454545454545454,0.46153846153846156,0.5,0.2631578947368421,14,5,7,6
system_specific_threshold,M2_to_M1,standard_optional_dhw,extra_trees_depth5,0.4,54,30,24,0.4666666666666667,0.0,0.0,0.0,0.06666666666666667,28,2,24,0
system_specific_threshold,Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth5,0.4,86,49,37,0.5874241588527302,0.6470588235294118,0.2972972972972973,0.4074074074074074,0.12244897959183673,43,6,26,11
system_specific_threshold,M1_CV,standard_optional_dhw,extra_trees_depth5,0.5,54,30,24,0.5541666666666667,0.625,0.20833333333333334,0.3125,0.1,27,3,19,5
system_specific_threshold,M1_to_M2,standard_optional_dhw,extra_trees_depth5,0.5,32,19,13,0.5121457489878543,0.5,0.07692307692307693,0.13333333333333333,0.05263157894736842,18,1,12,1
system_specific_threshold,M2_CV,standard_optional_dhw,extra_trees_depth5,0.5,32,19,13,0.5991902834008097,0.5454545454545454,0.46153846153846156,0.5,0.2631578947368421,14,5,7,6
system_specific_threshold,M2_to_M1,standard_optional_dhw,extra_trees_depth5,0.5,54,30,24,0.4666666666666667,0.0,0.0,0.0,0.06666666666666667,28,2,24,0
system_specific_threshold,Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth5,0.5,86,49,37,0.5874241588527302,0.6470588235294118,0.2972972972972973,0.4074074074074074,0.12244897959183673,43,6,26,11
system_specific_threshold,M1_CV,standard_optional_dhw,extra_trees_depth5,0.6,54,30,24,0.5541666666666667,0.625,0.20833333333333334,0.3125,0.1,27,3,19,5
system_specific_threshold,M1_to_M2,standard_optional_dhw,extra_trees_depth5,0.6,32,19,13,0.5121457489878543,0.5,0.07692307692307693,0.13333333333333333,0.05263157894736842,18,1,12,1
system_specific_threshold,M2_CV,standard_optional_dhw,extra_trees_depth5,0.6,32,19,13,0.6255060728744939,0.6,0.46153846153846156,0.5217391304347826,0.21052631578947367,15,4,7,6
system_specific_threshold,M2_to_M1,standard_optional_dhw,extra_trees_depth5,0.6,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
system_specific_threshold,Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth5,0.6,86,49,37,0.6180364037506895,0.7857142857142857,0.2972972972972973,0.43137254901960786,0.061224489795918366,46,3,26,11
system_specific_threshold,M1_CV,standard_optional_dhw,hist_gradient_boosting,0.4,54,30,24,0.5375,0.5,0.375,0.42857142857142855,0.3,21,9,15,9
system_specific_threshold,M1_to_M2,standard_optional_dhw,hist_gradient_boosting,0.4,32,19,13,0.4433198380566802,0.3333333333333333,0.3076923076923077,0.32,0.42105263157894735,11,8,9,4
system_specific_threshold,M2_CV,standard_optional_dhw,hist_gradient_boosting,0.4,32,19,13,0.47368421052631576,0.0,0.0,0.0,0.05263157894736842,18,1,13,0
system_specific_threshold,M2_to_M1,standard_optional_dhw,hist_gradient_boosting,0.4,54,30,24,0.4666666666666667,0.0,0.0,0.0,0.06666666666666667,28,2,24,0
system_specific_threshold,Pooled_M1_M2_group_CV,standard_optional_dhw,hist_gradient_boosting,0.4,86,49,37,0.5799779371207943,0.5294117647058824,0.4864864864864865,0.5070422535211268,0.32653061224489793,33,16,19,18
system_specific_threshold,M1_CV,standard_optional_dhw,hist_gradient_boosting,0.5,54,30,24,0.5375,0.5,0.375,0.42857142857142855,0.3,21,9,15,9
