strategy,evaluation_scope,feature_set,model,fallback_threshold,rows,normal_rows,pre_event_rows,balanced_accuracy,precision,recall,f1,normal_fpr,tn,fp,fn,tp
system_specific_threshold,M1_CV,standard_common,extra_trees_depth3,0.5,61,35,26,0.512087912087912,0.4375,0.5384615384615384,0.4827586206896552,0.5142857142857142,17,18,12,14
system_specific_threshold,M1_to_M2,standard_common,extra_trees_depth3,0.5,51,30,21,0.44999999999999996,0.35,0.3333333333333333,0.34146341463414637,0.43333333333333335,17,13,14,7
system_specific_threshold,M2_CV,standard_common,extra_trees_depth3,0.5,51,30,21,0.6142857142857143,0.6,0.42857142857142855,0.5,0.2,24,6,12,9
system_specific_threshold,M2_to_M1,standard_common,extra_trees_depth3,0.5,61,35,26,0.5879120879120879,0.5454545454545454,0.46153846153846156,0.5,0.2857142857142857,25,10,14,12
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,extra_trees_depth3,0.5,112,65,47,0.5849427168576105,0.5384615384615384,0.44680851063829785,0.4883720930232558,0.27692307692307694,47,18,26,21
system_specific_threshold,M1_CV,standard_common,extra_trees_depth3,0.6,61,35,26,0.5263736263736263,0.45161290322580644,0.5384615384615384,0.49122807017543857,0.4857142857142857,18,17,12,14
system_specific_threshold,M1_to_M2,standard_common,extra_trees_depth3,0.6,51,30,21,0.44999999999999996,0.35,0.3333333333333333,0.34146341463414637,0.43333333333333335,17,13,14,7
system_specific_threshold,M2_CV,standard_common,extra_trees_depth3,0.6,51,30,21,0.6142857142857143,0.6,0.42857142857142855,0.5,0.2,24,6,12,9
system_specific_threshold,M2_to_M1,standard_common,extra_trees_depth3,0.6,61,35,26,0.6164835164835165,0.6,0.46153846153846156,0.5217391304347826,0.22857142857142856,27,8,14,12
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,extra_trees_depth3,0.6,112,65,47,0.6080196399345336,0.5833333333333334,0.44680851063829785,0.5060240963855421,0.23076923076923078,50,15,26,21
system_specific_threshold,M1_CV,standard_common,extra_trees_depth5,0.4,61,35,26,0.5780219780219781,0.5555555555555556,0.38461538461538464,0.45454545454545453,0.22857142857142856,27,8,16,10
system_specific_threshold,M1_to_M2,standard_common,extra_trees_depth5,0.4,51,30,21,0.47619047619047616,0.375,0.2857142857142857,0.32432432432432434,0.3333333333333333,20,10,15,6
system_specific_threshold,M2_CV,standard_common,extra_trees_depth5,0.4,51,30,21,0.7023809523809523,0.7058823529411765,0.5714285714285714,0.631578947368421,0.16666666666666666,25,5,9,12
system_specific_threshold,M2_to_M1,standard_common,extra_trees_depth5,0.4,61,35,26,0.4818681318681319,0.38461538461538464,0.19230769230769232,0.2564102564102564,0.22857142857142856,27,8,21,5
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,extra_trees_depth5,0.4,112,65,47,0.6145662847790507,0.6428571428571429,0.3829787234042553,0.48,0.15384615384615385,55,10,29,18
system_specific_threshold,M1_CV,standard_common,extra_trees_depth5,0.5,61,35,26,0.5780219780219781,0.5555555555555556,0.38461538461538464,0.45454545454545453,0.22857142857142856,27,8,16,10
system_specific_threshold,M1_to_M2,standard_common,extra_trees_depth5,0.5,51,30,21,0.4928571428571428,0.4,0.2857142857142857,0.3333333333333333,0.3,21,9,15,6
system_specific_threshold,M2_CV,standard_common,extra_trees_depth5,0.5,51,30,21,0.7023809523809523,0.7058823529411765,0.5714285714285714,0.631578947368421,0.16666666666666666,25,5,9,12
system_specific_threshold,M2_to_M1,standard_common,extra_trees_depth5,0.5,61,35,26,0.4818681318681319,0.38461538461538464,0.19230769230769232,0.2564102564102564,0.22857142857142856,27,8,21,5
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,extra_trees_depth5,0.5,112,65,47,0.6145662847790507,0.6428571428571429,0.3829787234042553,0.48,0.15384615384615385,55,10,29,18
system_specific_threshold,M1_CV,standard_common,extra_trees_depth5,0.6,61,35,26,0.6065934065934067,0.625,0.38461538461538464,0.47619047619047616,0.17142857142857143,29,6,16,10
system_specific_threshold,M1_to_M2,standard_common,extra_trees_depth5,0.6,51,30,21,0.4928571428571428,0.4,0.2857142857142857,0.3333333333333333,0.3,21,9,15,6
system_specific_threshold,M2_CV,standard_common,extra_trees_depth5,0.6,51,30,21,0.719047619047619,0.75,0.5714285714285714,0.6486486486486487,0.13333333333333333,26,4,9,12
system_specific_threshold,M2_to_M1,standard_common,extra_trees_depth5,0.6,61,35,26,0.5104395604395605,0.45454545454545453,0.19230769230769232,0.2702702702702703,0.17142857142857143,29,6,21,5
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,extra_trees_depth5,0.6,112,65,47,0.6299509001636661,0.6923076923076923,0.3829787234042553,0.4931506849315068,0.12307692307692308,57,8,29,18
system_specific_threshold,M1_CV,standard_common,hist_gradient_boosting,0.4,61,35,26,0.6593406593406593,0.7058823529411765,0.46153846153846156,0.5581395348837209,0.14285714285714285,30,5,14,12
system_specific_threshold,M1_to_M2,standard_common,hist_gradient_boosting,0.4,51,30,21,0.4714285714285714,0.3333333333333333,0.14285714285714285,0.2,0.2,24,6,18,3
system_specific_threshold,M2_CV,standard_common,hist_gradient_boosting,0.4,51,30,21,0.5666666666666667,0.5384615384615384,0.3333333333333333,0.4117647058823529,0.2,24,6,14,7
system_specific_threshold,M2_to_M1,standard_common,hist_gradient_boosting,0.4,61,35,26,0.46208791208791206,0.2,0.038461538461538464,0.06451612903225806,0.11428571428571428,31,4,25,1
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,hist_gradient_boosting,0.4,112,65,47,0.6541734860883797,0.7,0.44680851063829785,0.5454545454545454,0.13846153846153847,56,9,26,21
system_specific_threshold,M1_CV,standard_common,hist_gradient_boosting,0.5,61,35,26,0.6593406593406593,0.7058823529411765,0.46153846153846156,0.5581395348837209,0.14285714285714285,30,5,14,12
system_specific_threshold,M1_to_M2,standard_common,hist_gradient_boosting,0.5,51,30,21,0.4714285714285714,0.3333333333333333,0.14285714285714285,0.2,0.2,24,6,18,3
system_specific_threshold,M2_CV,standard_common,hist_gradient_boosting,0.5,51,30,21,0.5833333333333334,0.5833333333333334,0.3333333333333333,0.42424242424242425,0.16666666666666666,25,5,14,7
system_specific_threshold,M2_to_M1,standard_common,hist_gradient_boosting,0.5,61,35,26,0.46208791208791206,0.2,0.038461538461538464,0.06451612903225806,0.11428571428571428,31,4,25,1
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,hist_gradient_boosting,0.5,112,65,47,0.6541734860883797,0.7,0.44680851063829785,0.5454545454545454,0.13846153846153847,56,9,26,21
system_specific_threshold,M1_CV,standard_common,hist_gradient_boosting,0.6,61,35,26,0.6593406593406593,0.7058823529411765,0.46153846153846156,0.5581395348837209,0.14285714285714285,30,5,14,12
system_specific_threshold,M1_to_M2,standard_common,hist_gradient_boosting,0.6,51,30,21,0.4714285714285714,0.3333333333333333,0.14285714285714285,0.2,0.2,24,6,18,3
system_specific_threshold,M2_CV,standard_common,hist_gradient_boosting,0.6,51,30,21,0.5833333333333334,0.5833333333333334,0.3333333333333333,0.42424242424242425,0.16666666666666666,25,5,14,7
system_specific_threshold,M2_to_M1,standard_common,hist_gradient_boosting,0.6,61,35,26,0.47637362637362635,0.25,0.038461538461538464,0.06666666666666667,0.08571428571428572,32,3,25,1
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,hist_gradient_boosting,0.6,112,65,47,0.6541734860883797,0.7,0.44680851063829785,0.5454545454545454,0.13846153846153847,56,9,26,21
system_specific_threshold,M1_CV,standard_common,lightgbm_depth3,0.4,61,35,26,0.5593406593406594,0.5,0.46153846153846156,0.48,0.34285714285714286,23,12,14,12
system_specific_threshold,M1_to_M2,standard_common,lightgbm_depth3,0.4,51,30,21,0.4928571428571428,0.4,0.2857142857142857,0.3333333333333333,0.3,21,9,15,6
system_specific_threshold,M2_CV,standard_common,lightgbm_depth3,0.4,51,30,21,0.661904761904762,0.6470588235294118,0.5238095238095238,0.5789473684210527,0.2,24,6,10,11
system_specific_threshold,M2_to_M1,standard_common,lightgbm_depth3,0.4,61,35,26,0.48626373626373626,0.375,0.11538461538461539,0.17647058823529413,0.14285714285714285,30,5,23,3
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,lightgbm_depth3,0.4,112,65,47,0.653518821603928,0.6190476190476191,0.5531914893617021,0.5842696629213483,0.24615384615384617,49,16,21,26
system_specific_threshold,M1_CV,standard_common,lightgbm_depth3,0.5,61,35,26,0.5593406593406594,0.5,0.46153846153846156,0.48,0.34285714285714286,23,12,14,12
system_specific_threshold,M1_to_M2,standard_common,lightgbm_depth3,0.5,51,30,21,0.4928571428571428,0.4,0.2857142857142857,0.3333333333333333,0.3,21,9,15,6
system_specific_threshold,M2_CV,standard_common,lightgbm_depth3,0.5,51,30,21,0.6785714285714286,0.6875,0.5238095238095238,0.5945945945945946,0.16666666666666666,25,5,10,11
system_specific_threshold,M2_to_M1,standard_common,lightgbm_depth3,0.5,61,35,26,0.48626373626373626,0.375,0.11538461538461539,0.17647058823529413,0.14285714285714285,30,5,23,3
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,lightgbm_depth3,0.5,112,65,47,0.653518821603928,0.6190476190476191,0.5531914893617021,0.5842696629213483,0.24615384615384617,49,16,21,26
system_specific_threshold,M1_CV,standard_common,lightgbm_depth3,0.6,61,35,26,0.5736263736263736,0.5217391304347826,0.46153846153846156,0.4897959183673469,0.3142857142857143,24,11,14,12
system_specific_threshold,M1_to_M2,standard_common,lightgbm_depth3,0.6,51,30,21,0.4928571428571428,0.4,0.2857142857142857,0.3333333333333333,0.3,21,9,15,6
system_specific_threshold,M2_CV,standard_common,lightgbm_depth3,0.6,51,30,21,0.6785714285714286,0.6875,0.5238095238095238,0.5945945945945946,0.16666666666666666,25,5,10,11
system_specific_threshold,M2_to_M1,standard_common,lightgbm_depth3,0.6,61,35,26,0.48626373626373626,0.375,0.11538461538461539,0.17647058823529413,0.14285714285714285,30,5,23,3
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,lightgbm_depth3,0.6,112,65,47,0.653518821603928,0.6190476190476191,0.5531914893617021,0.5842696629213483,0.24615384615384617,49,16,21,26
system_specific_threshold,M1_CV,standard_common,logistic_balanced,0.4,61,35,26,0.4879120879120879,0.41379310344827586,0.46153846153846156,0.43636363636363634,0.4857142857142857,18,17,14,12
system_specific_threshold,M1_to_M2,standard_common,logistic_balanced,0.4,51,30,21,0.5,0.4117647058823529,1.0,0.5833333333333334,1.0,0,30,0,21
system_specific_threshold,M2_CV,standard_common,logistic_balanced,0.4,51,30,21,0.5571428571428572,0.5,0.38095238095238093,0.43243243243243246,0.26666666666666666,22,8,13,8
system_specific_threshold,M2_to_M1,standard_common,logistic_balanced,0.4,61,35,26,0.6115384615384616,0.6111111111111112,0.4230769230769231,0.5,0.2,28,7,15,11
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,logistic_balanced,0.4,112,65,47,0.5659574468085107,0.49019607843137253,0.5319148936170213,0.5102040816326531,0.4,39,26,22,25
system_specific_threshold,M1_CV,standard_common,logistic_balanced,0.5,61,35,26,0.5021978021978022,0.42857142857142855,0.46153846153846156,0.4444444444444444,0.45714285714285713,19,16,14,12
system_specific_threshold,M1_to_M2,standard_common,logistic_balanced,0.5,51,30,21,0.5,0.4117647058823529,1.0,0.5833333333333334,1.0,0,30,0,21
system_specific_threshold,M2_CV,standard_common,logistic_balanced,0.5,51,30,21,0.5571428571428572,0.5,0.38095238095238093,0.43243243243243246,0.26666666666666666,22,8,13,8
system_specific_threshold,M2_to_M1,standard_common,logistic_balanced,0.5,61,35,26,0.6115384615384616,0.6111111111111112,0.4230769230769231,0.5,0.2,28,7,15,11
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,logistic_balanced,0.5,112,65,47,0.5659574468085107,0.49019607843137253,0.5319148936170213,0.5102040816326531,0.4,39,26,22,25
system_specific_threshold,M1_CV,standard_common,logistic_balanced,0.6,61,35,26,0.5164835164835164,0.4444444444444444,0.46153846153846156,0.4528301886792453,0.42857142857142855,20,15,14,12
system_specific_threshold,M1_to_M2,standard_common,logistic_balanced,0.6,51,30,21,0.5,0.4117647058823529,1.0,0.5833333333333334,1.0,0,30,0,21
system_specific_threshold,M2_CV,standard_common,logistic_balanced,0.6,51,30,21,0.5571428571428572,0.5,0.38095238095238093,0.43243243243243246,0.26666666666666666,22,8,13,8
system_specific_threshold,M2_to_M1,standard_common,logistic_balanced,0.6,61,35,26,0.6115384615384616,0.6111111111111112,0.4230769230769231,0.5,0.2,28,7,15,11
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,logistic_balanced,0.6,112,65,47,0.5659574468085107,0.49019607843137253,0.5319148936170213,0.5102040816326531,0.4,39,26,22,25
system_specific_threshold,M1_CV,standard_common,random_forest_depth3,0.4,61,35,26,0.5824175824175823,0.6153846153846154,0.3076923076923077,0.41025641025641024,0.14285714285714285,30,5,18,8
system_specific_threshold,M1_to_M2,standard_common,random_forest_depth3,0.4,51,30,21,0.4547619047619048,0.3,0.14285714285714285,0.1935483870967742,0.23333333333333334,23,7,18,3
system_specific_threshold,M2_CV,standard_common,random_forest_depth3,0.4,51,30,21,0.6333333333333333,0.7777777777777778,0.3333333333333333,0.4666666666666667,0.06666666666666667,28,2,14,7
system_specific_threshold,M2_to_M1,standard_common,random_forest_depth3,0.4,61,35,26,0.510989010989011,0.4444444444444444,0.3076923076923077,0.36363636363636365,0.2857142857142857,25,10,18,8
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,random_forest_depth3,0.4,112,65,47,0.6104746317512275,0.7368421052631579,0.2978723404255319,0.42424242424242425,0.07692307692307693,60,5,33,14
system_specific_threshold,M1_CV,standard_common,random_forest_depth3,0.5,61,35,26,0.5824175824175823,0.6153846153846154,0.3076923076923077,0.41025641025641024,0.14285714285714285,30,5,18,8
system_specific_threshold,M1_to_M2,standard_common,random_forest_depth3,0.5,51,30,21,0.4547619047619048,0.3,0.14285714285714285,0.1935483870967742,0.23333333333333334,23,7,18,3
system_specific_threshold,M2_CV,standard_common,random_forest_depth3,0.5,51,30,21,0.6333333333333333,0.7777777777777778,0.3333333333333333,0.4666666666666667,0.06666666666666667,28,2,14,7
system_specific_threshold,M2_to_M1,standard_common,random_forest_depth3,0.5,61,35,26,0.510989010989011,0.4444444444444444,0.3076923076923077,0.36363636363636365,0.2857142857142857,25,10,18,8
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,random_forest_depth3,0.5,112,65,47,0.6104746317512275,0.7368421052631579,0.2978723404255319,0.42424242424242425,0.07692307692307693,60,5,33,14
system_specific_threshold,M1_CV,standard_common,random_forest_depth3,0.6,61,35,26,0.5967032967032967,0.6666666666666666,0.3076923076923077,0.42105263157894735,0.11428571428571428,31,4,18,8
system_specific_threshold,M1_to_M2,standard_common,random_forest_depth3,0.6,51,30,21,0.4547619047619048,0.3,0.14285714285714285,0.1935483870967742,0.23333333333333334,23,7,18,3
system_specific_threshold,M2_CV,standard_common,random_forest_depth3,0.6,51,30,21,0.6333333333333333,0.7777777777777778,0.3333333333333333,0.4666666666666667,0.06666666666666667,28,2,14,7
system_specific_threshold,M2_to_M1,standard_common,random_forest_depth3,0.6,61,35,26,0.510989010989011,0.4444444444444444,0.3076923076923077,0.36363636363636365,0.2857142857142857,25,10,18,8
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,random_forest_depth3,0.6,112,65,47,0.6104746317512275,0.7368421052631579,0.2978723404255319,0.42424242424242425,0.07692307692307693,60,5,33,14
system_specific_threshold,M1_CV,standard_common,random_forest_depth5,0.4,61,35,26,0.5593406593406594,0.5,0.46153846153846156,0.48,0.34285714285714286,23,12,14,12
system_specific_threshold,M1_to_M2,standard_common,random_forest_depth5,0.4,51,30,21,0.45714285714285713,0.36363636363636365,0.38095238095238093,0.37209302325581395,0.4666666666666667,16,14,13,8
system_specific_threshold,M2_CV,standard_common,random_forest_depth5,0.4,51,30,21,0.7333333333333334,0.7,0.6666666666666666,0.6829268292682927,0.2,24,6,7,14
system_specific_threshold,M2_to_M1,standard_common,random_forest_depth5,0.4,61,35,26,0.48461538461538467,0.4166666666666667,0.7692307692307693,0.5405405405405406,0.8,7,28,6,20
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,random_forest_depth5,0.4,112,65,47,0.6292962356792144,0.6052631578947368,0.48936170212765956,0.5411764705882353,0.23076923076923078,50,15,24,23
system_specific_threshold,M1_CV,standard_common,random_forest_depth5,0.5,61,35,26,0.5593406593406594,0.5,0.46153846153846156,0.48,0.34285714285714286,23,12,14,12
system_specific_threshold,M1_to_M2,standard_common,random_forest_depth5,0.5,51,30,21,0.45714285714285713,0.36363636363636365,0.38095238095238093,0.37209302325581395,0.4666666666666667,16,14,13,8
system_specific_threshold,M2_CV,standard_common,random_forest_depth5,0.5,51,30,21,0.7333333333333334,0.7,0.6666666666666666,0.6829268292682927,0.2,24,6,7,14
system_specific_threshold,M2_to_M1,standard_common,random_forest_depth5,0.5,61,35,26,0.48461538461538467,0.4166666666666667,0.7692307692307693,0.5405405405405406,0.8,7,28,6,20
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,random_forest_depth5,0.5,112,65,47,0.6292962356792144,0.6052631578947368,0.48936170212765956,0.5411764705882353,0.23076923076923078,50,15,24,23
system_specific_threshold,M1_CV,standard_common,random_forest_depth5,0.6,61,35,26,0.5736263736263736,0.5217391304347826,0.46153846153846156,0.4897959183673469,0.3142857142857143,24,11,14,12
system_specific_threshold,M1_to_M2,standard_common,random_forest_depth5,0.6,51,30,21,0.45714285714285713,0.36363636363636365,0.38095238095238093,0.37209302325581395,0.4666666666666667,16,14,13,8
system_specific_threshold,M2_CV,standard_common,random_forest_depth5,0.6,51,30,21,0.7333333333333334,0.7,0.6666666666666666,0.6829268292682927,0.2,24,6,7,14
system_specific_threshold,M2_to_M1,standard_common,random_forest_depth5,0.6,61,35,26,0.48461538461538467,0.4166666666666667,0.7692307692307693,0.5405405405405406,0.8,7,28,6,20
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,random_forest_depth5,0.6,112,65,47,0.6292962356792144,0.6052631578947368,0.48936170212765956,0.5411764705882353,0.23076923076923078,50,15,24,23
system_specific_threshold,M1_CV,standard_common,xgboost_depth3,0.4,61,35,26,0.6406593406593406,0.6086956521739131,0.5384615384615384,0.5714285714285714,0.2571428571428571,26,9,12,14
system_specific_threshold,M1_to_M2,standard_common,xgboost_depth3,0.4,51,30,21,0.40476190476190477,0.23076923076923078,0.14285714285714285,0.17647058823529413,0.3333333333333333,20,10,18,3
system_specific_threshold,M2_CV,standard_common,xgboost_depth3,0.4,51,30,21,0.7023809523809523,0.7058823529411765,0.5714285714285714,0.631578947368421,0.16666666666666666,25,5,9,12
system_specific_threshold,M2_to_M1,standard_common,xgboost_depth3,0.4,61,35,26,0.44340659340659344,0.2727272727272727,0.11538461538461539,0.16216216216216217,0.22857142857142856,27,8,23,3
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,xgboost_depth3,0.4,112,65,47,0.6600654664484452,0.6764705882352942,0.48936170212765956,0.5679012345679012,0.16923076923076924,54,11,24,23
system_specific_threshold,M1_CV,standard_common,xgboost_depth3,0.5,61,35,26,0.6406593406593406,0.6086956521739131,0.5384615384615384,0.5714285714285714,0.2571428571428571,26,9,12,14
system_specific_threshold,M1_to_M2,standard_common,xgboost_depth3,0.5,51,30,21,0.40476190476190477,0.23076923076923078,0.14285714285714285,0.17647058823529413,0.3333333333333333,20,10,18,3
system_specific_threshold,M2_CV,standard_common,xgboost_depth3,0.5,51,30,21,0.7023809523809523,0.7058823529411765,0.5714285714285714,0.631578947368421,0.16666666666666666,25,5,9,12
system_specific_threshold,M2_to_M1,standard_common,xgboost_depth3,0.5,61,35,26,0.44340659340659344,0.2727272727272727,0.11538461538461539,0.16216216216216217,0.22857142857142856,27,8,23,3
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,xgboost_depth3,0.5,112,65,47,0.6600654664484452,0.6764705882352942,0.48936170212765956,0.5679012345679012,0.16923076923076924,54,11,24,23
system_specific_threshold,M1_CV,standard_common,xgboost_depth3,0.6,61,35,26,0.6406593406593406,0.6086956521739131,0.5384615384615384,0.5714285714285714,0.2571428571428571,26,9,12,14
system_specific_threshold,M1_to_M2,standard_common,xgboost_depth3,0.6,51,30,21,0.40476190476190477,0.23076923076923078,0.14285714285714285,0.17647058823529413,0.3333333333333333,20,10,18,3
system_specific_threshold,M2_CV,standard_common,xgboost_depth3,0.6,51,30,21,0.7023809523809523,0.7058823529411765,0.5714285714285714,0.631578947368421,0.16666666666666666,25,5,9,12
system_specific_threshold,M2_to_M1,standard_common,xgboost_depth3,0.6,61,35,26,0.44340659340659344,0.2727272727272727,0.11538461538461539,0.16216216216216217,0.22857142857142856,27,8,23,3
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common,xgboost_depth3,0.6,112,65,47,0.6600654664484452,0.6764705882352942,0.48936170212765956,0.5679012345679012,0.16923076923076924,54,11,24,23
system_specific_threshold,M1_CV,standard_common_plus_system,dummy_most_frequent,0.4,61,35,26,0.5,0.0,0.0,0.0,0.0,35,0,26,0
system_specific_threshold,M1_to_M2,standard_common_plus_system,dummy_most_frequent,0.4,51,30,21,0.5,0.0,0.0,0.0,0.0,30,0,21,0
system_specific_threshold,M2_CV,standard_common_plus_system,dummy_most_frequent,0.4,51,30,21,0.5,0.0,0.0,0.0,0.0,30,0,21,0
system_specific_threshold,M2_to_M1,standard_common_plus_system,dummy_most_frequent,0.4,61,35,26,0.5,0.0,0.0,0.0,0.0,35,0,26,0
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,dummy_most_frequent,0.4,112,65,47,0.5,0.0,0.0,0.0,0.0,65,0,47,0
system_specific_threshold,M1_CV,standard_common_plus_system,dummy_most_frequent,0.5,61,35,26,0.5,0.0,0.0,0.0,0.0,35,0,26,0
system_specific_threshold,M1_to_M2,standard_common_plus_system,dummy_most_frequent,0.5,51,30,21,0.5,0.0,0.0,0.0,0.0,30,0,21,0
system_specific_threshold,M2_CV,standard_common_plus_system,dummy_most_frequent,0.5,51,30,21,0.5,0.0,0.0,0.0,0.0,30,0,21,0
system_specific_threshold,M2_to_M1,standard_common_plus_system,dummy_most_frequent,0.5,61,35,26,0.5,0.0,0.0,0.0,0.0,35,0,26,0
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,dummy_most_frequent,0.5,112,65,47,0.5,0.0,0.0,0.0,0.0,65,0,47,0
system_specific_threshold,M1_CV,standard_common_plus_system,dummy_most_frequent,0.6,61,35,26,0.5,0.0,0.0,0.0,0.0,35,0,26,0
system_specific_threshold,M1_to_M2,standard_common_plus_system,dummy_most_frequent,0.6,51,30,21,0.5,0.0,0.0,0.0,0.0,30,0,21,0
system_specific_threshold,M2_CV,standard_common_plus_system,dummy_most_frequent,0.6,51,30,21,0.5,0.0,0.0,0.0,0.0,30,0,21,0
system_specific_threshold,M2_to_M1,standard_common_plus_system,dummy_most_frequent,0.6,61,35,26,0.5,0.0,0.0,0.0,0.0,35,0,26,0
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,dummy_most_frequent,0.6,112,65,47,0.5,0.0,0.0,0.0,0.0,65,0,47,0
system_specific_threshold,M1_CV,standard_common_plus_system,extra_trees_depth3,0.4,61,35,26,0.517032967032967,0.4411764705882353,0.5769230769230769,0.5,0.5428571428571428,16,19,11,15
system_specific_threshold,M1_to_M2,standard_common_plus_system,extra_trees_depth3,0.4,51,30,21,0.5,0.4117647058823529,0.3333333333333333,0.3684210526315789,0.3333333333333333,20,10,14,7
system_specific_threshold,M2_CV,standard_common_plus_system,extra_trees_depth3,0.4,51,30,21,0.6,0.5,0.6666666666666666,0.5714285714285714,0.4666666666666667,16,14,7,14
system_specific_threshold,M2_to_M1,standard_common_plus_system,extra_trees_depth3,0.4,61,35,26,0.506043956043956,0.4375,0.2692307692307692,0.3333333333333333,0.2571428571428571,26,9,19,7
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,extra_trees_depth3,0.4,112,65,47,0.6144026186579378,0.5254237288135594,0.6595744680851063,0.5849056603773585,0.4307692307692308,37,28,16,31
system_specific_threshold,M1_CV,standard_common_plus_system,extra_trees_depth3,0.5,61,35,26,0.517032967032967,0.4411764705882353,0.5769230769230769,0.5,0.5428571428571428,16,19,11,15
system_specific_threshold,M1_to_M2,standard_common_plus_system,extra_trees_depth3,0.5,51,30,21,0.5166666666666666,0.4375,0.3333333333333333,0.3783783783783784,0.3,21,9,14,7
system_specific_threshold,M2_CV,standard_common_plus_system,extra_trees_depth3,0.5,51,30,21,0.6,0.5,0.6666666666666666,0.5714285714285714,0.4666666666666667,16,14,7,14
system_specific_threshold,M2_to_M1,standard_common_plus_system,extra_trees_depth3,0.5,61,35,26,0.5346153846153846,0.5,0.2692307692307692,0.35,0.2,28,7,19,7
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,extra_trees_depth3,0.5,112,65,47,0.6144026186579378,0.5254237288135594,0.6595744680851063,0.5849056603773585,0.4307692307692308,37,28,16,31
system_specific_threshold,M1_CV,standard_common_plus_system,extra_trees_depth3,0.6,61,35,26,0.5456043956043956,0.46875,0.5769230769230769,0.5172413793103449,0.4857142857142857,18,17,11,15
system_specific_threshold,M1_to_M2,standard_common_plus_system,extra_trees_depth3,0.6,51,30,21,0.5166666666666666,0.4375,0.3333333333333333,0.3783783783783784,0.3,21,9,14,7
system_specific_threshold,M2_CV,standard_common_plus_system,extra_trees_depth3,0.6,51,30,21,0.6166666666666667,0.5185185185185185,0.6666666666666666,0.5833333333333334,0.43333333333333335,17,13,7,14
system_specific_threshold,M2_to_M1,standard_common_plus_system,extra_trees_depth3,0.6,61,35,26,0.5346153846153846,0.5,0.2692307692307692,0.35,0.2,28,7,19,7
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,extra_trees_depth3,0.6,112,65,47,0.6374795417348609,0.5535714285714286,0.6595744680851063,0.6019417475728155,0.38461538461538464,40,25,16,31
system_specific_threshold,M1_CV,standard_common_plus_system,extra_trees_depth5,0.4,61,35,26,0.45384615384615384,0.36363636363636365,0.3076923076923077,0.3333333333333333,0.4,21,14,18,8
system_specific_threshold,M1_to_M2,standard_common_plus_system,extra_trees_depth5,0.4,51,30,21,0.4214285714285714,0.25,0.14285714285714285,0.18181818181818182,0.3,21,9,18,3
system_specific_threshold,M2_CV,standard_common_plus_system,extra_trees_depth5,0.4,51,30,21,0.6904761904761905,0.6,0.7142857142857143,0.6521739130434783,0.3333333333333333,20,10,6,15
system_specific_threshold,M2_to_M1,standard_common_plus_system,extra_trees_depth5,0.4,61,35,26,0.4725274725274725,0.375,0.23076923076923078,0.2857142857142857,0.2857142857142857,25,10,20,6
system_specific_threshold,Pooled_M1_M2_group_CV,standard_common_plus_system,extra_trees_depth5,0.4,112,65,47,0.5707037643207855,0.5,0.5106382978723404,0.5052631578947369,0.36923076923076925,41,24,23,24
system_specific_threshold,M1_CV,standard_common_plus_system,extra_trees_depth5,0.5,61,35,26,0.45384615384615384,0.36363636363636365,0.3076923076923077,0.3333333333333333,0.4,21,14,18,8
system_specific_threshold,M1_to_M2,standard_common_plus_system,extra_trees_depth5,0.5,51,30,21,0.4380952380952381,0.2727272727272727,0.14285714285714285,0.1875,0.26666666666666666,22,8,18,3
system_specific_threshold,M2_CV,standard_common_plus_system,extra_trees_depth5,0.5,51,30,21,0.6904761904761905,0.6,0.7142857142857143,0.6521739130434783,0.3333333333333333,20,10,6,15
