evaluation_scope,feature_set,model,fold,quality_check,passed,detail
Pooled_M1_M2_group_CV,standard_common_plus_system,xgboost_depth3,2.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_common_plus_system,xgboost_depth3,3.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_common_plus_system,xgboost_depth3,4.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_common_plus_system,xgboost_depth3,5.0,train_test_group_overlap_zero,True,
M1_to_M2,standard_common_plus_system,xgboost_depth3,,train_test_group_overlap_zero,True,
M2_to_M1,standard_common_plus_system,xgboost_depth3,,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,dummy_most_frequent,1.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,dummy_most_frequent,2.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,dummy_most_frequent,3.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,dummy_most_frequent,4.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,dummy_most_frequent,5.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,dummy_most_frequent,1.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,dummy_most_frequent,2.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,dummy_most_frequent,3.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,dummy_most_frequent,4.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,dummy_most_frequent,5.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,dummy_most_frequent,1.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,dummy_most_frequent,2.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,dummy_most_frequent,3.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,dummy_most_frequent,4.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,dummy_most_frequent,5.0,train_test_group_overlap_zero,True,
M1_to_M2,standard_optional_dhw,dummy_most_frequent,,train_test_group_overlap_zero,True,
M2_to_M1,standard_optional_dhw,dummy_most_frequent,,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,logistic_balanced,1.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,logistic_balanced,2.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,logistic_balanced,3.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,logistic_balanced,4.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,logistic_balanced,5.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,logistic_balanced,1.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,logistic_balanced,2.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,logistic_balanced,3.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,logistic_balanced,4.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,logistic_balanced,5.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,logistic_balanced,1.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,logistic_balanced,2.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,logistic_balanced,3.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,logistic_balanced,4.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,logistic_balanced,5.0,train_test_group_overlap_zero,True,
M1_to_M2,standard_optional_dhw,logistic_balanced,,train_test_group_overlap_zero,True,
M2_to_M1,standard_optional_dhw,logistic_balanced,,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,random_forest_depth3,1.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,random_forest_depth3,2.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,random_forest_depth3,3.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,random_forest_depth3,4.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,random_forest_depth3,5.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,random_forest_depth3,1.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,random_forest_depth3,2.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,random_forest_depth3,3.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,random_forest_depth3,4.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,random_forest_depth3,5.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,random_forest_depth3,1.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,random_forest_depth3,2.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,random_forest_depth3,3.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,random_forest_depth3,4.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,random_forest_depth3,5.0,train_test_group_overlap_zero,True,
M1_to_M2,standard_optional_dhw,random_forest_depth3,,train_test_group_overlap_zero,True,
M2_to_M1,standard_optional_dhw,random_forest_depth3,,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,random_forest_depth5,1.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,random_forest_depth5,2.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,random_forest_depth5,3.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,random_forest_depth5,4.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,random_forest_depth5,5.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,random_forest_depth5,1.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,random_forest_depth5,2.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,random_forest_depth5,3.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,random_forest_depth5,4.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,random_forest_depth5,5.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,random_forest_depth5,1.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,random_forest_depth5,2.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,random_forest_depth5,3.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,random_forest_depth5,4.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,random_forest_depth5,5.0,train_test_group_overlap_zero,True,
M1_to_M2,standard_optional_dhw,random_forest_depth5,,train_test_group_overlap_zero,True,
M2_to_M1,standard_optional_dhw,random_forest_depth5,,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,extra_trees_depth3,1.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,extra_trees_depth3,2.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,extra_trees_depth3,3.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,extra_trees_depth3,4.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,extra_trees_depth3,5.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,extra_trees_depth3,1.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,extra_trees_depth3,2.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,extra_trees_depth3,3.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,extra_trees_depth3,4.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,extra_trees_depth3,5.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth3,1.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth3,2.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth3,3.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth3,4.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth3,5.0,train_test_group_overlap_zero,True,
M1_to_M2,standard_optional_dhw,extra_trees_depth3,,train_test_group_overlap_zero,True,
M2_to_M1,standard_optional_dhw,extra_trees_depth3,,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,extra_trees_depth5,1.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,extra_trees_depth5,2.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,extra_trees_depth5,3.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,extra_trees_depth5,4.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,extra_trees_depth5,5.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,extra_trees_depth5,1.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,extra_trees_depth5,2.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,extra_trees_depth5,3.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,extra_trees_depth5,4.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,extra_trees_depth5,5.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth5,1.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth5,2.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth5,3.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth5,4.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,extra_trees_depth5,5.0,train_test_group_overlap_zero,True,
M1_to_M2,standard_optional_dhw,extra_trees_depth5,,train_test_group_overlap_zero,True,
M2_to_M1,standard_optional_dhw,extra_trees_depth5,,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,hist_gradient_boosting,1.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,hist_gradient_boosting,2.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,hist_gradient_boosting,3.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,hist_gradient_boosting,4.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,hist_gradient_boosting,5.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,hist_gradient_boosting,1.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,hist_gradient_boosting,2.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,hist_gradient_boosting,3.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,hist_gradient_boosting,4.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,hist_gradient_boosting,5.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,hist_gradient_boosting,1.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,hist_gradient_boosting,2.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,hist_gradient_boosting,3.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,hist_gradient_boosting,4.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,hist_gradient_boosting,5.0,train_test_group_overlap_zero,True,
M1_to_M2,standard_optional_dhw,hist_gradient_boosting,,train_test_group_overlap_zero,True,
M2_to_M1,standard_optional_dhw,hist_gradient_boosting,,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,lightgbm_depth3,1.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,lightgbm_depth3,2.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,lightgbm_depth3,3.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,lightgbm_depth3,4.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,lightgbm_depth3,5.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,lightgbm_depth3,1.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,lightgbm_depth3,2.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,lightgbm_depth3,3.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,lightgbm_depth3,4.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,lightgbm_depth3,5.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,lightgbm_depth3,1.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,lightgbm_depth3,2.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,lightgbm_depth3,3.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,lightgbm_depth3,4.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,lightgbm_depth3,5.0,train_test_group_overlap_zero,True,
M1_to_M2,standard_optional_dhw,lightgbm_depth3,,train_test_group_overlap_zero,True,
M2_to_M1,standard_optional_dhw,lightgbm_depth3,,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,xgboost_depth3,1.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,xgboost_depth3,2.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,xgboost_depth3,3.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,xgboost_depth3,4.0,train_test_group_overlap_zero,True,
M1_CV,standard_optional_dhw,xgboost_depth3,5.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,xgboost_depth3,1.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,xgboost_depth3,2.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,xgboost_depth3,3.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,xgboost_depth3,4.0,train_test_group_overlap_zero,True,
M2_CV,standard_optional_dhw,xgboost_depth3,5.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,xgboost_depth3,1.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,xgboost_depth3,2.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,xgboost_depth3,3.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,xgboost_depth3,4.0,train_test_group_overlap_zero,True,
Pooled_M1_M2_group_CV,standard_optional_dhw,xgboost_depth3,5.0,train_test_group_overlap_zero,True,
M1_to_M2,standard_optional_dhw,xgboost_depth3,,train_test_group_overlap_zero,True,
M2_to_M1,standard_optional_dhw,xgboost_depth3,,train_test_group_overlap_zero,True,
,,,,m1_m2_original_zip_exists,True,C:\3rd_Project\HeatGridAgent\05_데이터셋\PreDist\predist_dataset.zip
,,,,manufacturer_not_used_as_feature,True,manufacturer is metadata only
,,,,metric_independent_recheck_all_passed,True,checked_rows=540
,,,,source_commit,True,eae89855b7ae81438945d1ba0790b4c894f42256
