evaluation_scope,feature_set,model,threshold,class,precision,recall,f1,support
M1_to_M2,common13,logistic_balanced,0.4,pre_event,0.45454545454545453,0.7142857142857143,0.5555555555555556,21
M1_to_M2,common13,logistic_balanced,0.5,normal,0.6666666666666666,0.4,0.5,30
M1_to_M2,common13,logistic_balanced,0.5,pre_event,0.45454545454545453,0.7142857142857143,0.5555555555555556,21
M1_to_M2,common13,logistic_balanced,0.6,normal,0.6666666666666666,0.4,0.5,30
M1_to_M2,common13,logistic_balanced,0.6,pre_event,0.45454545454545453,0.7142857142857143,0.5555555555555556,21
M1_to_M2,common13,random_forest_depth3,0.4,normal,0.85,0.5666666666666667,0.68,30
M1_to_M2,common13,random_forest_depth3,0.4,pre_event,0.5806451612903226,0.8571428571428571,0.6923076923076923,21
M1_to_M2,common13,random_forest_depth3,0.5,normal,0.7272727272727273,0.8,0.7619047619047619,30
M1_to_M2,common13,random_forest_depth3,0.5,pre_event,0.6666666666666666,0.5714285714285714,0.6153846153846154,21
M1_to_M2,common13,random_forest_depth3,0.6,normal,0.7073170731707317,0.9666666666666667,0.8169014084507042,30
M1_to_M2,common13,random_forest_depth3,0.6,pre_event,0.9,0.42857142857142855,0.5806451612903226,21
M1_to_M2,common13,random_forest_depth5,0.4,normal,0.8181818181818182,0.6,0.6923076923076923,30
M1_to_M2,common13,random_forest_depth5,0.4,pre_event,0.5862068965517241,0.8095238095238095,0.68,21
M1_to_M2,common13,random_forest_depth5,0.5,normal,0.7272727272727273,0.8,0.7619047619047619,30
M1_to_M2,common13,random_forest_depth5,0.5,pre_event,0.6666666666666666,0.5714285714285714,0.6153846153846154,21
M1_to_M2,common13,random_forest_depth5,0.6,normal,0.7073170731707317,0.9666666666666667,0.8169014084507042,30
M1_to_M2,common13,random_forest_depth5,0.6,pre_event,0.9,0.42857142857142855,0.5806451612903226,21
M1_to_M2,common13,xgboost_depth3,0.4,normal,0.8064516129032258,0.8333333333333334,0.819672131147541,30
M1_to_M2,common13,xgboost_depth3,0.4,pre_event,0.75,0.7142857142857143,0.7317073170731707,21
M1_to_M2,common13,xgboost_depth3,0.5,normal,0.7714285714285715,0.9,0.8307692307692308,30
M1_to_M2,common13,xgboost_depth3,0.5,pre_event,0.8125,0.6190476190476191,0.7027027027027027,21
M1_to_M2,common13,xgboost_depth3,0.6,normal,0.7567567567567568,0.9333333333333333,0.835820895522388,30
M1_to_M2,common13,xgboost_depth3,0.6,pre_event,0.8571428571428571,0.5714285714285714,0.6857142857142857,21
M1_to_M2,standard_common,dummy_most_frequent,0.4,normal,0.5882352941176471,1.0,0.7407407407407407,30
M1_to_M2,standard_common,dummy_most_frequent,0.4,pre_event,0.0,0.0,0.0,21
M1_to_M2,standard_common,dummy_most_frequent,0.5,normal,0.5882352941176471,1.0,0.7407407407407407,30
M1_to_M2,standard_common,dummy_most_frequent,0.5,pre_event,0.0,0.0,0.0,21
M1_to_M2,standard_common,dummy_most_frequent,0.6,normal,0.5882352941176471,1.0,0.7407407407407407,30
M1_to_M2,standard_common,dummy_most_frequent,0.6,pre_event,0.0,0.0,0.0,21
M1_to_M2,standard_common,extra_trees_depth3,0.4,normal,0.0,0.0,0.0,30
M1_to_M2,standard_common,extra_trees_depth3,0.4,pre_event,0.4117647058823529,1.0,0.5833333333333334,21
M1_to_M2,standard_common,extra_trees_depth3,0.5,normal,0.5294117647058824,0.3,0.3829787234042553,30
M1_to_M2,standard_common,extra_trees_depth3,0.5,pre_event,0.38235294117647056,0.6190476190476191,0.4727272727272727,21
M1_to_M2,standard_common,extra_trees_depth3,0.6,normal,0.5833333333333334,0.9333333333333333,0.717948717948718,30
M1_to_M2,standard_common,extra_trees_depth3,0.6,pre_event,0.3333333333333333,0.047619047619047616,0.08333333333333333,21
M1_to_M2,standard_common,extra_trees_depth5,0.4,normal,0.5,0.06666666666666667,0.11764705882352941,30
M1_to_M2,standard_common,extra_trees_depth5,0.4,pre_event,0.40425531914893614,0.9047619047619048,0.5588235294117647,21
M1_to_M2,standard_common,extra_trees_depth5,0.5,normal,0.5357142857142857,0.5,0.5172413793103449,30
M1_to_M2,standard_common,extra_trees_depth5,0.5,pre_event,0.34782608695652173,0.38095238095238093,0.36363636363636365,21
M1_to_M2,standard_common,extra_trees_depth5,0.6,normal,0.5652173913043478,0.8666666666666667,0.6842105263157895,30
M1_to_M2,standard_common,extra_trees_depth5,0.6,pre_event,0.2,0.047619047619047616,0.07692307692307693,21
M1_to_M2,standard_common,hist_gradient_boosting,0.4,normal,0.5483870967741935,0.5666666666666667,0.5573770491803278,30
M1_to_M2,standard_common,hist_gradient_boosting,0.4,pre_event,0.35,0.3333333333333333,0.34146341463414637,21
M1_to_M2,standard_common,hist_gradient_boosting,0.5,normal,0.5641025641025641,0.7333333333333333,0.6376811594202898,30
M1_to_M2,standard_common,hist_gradient_boosting,0.5,pre_event,0.3333333333333333,0.19047619047619047,0.24242424242424243,21
M1_to_M2,standard_common,hist_gradient_boosting,0.6,normal,0.55,0.7333333333333333,0.6285714285714286,30
M1_to_M2,standard_common,hist_gradient_boosting,0.6,pre_event,0.2727272727272727,0.14285714285714285,0.1875,21
M1_to_M2,standard_common,lightgbm_depth3,0.4,normal,0.6896551724137931,0.6666666666666666,0.6779661016949152,30
M1_to_M2,standard_common,lightgbm_depth3,0.4,pre_event,0.5454545454545454,0.5714285714285714,0.5581395348837209,21
M1_to_M2,standard_common,lightgbm_depth3,0.5,normal,0.5882352941176471,0.6666666666666666,0.625,30
M1_to_M2,standard_common,lightgbm_depth3,0.5,pre_event,0.4117647058823529,0.3333333333333333,0.3684210526315789,21
M1_to_M2,standard_common,lightgbm_depth3,0.6,normal,0.5882352941176471,0.6666666666666666,0.625,30
M1_to_M2,standard_common,lightgbm_depth3,0.6,pre_event,0.4117647058823529,0.3333333333333333,0.3684210526315789,21
M1_to_M2,standard_common,logistic_balanced,0.4,normal,0.0,0.0,0.0,30
M1_to_M2,standard_common,logistic_balanced,0.4,pre_event,0.4117647058823529,1.0,0.5833333333333334,21
M1_to_M2,standard_common,logistic_balanced,0.5,normal,0.0,0.0,0.0,30
M1_to_M2,standard_common,logistic_balanced,0.5,pre_event,0.4117647058823529,1.0,0.5833333333333334,21
M1_to_M2,standard_common,logistic_balanced,0.6,normal,0.0,0.0,0.0,30
M1_to_M2,standard_common,logistic_balanced,0.6,pre_event,0.4117647058823529,1.0,0.5833333333333334,21
M1_to_M2,standard_common,random_forest_depth3,0.4,normal,0.5625,0.3,0.391304347826087,30
M1_to_M2,standard_common,random_forest_depth3,0.4,pre_event,0.4,0.6666666666666666,0.5,21
M1_to_M2,standard_common,random_forest_depth3,0.5,normal,0.5454545454545454,0.6,0.5714285714285714,30
M1_to_M2,standard_common,random_forest_depth3,0.5,pre_event,0.3333333333333333,0.2857142857142857,0.3076923076923077,21
M1_to_M2,standard_common,random_forest_depth3,0.6,normal,0.5609756097560976,0.7666666666666667,0.647887323943662,30
M1_to_M2,standard_common,random_forest_depth3,0.6,pre_event,0.3,0.14285714285714285,0.1935483870967742,21
M1_to_M2,standard_common,random_forest_depth5,0.4,normal,0.5454545454545454,0.2,0.2926829268292683,30
M1_to_M2,standard_common,random_forest_depth5,0.4,pre_event,0.4,0.7619047619047619,0.5245901639344263,21
M1_to_M2,standard_common,random_forest_depth5,0.5,normal,0.5517241379310345,0.5333333333333333,0.5423728813559322,30
M1_to_M2,standard_common,random_forest_depth5,0.5,pre_event,0.36363636363636365,0.38095238095238093,0.37209302325581395,21
M1_to_M2,standard_common,random_forest_depth5,0.6,normal,0.5609756097560976,0.7666666666666667,0.647887323943662,30
M1_to_M2,standard_common,random_forest_depth5,0.6,pre_event,0.3,0.14285714285714285,0.1935483870967742,21
M1_to_M2,standard_common,xgboost_depth3,0.4,normal,0.5454545454545454,0.6,0.5714285714285714,30
M1_to_M2,standard_common,xgboost_depth3,0.4,pre_event,0.3333333333333333,0.2857142857142857,0.3076923076923077,21
M1_to_M2,standard_common,xgboost_depth3,0.5,normal,0.5135135135135135,0.6333333333333333,0.5671641791044776,30
M1_to_M2,standard_common,xgboost_depth3,0.5,pre_event,0.21428571428571427,0.14285714285714285,0.17142857142857143,21
M1_to_M2,standard_common,xgboost_depth3,0.6,normal,0.5263157894736842,0.6666666666666666,0.5882352941176471,30
M1_to_M2,standard_common,xgboost_depth3,0.6,pre_event,0.23076923076923078,0.14285714285714285,0.17647058823529413,21
M1_to_M2,standard_common_plus_system,dummy_most_frequent,0.4,normal,0.5882352941176471,1.0,0.7407407407407407,30
M1_to_M2,standard_common_plus_system,dummy_most_frequent,0.4,pre_event,0.0,0.0,0.0,21
M1_to_M2,standard_common_plus_system,dummy_most_frequent,0.5,normal,0.5882352941176471,1.0,0.7407407407407407,30
M1_to_M2,standard_common_plus_system,dummy_most_frequent,0.5,pre_event,0.0,0.0,0.0,21
M1_to_M2,standard_common_plus_system,dummy_most_frequent,0.6,normal,0.5882352941176471,1.0,0.7407407407407407,30
M1_to_M2,standard_common_plus_system,dummy_most_frequent,0.6,pre_event,0.0,0.0,0.0,21
M1_to_M2,standard_common_plus_system,extra_trees_depth3,0.4,normal,0.5,0.03333333333333333,0.0625,30
M1_to_M2,standard_common_plus_system,extra_trees_depth3,0.4,pre_event,0.40816326530612246,0.9523809523809523,0.5714285714285714,21
M1_to_M2,standard_common_plus_system,extra_trees_depth3,0.5,normal,0.6111111111111112,0.7333333333333333,0.6666666666666666,30
M1_to_M2,standard_common_plus_system,extra_trees_depth3,0.5,pre_event,0.4666666666666667,0.3333333333333333,0.3888888888888889,21
M1_to_M2,standard_common_plus_system,extra_trees_depth3,0.6,normal,0.5918367346938775,0.9666666666666667,0.7341772151898734,30
M1_to_M2,standard_common_plus_system,extra_trees_depth3,0.6,pre_event,0.5,0.047619047619047616,0.08695652173913043,21
M1_to_M2,standard_common_plus_system,extra_trees_depth5,0.4,normal,0.5,0.23333333333333334,0.3181818181818182,30
M1_to_M2,standard_common_plus_system,extra_trees_depth5,0.4,pre_event,0.3783783783783784,0.6666666666666666,0.4827586206896552,21
M1_to_M2,standard_common_plus_system,extra_trees_depth5,0.5,normal,0.55,0.7333333333333333,0.6285714285714286,30
M1_to_M2,standard_common_plus_system,extra_trees_depth5,0.5,pre_event,0.2727272727272727,0.14285714285714285,0.1875,21
M1_to_M2,standard_common_plus_system,extra_trees_depth5,0.6,normal,0.5918367346938775,0.9666666666666667,0.7341772151898734,30
M1_to_M2,standard_common_plus_system,extra_trees_depth5,0.6,pre_event,0.5,0.047619047619047616,0.08695652173913043,21
M1_to_M2,standard_common_plus_system,hist_gradient_boosting,0.4,normal,0.5483870967741935,0.5666666666666667,0.5573770491803278,30
M1_to_M2,standard_common_plus_system,hist_gradient_boosting,0.4,pre_event,0.35,0.3333333333333333,0.34146341463414637,21
M1_to_M2,standard_common_plus_system,hist_gradient_boosting,0.5,normal,0.5641025641025641,0.7333333333333333,0.6376811594202898,30
M1_to_M2,standard_common_plus_system,hist_gradient_boosting,0.5,pre_event,0.3333333333333333,0.19047619047619047,0.24242424242424243,21
M1_to_M2,standard_common_plus_system,hist_gradient_boosting,0.6,normal,0.55,0.7333333333333333,0.6285714285714286,30
M1_to_M2,standard_common_plus_system,hist_gradient_boosting,0.6,pre_event,0.2727272727272727,0.14285714285714285,0.1875,21
M1_to_M2,standard_common_plus_system,lightgbm_depth3,0.4,normal,0.6896551724137931,0.6666666666666666,0.6779661016949152,30
M1_to_M2,standard_common_plus_system,lightgbm_depth3,0.4,pre_event,0.5454545454545454,0.5714285714285714,0.5581395348837209,21
M1_to_M2,standard_common_plus_system,lightgbm_depth3,0.5,normal,0.5882352941176471,0.6666666666666666,0.625,30
M1_to_M2,standard_common_plus_system,lightgbm_depth3,0.5,pre_event,0.4117647058823529,0.3333333333333333,0.3684210526315789,21
M1_to_M2,standard_common_plus_system,lightgbm_depth3,0.6,normal,0.5882352941176471,0.6666666666666666,0.625,30
M1_to_M2,standard_common_plus_system,lightgbm_depth3,0.6,pre_event,0.4117647058823529,0.3333333333333333,0.3684210526315789,21
M1_to_M2,standard_common_plus_system,logistic_balanced,0.4,normal,0.0,0.0,0.0,30
M1_to_M2,standard_common_plus_system,logistic_balanced,0.4,pre_event,0.4117647058823529,1.0,0.5833333333333334,21
M1_to_M2,standard_common_plus_system,logistic_balanced,0.5,normal,0.0,0.0,0.0,30
M1_to_M2,standard_common_plus_system,logistic_balanced,0.5,pre_event,0.4117647058823529,1.0,0.5833333333333334,21
M1_to_M2,standard_common_plus_system,logistic_balanced,0.6,normal,0.0,0.0,0.0,30
M1_to_M2,standard_common_plus_system,logistic_balanced,0.6,pre_event,0.4117647058823529,1.0,0.5833333333333334,21
M1_to_M2,standard_common_plus_system,random_forest_depth3,0.4,normal,0.5384615384615384,0.23333333333333334,0.32558139534883723,30
M1_to_M2,standard_common_plus_system,random_forest_depth3,0.4,pre_event,0.39473684210526316,0.7142857142857143,0.5084745762711864,21
M1_to_M2,standard_common_plus_system,random_forest_depth3,0.5,normal,0.5714285714285714,0.6666666666666666,0.6153846153846154,30
M1_to_M2,standard_common_plus_system,random_forest_depth3,0.5,pre_event,0.375,0.2857142857142857,0.32432432432432434,21
M1_to_M2,standard_common_plus_system,random_forest_depth3,0.6,normal,0.5777777777777777,0.8666666666666667,0.6933333333333334,30
M1_to_M2,standard_common_plus_system,random_forest_depth3,0.6,pre_event,0.3333333333333333,0.09523809523809523,0.14814814814814814,21
M1_to_M2,standard_common_plus_system,random_forest_depth5,0.4,normal,0.5625,0.3,0.391304347826087,30
M1_to_M2,standard_common_plus_system,random_forest_depth5,0.4,pre_event,0.4,0.6666666666666666,0.5,21
M1_to_M2,standard_common_plus_system,random_forest_depth5,0.5,normal,0.5405405405405406,0.6666666666666666,0.5970149253731343,30
M1_to_M2,standard_common_plus_system,random_forest_depth5,0.5,pre_event,0.2857142857142857,0.19047619047619047,0.22857142857142856,21
M1_to_M2,standard_common_plus_system,random_forest_depth5,0.6,normal,0.5555555555555556,0.8333333333333334,0.6666666666666666,30
M1_to_M2,standard_common_plus_system,random_forest_depth5,0.6,pre_event,0.16666666666666666,0.047619047619047616,0.07407407407407407,21
M1_to_M2,standard_common_plus_system,xgboost_depth3,0.4,normal,0.5428571428571428,0.6333333333333333,0.5846153846153846,30
M1_to_M2,standard_common_plus_system,xgboost_depth3,0.4,pre_event,0.3125,0.23809523809523808,0.2702702702702703,21
M1_to_M2,standard_common_plus_system,xgboost_depth3,0.5,normal,0.5555555555555556,0.6666666666666666,0.6060606060606061,30
M1_to_M2,standard_common_plus_system,xgboost_depth3,0.5,pre_event,0.3333333333333333,0.23809523809523808,0.2777777777777778,21
M1_to_M2,standard_common_plus_system,xgboost_depth3,0.6,normal,0.5263157894736842,0.6666666666666666,0.5882352941176471,30
M1_to_M2,standard_common_plus_system,xgboost_depth3,0.6,pre_event,0.23076923076923078,0.14285714285714285,0.17647058823529413,21
M1_to_M2,standard_optional_dhw,dummy_most_frequent,0.4,normal,0.59375,1.0,0.7450980392156863,19
M1_to_M2,standard_optional_dhw,dummy_most_frequent,0.4,pre_event,0.0,0.0,0.0,13
M1_to_M2,standard_optional_dhw,dummy_most_frequent,0.5,normal,0.59375,1.0,0.7450980392156863,19
M1_to_M2,standard_optional_dhw,dummy_most_frequent,0.5,pre_event,0.0,0.0,0.0,13
M1_to_M2,standard_optional_dhw,dummy_most_frequent,0.6,normal,0.59375,1.0,0.7450980392156863,19
M1_to_M2,standard_optional_dhw,dummy_most_frequent,0.6,pre_event,0.0,0.0,0.0,13
M1_to_M2,standard_optional_dhw,extra_trees_depth3,0.4,normal,1.0,0.10526315789473684,0.19047619047619047,19
M1_to_M2,standard_optional_dhw,extra_trees_depth3,0.4,pre_event,0.43333333333333335,1.0,0.6046511627906976,13
M1_to_M2,standard_optional_dhw,extra_trees_depth3,0.5,normal,0.5862068965517241,0.8947368421052632,0.7083333333333334,19
M1_to_M2,standard_optional_dhw,extra_trees_depth3,0.5,pre_event,0.3333333333333333,0.07692307692307693,0.125,13
M1_to_M2,standard_optional_dhw,extra_trees_depth3,0.6,normal,0.6129032258064516,1.0,0.76,19
M1_to_M2,standard_optional_dhw,extra_trees_depth3,0.6,pre_event,1.0,0.07692307692307693,0.14285714285714285,13
M1_to_M2,standard_optional_dhw,extra_trees_depth5,0.4,normal,0.6363636363636364,0.3684210526315789,0.4666666666666667,19
M1_to_M2,standard_optional_dhw,extra_trees_depth5,0.4,pre_event,0.42857142857142855,0.6923076923076923,0.5294117647058824,13
M1_to_M2,standard_optional_dhw,extra_trees_depth5,0.5,normal,0.6071428571428571,0.8947368421052632,0.723404255319149,19
M1_to_M2,standard_optional_dhw,extra_trees_depth5,0.5,pre_event,0.5,0.15384615384615385,0.23529411764705882,13
M1_to_M2,standard_optional_dhw,extra_trees_depth5,0.6,normal,0.6129032258064516,1.0,0.76,19
M1_to_M2,standard_optional_dhw,extra_trees_depth5,0.6,pre_event,1.0,0.07692307692307693,0.14285714285714285,13
M1_to_M2,standard_optional_dhw,hist_gradient_boosting,0.4,normal,0.5625,0.47368421052631576,0.5142857142857142,19
M1_to_M2,standard_optional_dhw,hist_gradient_boosting,0.4,pre_event,0.375,0.46153846153846156,0.41379310344827586,13
M1_to_M2,standard_optional_dhw,hist_gradient_boosting,0.5,normal,0.55,0.5789473684210527,0.5641025641025641,19
M1_to_M2,standard_optional_dhw,hist_gradient_boosting,0.5,pre_event,0.3333333333333333,0.3076923076923077,0.32,13
M1_to_M2,standard_optional_dhw,hist_gradient_boosting,0.6,normal,0.5555555555555556,0.7894736842105263,0.6521739130434783,19
M1_to_M2,standard_optional_dhw,hist_gradient_boosting,0.6,pre_event,0.2,0.07692307692307693,0.1111111111111111,13
M1_to_M2,standard_optional_dhw,lightgbm_depth3,0.4,normal,0.6818181818181818,0.7894736842105263,0.7317073170731707,19
M1_to_M2,standard_optional_dhw,lightgbm_depth3,0.4,pre_event,0.6,0.46153846153846156,0.5217391304347826,13
M1_to_M2,standard_optional_dhw,lightgbm_depth3,0.5,normal,0.6818181818181818,0.7894736842105263,0.7317073170731707,19
M1_to_M2,standard_optional_dhw,lightgbm_depth3,0.5,pre_event,0.6,0.46153846153846156,0.5217391304347826,13
M1_to_M2,standard_optional_dhw,lightgbm_depth3,0.6,normal,0.6818181818181818,0.7894736842105263,0.7317073170731707,19
M1_to_M2,standard_optional_dhw,lightgbm_depth3,0.6,pre_event,0.6,0.46153846153846156,0.5217391304347826,13
M1_to_M2,standard_optional_dhw,logistic_balanced,0.4,normal,0.0,0.0,0.0,19
M1_to_M2,standard_optional_dhw,logistic_balanced,0.4,pre_event,0.40625,1.0,0.5777777777777777,13
M1_to_M2,standard_optional_dhw,logistic_balanced,0.5,normal,0.0,0.0,0.0,19
M1_to_M2,standard_optional_dhw,logistic_balanced,0.5,pre_event,0.40625,1.0,0.5777777777777777,13
M1_to_M2,standard_optional_dhw,logistic_balanced,0.6,normal,0.0,0.0,0.0,19
M1_to_M2,standard_optional_dhw,logistic_balanced,0.6,pre_event,0.40625,1.0,0.5777777777777777,13
M1_to_M2,standard_optional_dhw,random_forest_depth3,0.4,normal,0.6666666666666666,0.5263157894736842,0.5882352941176471,19
M1_to_M2,standard_optional_dhw,random_forest_depth3,0.4,pre_event,0.47058823529411764,0.6153846153846154,0.5333333333333333,13
M1_to_M2,standard_optional_dhw,random_forest_depth3,0.5,normal,0.6296296296296297,0.8947368421052632,0.7391304347826086,19
M1_to_M2,standard_optional_dhw,random_forest_depth3,0.5,pre_event,0.6,0.23076923076923078,0.3333333333333333,13
M1_to_M2,standard_optional_dhw,random_forest_depth3,0.6,normal,0.5806451612903226,0.9473684210526315,0.72,19
M1_to_M2,standard_optional_dhw,random_forest_depth3,0.6,pre_event,0.0,0.0,0.0,13
M1_to_M2,standard_optional_dhw,random_forest_depth5,0.4,normal,0.6,0.47368421052631576,0.5294117647058824,19
M1_to_M2,standard_optional_dhw,random_forest_depth5,0.4,pre_event,0.4117647058823529,0.5384615384615384,0.4666666666666667,13
M1_to_M2,standard_optional_dhw,random_forest_depth5,0.5,normal,0.5833333333333334,0.7368421052631579,0.6511627906976745,19
M1_to_M2,standard_optional_dhw,random_forest_depth5,0.5,pre_event,0.375,0.23076923076923078,0.2857142857142857,13
M1_to_M2,standard_optional_dhw,random_forest_depth5,0.6,normal,0.5862068965517241,0.8947368421052632,0.7083333333333334,19
M1_to_M2,standard_optional_dhw,random_forest_depth5,0.6,pre_event,0.3333333333333333,0.07692307692307693,0.125,13
M1_to_M2,standard_optional_dhw,xgboost_depth3,0.4,normal,0.6363636363636364,0.7368421052631579,0.6829268292682927,19
M1_to_M2,standard_optional_dhw,xgboost_depth3,0.4,pre_event,0.5,0.38461538461538464,0.43478260869565216,13
M1_to_M2,standard_optional_dhw,xgboost_depth3,0.5,normal,0.5833333333333334,0.7368421052631579,0.6511627906976745,19
M1_to_M2,standard_optional_dhw,xgboost_depth3,0.5,pre_event,0.375,0.23076923076923078,0.2857142857142857,13
M1_to_M2,standard_optional_dhw,xgboost_depth3,0.6,normal,0.56,0.7368421052631579,0.6363636363636364,19
M1_to_M2,standard_optional_dhw,xgboost_depth3,0.6,pre_event,0.2857142857142857,0.15384615384615385,0.2,13
M2_CV,common13,dummy_most_frequent,0.4,normal,0.5882352941176471,1.0,0.7407407407407407,30
M2_CV,common13,dummy_most_frequent,0.4,pre_event,0.0,0.0,0.0,21
M2_CV,common13,dummy_most_frequent,0.5,normal,0.5882352941176471,1.0,0.7407407407407407,30
M2_CV,common13,dummy_most_frequent,0.5,pre_event,0.0,0.0,0.0,21
M2_CV,common13,dummy_most_frequent,0.6,normal,0.5882352941176471,1.0,0.7407407407407407,30
M2_CV,common13,dummy_most_frequent,0.6,pre_event,0.0,0.0,0.0,21
M2_CV,common13,extra_trees_depth3,0.4,normal,1.0,0.36666666666666664,0.5365853658536586,30
M2_CV,common13,extra_trees_depth3,0.4,pre_event,0.525,1.0,0.6885245901639344,21
M2_CV,common13,extra_trees_depth3,0.5,normal,0.9032258064516129,0.9333333333333333,0.9180327868852459,30
M2_CV,common13,extra_trees_depth3,0.5,pre_event,0.9,0.8571428571428571,0.8780487804878049,21
M2_CV,common13,extra_trees_depth3,0.6,normal,0.6382978723404256,1.0,0.7792207792207793,30
M2_CV,common13,extra_trees_depth3,0.6,pre_event,1.0,0.19047619047619047,0.32,21
M2_CV,common13,extra_trees_depth5,0.4,normal,1.0,0.4,0.5714285714285714,30
M2_CV,common13,extra_trees_depth5,0.4,pre_event,0.5384615384615384,1.0,0.7,21
M2_CV,common13,extra_trees_depth5,0.5,normal,0.90625,0.9666666666666667,0.9354838709677419,30
M2_CV,common13,extra_trees_depth5,0.5,pre_event,0.9473684210526315,0.8571428571428571,0.9,21
M2_CV,common13,extra_trees_depth5,0.6,normal,0.6666666666666666,1.0,0.8,30
M2_CV,common13,extra_trees_depth5,0.6,pre_event,1.0,0.2857142857142857,0.4444444444444444,21
M2_CV,common13,hist_gradient_boosting,0.4,normal,0.8571428571428571,0.8,0.8275862068965517,30
M2_CV,common13,hist_gradient_boosting,0.4,pre_event,0.7391304347826086,0.8095238095238095,0.7727272727272727,21
M2_CV,common13,hist_gradient_boosting,0.5,normal,0.8333333333333334,0.8333333333333334,0.8333333333333334,30
M2_CV,common13,hist_gradient_boosting,0.5,pre_event,0.7619047619047619,0.7619047619047619,0.7619047619047619,21
M2_CV,common13,hist_gradient_boosting,0.6,normal,0.8387096774193549,0.8666666666666667,0.8524590163934426,30
M2_CV,common13,hist_gradient_boosting,0.6,pre_event,0.8,0.7619047619047619,0.7804878048780488,21
M2_CV,common13,lightgbm_depth3,0.4,normal,0.8387096774193549,0.8666666666666667,0.8524590163934426,30
M2_CV,common13,lightgbm_depth3,0.4,pre_event,0.8,0.7619047619047619,0.7804878048780488,21
M2_CV,common13,lightgbm_depth3,0.5,normal,0.8387096774193549,0.8666666666666667,0.8524590163934426,30
M2_CV,common13,lightgbm_depth3,0.5,pre_event,0.8,0.7619047619047619,0.7804878048780488,21
M2_CV,common13,lightgbm_depth3,0.6,normal,0.84375,0.9,0.8709677419354839,30
M2_CV,common13,lightgbm_depth3,0.6,pre_event,0.8421052631578947,0.7619047619047619,0.8,21
M2_CV,common13,logistic_balanced,0.4,normal,0.9230769230769231,0.8,0.8571428571428571,30
M2_CV,common13,logistic_balanced,0.4,pre_event,0.76,0.9047619047619048,0.8260869565217391,21
M2_CV,common13,logistic_balanced,0.5,normal,0.9032258064516129,0.9333333333333333,0.9180327868852459,30
M2_CV,common13,logistic_balanced,0.5,pre_event,0.9,0.8571428571428571,0.8780487804878049,21
M2_CV,common13,logistic_balanced,0.6,normal,0.8529411764705882,0.9666666666666667,0.90625,30
M2_CV,common13,logistic_balanced,0.6,pre_event,0.9411764705882353,0.7619047619047619,0.8421052631578947,21
M2_CV,common13,random_forest_depth3,0.4,normal,1.0,0.7,0.8235294117647058,30
M2_CV,common13,random_forest_depth3,0.4,pre_event,0.7,1.0,0.8235294117647058,21
M2_CV,common13,random_forest_depth3,0.5,normal,0.8928571428571429,0.8333333333333334,0.8620689655172413,30
M2_CV,common13,random_forest_depth3,0.5,pre_event,0.782608695652174,0.8571428571428571,0.8181818181818182,21
M2_CV,common13,random_forest_depth3,0.6,normal,0.8235294117647058,0.9333333333333333,0.875,30
M2_CV,common13,random_forest_depth3,0.6,pre_event,0.8823529411764706,0.7142857142857143,0.7894736842105263,21
M2_CV,common13,random_forest_depth5,0.4,normal,1.0,0.6666666666666666,0.8,30
M2_CV,common13,random_forest_depth5,0.4,pre_event,0.6774193548387096,1.0,0.8076923076923077,21
M2_CV,common13,random_forest_depth5,0.5,normal,0.8620689655172413,0.8333333333333334,0.847457627118644,30
M2_CV,common13,random_forest_depth5,0.5,pre_event,0.7727272727272727,0.8095238095238095,0.7906976744186046,21
M2_CV,common13,random_forest_depth5,0.6,normal,0.8235294117647058,0.9333333333333333,0.875,30
M2_CV,common13,random_forest_depth5,0.6,pre_event,0.8823529411764706,0.7142857142857143,0.7894736842105263,21
M2_CV,common13,xgboost_depth3,0.4,normal,0.8928571428571429,0.8333333333333334,0.8620689655172413,30
M2_CV,common13,xgboost_depth3,0.4,pre_event,0.782608695652174,0.8571428571428571,0.8181818181818182,21
M2_CV,common13,xgboost_depth3,0.5,normal,0.8928571428571429,0.8333333333333334,0.8620689655172413,30
M2_CV,common13,xgboost_depth3,0.5,pre_event,0.782608695652174,0.8571428571428571,0.8181818181818182,21
M2_CV,common13,xgboost_depth3,0.6,normal,0.8620689655172413,0.8333333333333334,0.847457627118644,30
M2_CV,common13,xgboost_depth3,0.6,pre_event,0.7727272727272727,0.8095238095238095,0.7906976744186046,21
M2_CV,standard_common,dummy_most_frequent,0.4,normal,0.5882352941176471,1.0,0.7407407407407407,30
M2_CV,standard_common,dummy_most_frequent,0.4,pre_event,0.0,0.0,0.0,21
M2_CV,standard_common,dummy_most_frequent,0.5,normal,0.5882352941176471,1.0,0.7407407407407407,30
M2_CV,standard_common,dummy_most_frequent,0.5,pre_event,0.0,0.0,0.0,21
M2_CV,standard_common,dummy_most_frequent,0.6,normal,0.5882352941176471,1.0,0.7407407407407407,30
M2_CV,standard_common,dummy_most_frequent,0.6,pre_event,0.0,0.0,0.0,21
M2_CV,standard_common,extra_trees_depth3,0.4,normal,0.8181818181818182,0.3,0.43902439024390244,30
M2_CV,standard_common,extra_trees_depth3,0.4,pre_event,0.475,0.9047619047619048,0.6229508196721312,21
M2_CV,standard_common,extra_trees_depth3,0.5,normal,0.7586206896551724,0.7333333333333333,0.7457627118644068,30
M2_CV,standard_common,extra_trees_depth3,0.5,pre_event,0.6363636363636364,0.6666666666666666,0.6511627906976745,21
