evaluation_scope,feature_set,model,threshold,rows,normal_rows,pre_event_rows,balanced_accuracy,precision,recall,f1,normal_fpr,tn,fp,fn,tp
M2_to_M1,standard_common_plus_system,extra_trees_depth5,0.6,61,35,26,0.5192307692307693,1.0,0.038461538461538464,0.07407407407407407,0.0,35,0,25,1
M2_to_M1,standard_common_plus_system,hist_gradient_boosting,0.4,61,35,26,0.4208791208791209,0.3448275862068966,0.38461538461538464,0.36363636363636365,0.5428571428571428,16,19,16,10
M2_to_M1,standard_common_plus_system,hist_gradient_boosting,0.5,61,35,26,0.46703296703296704,0.2857142857142857,0.07692307692307693,0.12121212121212122,0.14285714285714285,30,5,24,2
M2_to_M1,standard_common_plus_system,hist_gradient_boosting,0.6,61,35,26,0.4857142857142857,0.0,0.0,0.0,0.02857142857142857,34,1,26,0
M2_to_M1,standard_common_plus_system,lightgbm_depth3,0.4,61,35,26,0.47307692307692306,0.391304347826087,0.34615384615384615,0.3673469387755102,0.4,21,14,17,9
M2_to_M1,standard_common_plus_system,lightgbm_depth3,0.5,61,35,26,0.5010989010989011,0.42857142857142855,0.23076923076923078,0.3,0.22857142857142856,27,8,20,6
M2_to_M1,standard_common_plus_system,lightgbm_depth3,0.6,61,35,26,0.48626373626373626,0.375,0.11538461538461539,0.17647058823529413,0.14285714285714285,30,5,23,3
M2_to_M1,standard_common_plus_system,logistic_balanced,0.4,61,35,26,0.5681318681318681,0.5714285714285714,0.3076923076923077,0.4,0.17142857142857143,29,6,18,8
M2_to_M1,standard_common_plus_system,logistic_balanced,0.5,61,35,26,0.5631868131868132,0.5833333333333334,0.2692307692307692,0.3684210526315789,0.14285714285714285,30,5,19,7
M2_to_M1,standard_common_plus_system,logistic_balanced,0.6,61,35,26,0.5917582417582418,0.7,0.2692307692307692,0.3888888888888889,0.08571428571428572,32,3,19,7
M2_to_M1,standard_common_plus_system,random_forest_depth3,0.4,61,35,26,0.5,0.4262295081967213,1.0,0.5977011494252874,1.0,0,35,0,26
M2_to_M1,standard_common_plus_system,random_forest_depth3,0.5,61,35,26,0.49945054945054945,0.42592592592592593,0.8846153846153846,0.575,0.8857142857142857,4,31,3,23
M2_to_M1,standard_common_plus_system,random_forest_depth3,0.6,61,35,26,0.4818681318681319,0.38461538461538464,0.19230769230769232,0.2564102564102564,0.22857142857142856,27,8,21,5
M2_to_M1,standard_common_plus_system,random_forest_depth5,0.4,61,35,26,0.5,0.4262295081967213,1.0,0.5977011494252874,1.0,0,35,0,26
M2_to_M1,standard_common_plus_system,random_forest_depth5,0.5,61,35,26,0.4950549450549451,0.423728813559322,0.9615384615384616,0.5882352941176471,0.9714285714285714,1,34,1,25
M2_to_M1,standard_common_plus_system,random_forest_depth5,0.6,61,35,26,0.5494505494505495,0.5,0.38461538461538464,0.43478260869565216,0.2857142857142857,25,10,16,10
M2_to_M1,standard_common_plus_system,xgboost_depth3,0.4,61,35,26,0.55,0.48148148148148145,0.5,0.49056603773584906,0.4,21,14,13,13
M2_to_M1,standard_common_plus_system,xgboost_depth3,0.5,61,35,26,0.5302197802197802,0.47368421052631576,0.34615384615384615,0.4,0.2857142857142857,25,10,17,9
M2_to_M1,standard_common_plus_system,xgboost_depth3,0.6,61,35,26,0.5153846153846154,0.46153846153846156,0.23076923076923078,0.3076923076923077,0.2,28,7,20,6
M2_to_M1,standard_optional_dhw,dummy_most_frequent,0.4,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
M2_to_M1,standard_optional_dhw,dummy_most_frequent,0.5,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
M2_to_M1,standard_optional_dhw,dummy_most_frequent,0.6,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
M2_to_M1,standard_optional_dhw,extra_trees_depth3,0.4,54,30,24,0.5208333333333334,0.4594594594594595,0.7083333333333334,0.5573770491803278,0.6666666666666666,10,20,7,17
M2_to_M1,standard_optional_dhw,extra_trees_depth3,0.5,54,30,24,0.5416666666666667,0.5454545454545454,0.25,0.34285714285714286,0.16666666666666666,25,5,18,6
M2_to_M1,standard_optional_dhw,extra_trees_depth3,0.6,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
M2_to_M1,standard_optional_dhw,extra_trees_depth5,0.4,54,30,24,0.5333333333333333,0.47058823529411764,0.6666666666666666,0.5517241379310345,0.6,12,18,8,16
M2_to_M1,standard_optional_dhw,extra_trees_depth5,0.5,54,30,24,0.525,0.5,0.25,0.3333333333333333,0.2,24,6,18,6
M2_to_M1,standard_optional_dhw,extra_trees_depth5,0.6,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
M2_to_M1,standard_optional_dhw,hist_gradient_boosting,0.4,54,30,24,0.5,0.4444444444444444,1.0,0.6153846153846154,1.0,0,30,0,24
M2_to_M1,standard_optional_dhw,hist_gradient_boosting,0.5,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
M2_to_M1,standard_optional_dhw,hist_gradient_boosting,0.6,54,30,24,0.5,0.0,0.0,0.0,0.0,30,0,24,0
M2_to_M1,standard_optional_dhw,lightgbm_depth3,0.4,54,30,24,0.475,0.4,0.25,0.3076923076923077,0.3,21,9,18,6
M2_to_M1,standard_optional_dhw,lightgbm_depth3,0.5,54,30,24,0.4708333333333333,0.38461538461538464,0.20833333333333334,0.2702702702702703,0.26666666666666666,22,8,19,5
M2_to_M1,standard_optional_dhw,lightgbm_depth3,0.6,54,30,24,0.5,0.4444444444444444,0.16666666666666666,0.24242424242424243,0.16666666666666666,25,5,20,4
M2_to_M1,standard_optional_dhw,logistic_balanced,0.4,54,30,24,0.5875,0.6,0.375,0.46153846153846156,0.2,24,6,15,9
M2_to_M1,standard_optional_dhw,logistic_balanced,0.5,54,30,24,0.6541666666666667,0.8181818181818182,0.375,0.5142857142857142,0.06666666666666667,28,2,15,9
M2_to_M1,standard_optional_dhw,logistic_balanced,0.6,54,30,24,0.6125,0.7777777777777778,0.2916666666666667,0.42424242424242425,0.06666666666666667,28,2,17,7
M2_to_M1,standard_optional_dhw,random_forest_depth3,0.4,54,30,24,0.5666666666666667,0.48,1.0,0.6486486486486487,0.8666666666666667,4,26,0,24
M2_to_M1,standard_optional_dhw,random_forest_depth3,0.5,54,30,24,0.6333333333333333,0.631578947368421,0.5,0.5581395348837209,0.23333333333333334,23,7,12,12
M2_to_M1,standard_optional_dhw,random_forest_depth3,0.6,54,30,24,0.5041666666666667,0.5,0.041666666666666664,0.07692307692307693,0.03333333333333333,29,1,23,1
M2_to_M1,standard_optional_dhw,random_forest_depth5,0.4,54,30,24,0.55,0.47058823529411764,1.0,0.64,0.9,3,27,0,24
M2_to_M1,standard_optional_dhw,random_forest_depth5,0.5,54,30,24,0.65,0.6666666666666666,0.5,0.5714285714285714,0.2,24,6,12,12
M2_to_M1,standard_optional_dhw,random_forest_depth5,0.6,54,30,24,0.5041666666666667,0.5,0.041666666666666664,0.07692307692307693,0.03333333333333333,29,1,23,1
M2_to_M1,standard_optional_dhw,xgboost_depth3,0.4,54,30,24,0.45833333333333337,0.2857142857142857,0.08333333333333333,0.12903225806451613,0.16666666666666666,25,5,22,2
M2_to_M1,standard_optional_dhw,xgboost_depth3,0.5,54,30,24,0.5083333333333333,0.5,0.08333333333333333,0.14285714285714285,0.06666666666666667,28,2,22,2
M2_to_M1,standard_optional_dhw,xgboost_depth3,0.6,54,30,24,0.4875,0.3333333333333333,0.041666666666666664,0.07407407407407407,0.06666666666666667,28,2,23,1
